pointer,sha256,row_count
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0000.jsonl.gz,0bd73db03d2674c3c5920f5df106ca6e091de53d9c65b5d5f8759a634b4d1510,25000
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0001.jsonl.gz,0d2e6775dffaf22e4e3b3f70c7d62c3f3184607fec5db5b3ee488418f5fd2248,25000
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0002.jsonl.gz,11491070605262b78fcbd774b91d9f601e4cf1eaec32c7d13c9a46cf8d78c359,25000
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0003.jsonl.gz,34502067a58bcb38d824bf105dfaeec219fad19fba2613804a045423fbf6479f,25000
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0004.jsonl.gz,d33916544c6c05caef3a709e48cd030daf0b81407f203764665b98a248ac3ebd,25000
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0005.jsonl.gz,656470d2e648e49f427a1a46a0da3093b35d13afb792ca10de3a61c1cc2602b1,25000
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0006.jsonl.gz,445884949cdf00fcf5d2436728374308873e03b19d6722e9af9ee7ab09fd7d90,25000
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0007.jsonl.gz,e63ab131b547b5918a7e4e0dd6b367f46c39a2960ffec7d5dec517ca59eacb87,25000
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0008.jsonl.gz,45689c8119488b4813a229a401ffe48521a431d5b38bd42d5919f6ffa791723d,25000
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0009.jsonl.gz,17c4bb42303ce995e7a84e4c3e9fb7623cc56ca0a6a962a4bc7a906e3402028c,25000
artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/normalized_matched_external_layers/lanes/normalization_lane_001/normalized_values/normalized_values_shard_0010.jsonl.gz,b2384a74fa1acacf9c438e41e67a5e415d32b555cbb45edec386ae2b32578ed5,25000
