attempt,bytes_received,canonical_locator_id,completed_at,content_disposition,content_type,declared_content_length,final_url,full_body_staged,http_status,request_id,request_url,retry,source_review_id,source_review_lane_id,started_at
1,64554,EXTLOC-c892114ef0f7a7a8fcca5a72,2026-08-05T17:59:32.426766+00:00,,text/html; charset=utf-8,13996,https://crimewatch.net/us/pa/chester/parkesburg-boro-pd/15924/post/full-time-test-police-officers-scheduled,False,200,EXTDLREQ-c2719f43821089d8b323c71e,https://crimewatch.net/us/pa/chester/parkesburg-boro-pd/15924/post/full-time-test-police-officers-scheduled,False,EXTSRCREV-031e0bda887219446d489eba,source_review_lane_005,2026-08-05T17:59:32.005799+00:00
1,18367,EXTLOC-38b4fb6569d005cb2e5ab34d,2026-08-05T17:59:32.926904+00:00,,text/html; charset=utf-8,18367,https://datacommons.org/place/geoId/1303124,False,200,EXTDLREQ-d3885ec5f87e0165e0bae14d,https://datacommons.org/place/geoId/1303124,False,EXTSRCREV-b10fcbc4e80446d94e35435b,source_review_lane_005,2026-08-05T17:59:32.325260+00:00
1,173742,EXTLOC-04e5aa1e6738bc78cac7abc6,2026-08-05T17:59:32.976588+00:00,,text/html; charset=UTF-8,32221,"https://en.wikipedia.org/wiki/Canton,_Minnesota",False,200,EXTDLREQ-3f4ab5ea5bebbfe2e7219ca8,"https://en.wikipedia.org/wiki/Canton,_Minnesota",False,EXTSRCREV-03e89eca3789fb0259779131,source_review_lane_005,2026-08-05T17:59:32.427829+00:00
1,295589,EXTLOC-c9c5f114c10f37f147e6fcfa,2026-08-05T17:59:32.998919+00:00,,text/html; charset=UTF-8,0,https://chathamtownship.org/uncategorized/introduction-of-ordinance-2026-03/,False,200,EXTDLREQ-0b33706b6e433ecb9646cceb,https://chathamtownship.org/uncategorized/introduction-of-ordinance-2026-03/,False,EXTSRCREV-a83b0179510f69c11f21408f,source_review_lane_005,2026-08-05T17:59:30.363091+00:00
1,20692367,EXTLOC-4e20a1f9ee1258cd589c772b,2026-08-05T17:59:33.175604+00:00,,application/pdf,20692367,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/1609/WBSD/6080084/October_Website_Materials.pdf,False,200,EXTDLREQ-5b077e33d17cf6bf84b0a9bc,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/1609/WBSD/6080084/October_Website_Materials.pdf,False,EXTSRCREV-fbe92df28ab76a8edc9dbacf,source_review_lane_005,2026-08-05T17:59:31.764462+00:00
1,102647,EXTLOC-c48554d5d0e6aa287fbda7b8,2026-08-05T17:59:33.183868+00:00,,application/pdf,102647,https://files.heygov.com/greyeaglemn.govoffice2.com/meetings/me_01jkzw24xbqhemd5czj78ty7hg/minutes-01142025-approved.pdf,False,200,EXTDLREQ-1484124aae65893eae630864,https://files.heygov.com/greyeaglemn.govoffice2.com/meetings/me_01jkzw24xbqhemd5czj78ty7hg/minutes-01142025-approved.pdf,False,EXTSRCREV-b9a11b9a6be954d11514b91b,source_review_lane_005,2026-08-05T17:59:32.927887+00:00
1,61408,EXTLOC-9f1c435bb79210a2643eadbb,2026-08-05T17:59:33.351361+00:00,,text/html; charset=UTF-8,0,https://dataportalforcities.org/north-america/united-states/wisconsin/big-flats,False,200,EXTDLREQ-f97623f0440ae9e28bf28bb4,https://dataportalforcities.org/north-america/united-states/wisconsin/big-flats,False,EXTSRCREV-fbb3eda6b26bb9e043afcbad,source_review_lane_005,2026-08-05T17:59:32.379123+00:00
1,103100,EXTLOC-e47110cf426ac9cf4354bda3,2026-08-05T17:59:33.477783+00:00,,application/pdf,103100,https://killbuckvillage.com/reports/Appropriation-Status.pdf,False,200,EXTDLREQ-28361031043391f378d20360,https://killbuckvillage.com/reports/Appropriation-Status.pdf,False,EXTSRCREV-4805e7f789416fb44c62a19f,source_review_lane_005,2026-08-05T17:59:33.184894+00:00
1,15404650,EXTLOC-1072873c658984fcb6e8ddec,2026-08-05T17:59:33.575558+00:00,,application/pdf,15404650,https://d3n9y02raazwpg.cloudfront.net/grand-island/c6394934-8301-11ee-852f-0050569183fa-52853562-2925-4e36-b521-e994a5d17b41-1701452701.pdf,False,200,EXTDLREQ-fd0ced1950e350a58c55fdc8,https://d3n9y02raazwpg.cloudfront.net/grand-island/c6394934-8301-11ee-852f-0050569183fa-52853562-2925-4e36-b521-e994a5d17b41-1701452701.pdf,False,EXTSRCREV-6e9023ef15d66c6413b34d8f,source_review_lane_005,2026-08-05T17:59:32.251720+00:00
1,110405,EXTLOC-65575489f57f42ca5407a59e,2026-08-05T17:59:33.584659+00:00,,text/html;charset=UTF-8,0,https://jobs.myflorida.com/job/TALLAHASSEE-HUMAN-RESOURCE-SPECIALISTHR-SES-64054602-FL-32301/1399111700/,False,200,EXTDLREQ-15876bc3be9ee753ce4143bc,https://jobs.myflorida.com/job/TALLAHASSEE-HUMAN-RESOURCE-SPECIALISTHR-SES-64054602-FL-32301/1399111700/,False,EXTSRCREV-06886a4e3c112143795c0045,source_review_lane_005,2026-08-05T17:59:33.176928+00:00
1,591956,EXTLOC-fe7533b03f5c8aad19b10c75,2026-08-05T17:59:33.656105+00:00,,application/pdf,0,https://middletownship.com/wp-content/uploads/2019/05/2019-Reorg-Minutes.pdf,False,200,EXTDLREQ-9699baac496a80a0a1a673de,https://middletownship.com/wp-content/uploads/2019/05/2019-Reorg-Minutes.pdf,False,EXTSRCREV-f132913a304c8f2e942fc35a,source_review_lane_005,2026-08-05T17:59:33.352480+00:00
