retained_source_id,source_review_id,claim_id,claim_upgrade_tag,linkage_basis
EXTSOURCE-6365284e7317dc55730b183a,EXTSRCREV-fa1fa3e702a77c77bfff6264,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-6365284e7317dc55730b183a,EXTSRCREV-fa1fa3e702a77c77bfff6264,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-6365284e7317dc55730b183a,EXTSRCREV-fa1fa3e702a77c77bfff6264,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-6365284e7317dc55730b183a,EXTSRCREV-fa1fa3e702a77c77bfff6264,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-6365284e7317dc55730b183a,EXTSRCREV-fa1fa3e702a77c77bfff6264,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-6365284e7317dc55730b183a,EXTSRCREV-fa1fa3e702a77c77bfff6264,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-8b7008f706afe79e258b62df,EXTSRCREV-09cbbec475e0a42a6ebc7a5b,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-8b7008f706afe79e258b62df,EXTSRCREV-09cbbec475e0a42a6ebc7a5b,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-8b7008f706afe79e258b62df,EXTSRCREV-09cbbec475e0a42a6ebc7a5b,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-8b7008f706afe79e258b62df,EXTSRCREV-09cbbec475e0a42a6ebc7a5b,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-7a7cd8919bcafb0c3919f0d9,EXTSRCREV-2aee41f1cc73a1ea0256786a,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-7a7cd8919bcafb0c3919f0d9,EXTSRCREV-2aee41f1cc73a1ea0256786a,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-7a7cd8919bcafb0c3919f0d9,EXTSRCREV-2aee41f1cc73a1ea0256786a,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-7a7cd8919bcafb0c3919f0d9,EXTSRCREV-2aee41f1cc73a1ea0256786a,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-0da046c3e57073da41efe086,EXTSRCREV-9340e743f73f974446c5330d,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-0da046c3e57073da41efe086,EXTSRCREV-9340e743f73f974446c5330d,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-0da046c3e57073da41efe086,EXTSRCREV-9340e743f73f974446c5330d,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-0da046c3e57073da41efe086,EXTSRCREV-9340e743f73f974446c5330d,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-0da046c3e57073da41efe086,EXTSRCREV-9340e743f73f974446c5330d,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-0da046c3e57073da41efe086,EXTSRCREV-9340e743f73f974446c5330d,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-fd2536ccb9455f16501f3578,EXTSRCREV-a331f2d3dc81a44219c7ddbf,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-fd2536ccb9455f16501f3578,EXTSRCREV-a331f2d3dc81a44219c7ddbf,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-fd2536ccb9455f16501f3578,EXTSRCREV-a331f2d3dc81a44219c7ddbf,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-fd2536ccb9455f16501f3578,EXTSRCREV-a331f2d3dc81a44219c7ddbf,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-fd2536ccb9455f16501f3578,EXTSRCREV-a331f2d3dc81a44219c7ddbf,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-fd2536ccb9455f16501f3578,EXTSRCREV-a331f2d3dc81a44219c7ddbf,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-e16ca7c93f697f978b9e042c,EXTSRCREV-b22359fdf22182e070f1b213,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-e16ca7c93f697f978b9e042c,EXTSRCREV-b22359fdf22182e070f1b213,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-e16ca7c93f697f978b9e042c,EXTSRCREV-b22359fdf22182e070f1b213,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-e16ca7c93f697f978b9e042c,EXTSRCREV-b22359fdf22182e070f1b213,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-08abeb4206d1b5b2779cf554,EXTSRCREV-cc89309d4d900717b4cdb8b7,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-08abeb4206d1b5b2779cf554,EXTSRCREV-cc89309d4d900717b4cdb8b7,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-08abeb4206d1b5b2779cf554,EXTSRCREV-cc89309d4d900717b4cdb8b7,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-08abeb4206d1b5b2779cf554,EXTSRCREV-cc89309d4d900717b4cdb8b7,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-32074b99a32209bcbb30d0f5,EXTSRCREV-3c9c00ee670e32170d4b790c,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-32074b99a32209bcbb30d0f5,EXTSRCREV-3c9c00ee670e32170d4b790c,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-32074b99a32209bcbb30d0f5,EXTSRCREV-3c9c00ee670e32170d4b790c,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-32074b99a32209bcbb30d0f5,EXTSRCREV-3c9c00ee670e32170d4b790c,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-32074b99a32209bcbb30d0f5,EXTSRCREV-3c9c00ee670e32170d4b790c,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-32074b99a32209bcbb30d0f5,EXTSRCREV-3c9c00ee670e32170d4b790c,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-e374cc0c01835cbf8473af35,EXTSRCREV-9d79caf8c393791f3552dc1f,,no_material_upgrade,candidate expected-claim-upgrade lineage
EXTSOURCE-0154b7025483656267e7e986,EXTSRCREV-216d81a5ba1956f09387f732,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-0154b7025483656267e7e986,EXTSRCREV-216d81a5ba1956f09387f732,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-0154b7025483656267e7e986,EXTSRCREV-216d81a5ba1956f09387f732,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-0154b7025483656267e7e986,EXTSRCREV-216d81a5ba1956f09387f732,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-0154b7025483656267e7e986,EXTSRCREV-216d81a5ba1956f09387f732,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-0154b7025483656267e7e986,EXTSRCREV-216d81a5ba1956f09387f732,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-a6b9aab69db4217821a8b619,EXTSRCREV-a12f2bcb364def966615628d,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-a6b9aab69db4217821a8b619,EXTSRCREV-a12f2bcb364def966615628d,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-a6b9aab69db4217821a8b619,EXTSRCREV-a12f2bcb364def966615628d,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-73d54c6186c5992ade8c581d,EXTSRCREV-5df5fe3d90b5b56c505885f7,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-73d54c6186c5992ade8c581d,EXTSRCREV-5df5fe3d90b5b56c505885f7,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-73d54c6186c5992ade8c581d,EXTSRCREV-5df5fe3d90b5b56c505885f7,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-73d54c6186c5992ade8c581d,EXTSRCREV-5df5fe3d90b5b56c505885f7,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-73d54c6186c5992ade8c581d,EXTSRCREV-5df5fe3d90b5b56c505885f7,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-73d54c6186c5992ade8c581d,EXTSRCREV-5df5fe3d90b5b56c505885f7,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
