source_review_id,canonical_locator_id,canonical_final_locator_id,canonical_final_url,original_requested_urls,linked_candidate_ids,linked_search_waves,municipality,state,period,side_scope,department_scope,primary_external_data_family,secondary_external_data_families,direct_staffing_relevance,administrative_source_type,primary_source_quality,verified_content_type,expected_file_type,final_priority_bucket,official_source_flag,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,redirect_lineage,duplicate_final_locator_lineage,verification_status,verification_content_type,verification_content_length,candidate_title,candidate_snippet,locator_host,candidate_fanout,event_fanout,review_complexity,source_review_lane_id,source_review_lane_sequence
EXTSRCREV-19fdb859d00b7a0e4ed4389b,EXTLOC-05276fc80dddd038f44b8eb5,EXTFINALLOC-05276fc80dddd038f44b8eb5,https://abc2.nc.gov/Districts/Board/154,https://abc2.nc.gov/Districts/Board/154,EXTCAND-e4f774a682a8915c2f9db99e,external_search_wave_001_compacted,Red Springs,NC,2022,all_units,all_units,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,direct_official_administrative_source,html,html,high,true,ROOTCOMP-77a42a6f2bee46726ba97202|ROOTCOMP-86f0704a68a88c21f4af3398,MECHEXP-2507e6f60aa51480bb6614b4|MECHEXP-537e3a25ff6f6372bf4f1535|MECHEXP-550783c55ed52724159f131c|MECHEXP-b5e6a8d318beb28765dd6a1a|MECHEXP-ca87888ee33b9d41fe96fd10|MECHEXP-d5d3a6b3c340b58aa89a11fa|MECHEXP-eae32de02d75f1e4dfe6b648,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-61d8d46c0d062c28e2a11ad9,canonical_final_locator_id=EXTFINALLOC-05276fc80dddd038f44b8eb5,reachable_html_shell_or_portal,text/html; charset=utf-8,,,"## Likely official/primary source types for “Red Springs, NC (2022) payroll / salaries / overtime / authorized positions / vacancies / pay plan / pension & health contributions / compensation study / turnover” metadata discovery 1) **Municipal budget documents (Town of Red Springs)** - **FY 2022–2023 (or FY 2022) Proposed/Adopted Budget** including: - departmental operating budgets - **personnel s",abc2.nc.gov,1,9,html,source_review_lane_005,1
EXTSRCREV-ec881fb86cda58d999616ac3,EXTLOC-b0a2e6e83eb271e2d362479e,EXTFINALLOC-d97da5f8a33848e5e96cd809,https://aca-prod.accela.com/GRANDRAPIDS/Default.aspx,https://inspections.grcity.us/citizenaccess/account/registerdisclaimer.aspx,EXTCAND-a3bd30429ca0610a1259b4a8,external_search_wave_001_compacted,Grand Rapids charter,MI,2018,all_units,all_units,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,overtime_staffing_response,payroll_roster,likely_official_primary_source,html,html,high,true,ROOTCOMP-4ee14de14580c7a1b7d6497b,MECHEXP-0245228893237c9f6c6d031c|MECHEXP-07b862784e1b2db0e80cb7ae|MECHEXP-12e220f068e5ae7cdcd829b8|MECHEXP-642d9cb737a09acc5ce052b7|MECHEXP-abd57eefc165468e404ec5ec|MECHEXP-e8005b0d84d9317a60c5b293,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=1|verification_terminal_request=EXTREQ-c7c7d8f38cdda72e27188ca4,canonical_final_locator_id=EXTFINALLOC-d97da5f8a33848e5e96cd809,reachable_html_shell_or_portal,text/html; charset=utf-8,25206,,Likely **official/primary administrative source types** for the metadata-only target (“Grand Rapids charter” + MI + “2018” + payroll/salaries/overtime/budget authorized positions/vacancies/staffing/recruitment/retention/turnover + compensation study / pay plan / pension & health contributions / salary step schedule / ordinance-resolution language): 1. **City of Grand Rapids (MI) administrative cod,aca-prod.accela.com,1,7,html,source_review_lane_005,2
EXTSRCREV-8132402bdb04183df4c85c11,EXTLOC-ce3cdb7e10c760fac42169a4,EXTFINALLOC-ce3cdb7e10c760fac42169a4,https://acb.wa.gov/sites/default/files/2025-01/Board%20Packet%20-%20January%2031%202025.pdf,https://acb.wa.gov/sites/default/files/2025-01/Board%20Packet%20-%20January%2031%202025.pdf,EXTCAND-3873a6af7bfaebb380057e32,external_search_wave_001_compacted,Langley,WA,2026,police,police,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention,contextual_staffing_only,payroll_roster,direct_official_administrative_source,pdf,pdf,high,true,ROOTCOMP-792c12b71099dafde64a8f5e,MECHEXP-06d79f4731a3ffb39a3bb39d|MECHEXP-1faed28cb6f4fc3bad0f1edd|MECHEXP-a074a92999d4f758df183961|MECHEXP-df4f054a9688b8339d679080|MECHEXP-efa4cc25f549d17551ec38f4,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,redirect_count=0|verification_terminal_request=EXTREQ-b805970773285ce08401eef5,canonical_final_locator_id=EXTFINALLOC-ce3cdb7e10c760fac42169a4,reachable_direct_document,application/pdf,8591459,,"Below are **likely primary/official public administrative source types** you’d use for metadata-only discovery around **“Langley, WA, 2026”** payroll/salaries/OT and related budget staffing/positions/retention/turnover/resourcing items. ### 1) City of Langley government finance & personnel actions (local primary) - **City adopted budgets (FY/Calendar year 2026)**: documents that authorize expendit",acb.wa.gov,1,6,document,source_review_lane_005,3
EXTSRCREV-555a8d779a8e42f728c921a0,EXTLOC-3ed3f7a1b352068fb9cb5856,EXTFINALLOC-3ed3f7a1b352068fb9cb5856,https://acct.oa.mo.gov/media/report/annual-comprehensive-financial-report-fiscal-year-ended-june-30-2024,https://acct.oa.mo.gov/media/report/annual-comprehensive-financial-report-fiscal-year-ended-june-30-2024,RESCAND-0a97c738f23564068f53f5e0,external_search_wave_002_exhaustive_residual,Concordia,MO,2024,unclear,unclear,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,direct_position_reduction_metric,payroll_roster,direct_official_administrative_source,html,html,high,true,ROOTCOMP-2c1e07ff504246415d981b37,MECHEXP-6a39042dd8c1494ce4b090d7|MECHEXP-6abe05465202aae80e890c7e|MECHEXP-7e6d31690de171859436476b|MECHEXP-7ed9a9038dca8ab5f9fccb5e|MECHEXP-b506f302a7d9a423bcf23003,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,redirect_count=0|verification_terminal_request=EXTREQ-e2ea4693f03b5203f09c195c,canonical_final_locator_id=EXTFINALLOC-3ed3f7a1b352068fb9cb5856,reachable_html_shell_or_portal,text/html; charset=UTF-8,,,"I ran metadata-only candidate discovery for the target: **“Concordia” + “MO” + period “2024”**, looking specifically for **municipal administrative record** sources that include/relate to: - **authorized positions, filled positions, vacancy rate, layoffs, attrition** - **retroactivity/implementation** (explicitly) - **municipal payroll/open data** - **adopted budget** - **HR report** - **Census/USDA official municipal administrative record** ### Candidate source-family results (metadata-only; no",acct.oa.mo.gov,1,6,html,source_review_lane_005,4
EXTSRCREV-aeebc69bbbc28bacb7bd9981,EXTLOC-4e3fa8b6c36e45fb4fbe0c0f,EXTFINALLOC-301c39eb33d3e88cbd9e00e5,https://adeq.state.ar.us/home/pdssql/p_facil_info.aspx?AFIN=6003346&AFINDash=60-03346,https://www.adeq.state.ar.us/home/pdssql/p_facil_info.aspx?AFIN=6003346&AFINDash=60-03346,RESCAND-c3f9e2183254175f798ac254,external_search_wave_002_exhaustive_residual,Cammack Village,AR,2024,police,police,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,direct_vacancy_metric,payroll_roster,likely_official_primary_source,html,html,high,true,ROOTCOMP-6aaf42989f0e08cfa5317f84,MECHEXP-20b294b379c78a1fb6eb80c3|MECHEXP-359066e82f7edce5c1666602|MECHEXP-703e985b0cad71e0fdf97f68|MECHEXP-d7d984103acb0b91824f6323|MECHEXP-d85e227870b908e1f2609b33|MECHEXP-d94f6f443c621a11a46b620f,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,redirect_count=1|verification_terminal_request=EXTREQ-3fa29756fe363063fec0e98c,canonical_final_locator_id=EXTFINALLOC-301c39eb33d3e88cbd9e00e5,reachable_html_shell_or_portal,text/html; charset=utf-8,6183,,"I ran live metadata-only candidate discovery targeting: - **Municipality:** Cammack Village, AR - **Period:** 2024 - **Side:** police - **Event / missing field targets:** police **applicant counts**, **turnover**, **retention**, **vacancy duration**, **recruitment and compensation studies retroactivity/implementation** - **Source-family target:** municipal payroll / open data; adopted budget; HR report; Census/USDA official municipal administrative records - **Constraints:** **do not verify or d",adeq.state.ar.us,1,7,html,source_review_lane_005,5
EXTSRCREV-60e97b8dd05a96a75d9da3ec,EXTLOC-2cc4aaa2f7924a9f99b833ef,EXTFINALLOC-2cc4aaa2f7924a9f99b833ef,https://admin.sc.gov/services/state-human-resources/classification-compensation/types-pay,https://admin.sc.gov/services/state-human-resources/classification-compensation/types-pay,EXTCAND-7d6662df02194017a6930097,external_search_wave_001_compacted,Cowpens,SC,undated,all_units,all_units,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,direct_official_administrative_source,html,html,high,true,ROOTCOMP-ec8c5c58eeb73d59740c55cd,MECHEXP-0a405927012f31c334c59da3|MECHEXP-180babba5dc26648ac834775|MECHEXP-382a58131bb3edb99e546fae|MECHEXP-752c31d6c83ca10c8311ad51|MECHEXP-f6b3a85cd6b27a5c589ada5e,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-a19189c416742ab0ad358081,canonical_final_locator_id=EXTFINALLOC-2cc4aaa2f7924a9f99b833ef,reachable_html_shell_or_portal,text/html; charset=UTF-8,160793,,"Here are the **most likely official / primary public source types** you’d expect to find for a **municipal employer like Cowpens (SC)** covering payroll, salaries, overtime, authorized positions, vacancies, hiring/pay/retention, and benefits (pension/health/compensation studies): - **Municipal council legislative records (primary administrative actions)** - **Ordinances** and **resolutions** adopt",admin.sc.gov,1,6,html,source_review_lane_005,6
EXTSRCREV-c5a9e8b313307746c3f612d1,EXTLOC-3a9057d744cd94d4a0a9fc36,EXTFINALLOC-3a9057d744cd94d4a0a9fc36,https://agenda.shelbycountytn.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/2024-06-03%20DA%20RESOLUTION%20-%20APPROVE%20RETROACTIVE%20PAY.DOCX.pdf?documentType=1&isAttachment=True&isSection=False&itemId=79681&meetingId=3355&publishId=219556,https://agenda.shelbycountytn.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/2024-06-03%20DA%20RESOLUTION%20-%20APPROVE%20RETROACTIVE%20PAY.DOCX.pdf?documentType=1&isAttachment=True&isSection=False&itemId=79681&meetingId=3355&publishId=219556,RESCAND-fefbc564b50a2aecf5b12cfc,external_search_wave_002_exhaustive_residual,Charleston,TN,undated-source-B4X2500LIVE-20260729-004604,unclear,unclear,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,pdf,pdf,high,true,ROOTCOMP-bd5b0cf780367b7a71c15e42,MECHEXP-27eec0d0907b02668cc8bc96|MECHEXP-3006ef9490098d27115bbe83|MECHEXP-5818a41666fcccc4771cd610|MECHEXP-9b5f75a6e2654618dd01883c|MECHEXP-e79c5fdc5badb3aace1b3adb,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,redirect_count=0|verification_terminal_request=EXTREQ-a36416190e2e4c0eeb726ba3,canonical_final_locator_id=EXTFINALLOC-3a9057d744cd94d4a0a9fc36,reachable_direct_document,application/pdf,,,"I ran live web search for **municipality = “Charleston” (TN)** with your target metadata pattern, but I **did not find any hosted record** that matches the specific candidate-discovery key you provided: - **“undated-source-B4X2500LIVE-20260729-004604”** - and the unclear target fields: **payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity/implementation** - with your requested **source-family** set: *municipal payroll/open d",agenda.shelbycountytn.gov,1,6,document,source_review_lane_005,7
EXTSRCREV-8adaf3d72cc8ae9d62f128c1,EXTLOC-1125af3899552a82a091aca3,EXTFINALLOC-1125af3899552a82a091aca3,https://agendalink.fortbendcountytx.gov/agenda_publish.cfm?dsp=min&get_month=10&get_year=2024&id=0&mt=ALL&seq=3946,https://agendalink.fortbendcountytx.gov/agenda_publish.cfm?dsp=min&get_month=10&get_year=2024&id=0&mt=ALL&seq=3946,EXTCAND-9930c43592181f2527ce632d,external_search_wave_001_compacted,Thompsons,TX,2024,side_independent,side_independent,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,direct_official_administrative_source,html,html,high,true,ROOTCOMP-52ceca098b0a8589184ec47b,MECHEXP-651caa1675878cded658105e|MECHEXP-8c29a9d582c0c289ffcc4570|MECHEXP-afd54eddc22dd610688bac86|MECHEXP-c81ffee48cb8008180d23360|MECHEXP-dd52a8b1228b376503d2e7ff|MECHEXP-ddc84a3789120794c227b86c,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-c98a81d982f33eb2d8c5ca78,canonical_final_locator_id=EXTFINALLOC-1125af3899552a82a091aca3,reachable_html_shell_or_portal,text/html;charset=UTF-8,0,,"Below are the **likely primary/official source types** to target for metadata-only discovery around **“Thompsons, TX (2024) payroll/salaries/overtime/authorized positions/vacancies/staffing/recruitment/retention/turnover/pay plan/pension/health/compensation study”** for a **small Texas municipality**. ### 1) Town/city administrative records (official PDFs/pages) - **Annual Budget / Operating Budge",agendalink.fortbendcountytx.gov,1,7,html,source_review_lane_005,8
EXTSRCREV-4448a9a968bdd3dc32b19c80,EXTLOC-1cd05acbb48c1b4dba4909cc,EXTFINALLOC-79e1f51193da9a9d14e63b18,https://akenergygateway.alaska.edu/explore/communities/chuathbaluk/general,https://akenergygateway.alaska.edu/explore/communities/chuathbaluk,RESCAND-05091e44aac41a872aba54ac,external_search_wave_002_exhaustive_residual,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,unclear,unclear,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unrelated_to_staffing,payroll_roster,likely_official_primary_source,html,html,high,true,ROOTCOMP-1270a740fa570d096bb60983|ROOTCOMP-31925e7a7b94d67d6bba46c3|ROOTCOMP-66773447e6a05796c9613a66,MECHEXP-11bc678fccdfd3c029869852|MECHEXP-33162c8161292340bd895cd7|MECHEXP-3b30897255b1f9b64c76a966|MECHEXP-52f7f1b7743c4c1a4e21560d|MECHEXP-5b07257bb2b86260ad522462|MECHEXP-6507d9dd2c3e7c8bbb0871eb|MECHEXP-65be90245a8a4e734a461957|MECHEXP-67856a733785676ffeda03b3|MECHEXP-76dc7c73949a5eb2efb74ff8|MECHEXP-889364e73dc1ca117e3e50eb|MECHEXP-8933896c04c74c3f3dc51745|MECHEXP-caaee7e01596c697c83fcec2|MECHEXP-da7f2f68c8a3d62614ae74b5|MECHEXP-dbdb2dec35acc76c517beab3,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,redirect_count=1|verification_terminal_request=EXTREQ-87b391ebe4d77a187901e51f,canonical_final_locator_id=EXTFINALLOC-79e1f51193da9a9d14e63b18,reachable_html_shell_or_portal,text/html; charset=utf-8,,,"I ran live hosted web search for **metadata-only** candidate discovery using your target tuple: - **Municipality:** Chuathbaluk, AK - **Period/side/event:** *undated*; unclear side; unclear event - **Missing fields:** employee tenure, step placement, rank progression, promotion timing, incumbent/new-hire tier retroactivity implementation - **Source-family target:** municipal **payroll/open data**, **adopted budget**, **HR report**, **Census/USDA official municipal administrative record** ## Cand",akenergygateway.alaska.edu,1,17,html,source_review_lane_005,9
EXTSRCREV-8efc67c5e6d93b1b42520e48,EXTLOC-2418fe0f8466e22d0fc50989,EXTFINALLOC-2418fe0f8466e22d0fc50989,https://akrules.elaws.us/aac/2.07.360,https://akrules.elaws.us/aac/2.07.360,RESCAND-599938662583ebd4501ad893,external_search_wave_002_exhaustive_residual,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,unclear,unclear,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unrelated_to_staffing,payroll_roster,likely_official_primary_source,html,html,high,true,ROOTCOMP-1270a740fa570d096bb60983|ROOTCOMP-31925e7a7b94d67d6bba46c3|ROOTCOMP-66773447e6a05796c9613a66,MECHEXP-11bc678fccdfd3c029869852|MECHEXP-33162c8161292340bd895cd7|MECHEXP-3b30897255b1f9b64c76a966|MECHEXP-52f7f1b7743c4c1a4e21560d|MECHEXP-5b07257bb2b86260ad522462|MECHEXP-6507d9dd2c3e7c8bbb0871eb|MECHEXP-65be90245a8a4e734a461957|MECHEXP-67856a733785676ffeda03b3|MECHEXP-76dc7c73949a5eb2efb74ff8|MECHEXP-889364e73dc1ca117e3e50eb|MECHEXP-8933896c04c74c3f3dc51745|MECHEXP-caaee7e01596c697c83fcec2|MECHEXP-da7f2f68c8a3d62614ae74b5|MECHEXP-dbdb2dec35acc76c517beab3,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,redirect_count=0|verification_terminal_request=EXTREQ-5c2c2bbfa485c65ee9f67bb9,canonical_final_locator_id=EXTFINALLOC-2418fe0f8466e22d0fc50989,reachable_html_shell_or_portal,text/html; charset=utf-8,42444,,"I did a live metadata-only discovery search for your target string: - **Municipality:** “Chuathbaluk”, **AK** - **Target event/source-family:** `undated-source-B4X2500LIVE-20260729-004780` - **Fields to locate:** unclear tenure, step placement, rank progression, promotion timing, incumbent + new-hire tier retroactivity implementation - **Source types to consider (per your instruction):** municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative records",akrules.elaws.us,1,17,html,source_review_lane_005,10
