retained_source_id,source_review_id,claim_id,claim_upgrade_tag,linkage_basis
EXTSOURCE-29d0e6fd4d36455f87057d85,EXTSRCREV-44a8ffba4852514631ff87bc,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-29d0e6fd4d36455f87057d85,EXTSRCREV-44a8ffba4852514631ff87bc,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-599ec584bee270a7f69db21d,EXTSRCREV-40e9e4eff45b0a663049df1c,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-599ec584bee270a7f69db21d,EXTSRCREV-40e9e4eff45b0a663049df1c,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-599ec584bee270a7f69db21d,EXTSRCREV-40e9e4eff45b0a663049df1c,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-599ec584bee270a7f69db21d,EXTSRCREV-40e9e4eff45b0a663049df1c,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-599ec584bee270a7f69db21d,EXTSRCREV-40e9e4eff45b0a663049df1c,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-599ec584bee270a7f69db21d,EXTSRCREV-40e9e4eff45b0a663049df1c,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-d274962089541201abed2b3d,EXTSRCREV-19068a474a19c2e668726c6d,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-d274962089541201abed2b3d,EXTSRCREV-19068a474a19c2e668726c6d,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-d274962089541201abed2b3d,EXTSRCREV-19068a474a19c2e668726c6d,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-e289e03a13e8ac71706463a4,EXTSRCREV-4c1db68e0aef4f31458501ab,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-e289e03a13e8ac71706463a4,EXTSRCREV-4c1db68e0aef4f31458501ab,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-e289e03a13e8ac71706463a4,EXTSRCREV-4c1db68e0aef4f31458501ab,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-e289e03a13e8ac71706463a4,EXTSRCREV-4c1db68e0aef4f31458501ab,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
