retained_source_id,source_review_id,claim_id,claim_upgrade_tag,linkage_basis
EXTSOURCE-beae5fff54089ac7cd581be0,EXTSRCREV-dcfd5e820679d2a9acb22ea4,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-beae5fff54089ac7cd581be0,EXTSRCREV-dcfd5e820679d2a9acb22ea4,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-beae5fff54089ac7cd581be0,EXTSRCREV-dcfd5e820679d2a9acb22ea4,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-6c9bab249da433357dca5e18,EXTSRCREV-8f29050a5b86f6675f446dd0,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-6c9bab249da433357dca5e18,EXTSRCREV-8f29050a5b86f6675f446dd0,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-6c9bab249da433357dca5e18,EXTSRCREV-8f29050a5b86f6675f446dd0,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-6c9bab249da433357dca5e18,EXTSRCREV-8f29050a5b86f6675f446dd0,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-691e73cadacaf8de8f87c3c3,EXTSRCREV-56eb28b13a52b290ec592b02,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-691e73cadacaf8de8f87c3c3,EXTSRCREV-56eb28b13a52b290ec592b02,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-691e73cadacaf8de8f87c3c3,EXTSRCREV-56eb28b13a52b290ec592b02,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-691e73cadacaf8de8f87c3c3,EXTSRCREV-56eb28b13a52b290ec592b02,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-691e73cadacaf8de8f87c3c3,EXTSRCREV-56eb28b13a52b290ec592b02,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-84b7d09b8cf3ac55eaba0365,EXTSRCREV-6bb207d8853d4402e8943e29,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-84b7d09b8cf3ac55eaba0365,EXTSRCREV-6bb207d8853d4402e8943e29,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
