attempt,bytes_received,canonical_locator_id,completed_at,content_disposition,content_type,declared_content_length,final_url,full_body_staged,http_status,request_id,request_url,retry,source_review_id,source_review_lane_id,started_at
1,4498177,EXTLOC-416ae93f055a856f3f396dc1,2026-08-05T17:24:43.265600+00:00,,application/pdf,4498177,https://www.co.fairfield.oh.us/auditor/pdf/Budget-Commission-March.30.2026-Packet.pdf,False,200,EXTDLREQ-d3b83bdeb38a2ddf319803a8,https://www.co.fairfield.oh.us/auditor/pdf/Budget-Commission-March.30.2026-Packet.pdf,False,EXTSRCREV-97d0d176ab63848ca44c2a32,source_review_lane_004,2026-08-05T17:24:41.951844+00:00
1,1011449,EXTLOC-109f4288d2996c00a3dc45bf,2026-08-05T17:24:43.336350+00:00,inline;filename=Cohasset%20Employee%20Handbook%20%28Updated%29%287-30-25%29.pdf,application/pdf,1011449,https://www.cohassetma.gov/DocumentCenter/View/14012/Cohasset-Employee-Handbook-PDF,False,200,EXTDLREQ-cbbb33c128efae669b08f613,https://www.cohassetma.gov/DocumentCenter/View/14012/Cohasset-Employee-Handbook-PDF,False,EXTSRCREV-fcbd2916139e0f42399b6b8d,source_review_lane_004,2026-08-05T17:24:42.731930+00:00
1,971290,EXTLOC-e0247b4e93bdae6f58252e37,2026-08-05T17:24:43.621236+00:00,,text/html; charset=UTF-8,0,https://www.columbus.in.gov/city-clerk/2026-salary-ordinances/,False,200,EXTDLREQ-91193d8c217222ccc6388b6e,https://www.columbus.in.gov/city-clerk/2026-salary-ordinances/,False,EXTSRCREV-a3738118796d1d8fd1b7816f,source_review_lane_004,2026-08-05T17:24:42.753108+00:00
1,74382,EXTLOC-64320beb59ffc3f3986be0af,2026-08-05T17:24:43.630433+00:00,,text/html; charset=UTF-8,0,https://www.commissions.leg.state.mn.us/lcpr/valuations.htm,False,200,EXTDLREQ-5fd66b2fe4f04910293fa7b5,https://www.commissions.leg.state.mn.us/lcpr/valuations.htm,False,EXTSRCREV-567f94eb14e9b1122f7f7090,source_review_lane_004,2026-08-05T17:24:43.337590+00:00
1,396173,EXTLOC-36212190ad8a6ea3ea37b7e6,2026-08-05T17:24:43.943347+00:00,,application/pdf,396173,https://www.courts.michigan.gov/4a7bb2/siteassets/case-documents/briefs/msc/2024-2025/167415/167415_50_coa-opinion.pdf,False,200,EXTDLREQ-5428f956ce3fe0be4c558117,https://www.courts.michigan.gov/4a7bb2/siteassets/case-documents/briefs/msc/2024-2025/167415/167415_50_coa-opinion.pdf,False,EXTSRCREV-7985544021c19ac742f6d63e,source_review_lane_004,2026-08-05T17:24:43.632073+00:00
1,1777354,EXTLOC-df593d668af2f6828133f70a,2026-08-05T17:24:43.952463+00:00,inline;filename=,application/pdf,1777354,https://www.co.walworth.wi.us/AgendaCenter/ViewFile/ArchivedAgenda/_02212024-3057?packet=true,False,200,EXTDLREQ-ca7aa706143f106103c9778c,https://www.co.walworth.wi.us/AgendaCenter/ViewFile/ArchivedAgenda/_02212024-3057?packet=true,False,EXTSRCREV-02350bf6da34467fe6642b0d,source_review_lane_004,2026-08-05T17:24:42.663435+00:00
1,2666411,EXTLOC-3131683658f9935026e524c2,2026-08-05T17:24:43.962959+00:00,inline;filename=7-11-11 Agenda Packet com.pdf,application/pdf,2666411,https://www.coab.us/ArchiveCenter/ViewFile/Item/1334,False,200,EXTDLREQ-8b60c29b3fc3325d11342b6f,https://www.coab.us/ArchiveCenter/ViewFile/Item/1334,False,EXTSRCREV-f533413a7f42714a86a7107c,source_review_lane_004,2026-08-05T17:24:42.674793+00:00
1,321409,EXTLOC-c61b912d54a2e9c78858dfa6,2026-08-05T17:24:44.137206+00:00,,text/html; charset=utf-8,59275,https://www.comanchecountyok.gov/AgendaCenter,False,200,EXTDLREQ-b0c7588a87d217cf1f450aae,https://www.comanchecountyok.gov/AgendaCenter,False,EXTSRCREV-0c34bffdac50c7d5f7585a7d,source_review_lane_004,2026-08-05T17:24:43.266943+00:00
1,43652264,EXTLOC-16188dbc6ab7347b0e715981,2026-08-05T17:24:44.159681+00:00,,application/pdf,43652264,https://psc.ky.gov/pscecf/2020-00350/rick.lovekamp@lge-ku.com/01222021013405/02-AG-KIUC_DR1_LGE_Responses-Vol_1_of_2(Q1_-_Q125).pdf,False,200,EXTDLREQ-7394a12e96b8bb1f64582aaf,https://psc.ky.gov/pscecf/2020-00350/rick.lovekamp@lge-ku.com/01222021013405/02-AG-KIUC_DR1_LGE_Responses-Vol_1_of_2(Q1_-_Q125).pdf,False,EXTSRCREV-2eaabe5a472680eed2f5c8f7,source_review_lane_004,2026-08-05T17:23:51.188784+00:00
1,97789,EXTLOC-462e5112208d8c8f69bf3384,2026-08-05T17:24:44.270644+00:00,,text/html; charset=utf-8,28244,https://www.copley.oh.us/192/General-Information,False,200,EXTDLREQ-0695bbdb42575eb4d34f3316,https://www.copley.oh.us/192/General-Information,False,EXTSRCREV-4ddf66fcfd7b1b3796dd0877,source_review_lane_004,2026-08-05T17:24:43.626376+00:00
1,68764,EXTLOC-8b2ca91e2d0468e6ead6b997,2026-08-05T17:24:44.553309+00:00,,text/html; charset=UTF-8,0,https://www.deq.nc.gov/news/events/notice-intent-issue-npdes-wastewater-permit-nc0030406-river-bend-wwtp,False,200,EXTDLREQ-8fcfa12a9b449d1def54e0b6,https://www.deq.nc.gov/news/events/notice-intent-issue-npdes-wastewater-permit-nc0030406-river-bend-wwtp,False,EXTSRCREV-22961dd945f867d1b2ce8de8,source_review_lane_004,2026-08-05T17:24:43.964128+00:00
1,102737,EXTLOC-db5e52298bf32f01e62c35e4,2026-08-05T17:24:44.569612+00:00,,text/html; charset=utf-8,31251,https://www.decaturil.gov/245/Duties-Salaries-Benefits-General-Informa,False,200,EXTDLREQ-bc94b64830513543002c21a2,https://www.decaturil.gov/245/Duties-Salaries-Benefits-General-Informa,False,EXTSRCREV-82e83de78e7e81eaec0d8170,source_review_lane_004,2026-08-05T17:24:43.953660+00:00
1,12984368,EXTLOC-5201c33eef583e930eea07d2,2026-08-05T17:24:44.646615+00:00,inline; filename=fiscal-year-2024-adopted-budget-book-8_2023.pdf,application/pdf,12984368,https://www.cumberlandcountync.gov/docs/default-source/county-manager-documents/budget/budget-in-brief/fiscal-year-2024-adopted-budget-book-8_2023.pdf,False,200,EXTDLREQ-71151d741963509f501523d7,https://www.cumberlandcountync.gov/docs/default-source/county-manager-documents/budget/budget-in-brief/fiscal-year-2024-adopted-budget-book-8_2023.pdf,False,EXTSRCREV-48bc09c2437d1e59256ad16e,source_review_lane_004,2026-08-05T17:24:43.944486+00:00
1,159750,EXTLOC-645364b709fdece97840b56d,2026-08-05T17:24:44.768289+00:00,inline;filename=,application/pdf,159750,https://www.dewitttownship.gov/AgendaCenter/ViewFile/Item/670?fileID=4175,False,200,EXTDLREQ-a597538142b87a08e2b3e150,https://www.dewitttownship.gov/AgendaCenter/ViewFile/Item/670?fileID=4175,False,EXTSRCREV-d8041e4ba43bbfa7ec82d9e3,source_review_lane_004,2026-08-05T17:24:44.140032+00:00
1,3115152,EXTLOC-4045fd2b6392b0c43f053b46,2026-08-05T17:24:45.057055+00:00,,application/pdf,3115152,https://www.clevelandohio.gov/sites/clevelandohio/files/hr/cba/2025-2028%20507%20Non%20Seasonal%20CBA.pdf,False,200,EXTDLREQ-3207af6f13459895c1d0f591,https://www.clevelandohio.gov/sites/clevelandohio/files/hr/cba/2025-2028%20507%20Non%20Seasonal%20CBA.pdf,False,EXTSRCREV-fb7f01438c393fb23831ac7c,source_review_lane_004,2026-08-05T17:24:41.786238+00:00
1,630074,EXTLOC-32ea7fb6f80d8547566d1d61,2026-08-05T17:24:45.078391+00:00,,application/pdf,630074,https://www.fairfaxcounty.gov/budget/sites/budget/files/assets/documents/fy2024/adopted/overview/adopted%20budget%20summary.pdf,False,200,EXTDLREQ-b7c0793d674ea1afdd587610,https://www.fairfaxcounty.gov/budget/sites/budget/files/assets/documents/fy2024/adopted/overview/adopted%20budget%20summary.pdf,False,EXTSRCREV-aaa6b8ba582c3443d0bddfe6,source_review_lane_004,2026-08-05T17:24:44.571531+00:00
1,4600277,EXTLOC-4f71ad14fa49bb77c511f90a,2026-08-05T17:24:45.149508+00:00,,application/pdf,4600277,https://www.dol.gov/sites/dolgov/files/OPA/newsreleases/2024/08/24-564-CHI-WHD.SOL-WARE%20LANDSCAPING%20COJ.pdf,False,200,EXTDLREQ-370974ca3ca226f3b88f37d4,https://www.dol.gov/sites/dolgov/files/OPA/newsreleases/2024/08/24-564-CHI-WHD.SOL-WARE%20LANDSCAPING%20COJ.pdf,False,EXTSRCREV-aa48ddecc7a666606c896ce2,source_review_lane_004,2026-08-05T17:24:44.161213+00:00
1,101701,EXTLOC-fc29b0389ee64145d139a769,2026-08-05T17:24:45.390953+00:00,,text/html; charset=utf-8,0,https://www.greenecountyohio.gov/294/Employee-Benefits,False,200,EXTDLREQ-e4e8ed8eff0d7c9b6f6c75c0,https://www.greenecountyohio.gov/294/Employee-Benefits,False,EXTSRCREV-1da488359eef06e169ce66a1,source_review_lane_004,2026-08-05T17:24:45.079497+00:00
1,91961,EXTLOC-6eec3acf22bf904f91364e70,2026-08-05T17:24:45.396147+00:00,,text/html; charset=utf-8,27982,https://www.findlay.pa.us/149/Administration,False,200,EXTDLREQ-e2b592a647bb8e3970009ec3,https://www.findlay.pa.us/149/Administration,False,EXTSRCREV-4c82c2e43ed28334290ecd5b,source_review_lane_004,2026-08-05T17:24:44.769540+00:00
1,135778,EXTLOC-4fe4aeb317cfcecdb13d0403,2026-08-05T17:24:45.460586+00:00,,text/html; charset=utf-8,0,https://www.dospalos.gov/government/council,False,200,EXTDLREQ-75d91881eaed33d213a327aa,https://www.dospalos.gov/government/council,False,EXTSRCREV-73a748c3d3ec763ddd436060,source_review_lane_004,2026-08-05T17:24:44.272316+00:00
