MIME_type,SHA_256,administrative_source_type_change_reason,analytical_extraction_runs,bounded_metadata_preview,bounded_structure_summary,byte_size,canonical_final_url,canonical_locator_id,content_disposition,department_scope,detected_file_type,download_http_status,final_administrative_source_type,final_download_url,final_priority_bucket,gabriel_calls,hosted_search_calls,implementation_event_deduplication_rerun,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,locator_host,municipality,ocr_runs,official_source_flag,original_filename,period,primary_content_family,prior_administrative_source_type,readiness_hint,request_count,retained_source_id,retrieved_timestamp,retry_count,secondary_content_families,side_scope,source_quality,source_review_id,source_review_lane_id,source_review_lane_sequence,source_review_reason,source_review_status,state
text/html,096cb99adc2e918c0546b633f70eb8d42586852ecf6ac96f400755d807d83319,retained prior type,0,"Labor, Maryland Department of MARYLAND DEPARTMENT OF LABOR business license, certificate, permit, and application portal employment advancement right now (EARN) program federal jobs for veterans occupational & professional licensing public records requests unemployment insurance workforce exchange [for job seekers] Maryland Workforce Expressway Port of Baltimore Worker Retention Program Port of Baltimore Worker Support Program Portia Y. Wu , Esq., Secretary of Labor (410) 230-6020 Jason Perkins-Cohen, Deputy Secretary (410) 230-6018 Elliot J. C. Schreur, Assistant Secretary, Family & Medical L","{""bounded_link_count"": 489, ""bounded_visible_character_count"": 43836, ""html_title"": ""Labor, Maryland Department of""}",72079,https://2024mdmanual.msa.maryland.gov/msa/mdmanual/20dllr/html/dllr.html,EXTLOC-38d2b2cf52d9eeed5b9c71fa,,police,html,200,payroll_roster,https://2024mdmanual.msa.maryland.gov/msa/mdmanual/20dllr/html/dllr.html,high,0,0,False,EXTCAND-458935312f30860ff44d20ed,,MECHEXP-86da2f2d4f627c050e9b0487|MECHEXP-90d31a7ebcf00e6948c16e33|MECHEXP-a358286005778eb47814d926|MECHEXP-b44a68d5ba113d9494fc57c0|MECHEXP-ebe58708750f15515ea63799,ROOTCOMP-c220ccfa5ae6cc5f6ba5ac1c,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/096cb99adc2e918c0546b633f70eb8d42586852ecf6ac96f400755d807d83319.html,2024mdmanual.msa.maryland.gov,Porter,0,true,dllr.html,2024,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-01688dcc9fe6d17506bec03f,2026-08-05T17:11:45.412468+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,official_administrative_summary,EXTSRCREV-a34830256f4a56c0ea6341a6,source_review_lane_003,1,bounded HTML shell contains plausible administrative source signal,retained_html,IN
application/pdf,7ec59cceea231e27bf3d1a5f5c03429504f78675ed6af13cfede623aaeac5180,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",12537708,https://abp.assembly.ca.gov/system/files/2024-03/sunsetreport2023cslb.pdf,EXTLOC-96ce1fc17d8928ccc4176565,,all_units,pdf,200,payroll_roster,https://abp.assembly.ca.gov/system/files/2024-03/sunsetreport2023cslb.pdf,high,0,0,False,EXTCAND-5788cbec1226c60b33def930,,MECHEXP-2a23819822d7e30993462d26|MECHEXP-8bc1b1ece05b43c2b2246188|MECHEXP-b50f86980ff535c8c779946f|MECHEXP-e828b83c1c19dd67325fe795,ROOTCOMP-01e547a5831218c533c4f281,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/7ec59cceea231e27bf3d1a5f5c03429504f78675ed6af13cfede623aaeac5180.pdf,abp.assembly.ca.gov,Greenbush,0,true,sunsetreport2023cslb.pdf,2020,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-8fb3f5aaeaba2a4d39f4c759,2026-08-05T17:11:52.800592+00:00,0,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,all_units,direct_official_administrative_record,EXTSRCREV-5fb3d554c35cc0cea48b52ac,source_review_lane_003,2,supported source format and plausible administrative metadata,retained_pdf,MN
text/html; charset=UTF-8,ffe044fd419662ecfd93d3496c5381dc6497de763ccaf0331229ba5d5b4b3317,retained prior type,0,"Budget | Adams County, CO Skip to Content By Order of Adams County Sheriff Gene Claps, unincorporated Adams County will move to Stage 1 Fire Restrictions effective immediately until further notice. View restrictions. Report an Issue Save a Trip Connect Search Search Search Menu Residents Household Neighborhood Public Health (opens in a new tab) Safety Things To Do Sustainability Roads & Transportation Resources for Individuals Employment Business Business Resources Business Services Grants & Incentives Economic Development Planning & Development Permits & Licensing Employer Assistance & Resour","{""bounded_link_count"": 196, ""bounded_visible_character_count"": 34275, ""html_title"": ""Budget | Adams County, CO""}",280656,https://adamscountyco.gov/our-county/budget-finance/budget/,EXTLOC-217baa32f0ec5745bb897d91,,unclear,html,200,payroll_roster,https://adamscountyco.gov/our-county/budget-finance/budget/,high,0,0,False,RESCAND-e22f2a84ab19abaa2828738f,,MECHEXP-0202a7aaeb617270c4fde2d9|MECHEXP-5176388fda0afd08d8060dd1|MECHEXP-5a05ce861e4e7b1a6972999b|MECHEXP-5fd35b37e319dac107f0b8e4|MECHEXP-c04c7579c06610e11e7be989,ROOTCOMP-4134eb3da21c42cad30bd5b1,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ffe044fd419662ecfd93d3496c5381dc6497de763ccaf0331229ba5d5b4b3317.html,adamscountyco.gov,Adams,0,true,budget,undated-source-B4X2500LIVE-20260729-000902,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-d5a0d543a795cf5257fc60d6,2026-08-05T17:11:46.602718+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,official_administrative_summary,EXTSRCREV-edabea2687c5b0eca27effcd,source_review_lane_003,3,bounded HTML shell contains plausible administrative source signal,retained_html,WI
application/pdf,3fb2e20f058ba105b667e667a014da66fe360ce2862e3b1428c3a3fc92ccd935,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",643375,https://ag.ny.gov/sites/default/files/enterprise_cleaners_-_aod_22-063_fully_executed_10.17.22_redacted.pdf,EXTLOC-0ca4ec98289982fe46f6581c,,unclear,pdf,200,payroll_roster,https://ag.ny.gov/sites/default/files/enterprise_cleaners_-_aod_22-063_fully_executed_10.17.22_redacted.pdf,high,0,0,False,RESCAND-4195fe761cbf8b33fb3090a6,,MECHEXP-14ac9af2b20edea751533a9c|MECHEXP-53cb85472c49f7f98b9bfc88|MECHEXP-56c3eb7e1fcde3aae011a946|MECHEXP-c494459c4659763e7fb396ae|MECHEXP-ce6698a675d27e85a8b14bfb|MECHEXP-d98fd1fe4f265b12ffcea509|MECHEXP-f6a0f0e1b44d5bbb88e1f95a,ROOTCOMP-5ba8a9e870763c85aee503c9|ROOTCOMP-a94074c554cac3bff42fc96e,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/3fb2e20f058ba105b667e667a014da66fe360ce2862e3b1428c3a3fc92ccd935.pdf,ag.ny.gov,Alden,0,true,enterprise_cleaners_-_aod_22-063_fully_executed_10.17.22_redacted.pdf,undated-source-B4X2500LIVE-20260729-003896,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-f2c4d1c8480c537e39e1a099,2026-08-05T17:11:48.053258+00:00,0,implementation_confirmation,unclear,direct_official_administrative_record,EXTSRCREV-4992eaa60e923dd589719d29,source_review_lane_003,4,supported source format and plausible administrative metadata,retained_pdf,NY
text/html; charset=utf-8,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,retained prior type,0,"Search for Agency Reports | California Agency Reports Skip to main content Secondary menu site map accessibility contact us Website Accessibility Certification [PDF] Main navigation Home List of Agencies with Reports Due California Legislative Information Duplicate Reports Filing Reports Search for Agency Reports You can search agency reports by keywords, Agency, Authority Type, Recipient, or Due Date Keywords Agency - Any - California’s New Americans in Schools program technical assistance provider 2002 Recycled Water Task Force ABC Unified School District Academic Senate for the California C","{""bounded_link_count"": 78, ""bounded_visible_character_count"": 145493, ""html_title"": ""Search for Agency Reports | California Agency Reports""}",480122,https://agencyreports.ca.gov/search_public?authority=All&field_agencyreport_agency_target_id=All&order=field_agencyreport_agency&page=50&sort=asc,EXTLOC-2f40dfc6df888685c97d560f,,unclear,html,200,payroll_roster,https://agencyreports.ca.gov/search_public?authority=All&field_agencyreport_agency_target_id=All&order=field_agencyreport_agency&page=50&sort=asc,high,0,0,False,RESCAND-5956424fdefb73b2f6c7f1f4,,MECHEXP-84f85161427df45f1cc796d3|MECHEXP-86ae98d3581c3f958080f033|MECHEXP-9690930c659c6d1c1bb55af9|MECHEXP-adc61d2199766cc196867d08|MECHEXP-ae5f8b4d94c12c7c4aa795bb,ROOTCOMP-996f0e23007d37af866f6dba,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab.html,agencyreports.ca.gov,Colfax,0,true,search_public,2017,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-4c18048552d9be6bf1d26815,2026-08-05T17:11:51.852337+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-465de409e655b64021bc48fc,source_review_lane_003,5,bounded HTML shell contains plausible administrative source signal,retained_html,CA
application/pdf,19d27290c94970fd4bdaa04d90e0032d3660c8bcf0d5699e8e4afa8ea0a1fc15,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.4""}",5364732,https://agendas.addisontx.gov/docs/2025/CM/20250624_7454/AGENDApacket__06-24-25_0613_7449.pdf,EXTLOC-30d74779ffe7bdf806a30df6,,side_independent,pdf,200,payroll_roster,https://agendas.addisontx.gov/docs/2025/CM/20250624_7454/AGENDApacket__06-24-25_0613_7449.pdf,high,0,0,False,EXTCAND-86d2896060d35a5fdc837ffc,,MECHEXP-0b405a1e9585bd4b83b7e942|MECHEXP-2e4f8f32e43ca2cda36d91e9|MECHEXP-b951577bf5151b91279148e2|MECHEXP-f2629b14757ccf1af7c66d3f,ROOTCOMP-fc49bcf3fb8f8675662c1ef3,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/19d27290c94970fd4bdaa04d90e0032d3660c8bcf0d5699e8e4afa8ea0a1fc15.pdf,agendas.addisontx.gov,Addison,0,true,AGENDApacket__06-24-25_0613_7449.pdf,undated,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-4d5ebdb5d0348760936d13ee,2026-08-05T17:12:22.419507+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,side_independent,direct_official_administrative_record,EXTSRCREV-1997a8ce407ddb0809b66609,source_review_lane_003,6,supported source format and plausible administrative metadata,retained_pdf,IL
text/html; charset=utf-8,2355f51fe760c580579a839669deef818112fc0663a692be55fc5e3a13bff97c,retained prior type,0,"Safety Measurement System - Crash WI0000124902 (U.S. DOT# 354406) You are using an outdated browser. Please upgrade your browser or activate Google Chrome Frame to improve your experience. For your protection, your login session will expire in 0:00 , do you wish extend your session or logout ? Jump to content United States Department of Transportation About DOT Our Activities Areas of Focus Login Enter Search Term(s): Working Together for Safety. A&I CSA SMS Tools Downloads Reports Help Search Login QUICK SEARCH Enter Carrier Name or U.S. DOT# Use of SMS Data/Information FAST Act of 2015: Read","{""bounded_link_count"": 58, ""bounded_visible_character_count"": 16588, ""html_title"": ""Safety Measurement System - Crash WI0000124902 (U.S. DOT# 354406)""}",30892,https://ai.fmcsa.dot.gov/SMS/Event/Crash/4896522.aspx,EXTLOC-b22cb703966cc88efcea0e84,,police,html,200,payroll_roster,https://ai.fmcsa.dot.gov/SMS/Event/Crash/4896522.aspx,high,0,0,False,RESCAND-c00087bd59a3b12ed4a79ff9,,MECHEXP-1a6a11b2fd87a43f18ec66dc|MECHEXP-1d7ba9bcc11065208b8954b7|MECHEXP-458dedaeaf1c4226bdd3df33|MECHEXP-9c2f8c87bc20c1512d1b1a28|MECHEXP-be5c1ac499abb1b0211e502e|MECHEXP-e71380395b198bce65a1acd5|MECHEXP-e7dd790a707328154bbbc58a,ROOTCOMP-da9b5d96b3f7a3a2be9874cc,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2355f51fe760c580579a839669deef818112fc0663a692be55fc5e3a13bff97c.html,ai.fmcsa.dot.gov,Brookfield,0,true,4896522.aspx,2026,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-04c6bc16d8b3fe4a5cb0d95c,2026-08-05T17:11:42.746631+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,official_administrative_summary,EXTSRCREV-e51b9f60f958deba2571d3b3,source_review_lane_003,7,bounded HTML shell contains plausible administrative source signal,retained_html,OH
application/pdf,523d6308b86a3ce399bf9d6cc8121b60a1897024146a4e0df510c02db9aebfc3,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.4""}",4367766,https://amherst.ny.us/pdf/tb/budget23/entire.pdf,EXTLOC-4d5b91887d77ea889c43a087,,unclear,pdf,200,payroll_roster,https://amherst.ny.us/pdf/tb/budget23/entire.pdf,high,0,0,False,RESCAND-76b3efa0080f19baa479e350,,MECHEXP-19bddee3f6042fd14c593184|MECHEXP-2635bb27fdc3be22240b72b3|MECHEXP-5b2520017aeede5a6d469f51|MECHEXP-9a2cfa0e71398998da34a5ef,ROOTCOMP-2d3ad804761258e7da5534e3,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/523d6308b86a3ce399bf9d6cc8121b60a1897024146a4e0df510c02db9aebfc3.pdf,amherst.ny.us,Amherst,0,true,entire.pdf,2023,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-16908ec39164bee204ff4726,2026-08-05T17:11:49.542983+00:00,0,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,direct_official_administrative_record,EXTSRCREV-29e8c063a21a1b01d0fbaa0c,source_review_lane_003,8,duplicate exact payload,duplicate_exact_payload,OH
text/html; charset=utf-8,ac79a6b6485bbbdd3313ec4f9b46f97218201fd48950d6eca8f8aafb4868cfd4,retained prior type,0,"FY 2027 Budget Information and Resources | Amherst, MA - Official Website Skip to Main Content Amherst Alert Puffer's Pond Swimming Update Read On... Your Government Departments Our Community Business How Do I... Police Fire CRESS Search Home Your Government Transparency Budget FY 2027 Budget Information and Resources Welcome to the Current Budget page for Fiscal Year 2027 (FY 27) July 1, 2026 - June 30, 2027. Previous Budget pages going back to FY 09 can be accessed by going to the Budget Archive . Upcoming FY 28 Budget Upcoming budget information for the next fiscal year, when available, can","{""bounded_link_count"": 77, ""bounded_visible_character_count"": 9439, ""html_title"": ""FY 2027 Budget Information and Resources | Amherst, MA - Official Website""}",105699,https://amherstma.gov/78/Budget,EXTLOC-28fa2bdefbc52325754fd290,,unclear,html,200,payroll_roster,https://amherstma.gov/78/Budget,high,0,0,False,RESCAND-1cff9094493d04d547619c0c,,MECHEXP-0ce50657e08e190b5ac1c2fd|MECHEXP-467874a5cd683ae4c5e9bc25|MECHEXP-98b173fe91f168c2f53838a4|MECHEXP-a252e487d73c58a95d345828|MECHEXP-d318b6be2e866dfc90cdcaf8,ROOTCOMP-85e843b15ad0576e724ad682,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ac79a6b6485bbbdd3313ec4f9b46f97218201fd48950d6eca8f8aafb4868cfd4.html,amherstma.gov,Amherst,0,true,Budget,2022,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-3128d5c87dea31f678500e6e,2026-08-05T17:11:49.577322+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,official_administrative_summary,EXTSRCREV-68777700eeb761b67f293693,source_review_lane_003,9,bounded HTML shell contains plausible administrative source signal,retained_html,OH
application/pdf,d7097515eb994f74db5ca0631e30527ccbc1367ebc05673a3423b0fd8539f275,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",1585911,https://analytics.alleghenycounty.us/wp-content/uploads/2023/12/Allegheny-County-Needs-Based-Plan-and-Budget-FY-2024-2025.pdf,EXTLOC-123be21b28afbc30e079c8c6,,unclear,pdf,200,payroll_roster,https://analytics.alleghenycounty.us/wp-content/uploads/2023/12/Allegheny-County-Needs-Based-Plan-and-Budget-FY-2024-2025.pdf,high,0,0,False,RESCAND-602394a3f7cbd329ddbbad56,,MECHEXP-1d329b1609cd90c07f6ff7f4|MECHEXP-4dc84350e099f23f963ffdcd|MECHEXP-da9c2c7b0025d4e3adc29fba|MECHEXP-eb4ecaddd373824c8286bdaa,ROOTCOMP-17db31b69fa64c8159ffff2b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d7097515eb994f74db5ca0631e30527ccbc1367ebc05673a3423b0fd8539f275.pdf,analytics.alleghenycounty.us,Allegheny,0,true,Allegheny-County-Needs-Based-Plan-and-Budget-FY-2024-2025.pdf,2023,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-970612f69445ff7af67e4d55,2026-08-05T17:11:50.021294+00:00,0,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,direct_official_administrative_record,EXTSRCREV-960f8e6b67266e0d56a3408c,source_review_lane_003,10,supported source format and plausible administrative metadata,retained_pdf,PA
