retained_source_id,source_review_id,claim_id,claim_upgrade_tag,linkage_basis
EXTSOURCE-172f2ff84f1e83c6f1327a54,EXTSRCREV-6317c8447ddef69b3e678ed1,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-4d0698e2d6e3aae4d48f2dd5,EXTSRCREV-3ff99335781e8dc2c4bb94e5,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-3c2631646cc60707060c46c4,EXTSRCREV-2320a8f722539eb1ab93397e,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-3c2631646cc60707060c46c4,EXTSRCREV-2320a8f722539eb1ab93397e,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-3c2631646cc60707060c46c4,EXTSRCREV-2320a8f722539eb1ab93397e,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-66e1d4c5208d14d69f7af7ad,EXTSRCREV-a5767a31867ab7896fb3cb7a,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-66e1d4c5208d14d69f7af7ad,EXTSRCREV-a5767a31867ab7896fb3cb7a,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-66e1d4c5208d14d69f7af7ad,EXTSRCREV-a5767a31867ab7896fb3cb7a,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-66e1d4c5208d14d69f7af7ad,EXTSRCREV-a5767a31867ab7896fb3cb7a,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-660eac6c5b3a34680e5e20b0,EXTSRCREV-476a67d766660bbb31fddc21,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-660eac6c5b3a34680e5e20b0,EXTSRCREV-476a67d766660bbb31fddc21,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-660eac6c5b3a34680e5e20b0,EXTSRCREV-476a67d766660bbb31fddc21,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-660eac6c5b3a34680e5e20b0,EXTSRCREV-476a67d766660bbb31fddc21,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-660eac6c5b3a34680e5e20b0,EXTSRCREV-476a67d766660bbb31fddc21,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-660eac6c5b3a34680e5e20b0,EXTSRCREV-476a67d766660bbb31fddc21,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-8781017fcd5149fd1e78803a,EXTSRCREV-d060b09bd034a69878ee8add,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-8781017fcd5149fd1e78803a,EXTSRCREV-d060b09bd034a69878ee8add,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-8781017fcd5149fd1e78803a,EXTSRCREV-d060b09bd034a69878ee8add,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-8781017fcd5149fd1e78803a,EXTSRCREV-d060b09bd034a69878ee8add,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-314836690a1398c31d4a14ac,EXTSRCREV-f0df0420a2d6d07cc93c1965,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-314836690a1398c31d4a14ac,EXTSRCREV-f0df0420a2d6d07cc93c1965,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-314836690a1398c31d4a14ac,EXTSRCREV-f0df0420a2d6d07cc93c1965,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-314836690a1398c31d4a14ac,EXTSRCREV-f0df0420a2d6d07cc93c1965,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-918a636dd5821d9d7eeeb214,EXTSRCREV-bc15d0fd9390e691d6457cb1,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-918a636dd5821d9d7eeeb214,EXTSRCREV-bc15d0fd9390e691d6457cb1,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-918a636dd5821d9d7eeeb214,EXTSRCREV-bc15d0fd9390e691d6457cb1,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-918a636dd5821d9d7eeeb214,EXTSRCREV-bc15d0fd9390e691d6457cb1,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-918a636dd5821d9d7eeeb214,EXTSRCREV-bc15d0fd9390e691d6457cb1,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-918a636dd5821d9d7eeeb214,EXTSRCREV-bc15d0fd9390e691d6457cb1,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-b84b2a55a200d12a0b1f4114,EXTSRCREV-ffaa503371f053977303d8a0,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-b84b2a55a200d12a0b1f4114,EXTSRCREV-ffaa503371f053977303d8a0,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-b84b2a55a200d12a0b1f4114,EXTSRCREV-ffaa503371f053977303d8a0,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-b84b2a55a200d12a0b1f4114,EXTSRCREV-ffaa503371f053977303d8a0,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-d9df920344f2995969e9a86a,EXTSRCREV-657c3b80f44fe38f5bfbc8b8,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-d9df920344f2995969e9a86a,EXTSRCREV-657c3b80f44fe38f5bfbc8b8,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-d9df920344f2995969e9a86a,EXTSRCREV-657c3b80f44fe38f5bfbc8b8,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-d9df920344f2995969e9a86a,EXTSRCREV-657c3b80f44fe38f5bfbc8b8,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-fe1f4105a42ab14f2d2f4098,EXTSRCREV-957f6e92cd04bca9ad1fdc29,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-557b72e5fab14c6230d6756f,EXTSRCREV-c128f01b8412b50f0139b08d,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-557b72e5fab14c6230d6756f,EXTSRCREV-c128f01b8412b50f0139b08d,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-557b72e5fab14c6230d6756f,EXTSRCREV-c128f01b8412b50f0139b08d,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-557b72e5fab14c6230d6756f,EXTSRCREV-c128f01b8412b50f0139b08d,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-996456ad3a59d9b52632bcb0,EXTSRCREV-da08e32683a7bbd9540a0fff,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-996456ad3a59d9b52632bcb0,EXTSRCREV-da08e32683a7bbd9540a0fff,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-996456ad3a59d9b52632bcb0,EXTSRCREV-da08e32683a7bbd9540a0fff,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-996456ad3a59d9b52632bcb0,EXTSRCREV-da08e32683a7bbd9540a0fff,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-8d25fdff796ef3926d15fc2b,EXTSRCREV-cb3a8379de146e393bd62c89,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-8d25fdff796ef3926d15fc2b,EXTSRCREV-cb3a8379de146e393bd62c89,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-8d25fdff796ef3926d15fc2b,EXTSRCREV-cb3a8379de146e393bd62c89,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-8d25fdff796ef3926d15fc2b,EXTSRCREV-cb3a8379de146e393bd62c89,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-8d25fdff796ef3926d15fc2b,EXTSRCREV-cb3a8379de146e393bd62c89,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-bca2025abb9d323e6d127a00,EXTSRCREV-07459e9440aa9186fcc247d7,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-bca2025abb9d323e6d127a00,EXTSRCREV-07459e9440aa9186fcc247d7,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-bca2025abb9d323e6d127a00,EXTSRCREV-07459e9440aa9186fcc247d7,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-528f87cbab03294da4805065,EXTSRCREV-542cdadcadad7d9189bfc3bc,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-528f87cbab03294da4805065,EXTSRCREV-542cdadcadad7d9189bfc3bc,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-528f87cbab03294da4805065,EXTSRCREV-542cdadcadad7d9189bfc3bc,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-528f87cbab03294da4805065,EXTSRCREV-542cdadcadad7d9189bfc3bc,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
