MIME_type,SHA_256,administrative_source_type_change_reason,analytical_extraction_runs,bounded_metadata_preview,bounded_structure_summary,byte_size,canonical_final_url,canonical_locator_id,content_disposition,department_scope,detected_file_type,download_http_status,final_administrative_source_type,final_download_url,final_priority_bucket,gabriel_calls,hosted_search_calls,implementation_event_deduplication_rerun,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,locator_host,municipality,ocr_runs,official_source_flag,original_filename,period,primary_content_family,prior_administrative_source_type,readiness_hint,request_count,retained_source_id,retrieved_timestamp,retry_count,secondary_content_families,side_scope,source_quality,source_review_id,source_review_lane_id,source_review_lane_sequence,source_review_reason,source_review_status,state,candidate_title,candidate_snippet,original_requested_urls,expected_claim_upgrade_tags
text/html; charset=UTF-8,,bounded shell/metadata review,0,,{},0,https://archives.lib.state.ma.us/bitstreams/19e8a723-348d-401a-8281-b049a196eb10/download,EXTLOC-016f6f9d5a346aa6f649b4bf,,unclear,unknown,202,unclear,https://archives.lib.state.ma.us/bitstreams/19e8a723-348d-401a-8281-b049a196eb10/download,high,0,0,False,RESCAND-2a3848be0889dd17b6a34b91,,MECHEXP-43b0580ebccb230dc713f294|MECHEXP-4ccd6491bc8a90dad35ef435|MECHEXP-c9f6fffe7c311ba3837ad149|MECHEXP-cb65e452d552937d9326c2ee|MECHEXP-ed71d1fbedf61a55009c59c7,ROOTCOMP-affb0067653778e393d4861e,external_search_wave_002_exhaustive_residual,,archives.lib.state.ma.us,Brimfield,0,true,download,2018,unclear,payroll_roster,corrupt_candidate,1,,2026-08-05T17:27:45.654971+00:00,0,implementation_confirmation,unclear,unclear,EXTSRCREV-b31ba75f251d341f37aebf81,source_review_lane_005,22,zero-byte payload,corrupt_or_broken,MA,,"I found Brimfield (MA) pages that appear relevant to **municipal payroll/open-data candidate discovery**, but I did **not** find (from the metadata surfaced in this search) a specific **2018 “municipal payroll” dataset** that includes the fields you asked for: **unclear / actual wages paid / total earnings / overtime / premiums / retroactive payments with retroactivity_implementation**, tied to **HR report / adopted budget / Census-or-USDA records / municipal administrative payroll record**. ###",https://archives.lib.state.ma.us/bitstreams/19e8a723-348d-401a-8281-b049a196eb10/download,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim
application/pdf,,bounded shell/metadata review,0,,"{""pdf_eof_marker_present"": false, ""pdf_header"": ""%PDF-1.7""}",508628,https://nj.gov/dep/dshw/ewaste/collectionsites.pdf,EXTLOC-097e72b118c1a0715491fca6,,unclear,pdf,200,unclear,https://nj.gov/dep/dshw/ewaste/collectionsites.pdf,high,0,0,False,RESCAND-41d2567628782ca26e375772,,MECHEXP-08748cd2b4fc74d7eb6f89e1|MECHEXP-1d3a81a86a31a6e1c85ca5cd|MECHEXP-1f86cbad0e5bbcdc6c4aea4c|MECHEXP-20e9b431dc088d696bdf1fd5|MECHEXP-3dbfd45e7a733a973e4f49a9|MECHEXP-54cdc01fb45329ed5c4d8b8b|MECHEXP-ae975c048762abbdb3c36298|MECHEXP-ec9d93886d421a464f3e8105|MECHEXP-f8dde320182cc5747a998d22|MECHEXP-fed3ad2e4c4c959c64afbe71,ROOTCOMP-41f218dfe6c2d8fdbbeb3412|ROOTCOMP-5fd17f62ee678c75a868c917,external_search_wave_002_exhaustive_residual,,nj.gov,Alexandria,0,true,collectionsites.pdf,2026,unclear,payroll_roster,corrupt_candidate,1,,2026-08-05T17:17:18.870108+00:00,0,implementation_confirmation,unclear,unclear,EXTSRCREV-0ed2a50f81ef220deeab71bc,source_review_lane_003,2162,bounded format-integrity check failed,corrupt_or_broken,NJ,,"I searched for **metadata-only candidate discovery** for the target: - **Municipality:** Alexandria, **NJ** (unclear whether you mean *Alexandria Township, Hunterdon County* vs another “Alexandria” in NJ) - **Period:** **2026** - **Side:** unclear (likely “municipal” not “school”) - **Event:** “municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record” - **Missing fields to extract:** actual wages paid, total earnings, overtime, premiums, retroa",https://nj.gov/dep/dshw/ewaste/collectionsites.pdf,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim
application/pdf,,bounded shell/metadata review,0,,"{""pdf_eof_marker_present"": false, ""pdf_header"": ""%PDF-1.5""}",277303,https://violationtracker.goodjobsfirst.org/archive/FLSA1156.pdf,EXTLOC-0d06846e188bbdb2f225455c,,all_units,pdf,200,unclear,https://violationtracker.goodjobsfirst.org/archive/FLSA1156.pdf,low,0,0,False,EXTCAND-bd67999c8385cf4a37198653,,MECHEXP-2f0fc6a65aaeba0aa9b900ea|MECHEXP-39f67716d623b22ea5e8f79b|MECHEXP-5b62986763ce38f733f41650|MECHEXP-7d9fea5fa0aae6ba91bb857b|MECHEXP-a08d80e80aad5cb368b363f6|MECHEXP-a5a76ae9fe05697dae6a6b6b|MECHEXP-b90c8b2dbcd45db1529aa7a0|MECHEXP-f22545ccf39054e740ada2b9,ROOTCOMP-d32c836e7db01b89e8bb1280|ROOTCOMP-da635d81b8796b26c471ee22,external_search_wave_001_compacted,,violationtracker.goodjobsfirst.org,Hyde Park,0,false,FLSA1156.pdf,2025,unclear,payroll_roster,corrupt_candidate,1,,2026-08-05T17:43:07.958638+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,all_units,unclear,EXTSRCREV-d5fe0b0d2d31eaba9876fec5,source_review_lane_004,6086,bounded format-integrity check failed,corrupt_or_broken,NY,,"Likely relevant **official/primary administrative source types** for “Hyde Park, NY (2025) payroll/salaries/overtime/budget authorized positions/vacancies/staffing recruitment retention turnover pay plan pension health contributions compensation study” (metadata-only discovery target): - **Local municipal budget documents (2025 budget + amendments)** - Town/Village “Adopted Budget”, “Budget Messag",https://violationtracker.goodjobsfirst.org/archive/FLSA1156.pdf,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison
,,bounded shell/metadata review,0,,{},0,https://townofclaytonnc.civicweb.net/user/signin/?url=%2Fglobal%2Faccessdenied.aspx,EXTLOC-15bbfd4bf36b5afc8a6cba28,,all_units,unknown,200,unclear,https://townofclaytonnc.civicweb.net/user/signin/?url=%2Fglobal%2Faccessdenied.aspx,low,0,0,False,EXTCAND-066b4264072151a15c95ed0a,,MECHEXP-23357c5817916ac670732833|MECHEXP-3893892c8b5264cc8cf0e78d|MECHEXP-46a8f9270e945dde52ed0576|MECHEXP-6ca67066a73108faef981d4e|MECHEXP-c0eaef6d7e70785ef980244c|MECHEXP-d0c824ef8c305fa22402d3de|MECHEXP-e3d7a0ab68b704e7b3ce90c6,ROOTCOMP-8835fb005832275fd7898079|ROOTCOMP-9f45af26972f62362909031d,external_search_wave_001_compacted,,townofclaytonnc.civicweb.net,Red Springs,0,false,signin,2015,unclear,payroll_roster,corrupt_candidate,1,,2026-08-05T17:26:19.182975+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,unclear,EXTSRCREV-9e30b8e66942178a8fbb3dca,source_review_lane_003,5815,zero-byte payload,corrupt_or_broken,NC,,"Likely **official/primary administrative source types** for a metadata-only discovery target containing: *payroll/salaries, overtime, budget authorized positions, vacancies/staffing, recruitment/retention/turnover, salary step schedule, ordinance/resolution pay plan, pension + health contributions/compensation study* for **Red Springs, NC (2015)**: - **Town of Red Springs “Budget Ordinance” packet",https://townofclaytonnc.civicweb.net/document/57334/Ordinance%20-Budget%20FY%2021-22_Final.docx?handle=2F3710C17E4143A08ED54338A4155581,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison
text/html; charset=UTF-8,,bounded shell/metadata review,0,,{},0,https://ecommons.cornell.edu/bitstreams/f3c22e0e-20e6-48bf-bd5b-10ea04ec5151/download,EXTLOC-17fa4764cdb02cb35d62fcb7,,police,unknown,202,unclear,https://ecommons.cornell.edu/bitstreams/f3c22e0e-20e6-48bf-bd5b-10ea04ec5151/download,high,0,0,False,RESCAND-f0a49916d5b6fc251ae5acd9,,MECHEXP-04ab9e7a18a7bb2576e666aa|MECHEXP-1021e52e0f07359d7d0bc495|MECHEXP-6cc97d25655f530f7363a248|MECHEXP-855980216ccec72a0e03afdc|MECHEXP-a1d6fec7b0ea188162806ef8|MECHEXP-ce1b8f1f8d8860ba5e88c397|MECHEXP-cff9a62df9613a0c9dc5ba7b,ROOTCOMP-523634d213c8dc6f59211e90|ROOTCOMP-c5901a63dbc346e7ee3f2b85,external_search_wave_002_exhaustive_residual,,ecommons.cornell.edu,Clarkstown,0,true,download,undated-source-B4X2500LIVE-20260729-008912,unclear,payroll_roster,corrupt_candidate,1,,2026-08-05T17:17:56.893263+00:00,0,implementation_confirmation,police,unclear,EXTSRCREV-a2883953963e1c3a0c322ea0,source_review_lane_003,2502,zero-byte payload,corrupt_or_broken,NY,,"I searched for **metadata-only candidate discovery** matching your target: Municipality **Clarkstown, NY**; period **undated-source-B4X2500LIVE-20260729-008912**; side **police**; event types in-scope: **ordinance adoption, adopted budget, budget appropriation, contract ratification, payment confirmation, retroactivity/implementation**, plus municipal payroll/open data, **HR report**, and **Census/USDA official municipal administrative record**. ## Candidate sources found (do not verify/download",https://ecommons.cornell.edu/bitstreams/f3c22e0e-20e6-48bf-bd5b-10ea04ec5151/download,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim
text/html; charset=UTF-8,,bounded shell/metadata review,0,,{},0,https://ecommons.cornell.edu/bitstreams/df9aca8a-f8d0-4f9a-9d15-94fefe5adcc6/download,EXTLOC-1cfc2d45ed97177ec13ff5d9,,all_units,unknown,202,unclear,https://ecommons.cornell.edu/bitstreams/df9aca8a-f8d0-4f9a-9d15-94fefe5adcc6/download,high,0,0,False,EXTCAND-905204216375e64efc85d428,,MECHEXP-3b44a8a66cbc279e54b8d46f|MECHEXP-652a707e3c069a3aaaa236dd|MECHEXP-6eb5a813745bb19dcd14961f|MECHEXP-7a82626f6d5107ecf67bb3d9|MECHEXP-c3a904e6d88cec140b294308,ROOTCOMP-79f75553a236fb17e23225d1,external_search_wave_001_compacted,,ecommons.cornell.edu,Springville,0,true,download,2026,unclear,payroll_roster,corrupt_candidate,2,,2026-08-05T17:18:33.147986+00:00,1,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,unclear,EXTSRCREV-b076ff73438191019e2bb5dc,source_review_lane_003,2649,zero-byte payload,corrupt_or_broken,NY,,"### Likely *official/primary* source types for “Springville, NY (2026) payroll / salaries / overtime / authorized positions / vacancies / staffing / recruitment / retention / turnover / salary step schedules / ordinance/resolution pay plan / pension & health contributions / compensation studies” - **Village / Town / Municipality budget documents (2026)** - Annual **tentative/final budgets**, **bud",https://ecommons.cornell.edu/bitstreams/df9aca8a-f8d0-4f9a-9d15-94fefe5adcc6/download,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison
application/pdf,,bounded shell/metadata review,0,,"{""pdf_eof_marker_present"": false, ""pdf_header"": ""%PDF-1.4""}",8469504,https://www.bvasd.net/ourpages/auto/2024/5/9/30523625/AFR%20June%2030%202022.pdf,EXTLOC-2140e79fdca8ad46bbaab0a5,,police,pdf,200,unclear,https://www.bvasd.net/ourpages/auto/2024/5/9/30523625/AFR%20June%2030%202022.pdf,low,0,0,False,RESCAND-360d92adacc96890ed10ecb3,,MECHEXP-3dc6d91d33d0cb53219a5c92|MECHEXP-3e3cf25a9727f5a4faa344f3|MECHEXP-525f0cb5f04a805a03c20ca6|MECHEXP-848a8dc0fe13756a7b4bcdb2|MECHEXP-89e3c222f4d030c9bfd9ea3a|MECHEXP-aa1dde17198904b9ddfa0da4|MECHEXP-ddf6cb34bb82a4dab4587cbe|MECHEXP-f1095f5cf10c2446e16d4e37,ROOTCOMP-40b77ecd930658466476ef8e|ROOTCOMP-93bb9303eb8c74b24bf2f4ab,external_search_wave_002_exhaustive_residual,,www.bvasd.net,Belle,0,false,AFR June 30 2022.pdf,2021,unclear,payroll_roster,corrupt_candidate,1,,2026-08-05T17:43:19.324872+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,police,unclear,EXTSRCREV-d7d4eaae8208cb9998a62bda,source_review_lane_004,6206,bounded format-integrity check failed,corrupt_or_broken,SD,,"I can’t reliably match your exact municipality/field spec as written, because **“Belle”** and **“SD”** are ambiguous (at least one clear match is **Belle Fourche, South Dakota**, but there may be others). Also, your request combines many *highly specific* payroll/HR fields (police pension contributions; health-cost shares; leave; premium eligibility/take-up; minimum-staffing overtime effects; “non_base_compensation” vs municipal payroll/open data; adopted budget; HR report; Census/USDA administr",https://www.bvasd.net/ourpages/auto/2024/5/9/30523625/AFR%20June%2030%202022.pdf,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison
text/html; charset=UTF-8,,bounded shell/metadata review,0,,{},0,https://www.mapquest.com/us/minnesota/city-of-austin-government-offices-429087027,EXTLOC-24aceed209b04d56c994c142,,unclear,unknown,202,unclear,https://www.mapquest.com/us/minnesota/city-of-austin-government-offices-429087027,low,0,0,False,RESCAND-75afa08900c07c83870ffafa,,MECHEXP-0a38c4ac28a51c244888c487|MECHEXP-70cc48aee65892b1b1f8e72a|MECHEXP-89673c339206942ed001d5c3|MECHEXP-f7ee9cf7febd7a20bf287008,ROOTCOMP-3b834027b3192e3098816e18,external_search_wave_002_exhaustive_residual,,www.mapquest.com,Austin,0,false,city-of-austin-government-offices-429087027,2019,unclear,salary_schedule,corrupt_candidate,1,,2026-08-05T17:27:31.433566+00:00,0,implementation_confirmation|recruitment_and_retention|staffing_and_headcount,unclear,unclear,EXTSRCREV-f444774f84a77227fda36480,source_review_lane_003,6226,zero-byte payload,corrupt_or_broken,MN,,"I searched for **Austin, MN** “**2019**” municipal admin-record metadata targets around **HR, adopted budget/pay plan, recruitment & compensation studies, and turnover/retention/vacancy duration**—but I did **not** find a clearly indexed single **2019** “HR report / adopted budget / pay plan / recruitment & compensation studies” bundle that explicitly contains the **missing fields** you listed (unclear applicant counts, turnover, retention, vacancy duration, recruitment, compensation studies **b",https://www.mapquest.com/us/minnesota/city-of-austin-government-offices-429087027,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis
text/html; charset=UTF-8,,bounded shell/metadata review,0,,{},0,https://ecommons.cornell.edu/bitstreams/2dba1cb3-539f-47ce-83e6-8467e0e68dee/download,EXTLOC-250606400197f829266414c7,,police,unknown,202,unclear,https://ecommons.cornell.edu/bitstreams/2dba1cb3-539f-47ce-83e6-8467e0e68dee/download,medium,0,0,False,RESCAND-a5e3b560d6218a0d820119eb,,MECHEXP-2a633220e022bfdd216010aa|MECHEXP-607e6fdcd75e4685bbfeb264|MECHEXP-a28fb83dd1771d4f1e613ff5|MECHEXP-c4a6a5805a25a7978d07dbc5|MECHEXP-e238599348399ddd15372e39,ROOTCOMP-aa8675e4005af6b8a203f15e,external_search_wave_002_exhaustive_residual,,ecommons.cornell.edu,Cooperstown,0,true,download,2017,unclear,other,corrupt_candidate,1,,2026-08-05T17:24:20.255763+00:00,0,,police,unclear,EXTSRCREV-7a9c51a783c179d64a9dd339,source_review_lane_003,5081,zero-byte payload,corrupt_or_broken,NY,,"## Candidate-discovery metadata (no URL verification/download) ### Target (per your fields) - **Municipality:** Village of Cooperstown, **NY** - **Period:** **2017** - **Side:** **Police** - **Event / Implementation theme:** police **employee tenure / step placement / rank progression / promotion timing** and **retroactivity implementation** for **incumbent vs new-hire tier** - **Missing field to fill:** (employee-by-employee) **incumbent/new-hire tier retroactivity implementation** details that",https://ecommons.cornell.edu/bitstreams/2dba1cb3-539f-47ce-83e6-8467e0e68dee/download,no_material_upgrade
text/html; charset=UTF-8,,bounded shell/metadata review,0,,{},0,https://ecommons.cornell.edu/bitstreams/8aad3019-90fa-47d3-9a0d-83871c105f29/download,EXTLOC-2cbf334780322ca976ac68f0,,police,unknown,202,unclear,https://ecommons.cornell.edu/bitstreams/8aad3019-90fa-47d3-9a0d-83871c105f29/download,high,0,0,False,EXTCAND-f0fdc9eb1bd5da65a5f38cb0,,MECHEXP-5345cf2972d9519a8e7841b3|MECHEXP-5bc63470c9dfd77c613c44e4|MECHEXP-82ca862705f8e33fd97ef014|MECHEXP-8ba005cc5b45048237848af9|MECHEXP-a38e0afe680efcb7a73d000f|MECHEXP-bda5f10899a11dad1e875efa|MECHEXP-cf36f168e949f0f785e5f35b,ROOTCOMP-8381c42d0807d24129b03b2e|ROOTCOMP-eab7a91ec6e1389d6f27f271,external_search_wave_001_compacted,,ecommons.cornell.edu,Lake Success,0,true,download,2024,unclear,payroll_roster,corrupt_candidate,1,,2026-08-05T17:18:33.230526+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,unclear,EXTSRCREV-ec2323c5b76f26dc5d65f644,source_review_lane_003,2778,zero-byte payload,corrupt_or_broken,NY,,"Likely **official/primary public administrative source types** for a metadata-only discovery target covering **Lake Success, NY (2024)** and items like **payroll, salaries/earnings, overtime, authorized positions, vacancies/staffing recruitment, retention/turnover, compensation/steps, pay plans, pensions/health contributions, and “ordinance/resolution/budget authorized positions”**: 1) **Village o",https://ecommons.cornell.edu/bitstreams/8aad3019-90fa-47d3-9a0d-83871c105f29/download,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison
