attempt,bytes_received,canonical_locator_id,completed_at,content_disposition,content_type,declared_content_length,final_url,full_body_staged,http_status,request_id,request_url,retry,source_review_id,source_review_lane_id,started_at
1,45822,EXTLOC-0d234bb12f700664570033b3,2026-08-05T17:46:38.863742+00:00,,,0,https://meetings.municode.com/adaHtmlDocument/index?cc=PORTLVCATX&ip=False&me=efd8dc085c154d98b73105532b4c4a90,False,200,EXTDLREQ-b9ccf834e2586ca9899aa65a,https://meetings.municode.com/adaHtmlDocument/index?cc=PORTLVCATX&ip=False&me=efd8dc085c154d98b73105532b4c4a90,False,EXTSRCREV-349413b30a311d954fed105f,source_review_lane_004,2026-08-05T17:46:38.631290+00:00
1,129604,EXTLOC-455f9231c870ae6f13a2e656,2026-08-05T17:46:38.880130+00:00,,text/html,0,https://online.flippingbook.com/view/78873079,False,200,EXTDLREQ-cf4789e7a59f190ed6e75fb6,https://online.flippingbook.com/view/78873079,False,EXTSRCREV-96c22e1269f4db2fde7dc60f,source_review_lane_004,2026-08-05T17:46:38.707203+00:00
1,152547,EXTLOC-b8d8564479641b1735b0cd23,2026-08-05T17:46:38.953136+00:00,,text/html; charset=utf-8,0,https://jobs.mitalent.org/job-seeker/job-details/238538256,False,200,EXTDLREQ-bc15bf7db48a0e7b8a1b6bc5,https://jobs.mitalent.org/job-seeker/job-details/238538256,False,EXTSRCREV-e082f8afd64ca1bd04339571,source_review_lane_004,2026-08-05T17:46:38.448294+00:00
1,87476,EXTLOC-589f527a242d989ed7c9c5d2,2026-08-05T17:46:39.043355+00:00,,text/html; charset=utf-8,0,https://meetings.boardbook.org/Public/Agenda/2072?meeting=741219,False,200,EXTDLREQ-45c5a362177cd5fbf4a90de0,https://meetings.boardbook.org/Public/Agenda/2072?meeting=741219,False,EXTSRCREV-493fbd9cd6a3bae2e66bbaba,source_review_lane_004,2026-08-05T17:46:38.591348+00:00
1,130686,EXTLOC-93819c92c301411f37fac42a,2026-08-05T17:46:39.067684+00:00,"inline; filename=""meeting-minutes-september-8th-2022.pdf""",application/pdf,130686,https://oaklandborough.com/document/meeting-minutes-september-8th-2022/,False,200,EXTDLREQ-67f0b517de032d5fbc56915c,https://oaklandborough.com/document/meeting-minutes-september-8th-2022/,False,EXTSRCREV-ff40454113fc4977d2ca7be5,source_review_lane_004,2026-08-05T17:46:38.684816+00:00
1,345184,EXTLOC-78524b95590f8d73b3e1b006,2026-08-05T17:46:39.076988+00:00,,text/html; charset=utf-8,0,https://monterey.legistar.com/LegislationDetail.aspx?FullText=1&GUID=8BC10577-066E-41EF-88E6-E52561DB72A4&ID=7825446,False,200,EXTDLREQ-6011bd7243e86a1e85a008ff,https://monterey.legistar.com/LegislationDetail.aspx?FullText=1&GUID=8BC10577-066E-41EF-88E6-E52561DB72A4&ID=7825446,False,EXTSRCREV-90114bdf32e0a0e754482cbe,source_review_lane_004,2026-08-05T17:46:38.638634+00:00
1,14762,EXTLOC-1ed5e3400168559421ffaeeb,2026-08-05T17:46:39.245646+00:00,,text/html,0,https://stories.opengov.com/clearlake/published/ZjLo4bPN2,False,200,EXTDLREQ-c05a3739e1b7e815c31bad15,https://stories.opengov.com/clearlake/published/ZjLo4bPN2,False,EXTSRCREV-6c8da1448213f5a9faf6903e,source_review_lane_004,2026-08-05T17:46:39.068421+00:00
1,790962,EXTLOC-70dc3078a2a7cb63915f928b,2026-08-05T17:46:39.254653+00:00,,text/html; charset=utf-8,0,https://pub-detroitmi.escribemeetings.com/Meeting.aspx?Agenda=PostAgenda&Id=d5e02aa0-60ab-453e-a997-f1ef900557ae&lang=English,False,200,EXTDLREQ-23dec0397795fb6cefbcaa09,https://pub-detroitmi.escribemeetings.com/Meeting.aspx?Agenda=PostAgenda&Id=d5e02aa0-60ab-453e-a997-f1ef900557ae&lang=English,False,EXTSRCREV-b37919995cb9fac3f037728b,source_review_lane_004,2026-08-05T17:46:38.864904+00:00
1,188806,EXTLOC-493c6498460e0ac2652e1961,2026-08-05T17:46:39.294140+00:00,,application/pdf,188806,https://static1.squarespace.com/static/62055664f50bb04e8aeb4d4d/t/673d2be00a62e353dcd7dfca/1732062177136/RFT+-+Board+of+Trustees+-+Minutes+20241015.pdf,False,200,EXTDLREQ-a92f06381f29d52efc7cb727,https://static1.squarespace.com/static/62055664f50bb04e8aeb4d4d/t/673d2be00a62e353dcd7dfca/1732062177136/RFT+-+Board+of+Trustees+-+Minutes+20241015.pdf,False,EXTSRCREV-b72cfcafb42290f84cb83740,source_review_lane_004,2026-08-05T17:46:39.046600+00:00
1,379629,EXTLOC-f617182c7c39278cd94388cd,2026-08-05T17:46:39.410396+00:00,,text/html; charset=utf-8,0,https://richmondva.legistar.com/MeetingDetail.aspx?GUID=D258854C-C939-4A18-BC75-42D278E82265&ID=1354760,False,200,EXTDLREQ-cd40d184f4af70d1f1d20142,https://richmondva.legistar.com/MeetingDetail.aspx?GUID=D258854C-C939-4A18-BC75-42D278E82265&ID=1354760,False,EXTSRCREV-832603a90ad556fbcadef450,source_review_lane_004,2026-08-05T17:46:38.954858+00:00
