MIME_type,SHA_256,administrative_source_type_change_reason,analytical_extraction_runs,bounded_metadata_preview,bounded_structure_summary,byte_size,canonical_final_url,canonical_locator_id,content_disposition,department_scope,detected_file_type,download_http_status,final_administrative_source_type,final_download_url,final_priority_bucket,gabriel_calls,hosted_search_calls,implementation_event_deduplication_rerun,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,locator_host,municipality,ocr_runs,official_source_flag,original_filename,period,primary_content_family,prior_administrative_source_type,readiness_hint,request_count,retained_source_id,retrieved_timestamp,retry_count,secondary_content_families,side_scope,source_quality,source_review_id,source_review_lane_id,source_review_lane_sequence,source_review_reason,source_review_status,state
text/html; charset=utf-8,,retained prior type,0,"City Council Formal Session - January 14, 2025 Post Agenda Agenda Minutes Post Agenda Open Video in new Window Video Tuesday, January 14, 2025 at 10 :00 A . m . - 12 :00 P . m . 1340 Coleman A. Young Municipal Center (313) 224-3443 Detroit, MI 48226 With advance notice of seven calendar days, the City of Detroit will provide interpreter services at public meetings, including American Sign Language, language translation and reasonable ADA accommodations. Please contact the Civil Rights, Inclusion and Opportunity Department at (313) 224-4950 , through the TTY number 711, or email [email protecte","{""bounded_link_count"": 316, ""bounded_visible_character_count"": 43288, ""html_title"": ""City Council Formal Session - January 14, 2025""}",790962,https://pub-detroitmi.escribemeetings.com/Meeting.aspx?Agenda=PostAgenda&Id=d5e02aa0-60ab-453e-a997-f1ef900557ae&lang=English,EXTLOC-70dc3078a2a7cb63915f928b,,unclear,html,200,contract_or_mou,https://pub-detroitmi.escribemeetings.com/Meeting.aspx?Agenda=PostAgenda&Id=d5e02aa0-60ab-453e-a997-f1ef900557ae&lang=English,low,0,0,False,RESCAND-007202ed2ba30a2b66f6df3b,,MECHEXP-027eab439e704d1ddbb31c1d|MECHEXP-3467b2d9412becfa8bdae043|MECHEXP-4491c7bc31747edb23ee7d63|MECHEXP-5fce9a6aec97f15929688740|MECHEXP-67a22aef1316f1983ad92d53|MECHEXP-8d45fce2657c8cabc8b0d2c7|MECHEXP-914f8622bdd3b8f99dd0ed4a|MECHEXP-bb45c1fbe82f04168c726542|MECHEXP-df8ca8e00a318da0f5dfe910,ROOTCOMP-4b0d4cde888bccb30a193906|ROOTCOMP-5a250f6c6086ed0175709efd|ROOTCOMP-834a238660aa7b68240f46e2,external_search_wave_002_exhaustive_residual,,pub-detroitmi.escribemeetings.com,Benson,0,false,Meeting.aspx,2024,benefits_and_total_compensation,contract_or_mou,manual_review_candidate,1,,2026-08-05T17:46:39.254653+00:00,0,,unclear,reputable_secondary_context,EXTSRCREV-b37919995cb9fac3f037728b,source_review_lane_004,8001,secondary context deferred from administrative readiness,secondary_context_only_deferred,MN
application/pdf,,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",5846549,https://public.destinyhosted.com/hubermindocs/2025/WORKS/20250107_4943/217_Council%20Work%20Session%20Minutes%20-%20010725.pdf,EXTLOC-7536def019cf108544876996,,all_units,pdf,200,staffing_table,https://public.destinyhosted.com/hubermindocs/2025/WORKS/20250107_4943/217_Council%20Work%20Session%20Minutes%20-%20010725.pdf,low,0,0,False,EXTCAND-e25658308f70e9ca3d775dca,,MECHEXP-1de0d167fec4fd8cd20c7095|MECHEXP-65e404a633ac1d356593282f|MECHEXP-cfcbce7ff81e03fbaab4b334|MECHEXP-df2399dc1d621c7aa664e0fb|MECHEXP-e4c09b0bf93b291f02089fa4|MECHEXP-fd4df81860d18434e9474d98,ROOTCOMP-95743555d70d11639a9acb99|ROOTCOMP-9eb3e092e7d4a904429dbe43,external_search_wave_001_compacted,,public.destinyhosted.com,Haslet,0,false,217_Council Work Session Minutes - 010725.pdf,undated,multi_family_administrative_source,staffing_table,manual_review_candidate,1,,2026-08-05T17:46:39.950537+00:00,0,implementation_confirmation|recruitment_and_retention|staffing_and_headcount,all_units,reputable_secondary_context,EXTSRCREV-983deac806f0e3c323e12e68,source_review_lane_004,8002,secondary document deferred from administrative readiness,secondary_context_only_deferred,TX
text/html; charset=utf-8,,retained prior type,0,"City of Richmond - Meeting of City Council on 4/27/2026 at 6:00 PM Skip to main content Sign In Home Legislation Calendar Departments {1} ##LOC[OK]## {1} ##LOC[OK]## ##LOC[Cancel]## {1} ##LOC[OK]## ##LOC[Cancel]## Please note: this meeting's minutes have not been finalized yet. Actions taken on legislation and their results are not available. Details Meeting Details Meeting Name: City Council Agenda status: Final Meeting date/time: 4/27/2026 6:00 PM Minutes status: Draft Meeting location: Council Chamber, 2nd Floor - City Hall Published agenda: Agenda - English/Spanish Published minutes: Actio","{""bounded_link_count"": 106, ""bounded_visible_character_count"": 34502, ""html_title"": ""City of Richmond - Meeting of City Council on 4/27/2026 at 6:00 PM""}",379629,https://richmondva.legistar.com/MeetingDetail.aspx?GUID=D258854C-C939-4A18-BC75-42D278E82265&ID=1354760,EXTLOC-f617182c7c39278cd94388cd,,police,html,200,payroll_roster,https://richmondva.legistar.com/MeetingDetail.aspx?GUID=D258854C-C939-4A18-BC75-42D278E82265&ID=1354760,low,0,0,False,EXTCAND-0f728904c790a92dd1bf225f,,MECHEXP-164cbdc886e220ade5d55c8a|MECHEXP-7dbe3577d12acfbf47c19929|MECHEXP-d4862dec6f6feccb95f07580|MECHEXP-d9f874bb45f91c3f494579e3|MECHEXP-ecb7c44df895c9c882069df8,ROOTCOMP-41737b45a4fe88e4adaba3ba,external_search_wave_001_compacted,,richmondva.legistar.com,Forest Hill,0,false,MeetingDetail.aspx,2017,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:46:39.410396+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,reputable_secondary_context,EXTSRCREV-832603a90ad556fbcadef450,source_review_lane_004,8003,secondary context deferred from administrative readiness,secondary_context_only_deferred,LA
application/pdf,,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.4""}",188806,https://static1.squarespace.com/static/62055664f50bb04e8aeb4d4d/t/673d2be00a62e353dcd7dfca/1732062177136/RFT+-+Board+of+Trustees+-+Minutes+20241015.pdf,EXTLOC-493c6498460e0ac2652e1961,,side_independent,pdf,200,payroll_roster,https://static1.squarespace.com/static/62055664f50bb04e8aeb4d4d/t/673d2be00a62e353dcd7dfca/1732062177136/RFT+-+Board+of+Trustees+-+Minutes+20241015.pdf,low,0,0,False,EXTCAND-1b081cd8bc114b2e7a51771d,,MECHEXP-52580cf1dd975ad654b2cbc3|MECHEXP-a3f6938b28e408050093855b|MECHEXP-c99cb61146a2dc6da0fafe8d|MECHEXP-ce80bf6fb47b17e7e2e80eeb,ROOTCOMP-18312c229acc06e7e198ddd3,external_search_wave_001_compacted,,static1.squarespace.com,River Forest,0,false,RFT+-+Board+of+Trustees+-+Minutes+20241015.pdf,2025,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:46:39.294140+00:00,0,benefits_and_total_compensation|payroll_and_earnings|staffing_and_headcount,side_independent,reputable_secondary_context,EXTSRCREV-b72cfcafb42290f84cb83740,source_review_lane_004,8004,secondary document deferred from administrative readiness,secondary_context_only_deferred,IL
text/html,,retained prior type,0,"FY 23-24 Budget - Capital Projects THE CITY OF CLEARLAKE FY 2023-24 Budget Capital Projects CAPITAL PROJECTS This budget includes the majority of all capital projects conducted by the City of Clearlake. The projects are funded by grant revenue deposited in Fund 240 or transfers from other funds within the City budget. Tables on the following pages show the specific projects budgeted this year, the funding source and anticipated costs in future years to complete certain projects. This provides a comprehensive snapshot of all capital projects and equipment budgeted for FY 2023-24. Capital Projec","{""bounded_link_count"": 3, ""bounded_visible_character_count"": 1327, ""html_title"": ""FY 23-24 Budget - Capital Projects""}",14762,https://stories.opengov.com/clearlake/published/ZjLo4bPN2,EXTLOC-1ed5e3400168559421ffaeeb,,unclear,html,200,payroll_roster,https://stories.opengov.com/clearlake/published/ZjLo4bPN2,low,0,0,False,RESCAND-7c31d12797b64df9ed66b3a8,,MECHEXP-293e481a959276772de03ae7|MECHEXP-5562c32cb9cf6fbeffa7bddc|MECHEXP-6b6dec70bc803ebf97ce2766|MECHEXP-a30ac101a9c50dcbb4726a05,ROOTCOMP-d400ac3c3c0f7ae49823903a,external_search_wave_002_exhaustive_residual,,stories.opengov.com,Clear Lake,0,false,ZjLo4bPN2,2023,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:46:39.245646+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,reputable_secondary_context,EXTSRCREV-6c8da1448213f5a9faf6903e,source_review_lane_004,8005,secondary context deferred from administrative readiness,secondary_context_only_deferred,SD
application/pdf,,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",6416304,https://swagit-attachments.granicus.com/archive/agendas/197028/original/4-25%20AtlanticBeachCC.pdf,EXTLOC-2128e2857eb30f8050e3b480,,unclear,pdf,200,payroll_roster,https://swagit-attachments.granicus.com/archive/agendas/197028/original/4-25%20AtlanticBeachCC.pdf,low,0,0,False,RESCAND-b0685a1e99e6b3860d214a51,,MECHEXP-0defdc35dc5e85f39c4a416a|MECHEXP-6bf734db77c72c7cf12dbf05|MECHEXP-8ac266e861f9895bcce196b7|MECHEXP-953d76b696005ad6825b668b|MECHEXP-a32390f4f2603745f0f68ff6|MECHEXP-bbf6508d6f120294ca9681c4|MECHEXP-c670ed0e6374971c348182d9|MECHEXP-f85729d6fa7462e54ead4419|MECHEXP-ffa5a7ccdd7b6365e31415ae,ROOTCOMP-5684074bd61715b763d976e9|ROOTCOMP-69ac40cf60182311a3d95f84,external_search_wave_002_exhaustive_residual,,swagit-attachments.granicus.com,Atlantic Beach,0,false,4-25 AtlanticBeachCC.pdf,2020,payroll_and_earnings,payroll_roster,manual_review_candidate,1,,2026-08-05T17:46:39.723231+00:00,0,implementation_confirmation,unclear,reputable_secondary_context,EXTSRCREV-989f4e4e05382f90f1c53e02,source_review_lane_004,8006,secondary document deferred from administrative readiness,secondary_context_only_deferred,NC
text/html; charset=UTF-8,,retained prior type,0,"Town Board – Town of Cochecton Skip to content Town Of Cochecton Government Dog Control Town Assessor Code Enforcer County & State Offices Emergency Services Highway Department Judges & Courts River Levels & Weather Tax Collector Town Clerk Transfer Station School Tax Collector Boards & Meetings Meeting Minutes Budget, Policies & Laws Town Board Town Board Agenda Planning Board Planning Board Agenda Zoning Board of Appeals ZBA Agenda Assessment Review Youth Commission News & Notices Legal Notices Town News Youth News My Calendar Our Community Community Spaces School District Social Organizatio","{""bounded_link_count"": 59, ""bounded_visible_character_count"": 4967, ""html_title"": ""Town Board – Town of Cochecton""}",77279,https://townofcochectonny.org/boards-meetings/town-board/,EXTLOC-4df3e81677e48d4c0d880a12,,unclear,html,200,payroll_roster,https://townofcochectonny.org/boards-meetings/town-board/,low,0,0,False,RESCAND-c2aa18d0c03c2b311f2bf01f,,MECHEXP-19fad36004f17cfb3ba8c44a|MECHEXP-46075d0b787dbae6510790c7|MECHEXP-a6671a33f8a2c4e4afa52094|MECHEXP-d1b3256ca5cd759af05c4e51,ROOTCOMP-e022f6e9a0270078589928ad,external_search_wave_002_exhaustive_residual,,townofcochectonny.org,Cochecton,0,false,town-board,undated-source-BRMGRS-20260802-d9d0334dbcf430895f6619eb,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:46:40.054457+00:00,0,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,reputable_secondary_context,EXTSRCREV-3202683029468aee5dc37deb,source_review_lane_004,8007,secondary context deferred from administrative readiness,secondary_context_only_deferred,NY
text/html; charset=UTF-8,,retained prior type,0,"Radware Bot Manager Captcha Veuillez nous excuser d’intervenir... ... mais votre navigation sur ce site nous laisse croire que vous pourriez être un robot. Il y a deux possibilités. Vous avez pu être bloqué parce que : Vous utilisez un réseau privé virtuel ou mandataire. Un comportement suspect a été détecté précédemment en provenance du réseau que vous utilisez. Pour débloquer le site Web, veuillez cliquer dans la case ci-dessous puis résoudre le CAPTCHA qui s’affichera. Numéro de l’incident : bcb8b7c2-dpl6-4dd1-9162-fcf142a45794 Confidentialité © Bibliothèque et Archives nationales du Québec","{""bounded_link_count"": 1, ""bounded_visible_character_count"": 904, ""html_title"": ""Radware Bot Manager Captcha""}",33411,https://validate.perfdrive.com/f30af4f43db4e2976dd4354af45c33aa/?ssa=9eb4df0f-8ad4-480a-9704-da6082adeb2b&ssb=42963275666&ssc=https%3A%2F%2Fnumerique.banq.qc.ca%2Fpatrimoine%2Fdetails%2F52327%2F3441112&ssi=bcb8b7c2-dpl6-4dd1-9162-fcf142a45794&ssk=botmanager_support%40radware.com&ssm=73658218507447437287736510140156&ssn=3ed00c4cf8c5bd7762dd8e6699717f77da1a97b0b8da-3c74-407c-b9c012&sso=01a55b12-cf01f364d443906d2b839cf09448642ee8f9a5864bfc2814&ssp=66196766351785908659178595717707216&ssq=72237944360627310063443087034221912986798&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=eyJfX3V6bWYiOiI3ZjkwMDA5N2IwYjhkYS0zYzc0LTQwN2MtYmIxMi1jZjAxZjM2NGQ0NDMxLTE3ODU5NDMwODc3ODg1MTg0MjctMDAyNWRhMWIyMDgzNmYxNjkzNDI4IiwicmQiOiJiYW5xLnFjLmNhIiwidXpteCI6IjdmOTAwMGI0OGE3MGMzLTc0NDctNDM3Yi1hYzc1LTUwNTQ3ZWI2ZjQ5YjEtMTc4NTk0MzA4Nzc4ODUxODQyNy0yZTZjZGNlZWU2OGJjY2Y2MjgifQ%3D%3D,EXTLOC-c5e73e48f7b6e033b6503916,,unclear,html,200,payroll_roster,https://validate.perfdrive.com/f30af4f43db4e2976dd4354af45c33aa/?ssa=9eb4df0f-8ad4-480a-9704-da6082adeb2b&ssb=42963275666&ssc=https%3A%2F%2Fnumerique.banq.qc.ca%2Fpatrimoine%2Fdetails%2F52327%2F3441112&ssi=bcb8b7c2-dpl6-4dd1-9162-fcf142a45794&ssk=botmanager_support%40radware.com&ssm=73658218507447437287736510140156&ssn=3ed00c4cf8c5bd7762dd8e6699717f77da1a97b0b8da-3c74-407c-b9c012&sso=01a55b12-cf01f364d443906d2b839cf09448642ee8f9a5864bfc2814&ssp=66196766351785908659178595717707216&ssq=72237944360627310063443087034221912986798&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=eyJfX3V6bWYiOiI3ZjkwMDA5N2IwYjhkYS0zYzc0LTQwN2MtYmIxMi1jZjAxZjM2NGQ0NDMxLTE3ODU5NDMwODc3ODg1MTg0MjctMDAyNWRhMWIyMDgzNmYxNjkzNDI4IiwicmQiOiJiYW5xLnFjLmNhIiwidXpteCI6IjdmOTAwMGI0OGE3MGMzLTc0NDctNDM3Yi1hYzc1LTUwNTQ3ZWI2ZjQ5YjEtMTc4NTk0MzA4Nzc4ODUxODQyNy0yZTZjZGNlZWU2OGJjY2Y2MjgifQ%3D%3D,low,0,0,False,RESCAND-8e657949317c327d8eb3be22,,MECHEXP-0de7db8923d8874ca696fdc0|MECHEXP-229786eea8e8963f6c2ab106|MECHEXP-48d1fecbacea2be40045747a|MECHEXP-48f9fd598c56e9fe6d9689c6|MECHEXP-5f2810bfbc970a393f215a56|MECHEXP-7e08f2dc7f4d8101aeba33e1|MECHEXP-8162408e9f8adc0d0063938c|MECHEXP-b6a1fc1d44be1c1ce86793c3|MECHEXP-c384b30a6daad05ec8c54488|MECHEXP-d2e952fed5f5e61383517cd2|MECHEXP-d7878606accd6ca9ac801979,ROOTCOMP-d5a944ff035ab0d84ce00e61|ROOTCOMP-d890e272ce75e618346789b6,external_search_wave_002_exhaustive_residual,,validate.perfdrive.com,Colona,0,false,f30af4f43db4e2976dd4354af45c33aa,2025,payroll_and_earnings,payroll_roster,manual_review_candidate,1,,2026-08-05T17:46:39.471693+00:00,0,implementation_confirmation,unclear,navigation_or_shell,EXTSRCREV-c8b4df5d1d181d03c7c51bc9,source_review_lane_004,8008,HTML challenge shell indicates CAPTCHA or bot protection,captcha_or_bot_protection,IL
text/html; charset=UTF-8,,retained prior type,0,"--> Map | Alaiedon top of page Alaiedon Township The Hill Land for Excellent Living Home ITC Update About History Historic Cemeteries Map Office & Staff Taxes Board Planning Board of Review Planning Commission Other Ordinances & Master Plan Zoning Board of Appeals Zoning Map & Ordinance Elections Services <a data-testid=""linkElement"" href=""https://www.alaiedontwp.com/ball-","{""bounded_link_count"": 15, ""bounded_visible_character_count"": 997, ""html_title"": ""Map | Alaiedon""}",606329,https://www.alaiedontwp.com/map,EXTLOC-946ef28a61af7baa534e04da,,unclear,html,200,payroll_roster,https://www.alaiedontwp.com/map,low,0,0,False,RESCAND-815fd57d669595f503281936,,MECHEXP-740de3ec351913151ee0ac97|MECHEXP-bdeb3fd11deeb96b724b6aa9|MECHEXP-e883c27e8f542f27847c672c|MECHEXP-faa4f2535fd46fb0eaa7f80a,ROOTCOMP-3217f1650f2ef8694d0aad14,external_search_wave_002_exhaustive_residual,,www.alaiedontwp.com,Alaiedon,0,false,map,2022,payroll_and_earnings,payroll_roster,manual_review_candidate,1,,2026-08-05T17:46:39.495722+00:00,0,tenure_and_progression,unclear,reputable_secondary_context,EXTSRCREV-27e3a078657bebe01df5c29e,source_review_lane_004,8009,secondary context deferred from administrative readiness,secondary_context_only_deferred,MI
text/html; charset=utf-8,,retained prior type,0,Bellwood School District #88 - Frontline Recruitment Frontline Applicant Tracking - Bellwood School District #88 Skip to main content Educators: a smarter way to find your next role. Try the new K12JobSpot . Our Homepage Bellwood School District #88 Job Search: search Vacancies Categories Locations Elementary School Teaching (17) Maintenance/Custodial (1) Middle School Teaching (8) Special Education (2) Student Support Services (3) Substitute (1) Support Staff (8) Transportation (2) Search by Zip Code: Bellwood School District 88 (9) Early Childhood Center (2) Grant Elementary (7) Grant Primar,"{""bounded_link_count"": 40, ""bounded_visible_character_count"": 14605, ""html_title"": ""Bellwood School District #88 - Frontline Recruitment""}",37703,https://www.applitrack.com/sd88/onlineapp/default.aspx?all=1,EXTLOC-2acce4c178b493e704e05581,,unclear,html,200,payroll_roster,https://www.applitrack.com/sd88/onlineapp/default.aspx?all=1,low,0,0,False,RESCAND-872313384ca9eb20f5c939a0,,MECHEXP-0405a5df91265c7c82b5d38a|MECHEXP-1668524a7700ef00069090db|MECHEXP-3c1d9dd86aa62dcabaf5a6f2|MECHEXP-a636552bbc5c0ecef1fcdc0a,ROOTCOMP-c7e8afc01d4545fd757c6fc6,external_search_wave_002_exhaustive_residual,,www.applitrack.com,Bellwood,0,false,default.aspx,undated-source-CBSRD-20260728-8965ce3bf0dccd365679,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:46:39.911767+00:00,0,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,reputable_secondary_context,EXTSRCREV-c76541429fa1b8fc9e05d6aa,source_review_lane_004,8010,secondary context deferred from administrative readiness,secondary_context_only_deferred,IL
