attempt,bytes_received,canonical_locator_id,completed_at,content_disposition,content_type,declared_content_length,final_url,full_body_staged,http_status,request_id,request_url,retry,source_review_id,source_review_lane_id,started_at
1,3139124,EXTLOC-37e187b36a0db5fba89533c0,2026-08-05T17:36:35.332655+00:00,,application/pdf,3139124,https://www.lcc.mn.gov/legsalarycouncil/reports/lsc-final-report-3-15-2023.pdf,False,200,EXTDLREQ-10cd0e39e873659f68b2e76d,https://www.lcc.mn.gov/legsalarycouncil/reports/lsc-final-report-3-15-2023.pdf,False,EXTSRCREV-9b68fe25d590c8ade1343425,source_review_lane_002,2026-08-05T17:36:34.671722+00:00
1,1651142,EXTLOC-0bd55bfc35341128025df886,2026-08-05T17:36:35.374101+00:00,,application/pdf,1651142,https://www.lehighcountyauthority.org/wp-content/uploads/2024/10/LCA-2025-Budget-Final-Review-Approval-102824.pdf,False,200,EXTDLREQ-8583172496ec5cdd31d7ee66,https://www.lehighcountyauthority.org/wp-content/uploads/2024/10/LCA-2025-Budget-Final-Review-Approval-102824.pdf,False,EXTSRCREV-c659602a5ec62ef0fef1a5c3,source_review_lane_002,2026-08-05T17:36:34.866957+00:00
1,210874,EXTLOC-085b362ac7e09a7e7ad253c8,2026-08-05T17:36:35.487626+00:00,,text/html; charset=UTF-8,0,https://www.leht.com/finance/,False,200,EXTDLREQ-3497450c8e5e9cd0c81b49af,https://www.leht.com/finance/,False,EXTSRCREV-a8c328f9c609d58620503078,source_review_lane_002,2026-08-05T17:36:34.992237+00:00
1,95279,EXTLOC-9a7322a3321b3a816de887fc,2026-08-05T17:36:35.608489+00:00,,text/html; charset=utf-8,28475,https://www.lebanontn.org/170/Finance-Department,False,200,EXTDLREQ-35d8f97686844a8588e0bc57,https://www.lebanontn.org/170/Finance-Department,False,EXTSRCREV-71e6dcc15d6eea895f2ba7f7,source_review_lane_002,2026-08-05T17:36:34.732063+00:00
1,67221,EXTLOC-e998494484edec2d5a3de8dc,2026-08-05T17:36:35.695860+00:00,,text/html; charset=utf-8,0,https://www.lancasterschools.org/district/board-of-education/budget-details-2024-25,False,200,EXTDLREQ-8a90927980a59d31c445afb1,https://www.lancasterschools.org/district/board-of-education/budget-details-2024-25,False,EXTSRCREV-ba5afbfa39a7d451db433c96,source_review_lane_002,2026-08-05T17:36:34.473466+00:00
1,372863,EXTLOC-613e10f2102d5a6bf01b711c,2026-08-05T17:36:35.861960+00:00,,text/html; charset=UTF-8,0,https://www.leonschools.net/accounting-2,False,200,EXTDLREQ-67f9297d302166a965bbecd3,https://www.leonschools.net/accounting-2,False,EXTSRCREV-7fc56fc95544ed6d2c8f0a80,source_review_lane_002,2026-08-05T17:36:35.336917+00:00
1,95513,EXTLOC-6b23b192ff40446c02f2308f,2026-08-05T17:36:36.118048+00:00,,text/html; charset=utf-8,0,https://www.lakewoodcityschools.org/board-of-education,False,200,EXTDLREQ-4f651185c75c113a1990da97,https://www.lakewoodcityschools.org/board-of-education,False,EXTSRCREV-326f7703dab274adfd09c246,source_review_lane_002,2026-08-05T17:36:34.395005+00:00
1,203236,EXTLOC-2660c0610c017732c0d0770b,2026-08-05T17:36:36.263427+00:00,inline;filename=2015-06-17 CC Mtg Agenda_1.pdf,application/pdf,203236,http://www.larkspur.ca.gov/Archive/ViewFile/Item/3967,False,200,EXTDLREQ-77897b4a6d14d78d9153878c,http://www.larkspur.ca.gov/Archive/ViewFile/Item/3967,False,EXTSRCREV-0310120c46f85a1bfb6eeb8f,source_review_lane_002,2026-08-05T17:36:34.583915+00:00
1,639852,EXTLOC-058c7ac84419dab5908efa2a,2026-08-05T17:36:36.306496+00:00,,application/pdf,639852,https://www.longhillnj.com/_Content/pdf/agendas/2021-03-24-TC-Agenda.pdf,False,200,EXTDLREQ-f06e99cf7f5e1d2ba2052631,https://www.longhillnj.com/_Content/pdf/agendas/2021-03-24-TC-Agenda.pdf,False,EXTSRCREV-c480d0ec5b35f982f956a927,source_review_lane_002,2026-08-05T17:36:35.697509+00:00
1,621405,EXTLOC-1fe228896d0082bcd52604cf,2026-08-05T17:36:36.331503+00:00,inline;filename=2016 Fire Union Contract.pdf,application/pdf,621405,https://www.liberty-township.com/ArchiveCenter/ViewFile/Item/106,False,200,EXTDLREQ-0a326600434fda48b4132dd2,https://www.liberty-township.com/ArchiveCenter/ViewFile/Item/106,False,EXTSRCREV-444a22bdaaa8d21c1fba1cf3,source_review_lane_002,2026-08-05T17:36:35.489469+00:00
1,82488,EXTLOC-b2e2d6e0496d2b40e7990721,2026-08-05T17:36:36.523818+00:00,,text/html; charset=UTF-8,0,https://www.maplelakedistrict.com/,False,200,EXTDLREQ-93689504e5b0faf079e24ee9,https://www.maplelakedistrict.com/,False,EXTSRCREV-c9c502ff67a7707466bf0778,source_review_lane_002,2026-08-05T17:36:36.332179+00:00
1,36467,EXTLOC-43d9b61ed2349975ee5e9b62,2026-08-05T17:36:38.021134+00:00,,text/html; charset=utf-8,0,https://www.kiowaks.org/pview.aspx?catid=576&id=21198,False,200,EXTDLREQ-d5278269b7a2fe7a04eb0172,https://www.kiowaks.org/pview.aspx?catid=576&id=21198,False,EXTSRCREV-6ad74dc674fbd80d8207f56d,source_review_lane_002,2026-08-05T17:36:33.403830+00:00
1,706412,EXTLOC-83c80e744883897f8d6bd575,2026-08-05T17:36:38.272818+00:00,,text/html; charset=utf-8,0,https://www.lhh.com/en-us/insights/pressroom/lhh-research-reveals-2026-layoff-trends,False,200,EXTDLREQ-ab7c5c6565ecea32fbd4d5ba,https://www.lhh.com/en-us/insights/pressroom/lhh-research-reveals-2026-layoff-trends,False,EXTSRCREV-897bfa9f76aae6d64d2eeeb2,source_review_lane_002,2026-08-05T17:36:35.376148+00:00
1,69886,EXTLOC-bf69d6bb7b71af542b637fd1,2026-08-05T17:36:38.325575+00:00,,text/html; charset=utf-8,0,https://www.madriverschools.org/departments/human-resources,False,200,EXTDLREQ-828acde7c5f200aa16602a54,https://www.madriverschools.org/departments/human-resources,False,EXTSRCREV-1c043fcf4b9670ea44e8fd5e,source_review_lane_002,2026-08-05T17:36:36.265674+00:00
