MIME_type,SHA_256,administrative_source_type_change_reason,analytical_extraction_runs,bounded_metadata_preview,bounded_structure_summary,byte_size,canonical_final_url,canonical_locator_id,content_disposition,department_scope,detected_file_type,download_http_status,final_administrative_source_type,final_download_url,final_priority_bucket,gabriel_calls,hosted_search_calls,implementation_event_deduplication_rerun,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,locator_host,municipality,ocr_runs,official_source_flag,original_filename,period,primary_content_family,prior_administrative_source_type,readiness_hint,request_count,retained_source_id,retrieved_timestamp,retry_count,secondary_content_families,side_scope,source_quality,source_review_id,source_review_lane_id,source_review_lane_sequence,source_review_reason,source_review_status,state
application/pdf,,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",262896,https://www.chestercity.com/wp-content/uploads/2021/06/2021_AmendedJune23.pdf,EXTLOC-e5bb201af1ce736948ef64bc,,police,pdf,200,payroll_roster,https://www.chestercity.com/wp-content/uploads/2021/06/2021_AmendedJune23.pdf,low,0,0,False,RESCAND-a1292a8102001a3fe5628359,,MECHEXP-073058048b354ee6eadc497e|MECHEXP-18f11d721c99ac5f9835385d|MECHEXP-2700b6b5dc1fe4a84dc1f3ca|MECHEXP-4c6e8fce0e0d38c170828f2d|MECHEXP-93bbeeca7bc69b96ad89baf3|MECHEXP-9ecde69fe8d49c60039eed1f|MECHEXP-db9d6d57ab6d86a7b2621bf5|MECHEXP-eb9b36c80b30c7af379fc1a0|MECHEXP-ec91b4e3b7396346804c8055,ROOTCOMP-28a759aa014548b8940d34b4|ROOTCOMP-d6123663a17e5150ab6f5228,external_search_wave_002_exhaustive_residual,,www.chestercity.com,Chester,0,false,2021_AmendedJune23.pdf,2021,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:31:05.301531+00:00,0,implementation_confirmation|payroll_and_earnings|tenure_and_progression,police,reputable_secondary_context,EXTSRCREV-3b120f1e6ff3b394413a3794,source_review_lane_003,8001,secondary document deferred from administrative readiness,secondary_context_only_deferred,OH
application/pdf,,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.3""}",72227,https://www.chittenangoschools.org/tfiles/folder1256/Min%2008.20.24%20Regular%20Mtg.pdf,EXTLOC-ebd60ae78242c3b39904577a,,non_safety,pdf,200,payroll_roster,https://www.chittenangoschools.org/tfiles/folder1256/Min%2008.20.24%20Regular%20Mtg.pdf,low,0,0,False,RESCAND-390a89bf5cc8511d8f29ed78,,MECHEXP-10e669d83f17677f0422f2dd|MECHEXP-45ab16b26c357a3e1a65a3fc|MECHEXP-51aa396432d693ac23e2ecb1|MECHEXP-5ef9c548897b7137cc2a6dd7|MECHEXP-714726101da29f67a6da259e|MECHEXP-ae515596e78d36afa2274943|MECHEXP-cc5363f8fabcd94bacc4030c|MECHEXP-ebf14c724a3fd96850a6e2f8,ROOTCOMP-2e73669ab0ed1c50cb3d1aee|ROOTCOMP-9012b2c3d1408dec34c1a121|ROOTCOMP-f823a04bb4c0a3599f2214d4,external_search_wave_002_exhaustive_residual,,www.chittenangoschools.org,Chittenango,0,false,Min 08.20.24 Regular Mtg.pdf,undated-source-B4X2500LIVE-20260729-006401,payroll_and_earnings,payroll_roster,manual_review_candidate,1,,2026-08-05T17:31:05.016617+00:00,0,implementation_confirmation,non_safety,reputable_secondary_context,EXTSRCREV-b6e9ecb6d52921efd80eedba,source_review_lane_003,8002,secondary document deferred from administrative readiness,secondary_context_only_deferred,NY
text/html; charset=UTF-8,,retained prior type,0,"Compensation Study | Human Resources | City of Madison, WI Skip to main content City of Madison Home Departments All Departments Assessor's Office Attorney's Office Building Inspection CDA Housing Civil Rights Clerk's Office Common Council Community Development Economic Development Employee Assistance Program Engineering Finance Fire Fleet Golf Goodman Pool Human Resources Independent Police Monitor Information Technology Madison City Channel Madison Public Library Madison Senior Center Mayor's Office Metro Transit Monona Terrace Community & Convention Center Municipal Court Olbrich Botanical ","{""bounded_link_count"": 100, ""bounded_visible_character_count"": 18624, ""html_title"": ""Compensation Study | Human Resources | City of Madison, WI""}",71593,https://www.cityofmadison.com/human-resources/compensation/compensation-study,EXTLOC-a70136c3a9045582d7a8e180,,police,html,200,payroll_roster,https://www.cityofmadison.com/human-resources/compensation/compensation-study,low,0,0,False,EXTCAND-9a39115252907ee767fcbd0f,,MECHEXP-15fefeb0073b8251b821fae7|MECHEXP-33f0d17655ba8016437b13a8|MECHEXP-530f3a812d2d3a7a7d454760|MECHEXP-537d0a443c29b70303eebfe5|MECHEXP-56abc99ff2f81a8c24229901|MECHEXP-6f993a7edaf9a998c3fd8c82|MECHEXP-96e752887ff8d1abafd66034|MECHEXP-a8158ac6bc8d630c385b7fb4|MECHEXP-a97e4f98dfeb6dc6e1e09f53|MECHEXP-ab8e0545173cee4334377347|MECHEXP-c771b7e73a24de4a4e692875,ROOTCOMP-9871d5f15c6fe640bf77ff37|ROOTCOMP-cf567c97675de44776324393,external_search_wave_001_compacted,,www.cityofmadison.com,Madison,0,false,compensation-study,2019,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:31:05.361358+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,reputable_secondary_context,EXTSRCREV-2856bca9a2e96cac03c97e1d,source_review_lane_003,8003,secondary context deferred from administrative readiness,secondary_context_only_deferred,OH
application/pdf,,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",134351,https://www.clearcreektownship.com/media/site/trustee-meetings/Agenda%2010-28-24.pdf,EXTLOC-5d03d4f4a2c2be13333ee460,,police,pdf,200,payroll_roster,https://www.clearcreektownship.com/media/site/trustee-meetings/Agenda%2010-28-24.pdf,low,0,0,False,RESCAND-0ec480d7fb1df90c9f70866e,,MECHEXP-454b24566f8d0b59b1914c7f|MECHEXP-a73e6418319df8d883a5410b|MECHEXP-b70bf20b691bbb4cdf446b32|MECHEXP-d9c539d944910e14d371dd6b,ROOTCOMP-4a99419b447aa8be2fc0a730,external_search_wave_002_exhaustive_residual,,www.clearcreektownship.com,Clearcreek,0,false,Agenda 10-28-24.pdf,2024,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:31:04.865318+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,reputable_secondary_context,EXTSRCREV-86a0fe68cca31c084681b539,source_review_lane_003,8004,secondary document deferred from administrative readiness,secondary_context_only_deferred,OH
text/html; charset=utf-8,,retained prior type,0,"Human Resources | Cranberry Township - Official Website Skip to Main Content Government Departments Community Business Services How Do I? Search Employment with the Township Internship Program Home Departments Human Resources Human Resources 9 1 1 1 Employment with the Township Applications for all posted positions and general applications (except for Police Officer) are accepted online. All applications, whether for a particular open position, or for general positions not currently open, will remain active for 30 days. Link to page Internship Program Link to page Bill Pay Utilities / Services","{""bounded_link_count"": 54, ""bounded_visible_character_count"": 6729, ""html_title"": ""Human Resources | Cranberry Township - Official Website""}",104878,https://www.cranberrytownship.org/3457/Human-Resources,EXTLOC-a17a00d1fa9bd8cea690fe07,,all_units,html,200,payroll_roster,https://www.cranberrytownship.org/3457/Human-Resources,low,0,0,False,EXTCAND-08f7a19342736a822f9e85dc,,MECHEXP-84b1d996165bb5f070ae5032|MECHEXP-bd07a16cfe27418af699a876|MECHEXP-f220be47ad0b6927d07006e1|MECHEXP-f45c68ab5ab5e89e9ff58c53,ROOTCOMP-c0084452a0cc2918a0f74490,external_search_wave_001_compacted,,www.cranberrytownship.org,Cranberry,0,false,Human-Resources,undated,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:31:05.556671+00:00,0,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,all_units,reputable_secondary_context,EXTSRCREV-019855c3b6e9a3c063626c50,source_review_lane_003,8005,secondary context deferred from administrative readiness,secondary_context_only_deferred,PA
text/html; charset=UTF-8,,retained prior type,0,Bemidji Police Department – Discover Policing Skip to content Menu and widgets About Policing A Call to Serve Basic Requirements Skills and Abilities The Hiring Process Training and Academy Life Financial Stability and Benefits Explore the Field What Is Community Policing? Community-Police Engagement Resources Family Wellness Real People. Real Stories. Career Paths in Policing Civilian Police Become a Volunteer Opportunities for Youth Take a Virtual Ride-Along For Educators A Rich History and a Bright Future Discover Policing in Your State Search the Agency Directory Careers First Career? Chan,"{""bounded_link_count"": 144, ""bounded_visible_character_count"": 4356, ""html_title"": ""Bemidji Police Department – Discover Policing""}",65216,https://www.discoverpolicing.org/agency/bemidji-police-department/,EXTLOC-3b480b1550119944d131471e,,police,html,200,payroll_roster,https://www.discoverpolicing.org/agency/bemidji-police-department/,low,0,0,False,RESCAND-463503b660c509ca59456ad8,,MECHEXP-2b78c7f2b60b236e306fb782|MECHEXP-31c3c0a8fbe3e2bbbe90f5d9|MECHEXP-447788363be4bbb5bda5a41e|MECHEXP-6a92028f58d5d6237132c06e|MECHEXP-7811a9522108cf735ff19d90|MECHEXP-c25be42a29e5cf14ff7a679a|MECHEXP-e6f21cd53ef8f5d2669a71f3,ROOTCOMP-852350e8ca4586fdf1f8a69b|ROOTCOMP-ed50d3ff4778e576730b8cee,external_search_wave_002_exhaustive_residual,,www.discoverpolicing.org,Bemidji,0,false,bemidji-police-department,2025,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:31:05.716108+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,reputable_secondary_context,EXTSRCREV-dc43d4407e89966b0790ca87,source_review_lane_003,8006,secondary context deferred from administrative readiness,secondary_context_only_deferred,MN
text/html; charset=utf-8,,retained prior type,0,"Job Bulletin City of Baraboo Finance Assistant-Deputy Clerk SALARY $22.69 - $28.96 Hourly LOCATION 101 South Blvd., Baraboo, WI JOB TYPE Full-Time JOB NUMBER 2026-15 DEPARTMENT FINANCE DIVISION FINANCE OPENING DATE 05/25/2026 CLOSING DATE 6/15/2026 8:00 AM Central SALARY $22.69 - $28.96 Hourly LOCATION 101 South Blvd., Baraboo, WI JOB TYPE Full-Time JOB NUMBER 2026-15 DEPARTMENT FINANCE DIVISION FINANCE OPENING DATE 05/25/2026 CLOSING DATE 6/15/2026 8:00 AM Central General Purpose The City of Baraboo is seeking candidates for the Finance Assistant – Deputy Clerk position to report to the Finan","{""bounded_link_count"": 2, ""bounded_visible_character_count"": 18971, ""html_title"": ""Job Bulletin""}",26207,https://www.governmentjobs.com/careers/baraboowi/jobs/newprint/3652205,EXTLOC-0d91941700c3b526cfde7125,,non_safety,html,200,staffing_table,https://www.governmentjobs.com/careers/baraboowi/jobs/newprint/3652205,low,0,0,False,EXTCAND-93c3a840618ee9ee5276c271,,MECHEXP-09bdf91288f8d199e4d46448|MECHEXP-526d4365700e7d4c747fbe52|MECHEXP-e5325be14543916d55e9481b|MECHEXP-fdca410616ac5bcfacce1b20,ROOTCOMP-1b7b9b7d7c384365218a5078,external_search_wave_001_compacted,,www.governmentjobs.com,Baraboo,0,false,3652205,undated,staffing_and_headcount,staffing_table,manual_review_candidate,1,,2026-08-05T17:31:05.547402+00:00,0,implementation_confirmation,non_safety,reputable_secondary_context,EXTSRCREV-08b233ed594834a291ab7541,source_review_lane_003,8007,secondary context deferred from administrative readiness,secondary_context_only_deferred,WI
text/html;charset=utf-8,,retained prior type,0,"Regional Economic Development: Downriver as a Case Study – Mackinac Center About | Action | Publications | Litigation | Databases | Events | Donate | Publications / Studies Regional Economic Development: Downriver as a Case Study June 1, 1989 | Font size: 75% 100% 125% 150% By Greg Kaza and Dr. Gary L. Wolfram The seventeen communities of the Downriver Detroit area have traditionally been economically vibrant. Their decline in recent years is due in great measure to excessive tax burdens and the politicization of community services. The authors explain how this area can revive by rolling back ","{""bounded_link_count"": 115, ""bounded_visible_character_count"": 79690, ""html_title"": ""Regional Economic Development: Downriver as a Case Study – Mackinac Center""}",109135,https://www.mackinac.org/S1989-03,EXTLOC-b5fa835d14b9133dd452c27e,,police,html,200,payroll_roster,https://www.mackinac.org/S1989-03,low,0,0,False,RESCAND-584845316e1edbc37955335e,,MECHEXP-1f55baa9fbcacd00a677dbc7|MECHEXP-6a6c07d83bf382db68d43587|MECHEXP-792949196570bc814f38801d|MECHEXP-a1aba3fd1bbf65f675b93d52|MECHEXP-ae2a3f50519b4f65c9e6f565|MECHEXP-d189b5801c0145f9889f2b4b|MECHEXP-f5a069660daecbce2ccc8972,ROOTCOMP-42022e29e283ec382dd248bc|ROOTCOMP-b5c7f0bb096b9dbbfbd420f8,external_search_wave_002_exhaustive_residual,,www.mackinac.org,Brownstown charter,0,false,S1989-03,undated-source-B4X2500LIVE-20260729-005363,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:31:05.288297+00:00,0,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,reputable_secondary_context,EXTSRCREV-9407ac9fa458ad69884f02c9,source_review_lane_003,8008,secondary context deferred from administrative readiness,secondary_context_only_deferred,MI
text/html; charset=UTF-8,,retained prior type,0,"67330 Zip Code Maps | Population, Figures, Demographics and Maps for 67330 - MapOfZipCodes Full 5-digit zip code figures and maps for the United States. MAP of ZIP CODES Zip Code Map Designers HOME STATE MAPS COUNTY MAPS CITY MAPS --> MAP FILES MAP TOOLS BESPOKE MAPS CONTACT BLOG Other Zip Codes in Kansas 66062 66061 67401 66502 67212 66048 67846 66212 66049 66614 67801 66213 67217 66102 67203 67037 66044 67207 66104 66801 66441 66215 66109 66762 66216 66030 66223 66221 67501 67601 66106 67502 67216 67218 66604 67204 66208 67114 67901 67213 67226 67205 66209 66046 67211 66605 66203 66047 66204","{""bounded_link_count"": 118, ""bounded_visible_character_count"": 33476, ""html_title"": ""67330 Zip Code Maps | Population, Figures, Demographics and Maps for 67330 - MapOfZipCodes""}",93290,https://www.mapofzipcodes.com/zip/67330,EXTLOC-db65b523c519b31eee588efa,,police,html,200,payroll_roster,https://www.mapofzipcodes.com/zip/67330,low,0,0,False,RESCAND-f6b9cdd11679f3e3682a0657,,MECHEXP-0840c2377c4beb9cbb298537|MECHEXP-0c6a46c61aa312241d1ea9a2|MECHEXP-5d51df67d8c0109154a7295b|MECHEXP-c254dc04100a1d37a3de7a0b|MECHEXP-d754172da4e6dae20100ee0d,ROOTCOMP-2d37a8a5660d4b9f3b6af254,external_search_wave_002_exhaustive_residual,,www.mapofzipcodes.com,Altamont,0,false,67330,2024,multi_family_administrative_source,payroll_roster,manual_review_candidate,1,,2026-08-05T17:31:06.172870+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,reputable_secondary_context,EXTSRCREV-ed37ae8534f7fc3018c0150c,source_review_lane_003,8009,secondary context deferred from administrative readiness,secondary_context_only_deferred,KS
text/html,,retained prior type,0,"Chapter 160A - Article 4A Article 4A. Extension of Corporate Limits. Part 1. Extension by Petition. §§ 160A-24 through 160A-28: Repealed by Session Laws 1983, c. 636, s. 26. § 160A-29. Map of annexed area, copy of ordinance and election results recorded in the office of register of deeds. Whenever the limits of any municipal corporation are enlarged, in accordance with the provisions of this Article, it shall be the duty of the mayor of the city or town to cause an accurate map of such annexed territory, together with a copy of the ordinance duly certified, and the official results of the elec","{""bounded_link_count"": 46, ""bounded_visible_character_count"": 122752, ""html_title"": ""Chapter 160A - Article 4A""}",164447,https://www.ncleg.net/EnactedLegislation/Statutes/HTML/ByArticle/Chapter_160A/Article_4A.html,EXTLOC-ecfee255ef883210748fe362,,unclear,html,200,pension_or_retirement_document,https://www.ncleg.net/EnactedLegislation/Statutes/HTML/ByArticle/Chapter_160A/Article_4A.html,low,0,0,False,RESCAND-f2fc6806923d9e1c47315d2c,,MECHEXP-423137edf60768faef56891e|MECHEXP-52eaae2c29273569511a9634|MECHEXP-772a605c88673f389bb96d5e|MECHEXP-884822f3e2c047e685b45542|MECHEXP-ce169c2c4d5e0193d15f68af,ROOTCOMP-98b1eda04e1a076a0e19bba4,external_search_wave_002_exhaustive_residual,,www.ncleg.net,Belville,0,false,Article_4A.html,2022,implementation_confirmation,pension_or_retirement_document,manual_review_candidate,1,,2026-08-05T17:31:05.533446+00:00,0,benefits_and_total_compensation,unclear,reputable_secondary_context,EXTSRCREV-fee6dcafd6f8171162525bb8,source_review_lane_003,8010,secondary context deferred from administrative readiness,secondary_context_only_deferred,NC
