MIME_type,SHA_256,administrative_source_type_change_reason,analytical_extraction_runs,bounded_metadata_preview,bounded_structure_summary,byte_size,canonical_final_url,canonical_locator_id,content_disposition,department_scope,detected_file_type,download_http_status,final_administrative_source_type,final_download_url,final_priority_bucket,gabriel_calls,hosted_search_calls,implementation_event_deduplication_rerun,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,locator_host,municipality,ocr_runs,official_source_flag,original_filename,period,primary_content_family,prior_administrative_source_type,readiness_hint,request_count,retained_source_id,retrieved_timestamp,retry_count,secondary_content_families,side_scope,source_quality,source_review_id,source_review_lane_id,source_review_lane_sequence,source_review_reason,source_review_status,state
text/html; charset=UTF-8,83e8898557800df7acd661c30adbb49547a649d4dd2408e27981577b7d9cddaa,retained prior type,0,"Salary Information | Authorities Budget Office Skip to main content Navigation Menu Toggle Authorities Budget Office About About Mission ABO 20th Anniversary ABO Leadership Pressroom Regulations, Laws, and Rulings Archives Contact ABO Reports ABO Annual Reports Authority Review Reports Authority Website Transparency Reports Delinquent Authorities Reports Guidance Guidance Policy Guidance Recommended Practices Frequently Asked Questions Reporting Dates Dissolve a Public Authority Resources for Public Authorities Training Training Board Member Training PARIS Training PARIS PARIS PARIS Login PARI","{""bounded_link_count"": 65, ""bounded_visible_character_count"": 5365, ""html_title"": ""Salary Information | Authorities Budget Office""}",26435,https://abo.ny.gov/salary-information,EXTLOC-0c0c5c8749a1ee15df98d5ac,,unclear,html,200,payroll_roster,https://abo.ny.gov/salary-information,high,0,0,False,RESCAND-58d5592cf6afbef40e60b230,,MECHEXP-03f09635e6e0a62ffeca2eb2|MECHEXP-0de5f72eb1f1811bbe667b69|MECHEXP-40abfaabc0257e73c207ecbb|MECHEXP-586655b8fbdb768efc5fae6e|MECHEXP-67d07711867aecc7c9011521|MECHEXP-6ec061468b92d38346856563|MECHEXP-c3045ccdd24bec8dae2df139|MECHEXP-dca1fd88c0c27a16270eecc6|MECHEXP-e6f426483368ea895be6023d,ROOTCOMP-30d038a3a748c0609825fca0|ROOTCOMP-3e2916f42abeb07f56562528,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/83e8898557800df7acd661c30adbb49547a649d4dd2408e27981577b7d9cddaa.html,abo.ny.gov,Amsterdam,0,true,salary-information,2024,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-f4b16239d6822a0720a90eff,2026-08-05T17:03:41.767451+00:00,0,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,official_administrative_summary,EXTSRCREV-8ef41bf6c8072bfbb192625c,source_review_lane_002,3,bounded HTML shell contains plausible administrative source signal,retained_html,NY
text/html; charset=UTF-8,eee8b1999d9261c13f8afc5cb0b7e2ab55e2c9d08d43b889b1a8775d6c64279c,retained prior type,0,"154-22 FY 2023 Budget - The Historic Town of Anderson ↓ Skip to Main Content The Heart of Grimes County Anderson, Texas 93 ° Weather from OpenWeatherMap HOME CITY OFFICIALS Town Council Budgets Town Attorney Town Clerk Ordinances, Proclamations, and Resolutions Ordinances Resolutions COUNTY RESOURCES Elections Sheriff and Fire Roads and Bridges Schools CONTACT US AND MORE! Contact Us Events Calendar Historical Information Voice A Concern FAQ Home › Ordinance › 154-22 FY 2023 Budget 154-22 FY 2023 Budget Posted on December 12, 2022 by Town Clerk ORDINANCE NO. 154-22 AN ORDINANCE OF THE TOWN OF ","{""bounded_link_count"": 73, ""bounded_visible_character_count"": 13463, ""html_title"": ""154-22 FY 2023 Budget - The Historic Town of Anderson""}",52160,https://andersontx.gov/ordinances/ordinance-154-22-fy-2023-budget/,EXTLOC-4a8558e8211b1e5b213839da,,police,html,200,payroll_roster,https://andersontx.gov/ordinances/ordinance-154-22-fy-2023-budget/,high,0,0,False,RESCAND-67e16b9b0d9099740268c865,,MECHEXP-0b1c42628eeb866fdda8776b|MECHEXP-426c018eb79d0cc8ba17e0bc|MECHEXP-5064f9ca39fc5b99017ea85e|MECHEXP-5bb4c1cc0797b658777c4d4f|MECHEXP-6c3ac019dc0e12c486308fd2|MECHEXP-7836f128371429fcdea7b871|MECHEXP-8477bc03f42927975e303631|MECHEXP-890f995ed15825dd0aea1799|MECHEXP-a0d081fadfd17d14aebd68b1|MECHEXP-c4b7fc1fe4cbfb2943950d80|MECHEXP-d13cad4a0fe6c284fc564328,ROOTCOMP-89422670b68c61033ed50880|ROOTCOMP-9ab6bc79d3d664742172b29b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/eee8b1999d9261c13f8afc5cb0b7e2ab55e2c9d08d43b889b1a8775d6c64279c.html,andersontx.gov,Balcones Heights,0,true,ordinance-154-22-fy-2023-budget,2022,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-f257b4fd186bf69baa94bb01,2026-08-05T17:03:42.810853+00:00,0,implementation_confirmation,police,official_administrative_summary,EXTSRCREV-280fc22dd40b9bddfa4b4c1a,source_review_lane_002,13,bounded HTML shell contains plausible administrative source signal,retained_html,TX
text/html; charset=utf-8,83af804fa0fecca89e1b309a412753f9afe229849542cc41b38ed33217a09340,retained prior type,0,NYC Finance The System is currently unavailable due to maintenance. Please check again later. . Property Information Apply for Exemptions Get Help Property Address Search BBL Search REUC Search Property Info Account Balance Account History Payment History Refund History Notices of Property Value Property Tax Bills Benefits - Prop. Owners Benefits - Business & Construction Benefits - Gov & Non-Prof Market Values & Assessments 2026-2027 Final 2026-2027 Tentative 2025-2026 Final 2025-2026 Tentative 2024-2025 Final 2024-2025 Tentative 2023-2024 Final 2023-2024 Tentative 2022-2023 Final 2022-2023 T,"{""bounded_link_count"": 54, ""bounded_visible_character_count"": 7006, ""html_title"": ""NYC Finance""}",69410,https://a836-pts-access.nyc.gov/care/datalets/datalet.aspx?jur=65&LMparent=20&mode=asmt_fin_2027&pin=1013610039&taxyr=2027&UseSearch=no,EXTLOC-96d8e364a8fd9c65baf0291b,,unclear,html,200,budget,https://a836-pts-access.nyc.gov/care/datalets/datalet.aspx?jur=65&LMparent=20&mode=asmt_fin_2027&pin=1013610039&taxyr=2027&UseSearch=no,high,0,0,False,RESCAND-4f5c53f7cec7a19f3bf9a60c,,MECHEXP-0f41c0d83b176ab4124d9788|MECHEXP-241a832782bdc2642df8a429|MECHEXP-34c3538b87c8a94a986e27e4|MECHEXP-b0fa97580ab09d4285c25792|MECHEXP-bb81d88bd43c43059ef47e92|MECHEXP-e7dc8c5bccb4e28e3f07f4bf,ROOTCOMP-6bf7974d050ba43f7fe92e70,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/83af804fa0fecca89e1b309a412753f9afe229849542cc41b38ed33217a09340.html,a836-pts-access.nyc.gov,Beekman,0,true,datalet.aspx,2026,implementation_confirmation,budget,html_text_candidate,1,EXTSOURCE-40538ad6edf5a10f1698f1d1,2026-08-05T17:03:42.893255+00:00,0,,unclear,official_administrative_summary,EXTSRCREV-bf79710e0f1edbabf42d0bdb,source_review_lane_002,1,bounded HTML shell contains plausible administrative source signal,retained_html,NY
text/html;charset=utf-8,cc8ca7811b179c0033a38bfe9fee10feff631b0d1dfb8df85e146d3f4d156319,retained prior type,0,Census Data API: /data/2021/acs/acs5/subject/groups/S0501 Census Data API: Variables in /data/2021/acs/acs5/subject/groups/S0501 Name Label Concept Required Attributes Limit Predicate Type Group 2742 variables GEO_ID Geography AGE AND SEX;POPULATION 60 YEARS AND OVER IN THE UNITED STATES;POPULATION 60 YEARS AND OVER IN PUERTO RICO;POPULATION 65 YEARS AND OVER IN THE UNITED STATES;POPULATION 65 YEARS AND OVER IN PUERTO RICO;SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS;SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES;SELECTE,"{""bounded_link_count"": 1414, ""bounded_visible_character_count"": 133626, ""html_title"": ""Census Data API: /data/2021/acs/acs5/subject/groups/S0501""}",1481832,https://api.census.gov/data/2021/acs/acs5/subject/groups/S0501.html,EXTLOC-0612c04376d543c7ad103b27,,unclear,html,200,payroll_roster,https://api.census.gov/data/2021/acs/acs5/subject/groups/S0501.html,high,0,0,False,RESCAND-85682a3d84dc3bf7c11c3aca,,MECHEXP-19d4dd6a6b3153f025fe467b|MECHEXP-2eaf50a6749aa3a4172c723c|MECHEXP-53a9de45eaaf6d17d3b584f4|MECHEXP-632ae2a2e421db09e9f50342|MECHEXP-6f8a66d5119c53ccf7c1f42f|MECHEXP-b9596e62487213e1839042c9|MECHEXP-c98683e52bc99868dfa5c414,ROOTCOMP-85ffb70ac427b3a595e60f62,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/cc8ca7811b179c0033a38bfe9fee10feff631b0d1dfb8df85e146d3f4d156319.html,api.census.gov,Cedarburg,0,true,S0501.html,2021,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-147d69f5a810acff834a01d3,2026-08-05T17:03:43.202733+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-7dff5d5842272e3e4dee69c0,source_review_lane_002,15,bounded HTML shell contains plausible administrative source signal,retained_html,WI
text/html; charset=utf-8,644fcf82568dfae8819b27df4b796610c645aacd3070abce0edaaf9f2af28922,retained prior type,0,"Custom Rate Plans Skip to the main content Custom Rate Plans Illinois Human Resources Search term Select topic All Topics Classification Fair Labor Standards Act (FLSA) Resources HR Career Architecture Resources Job Aids Processes Systems Pay & Time Entry Resources Site Map Quick Links Call Illinois HR (217) 333-2137 Email Illinois HR Custom Rate Plans This page provides current and recent rates for Established, Negotiated, and Prevailing rate classifications on the Urbana-Champaign campus. Classification & Compensation Custom Rate Plans List of Union Locals 17 | 18 | 26 | 44 | 51 A | 51 B | 5","{""bounded_link_count"": 284, ""bounded_visible_character_count"": 50868, ""html_title"": ""Custom Rate Plans""}",353241,https://answers.illinois.edu/ihr/135796,EXTLOC-2601c0d982d0c4deae3a7358,,police,html,200,payroll_roster,https://answers.illinois.edu/ihr/135796,high,0,0,False,RESCAND-4b0aba8f4239135f4a412d39,,MECHEXP-1f55baa9fbcacd00a677dbc7|MECHEXP-6a6c07d83bf382db68d43587|MECHEXP-792949196570bc814f38801d|MECHEXP-a1aba3fd1bbf65f675b93d52|MECHEXP-ae2a3f50519b4f65c9e6f565|MECHEXP-d189b5801c0145f9889f2b4b|MECHEXP-f5a069660daecbce2ccc8972,ROOTCOMP-42022e29e283ec382dd248bc|ROOTCOMP-b5c7f0bb096b9dbbfbd420f8,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/644fcf82568dfae8819b27df4b796610c645aacd3070abce0edaaf9f2af28922.html,answers.illinois.edu,Brownstown charter,0,true,135796,undated-source-B4X2500LIVE-20260729-005363,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-e24eefecca2deb9296d276ec,2026-08-05T17:03:43.263326+00:00,0,implementation_confirmation,police,official_administrative_summary,EXTSRCREV-7d63196849e7e69dd64c27ec,source_review_lane_002,14,bounded HTML shell contains plausible administrative source signal,retained_html,MI
application/pdf,6aa9f9bd850a48021fb15200392044dcb775d13e9416e5187ac3bbad4458a6c3,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",650728,https://app.lla.la.gov/publicreports.nsf/0/b3d8811ea4e5d8c686258dc4006b3cdf/$file/0000a25b.pdf,EXTLOC-059b03308d4b475c6a9d3444,,police,pdf,200,payroll_roster,https://app.lla.la.gov/publicreports.nsf/0/b3d8811ea4e5d8c686258dc4006b3cdf/$file/0000a25b.pdf,high,0,0,False,EXTCAND-22112ff548b53f8da63c0775,,MECHEXP-24b7a78036523021ad017823|MECHEXP-2f65f4b55c459016e1b2d940|MECHEXP-30d7ce6b7c3e08e50dc88e59|MECHEXP-5998dbef806d7758d08671c6|MECHEXP-939558962a01caa4ead54720|MECHEXP-d8e82e2e5b37b1bba392e35e|MECHEXP-e1b3e63f9825af1bb8fe6342|MECHEXP-e1e3d307466e09ccb893d2e3,ROOTCOMP-07e8e64c5e5f77a0ffd00eee,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/6aa9f9bd850a48021fb15200392044dcb775d13e9416e5187ac3bbad4458a6c3.pdf,app.lla.la.gov,Oil City,0,true,0000a25b.pdf,2025,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-dd3d9eeff8a2dd5846f3794e,2026-08-05T17:03:44.118910+00:00,0,,police,direct_official_administrative_record,EXTSRCREV-5000a8beedd4d45b1dea514c,source_review_lane_002,17,supported source format and plausible administrative metadata,retained_pdf,LA
text/html; charset=utf-8,1df5329db3fef781912980986e7daefd2b5a8ccafb22779038a245b4d6eb34cd,retained prior type,0,Munic Abbottstown Borough - Financial Records Skip to Content Search Search ✖ Home Log in Register ✖ Borough Meetings Borough Plans Borough Resolutions Borough Ordinances Search Search Search Search Abbottstown Borough Financial Records Abbottstown Borough Financial Records Abbottstown Borough Council is directed by authority of the Pennsylvania State Borough Code to perform municipal matters. The Borough's residents who live within the municipal borders contribute to its budget in the form of various tax revenues. Budgets 2026 Budget View Budget Archived Budgets 2025 Budget 2024 Budget 2023 B,"{""bounded_link_count"": 22, ""bounded_visible_character_count"": 7267, ""html_title"": ""Munic Abbottstown Borough - Financial Records""}",19748,https://abbottstown.adamscountypa.gov/boroughpages/financial-records,EXTLOC-6482cacacb7ae818600844c5,,all_units,html,200,payroll_roster,https://abbottstown.adamscountypa.gov/boroughpages/financial-records,high,0,0,False,EXTCAND-cff1ea4163035bfc9681a4dc,,MECHEXP-13de06c37b8c9a07a57e442a|MECHEXP-a781d269f11bc76f36ba9389|MECHEXP-e4507775f3b7ff601605c9fd|MECHEXP-ee384ed16322f01f6b26ffc5,ROOTCOMP-56a5e14c67e469f87425a555,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1df5329db3fef781912980986e7daefd2b5a8ccafb22779038a245b4d6eb34cd.html,abbottstown.adamscountypa.gov,Stewartstown,0,true,financial-records,undated,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-f6762b2372155ddb71273f9c,2026-08-05T17:03:44.179808+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|staffing_and_headcount,all_units,official_administrative_summary,EXTSRCREV-03b410fd40497558bf93956e,source_review_lane_002,2,bounded HTML shell contains plausible administrative source signal,retained_html,PA
text/html,859f3dc920247178c2f86039c0bb5d7b1d1b116e5c9d15490ac79c2b431367a2,retained prior type,0,SitecoreAI,"{""bounded_link_count"": 0, ""bounded_visible_character_count"": 217, ""html_title"": ""SitecoreAI""}",11015,https://app.sitecorecloud.io/?tenantName=newyorkpowe85b6-nypad19c-prod795c,EXTLOC-fdfbe9fe327e3eb5b3579f9f,,unclear,html,200,payroll_roster,https://app.sitecorecloud.io/?tenantName=newyorkpowe85b6-nypad19c-prod795c,high,0,0,False,RESCAND-65a2e9b06d7c3fd1b275c3ef,,MECHEXP-2ccec005c1ab4aa882122b20|MECHEXP-388f878d38688a039f2f5cd8|MECHEXP-97173da52787fcdb26906c64|MECHEXP-f069d1c7b2050f977d1cf04c,ROOTCOMP-42b5cb3827a4a712d754b811,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/859f3dc920247178c2f86039c0bb5d7b1d1b116e5c9d15490ac79c2b431367a2.html,app.sitecorecloud.io,Champion,0,true,,2023,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-4970a6494e5961b309a520b1,2026-08-05T17:03:44.310727+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-8aff648e80efe333237f44b0,source_review_lane_002,18,bounded HTML shell contains plausible administrative source signal,retained_html,NY
application/pdf,62ce234dbd8fb1f0836e9ddb725c09d6d60c5964694e26c8b1a59ca9139ffe90,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",176233,https://appropriations.house.gov/sites/evo-subsites/republicans-appropriations.house.gov/files/evo-media-document/fy27-agriculture-rural-development-food-and-drug-administration-and-related-agencies-cpf-table.pdf,EXTLOC-3fa6730a39a21471ecfabbf7,,fire|police,pdf,200,payroll_roster,https://appropriations.house.gov/sites/evo-subsites/republicans-appropriations.house.gov/files/evo-media-document/fy27-agriculture-rural-development-food-and-drug-administration-and-related-agencies-cpf-table.pdf,high,0,0,False,EXTCAND-1593bfc1b873b5d82b54a0e2,,MECHEXP-0575d38021783bfe665bdd91|MECHEXP-461c609bbb4de8ed3abc44b2|MECHEXP-4afbf19d05c7563d7976dd4a|MECHEXP-4fed45257b34ea629882a8f4|MECHEXP-5176250561fe2e208238789e|MECHEXP-9447e432d3506acda0f63977|MECHEXP-c429e9dd8cf3241c9d644355|MECHEXP-d020fad5c0c52b7ae9622262,ROOTCOMP-51f1fc8bbc5b6e8f8db8ec30|ROOTCOMP-59c240767cd962f7d5de5400,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/62ce234dbd8fb1f0836e9ddb725c09d6d60c5964694e26c8b1a59ca9139ffe90.pdf,appropriations.house.gov,Bradford,0,true,fy27-agriculture-rural-development-food-and-drug-administration-and-related-agencies-cpf-table.pdf,2026,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-9723847369ac6c2c93afda62,2026-08-05T17:03:44.540453+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,fire|police,direct_official_administrative_record,EXTSRCREV-0b1f95bd7974dfad8e319e51,source_review_lane_002,19,supported source format and plausible administrative metadata,retained_pdf,PA
text/html; charset=utf-8,b7858756050631799d17ec39be528232362ef00c85a1fd53c492e372a78d231b,retained prior type,0,"Office of Accounts and Reports - Kansas Department of Administration Department of Administration | Office of the Governor | State Jobs Department of Administration Excellent customer service, every time! Skip Navigation Links Back To Municipal Services / Confirmation of State Payments Confirmation of State Payments to Counties and Cities This page contains Confirmation of State Payments to Counties and Cities by calendar year. Please use the links in the Confirmations section below to access the county or city page for the calendar year desired. Once on the page, you will be able to open the ","{""bounded_link_count"": 15, ""bounded_visible_character_count"": 5183, ""html_title"": ""Office of Accounts and Reports - Kansas Department of Administration""}",42861,https://apps.admin.ks.gov/OCFO/MCS/public/mcs_public_confirmations.aspx,EXTLOC-61b5174f8702e50a2ca376b8,,unclear,html,200,payroll_roster,https://apps.admin.ks.gov/OCFO/MCS/public/mcs_public_confirmations.aspx,high,0,0,False,RESCAND-6c88f53cda66a6b159eabe27,,MECHEXP-1b59f3470d3fc2271785bdff|MECHEXP-289732e0daa0ae43c86be529|MECHEXP-be7e6864d169706d78d97b3e|MECHEXP-f0fda1d4864e20b3874bf770|MECHEXP-f5d28b3fed83f8c0d3959ca7,ROOTCOMP-bbe2a599544e4d8f6513d2b0,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b7858756050631799d17ec39be528232362ef00c85a1fd53c492e372a78d231b.html,apps.admin.ks.gov,Benton,0,true,mcs_public_confirmations.aspx,2025,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-33b7bcc2815d09408d593329,2026-08-05T17:03:44.872829+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-6289d5aa45c407b4e6eb259f,source_review_lane_002,20,bounded HTML shell contains plausible administrative source signal,retained_html,KS
