source_review_id,canonical_locator_id,canonical_final_locator_id,canonical_final_url,original_requested_urls,linked_candidate_ids,linked_search_waves,municipality,state,period,side_scope,department_scope,primary_external_data_family,secondary_external_data_families,direct_staffing_relevance,administrative_source_type,primary_source_quality,verified_content_type,expected_file_type,final_priority_bucket,official_source_flag,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,redirect_lineage,duplicate_final_locator_lineage,verification_status,verification_content_type,verification_content_length,candidate_title,candidate_snippet,locator_host,candidate_fanout,event_fanout,review_complexity,source_review_lane_id,source_review_lane_sequence
EXTSRCREV-36f9058fa8af5c8c28db518b,EXTLOC-262dd68f8986f41c8b3a2e5a,EXTFINALLOC-262dd68f8986f41c8b3a2e5a,https://www.geaugamapleleaf.com/news/bainbridge-adds-hr-officer/,https://www.geaugamapleleaf.com/news/bainbridge-adds-hr-officer/,RESCAND-f9cadf02cd3b9c9824d26687,external_search_wave_002_exhaustive_residual,Bainbridge,OH,2022,unclear,unclear,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unrelated_to_staffing,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-2601dd896315ee2907fbf200|ROOTCOMP-c0893d4e922b105bfc6df71c|ROOTCOMP-e4fc802273c7eaaf7718fd57,MECHEXP-03ec8f47c94414b2ae5076d9|MECHEXP-146eb7e8c1f22258d52d3092|MECHEXP-2138a4f5f556aacdc772aae0|MECHEXP-37883088229cebf1f7b684e9|MECHEXP-54c227c8e106730fd769314e|MECHEXP-7fb964a671acdb5b961c62a6|MECHEXP-817e925471f2bedc14456d04|MECHEXP-9c38ddddb036274b1d5d521a|MECHEXP-9ce4348d1c061d8a8f5e3786|MECHEXP-e4ed27fee3a8002ed15502b1|MECHEXP-f9945c845c83e090d67e0e9f,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,redirect_count=0|verification_terminal_request=EXTREQ-d73d3d3b0314fe36e3bcdde8,canonical_final_locator_id=EXTFINALLOC-262dd68f8986f41c8b3a2e5a,reachable_html_shell_or_portal,text/html; charset=UTF-8,18044,,"I found candidate *source locations* for your target string **Bainbridge + OH + 2022**, but I did **not** identify any single, municipality-specific **municipal payroll/open data + adopted budget + HR report** package that cleanly supports your requested metadata fields (**unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation**) for **Bainbridge (OH)** in **2022**. ## Target municipality disambiguation (key i",www.geaugamapleleaf.com,1,14,html,source_review_lane_005,8001
EXTSRCREV-308778b4fff5854a61729813,EXTLOC-efda3ae709491eba71906570,EXTFINALLOC-efda3ae709491eba71906570,https://www.harveycedars.org/uppages/01082016minutes.pdf,https://www.harveycedars.org/uppages/01082016minutes.pdf,EXTCAND-08d311776b62c77bd2104931,external_search_wave_001_compacted,Harvey Cedars,NJ,2020,all_units,all_units,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,direct_vacancy_metric,payroll_roster,weak_secondary_source,pdf,pdf,low,false,ROOTCOMP-a53e3aad6e6b9205268abd1b,MECHEXP-0a4920da584ef21347ebd82b|MECHEXP-a13e5993901b633621777260|MECHEXP-ea4e4357a65f8ec13a012572|MECHEXP-fc2dbdafe1c9fa6d9b95ed0b,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,redirect_count=0|verification_terminal_request=EXTREQ-241012711eac24ce818c41bb,canonical_final_locator_id=EXTFINALLOC-efda3ae709491eba71906570,reachable_direct_document,application/pdf,52530,,"## Likely *official / primary administrative* source types for “Harvey Cedars, NJ (2020) payroll/salaries/OT/budget/authorized positions/vacancies/staffing recruitment retention turnover/compensation study” 1. **Borough governing-legislation repositories (ordinances / resolutions / minutes)** - Items that typically contain: **salary ordinances**, **pay step schedules**, **authorized titles/positio",www.harveycedars.org,1,5,document,source_review_lane_005,8002
EXTSRCREV-9bb1ea40149b461c1d3eef00,EXTLOC-aa75e3598a949c3cc326bb7d,EXTFINALLOC-aa75e3598a949c3cc326bb7d,https://www.imrf.org/aamanual/online_aa_manual/3.80_b._4.htm,https://www.imrf.org/aamanual/online_aa_manual/3.80_b._4.htm,RESCAND-7f434b9c22c29b18d1803072,external_search_wave_002_exhaustive_residual,Bethalto,IL,2018,police,police,payroll_and_earnings,tenure_and_progression,contextual_staffing_only,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-daeaab848d1acbd2171f4667,MECHEXP-45aa666ddd2fafa54eeeff4f|MECHEXP-6efc43ec937135b19f91e5ca|MECHEXP-7e71a468b99304954f1771b6|MECHEXP-c03763132c751d958ec6ba8a|MECHEXP-cd325f78c0ccc454a3cbc506,,upgrades_growth_analysis|upgrades_local_wage_comparison,redirect_count=0|verification_terminal_request=EXTREQ-d920484d1f54e945ad52fb75,canonical_final_locator_id=EXTFINALLOC-aa75e3598a949c3cc326bb7d,reachable_html_shell_or_portal,text/html,4740,,"I can’t satisfy your full “candidate discovery” specification as written, because your target fields (police employee **tenure**, **step placement**, **rank progression**, **promotion timing**, **incumbent/new-hire tiers**, **retroactivity implementation**) require **person-by-person HR/payroll/grade data** and/or downloadable personnel records. In the live search results I found for **Bethalto, IL (2018)**, I did not locate an open-data/municipal dataset or HR/payroll report that contains those",www.imrf.org,1,6,html,source_review_lane_005,8003
EXTSRCREV-e6e6b522de2c2b6e5c401813,EXTLOC-f4263ecd20f73d1324288ac9,EXTFINALLOC-f4263ecd20f73d1324288ac9,https://www.kewauneeco.org/departments/finance/annual-budget/forms_and_documents/,https://www.kewauneeco.org/departments/finance/annual-budget/forms_and_documents/,EXTCAND-0a36c92b7fe6715371671ae2,external_search_wave_001_compacted,Kewanee,IL,2019,fire,fire,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention,contextual_staffing_only,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-cc9690e64eec8fdf15ecd464|ROOTCOMP-cf0bb51f5c464e07eebb9daa,MECHEXP-26d08cdf814eb1e11269ab6a|MECHEXP-34736144d3f27fb913ee95ad|MECHEXP-8400cabc0e915ff776995f54|MECHEXP-8494d483c90371ea3b7be9a5|MECHEXP-c46f4682dad8f0fc34c86999|MECHEXP-ce4a67dfdd31cb7cbda3c5aa|MECHEXP-fb737c8d07c28b45fad269db,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-1fca0d0fb94acbac661fc649,canonical_final_locator_id=EXTFINALLOC-f4263ecd20f73d1324288ac9,reachable_html_shell_or_portal,text/html; charset=UTF-8,,,"## Likely official / primary administrative source types for “Kewanee, IL – 2019” payroll/salaries/overtime/pay plan staffing/turnover metadata 1. **City of Kewanee adopted budget documents for FY 2019 (and/or budget packet / proposed budget / amendments)** - Usually includes **personnel cost lines** (regular salaries, overtime), **retirement/pension employer costs**, **health insurance employer c",www.kewauneeco.org,1,9,html,source_review_lane_005,8004
EXTSRCREV-fba78a8a1ef8c9b40d33f82c,EXTLOC-6c58113bf63bf0d082bd0978,EXTFINALLOC-6c58113bf63bf0d082bd0978,https://www.lathrupvillage.org/page/boards-commissions-study-groups,https://www.lathrupvillage.org/page/boards-commissions-study-groups,EXTCAND-383ba852c0c3833c27e17169,external_search_wave_001_compacted,Lathrup Village,MI,2019,all_units,all_units,staffing_and_headcount,implementation_confirmation,direct_headcount_metric,staffing_table,weak_secondary_source,html,html,low,false,ROOTCOMP-95302db2b4f85d118d0e2a31,MECHEXP-22e8d00ad6e9fee85434d87d|MECHEXP-3486afeeea0b1a1a5fe78472|MECHEXP-7015a8430e89e102e669eed3|MECHEXP-b0f015ca048cfee2a9b2faff|MECHEXP-b304b33e398a120ac671e616,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis,redirect_count=0|verification_terminal_request=EXTREQ-32b4479cd6116509fd0f824b,canonical_final_locator_id=EXTFINALLOC-6c58113bf63bf0d082bd0978,reachable_html_shell_or_portal,text/html;charset=utf-8,227934,,"Based on live hosted search results for **Lathrup Village, MI** around **FY/2019** themes, the most relevant *official/primary public administrative* source types you’re likely to find are: - **City budget books + budget amendments + budget adoption resolutions (FY 2019 / FY2019-2020)** Typically include **authorized positions**, **departmental operating budgets**, and often **wage/salary line ite",www.lathrupvillage.org,1,6,html,source_review_lane_005,8005
EXTSRCREV-3f15703279a4ecdd23258df2,EXTLOC-79eba92e8adc7835f15343d2,EXTFINALLOC-79eba92e8adc7835f15343d2,https://www.lawinsider.com/clause/assignments-and-advances-within-the,https://www.lawinsider.com/clause/assignments-and-advances-within-the,RESCAND-d3e6d0e51234a7d1ce108de7,external_search_wave_002_exhaustive_residual,Blue Mound,TX,2023,unclear,unclear,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-10ec1cc2e4a57ec0c4b49dbb,MECHEXP-42e7135c196551d04313afb7|MECHEXP-b448d94bbfebad0b45630dcb|MECHEXP-c95c78193bbdd61d651d7bc5|MECHEXP-ca74a6776c066b9f00e77925|MECHEXP-e554b7357e6086e2aa479001,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,redirect_count=0|verification_terminal_request=EXTREQ-4d0dbd89bc6af6150d62523c,canonical_final_locator_id=EXTFINALLOC-79eba92e8adc7835f15343d2,reachable_html_shell_or_portal,text/html; charset=utf-8,18868,,"Candidate discovery target (metadata-only; no URL verification / no downloads). Your municipality/period/source-family target appears to be: - **Municipality:** City of **Blue Mound, TX** - **Year/period:** **2023** - **Record families requested (unclarified):** “municipal payroll/open data, adopted budget, HR report” - **Budget/pay plan fields requested (unclear):** “budget_pay_plan” - **Administrative-record family:** “Census/USDA official municipal administrative record” (likely not applicabl",www.lawinsider.com,1,6,html,source_review_lane_005,8006
EXTSRCREV-e01870d34eaa622506adc1b1,EXTLOC-de7430595f5b10371b2834c0,EXTFINALLOC-de7430595f5b10371b2834c0,https://www.millersburgpa.org/ordinance/,https://www.millersburgpa.org/ordinance/,EXTCAND-3b7861393c8da63f1cc07e87,external_search_wave_001_compacted,Millersburg,PA,2024,all_units,all_units,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,direct_headcount_metric,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-218ec91d00b3d9525ec03aa0|ROOTCOMP-4c7c8c564b7be66e0be03197,MECHEXP-08573cd6ff097b5acb7b1b5d|MECHEXP-0c822f09af89c0ca0d51a7f6|MECHEXP-28017d42e56270cde13d17a5|MECHEXP-4b569cbeb3546fbc870ea149|MECHEXP-64fc8addd18be1d8a877456f|MECHEXP-6ec7a3bf347db2f7c031a7cd|MECHEXP-8032b26fc369e85dc1befeee|MECHEXP-d73049d0fbd4a3f52283ef30|MECHEXP-eb2fb6d4c3073bea640919b2,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,redirect_count=0|verification_terminal_request=EXTREQ-6d5a05f015f733e62af8fbaf,canonical_final_locator_id=EXTFINALLOC-de7430595f5b10371b2834c0,reachable_html_shell_or_portal,text/html; charset=UTF-8,,,"## Likely official / primary source types for the “Millersburg, PA (2024) payroll + compensation/pay plan/authorized positions” discovery target - **Borough annual budget documents (2024 General Fund / budget worksheets)** - Expected to contain: department-by-department spending, **authorized positions count**, salary lines, wage rates, and sometimes summaries tying staffing to budget and overtime",www.millersburgpa.org,1,11,html,source_review_lane_005,8007
EXTSRCREV-8b4b9f7bd35dbe445bb8f103,EXTLOC-84d72655086ecbba93e2eac1,EXTFINALLOC-84d72655086ecbba93e2eac1,https://www.monroeohio.org/304/Budgets-Financial-Reports,https://www.monroeohio.org/304/Budgets-Financial-Reports,EXTCAND-0c19026030f5ab3774899b00,external_search_wave_001_compacted,Monroe,OH,2018,fire|police,fire|police,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-0af5405e15a97e472a620a1e|ROOTCOMP-54c81503f1bb92378ab78e62,MECHEXP-01c8bffeaf3081801e51fec5|MECHEXP-1bdefaa5953b82aca400e11d|MECHEXP-1d89afc33b302e83446371ce|MECHEXP-4e086e86d8344ece49ac976d|MECHEXP-7e556920bf90f9791fc30746|MECHEXP-8156cfefbd6fd61555e450d9|MECHEXP-83570663c698b9e68619f24d|MECHEXP-ac840a26ee23c3e17ce583ea,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-94a64068807ebc88a3bab5a4,canonical_final_locator_id=EXTFINALLOC-84d72655086ecbba93e2eac1,reachable_html_shell_or_portal,text/html; charset=utf-8,28102,,"Here are the **most likely official/primary public administrative source types** to target for a metadata-only discovery around **“Monroe, OH” + “2018”** and keywords like **pay plan / salary schedule / ordinance / resolution / payroll / salaries / overtime / authorized positions / vacancies / staffing / recruitment / retention / turnover / pension / health contributions / compensation study**: 1.",www.monroeohio.org,1,10,html,source_review_lane_005,8008
EXTSRCREV-f0a16ffbcc8386a7cc0e57e7,EXTLOC-fcfa0bed09c63c86140196aa,EXTFINALLOC-fcfa0bed09c63c86140196aa,https://www.mtvernon.com/city-government/city-finances/annual-budget/,https://www.mtvernon.com/city-government/city-finances/annual-budget/,EXTCAND-e1970fec07689a23d2d097ee,external_search_wave_001_compacted,Mount Vernon,IL,undated,all_units,all_units,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,overtime_staffing_response,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-360b91a3f0cced2922cdd593,MECHEXP-418c29fc0c658e4135511250|MECHEXP-7762edb6da737daec246d409|MECHEXP-cb799626441e2e519ee396ca|MECHEXP-d5c6d404ebb66a067585a53c,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-b1148cd94dae7fe5a855f88c,canonical_final_locator_id=EXTFINALLOC-fcfa0bed09c63c86140196aa,reachable_html_shell_or_portal,text/html; charset=utf-8,,,"Likely relevant **official / primary public administrative source types** for a metadata-only discovery target covering **Mount Vernon, Illinois (municipal)** payroll/salaries/overtime/budget/authorized positions/vacancies/staffing & recruitment/retention/turnover, salary step schedules, and ordinance/resolution pay plans/pension & health contributions: 1. **City Finance / Budget administration** ",www.mtvernon.com,1,5,html,source_review_lane_005,8009
EXTSRCREV-c35c300286c506e4ea5df85a,EXTLOC-4801522b75857f3a26e4e05f,EXTFINALLOC-7cf36c833303ea6402aa8aff,https://www.ohsers.org/employers/audit-resources/,https://www.ohsers.org/employers/gasb-and-audit-resources/audit-resources/,EXTCAND-6bb1492446a198bd388394d6,external_search_wave_001_compacted,Peninsula,OH,2025,police,police,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|staffing_and_headcount|tenure_and_progression,overtime_staffing_response,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-d7ccfbda4c41a8de9d111229,MECHEXP-398779009988dca351f4bdcb|MECHEXP-601310e4272b118700aca38e|MECHEXP-ba7230c2a314a36ece5b5ac9|MECHEXP-e2b6e8062555911d617bdbb4,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=1|verification_terminal_request=EXTREQ-a567f2535818341eabfa51d8,canonical_final_locator_id=EXTFINALLOC-7cf36c833303ea6402aa8aff,reachable_html_shell_or_portal,text/html; charset=UTF-8,,,"### Likely “official / primary administrative” source types for a Peninsula, OH (2025) payroll + comp + staffing metadata discovery target Based on how Ohio municipalities typically publish items that drive **salary steps, pay schedules, authorized positions, vacancies/staffing, overtime policy, budget authorizations, and benefit/pension/health contribution rates**, the most relevant primary sourc",www.ohsers.org,1,5,html,source_review_lane_005,8010
