source_review_id,canonical_locator_id,canonical_final_locator_id,canonical_final_url,original_requested_urls,linked_candidate_ids,linked_search_waves,municipality,state,period,side_scope,department_scope,primary_external_data_family,secondary_external_data_families,direct_staffing_relevance,administrative_source_type,primary_source_quality,verified_content_type,expected_file_type,final_priority_bucket,official_source_flag,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,redirect_lineage,duplicate_final_locator_lineage,verification_status,verification_content_type,verification_content_length,candidate_title,candidate_snippet,locator_host,candidate_fanout,event_fanout,review_complexity,source_review_lane_id,source_review_lane_sequence
EXTSRCREV-06696a60f1f5288fe03a348d,EXTLOC-e1382f6f86590ff6bcfe0020,EXTFINALLOC-e1382f6f86590ff6bcfe0020,https://www.cammackvillage.org/article/1118920,https://www.cammackvillage.org/article/1118920,RESCAND-3a4f252daf09e850f3fb8c35,external_search_wave_002_exhaustive_residual,Cammack Village,AR,2024,police,police,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-6aaf42989f0e08cfa5317f84,MECHEXP-20b294b379c78a1fb6eb80c3|MECHEXP-359066e82f7edce5c1666602|MECHEXP-703e985b0cad71e0fdf97f68|MECHEXP-d7d984103acb0b91824f6323|MECHEXP-d85e227870b908e1f2609b33|MECHEXP-d94f6f443c621a11a46b620f,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,redirect_count=0|verification_terminal_request=EXTREQ-95b304c4a70cc02d6a7bbfbb,canonical_final_locator_id=EXTFINALLOC-e1382f6f86590ff6bcfe0020,reachable_html_shell_or_portal,text/html;charset=utf-8,181967,,"## Metadata-only candidate discovery (no URL verification/download) ### Target (decoded from your pattern) - Municipality: **Cammack Village, AR** - Period: **2024** - Side: **police** - Missing field focus: **police payroll** with **effective date / retroactivity / implementation** + **(a) ordinance adoption, (b) budget appropriation, (c) contract ratification, (d) payment confirmation retroactivity** - Event/source-family targets: - **municipal payroll / open data** - **adopted budget** - **HR",www.cammackvillage.org,1,7,html,source_review_lane_002,8001
EXTSRCREV-2f4bb535d46b1ff4e6ca6573,EXTLOC-cafdd0a5bae90eeb00b85bfc,EXTFINALLOC-cafdd0a5bae90eeb00b85bfc,https://www.cityofashtabula.com/vital-statistics,https://www.cityofashtabula.com/vital-statistics,RESCAND-45112d7ff5c618529afc5e8f,external_search_wave_002_exhaustive_residual,Ashtabula,OH,2024,fire,fire,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,direct_vacancy_metric,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-0ebcf61c0687db47dba316b2|ROOTCOMP-28fdda973cfe62f16b9c1559,MECHEXP-196ee985f6483ebaf168f3bd|MECHEXP-412e451bfdd4e2f648f5d456|MECHEXP-4a4bc0fe8966f39a5077c2a9|MECHEXP-a9beb4cfce66e7f466967445|MECHEXP-ab0fce37b0daf6044de19405|MECHEXP-b9149ebba2904535461838b7|MECHEXP-d17e0d4eabc8e1e5ac8e049f,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,redirect_count=0|verification_terminal_request=EXTREQ-100c982850c188a0caf37b46,canonical_final_locator_id=EXTFINALLOC-cafdd0a5bae90eeb00b85bfc,reachable_html_shell_or_portal,text/html; charset=UTF-8,,,"I did a live hosted web search for **candidate-discovery metadata** only (no URL verification and no downloading of candidate URLs). Below are the **candidate sources** I found that match parts of your targeting for: - **Municipality / period / side / event / missing field / source-family target** - Municipality: **Ashtabula, OH** - Period: **2024** - Side: **Fire** (recruitment/compensation/turnover/retention/vacancy duration) - Event: **municipal HR/payroll/open-data-adopted-budget/reporting**",www.cityofashtabula.com,1,9,html,source_review_lane_002,8002
EXTSRCREV-d3db40728a02bac7ca819708,EXTLOC-bc341b73af22251f3d94fee9,EXTFINALLOC-bc341b73af22251f3d94fee9,https://www.cityofelyria.org/wp-content/uploads/2025/05/FINANCE_AGENDA_MAY_12__2025-1.pdf,https://www.cityofelyria.org/wp-content/uploads/2025/05/FINANCE_AGENDA_MAY_12__2025-1.pdf,EXTCAND-cf05ed5356ad5de1cdceb5c2,external_search_wave_001_compacted,Elyria,OH,2020,fire|police|safety_combined|side_independent,fire|police|safety_combined|side_independent,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,weak_secondary_source,pdf,pdf,low,false,ROOTCOMP-34306e706b5e438bbb38685a|ROOTCOMP-42baa1336405f8c97d12f36e|ROOTCOMP-94948cf0543dea5faa815c69|ROOTCOMP-bd1807c5cd5283d0f1219b7b,MECHEXP-0fd8f804fdf50eff8995fff8|MECHEXP-196f1c278ed73eab1bad7ca4|MECHEXP-2512d8156e2e42440294a4d1|MECHEXP-2a260fc3c730b8571a21b2ff|MECHEXP-3624c15f539160bacb094724|MECHEXP-5132b042d5e010558ac42c92|MECHEXP-64c8f59fe57d3205a27a488d|MECHEXP-7542d1770d357e4264f8d022|MECHEXP-7f613700a3ea6d87fa5e61d1|MECHEXP-8097cde411e1832e2d2bbada|MECHEXP-8b518830900ccdf9b2d49c67|MECHEXP-8bcb4d14ca69ea9b142c5810|MECHEXP-90a298d6d21b8216d7c40105|MECHEXP-c5e1472cad843fa3f492eaae|MECHEXP-d2c53f88933b99d41b04d599|MECHEXP-f3c4dc132f36ed9f5e2f8f1f|MECHEXP-fb49f0fce3e4b778aa840532,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-ce5c5bb73d0e9143d8c44777,canonical_final_locator_id=EXTFINALLOC-bc341b73af22251f3d94fee9,reachable_direct_document,application/pdf,234266,,"Likely **official / primary administrative source types** you’d target for a “metadata-only discovery” around **City of Elyria, OH (year 2020)** payroll-related items (salaries, overtime, authorized positions, vacancies/staffing/recruitment/retention/turnover, pay steps/schedules, ordinance/resolution pay plan, pension & health contributions/compensation studies): 1. **City Council legislative rec",www.cityofelyria.org,1,21,document,source_review_lane_002,8003
EXTSRCREV-0a60e39a1a11c44c10d055da,EXTLOC-98da60d15281c2aed43324e8,EXTFINALLOC-98da60d15281c2aed43324e8,https://www.colerain.org/Directory.aspx,https://www.colerain.org/Directory.aspx,EXTCAND-8910748ced07652a480ed189,external_search_wave_001_compacted,Colerain,OH,2019,non_safety|side_independent,non_safety|side_independent,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-07ab15b15d14181eda65fa8c|ROOTCOMP-f99e56151e40f96bd74dcddb,MECHEXP-2e950fe03c509d6e4e926d76|MECHEXP-3c9f8f82c903a558d0cefb20|MECHEXP-6750b4d8520c61f4a3d6fcb9|MECHEXP-680b0c94318f9f978ab9e2e2|MECHEXP-81d4b8d932ce6f762198c870|MECHEXP-82d820f704501e6096987621|MECHEXP-98183d27b79580a4627bd939|MECHEXP-e2ae069466689400d684c83d|MECHEXP-ee7e551d19c55f6066a4f1a9,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-5a2eb59687ea0287083aeae7,canonical_final_locator_id=EXTFINALLOC-98da60d15281c2aed43324e8,reachable_html_shell_or_portal,text/html; charset=utf-8,31602,,"Likely **official / primary administrative source types** for “Colerain (OH) 2019” metadata fields like payroll, salaries, overtime, authorized positions, vacancies/staffing, recruitment/retention/turnover, pay steps/schedules, ordinances/resolutions, pay plan, pension/health contributions, and compensation studies: - **Colerain Township “Transparency” / “Budget Book and Strategic Plan” publicatio",www.colerain.org,1,11,html,source_review_lane_002,8004
EXTSRCREV-af7ea853f9b4387cf1839ab7,EXTLOC-fe5a3dfe013cf25dfcb2f4b4,EXTFINALLOC-5feb976511577b4d18ca4b5e,https://www.coplayborough.org/forms/Police_officer_job_description.pdf,https://www.coplayborough.org/forms/Police_Officer_job_description.pdf,RESCAND-6f9985830cb85d51aa565137,external_search_wave_002_exhaustive_residual,Coplay,PA,undated-source-B4X2500LIVE-20260729-006524,police,police,payroll_and_earnings,tenure_and_progression,unrelated_to_staffing,payroll_roster,weak_secondary_source,pdf,pdf,low,false,ROOTCOMP-618879624a27ad945e04c0e8|ROOTCOMP-cb707674be2816e83d70a916,MECHEXP-1de742f47da8489545ff2245|MECHEXP-4309393573d64b43701e09af|MECHEXP-549ca6d5696d464010ad963c|MECHEXP-73136c65a05d04d80bdf3d09|MECHEXP-9b946abbce9bb0741a1db4f6|MECHEXP-b0a4bf8a9e752da478383ba4|MECHEXP-f07ccf2b46c5e89d0644cb1a,,upgrades_growth_analysis|upgrades_local_wage_comparison,redirect_count=1|verification_terminal_request=EXTREQ-9d43f018658bd0c94d89f3a0,canonical_final_locator_id=EXTFINALLOC-5feb976511577b4d18ca4b5e,reachable_direct_document,application/pdf,78888,,"I searched the web for **Coplay (PA)** municipal record candidates relevant to: - **municipality:** Coplay, PA - **period:** *undated* (you specified “undated-source”) - **side:** police / police employee HR & payroll context - **event:** *promotion / step placement / rank progression* (implied by your “promotion timing” fields) - **missing field:** employee-specific **incumbent vs new-hire tier**, **step placement**, **rank progression**, **promotion timing**, and any **strike/discipline disput",www.coplayborough.org,1,9,document,source_review_lane_002,8005
EXTSRCREV-d6f7996373b1129fdae13f03,EXTLOC-dbb79a564ddd44d9f802179d,EXTFINALLOC-dbb79a564ddd44d9f802179d,https://www.hampshireil.org/media/rothbjwl/employee-compensation-for-fiscal-year-2025.pdf,https://www.hampshireil.org/media/rothbjwl/employee-compensation-for-fiscal-year-2025.pdf,EXTCAND-af97e1b81c9e37481b2ee6cb,external_search_wave_001_compacted,Hampshire,IL,undated,police,police,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,weak_secondary_source,pdf,pdf,low,false,ROOTCOMP-b68e285753c0e788d8764025|ROOTCOMP-e74e8d243c5990d7da35144f,MECHEXP-15587016650df8c7928d2d02|MECHEXP-5656de0cdefb3e7fbe4b730b|MECHEXP-584f7552210a3ee39bee5a88|MECHEXP-7732adb2ea589626ce60f288|MECHEXP-7c7cb8ad690944078c53042c|MECHEXP-882cfeb3e771625e6d30b841|MECHEXP-8c4b448046309d40dbc0186a|MECHEXP-9b0e8922cfcc1bf6d86f27ed|MECHEXP-b9d4d6fd7a382e07f548ac27|MECHEXP-e075ee77dd68b7b2c932b749,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-3e7633e8f7eccf76ff620974,canonical_final_locator_id=EXTFINALLOC-dbb79a564ddd44d9f802179d,reachable_direct_document,application/pdf,27163,,"Likely **official/primary administrative source types** to target for “Hampshire, IL” municipal payroll/salaries/overtime/authorized positions/vacancies/staffing/recruitment/retention/turnover/compensation (metadata discovery only): 1) **Village of Hampshire Transparency / Finance pages (administrative disclosures)** - Central hub pages that link out to employee compensation/benefits, municipal co",www.hampshireil.org,1,12,document,source_review_lane_002,8006
EXTSRCREV-6df992e8d1a6442d5d46593c,EXTLOC-d73deedc581ec9660f37de0a,EXTFINALLOC-d73deedc581ec9660f37de0a,https://www.mnpera.org/retroactive-pfml-payments-may-require-adjustments,https://www.mnpera.org/retroactive-pfml-payments-may-require-adjustments,RESCAND-d632339845b6f1dcbe4c9f02,external_search_wave_002_exhaustive_residual,Bagley,MN,2023,unclear,unclear,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-110405f4f84f424b160d00ff,MECHEXP-1aea0d9c2adaa45b4566ef1c|MECHEXP-2f97251a9ee2f64d8517133a|MECHEXP-6fef61676dfee36ea32ebe45|MECHEXP-c9156aa74daed04060f6a6fd|MECHEXP-fbddf3a49c5aa01c964fa4ff,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,redirect_count=0|verification_terminal_request=EXTREQ-3974e5d6b23d7de0462e8adc,canonical_final_locator_id=EXTFINALLOC-d73deedc581ec9660f37de0a,reachable_html_shell_or_portal,text/html; charset=utf-8,11490,,"## Metadata-only candidate discovery (no URL verification / no downloads) **Target municipality:** Bagley, MN **Period:** 2023 **Side:** unclear **Event:** municipal payroll/open data / adopted budget / HR report / Census & USDA official municipal administrative record **Missing field(s):** unclear (I treat your “actual wages paid, total earnings, overtime, premiums, retroactive payments + retroactivity_implementation” as the missing measurement fields to hunt for in candidate metadata) ### Cand",www.mnpera.org,1,6,html,source_review_lane_002,8007
EXTSRCREV-4a2dfdd0656f97f9be9b5c50,EXTLOC-b93ce44ae5c8b10f60d29afd,EXTFINALLOC-b93ce44ae5c8b10f60d29afd,https://www.muni.org/Departments/budget/operatingBudget/2022%20GGOB/2022%20Approved/2022%20Approved%20-%20Human%20Resources.pdf,https://www.muni.org/Departments/budget/operatingBudget/2022%20GGOB/2022%20Approved/2022%20Approved%20-%20Human%20Resources.pdf,RESCAND-ba759de2284eccffe8c911c3,external_search_wave_002_exhaustive_residual,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,unclear,unclear,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unrelated_to_staffing,payroll_roster,weak_secondary_source,pdf,pdf,low,false,ROOTCOMP-1270a740fa570d096bb60983|ROOTCOMP-31925e7a7b94d67d6bba46c3|ROOTCOMP-66773447e6a05796c9613a66,MECHEXP-11bc678fccdfd3c029869852|MECHEXP-33162c8161292340bd895cd7|MECHEXP-3b30897255b1f9b64c76a966|MECHEXP-52f7f1b7743c4c1a4e21560d|MECHEXP-5b07257bb2b86260ad522462|MECHEXP-6507d9dd2c3e7c8bbb0871eb|MECHEXP-65be90245a8a4e734a461957|MECHEXP-67856a733785676ffeda03b3|MECHEXP-76dc7c73949a5eb2efb74ff8|MECHEXP-889364e73dc1ca117e3e50eb|MECHEXP-8933896c04c74c3f3dc51745|MECHEXP-caaee7e01596c697c83fcec2|MECHEXP-da7f2f68c8a3d62614ae74b5|MECHEXP-dbdb2dec35acc76c517beab3,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,redirect_count=0|verification_terminal_request=EXTREQ-620e7cf0efdeeeef8d7e95dd,canonical_final_locator_id=EXTFINALLOC-b93ce44ae5c8b10f60d29afd,reachable_direct_document,application/pdf,1162475,,"I ran live hosted web search for **metadata-only** candidate discovery using your target tuple: - **Municipality:** Chuathbaluk, AK - **Period/side/event:** *undated*; unclear side; unclear event - **Missing fields:** employee tenure, step placement, rank progression, promotion timing, incumbent/new-hire tier retroactivity implementation - **Source-family target:** municipal **payroll/open data**, **adopted budget**, **HR report**, **Census/USDA official municipal administrative record** ## Cand",www.muni.org,1,17,document,source_review_lane_002,8008
EXTSRCREV-9d1983f71aa0c86ed0d30f34,EXTLOC-065d04d61d86b8eacc129049,EXTFINALLOC-065d04d61d86b8eacc129049,https://arxiv.org/abs/2402.15960,https://arxiv.org/abs/2402.15960,EXTCAND-63f743a2864616be461ef70b,external_search_wave_001_compacted,Doyline,LA,2024,all_units,all_units,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,weak_secondary_source,html,html,low,false,ROOTCOMP-61e8762cc0787f0e12625313,MECHEXP-6169b86f96fa689690920e7b|MECHEXP-7247de7fe5dfb88198268bd3|MECHEXP-a0fd4df36b05079d89ca5318|MECHEXP-be39bebf7eaa2053f9ab9bac|MECHEXP-dc4d17622eb597fbb04fc31c,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-c73d71ab2c28ed49f3744c43,canonical_final_locator_id=EXTFINALLOC-065d04d61d86b8eacc129049,reachable_html_shell_or_portal,text/html; charset=utf-8,41530,,"Likely **official / primary administrative source types** that match your metadata-only target (“Doyline, LA” + **2024** payroll/salaries/earnings/overtime + **budget authorized positions**, vacancies, staffing/recruitment/retention/turnover + **pay plan**/steps + **ordinance/resolution** + **compensation/pension/health contributions**) are: - **Local government budget & compensation ordinances/re",arxiv.org,1,6,html,source_review_lane_002,8009
EXTSRCREV-e00a74feb9d33f1bb03384c4,EXTLOC-90d20299cc3d6c10e4f1d26d,EXTFINALLOC-90d20299cc3d6c10e4f1d26d,https://battlelakemn.org/,https://battlelakemn.org/,RESCAND-338f43f6ba2bb8952b0357db,external_search_wave_002_exhaustive_residual,Battle Lake,MN,2023,unclear,unclear,tenure_and_progression,,unrelated_to_staffing,unclear,weak_secondary_source,html,html,low,false,ROOTCOMP-c9579c5ffa46f21963c01c2d,MECHEXP-54ea8aa123b7310a809d87ca|MECHEXP-6bf2beea82698976eb76de4e|MECHEXP-82f7fddb6406e0fd0cf79841|MECHEXP-92b1531d588c5145da7f3abb|MECHEXP-9f8ec3a56e0921522813c9df,,no_material_upgrade,redirect_count=0|verification_terminal_request=EXTREQ-7f8a4833cad34c88de8c5e73,canonical_final_locator_id=EXTFINALLOC-90d20299cc3d6c10e4f1d26d,reachable_html_shell_or_portal,text/html,0,,"### Candidate discovery targets (metadata-only; URLs not verified/downloaded) Municipality: **City of Battle Lake, Minnesota (MN)** Period: **2023** Side: **unclear** (both “incumbent” and “new-hire” candidate paths) Event: **retroactivity_implementation** (target: evidence of steps/rank/promotion timing and whether retro pay/crediting applied to new hires or existing employees) Missing field targets to populate from municipal/administrative records: - employee **tenure** (start/hire date or ser",battlelakemn.org,1,6,html,source_review_lane_002,8010
