retained_source_id,source_review_id,claim_id,claim_upgrade_tag,linkage_basis
EXTSOURCE-055c180ab5a3313ee62b0395,EXTSRCREV-096d48282221c6d2a5201833,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-055c180ab5a3313ee62b0395,EXTSRCREV-096d48282221c6d2a5201833,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-055c180ab5a3313ee62b0395,EXTSRCREV-096d48282221c6d2a5201833,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-055c180ab5a3313ee62b0395,EXTSRCREV-096d48282221c6d2a5201833,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-055c180ab5a3313ee62b0395,EXTSRCREV-096d48282221c6d2a5201833,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-055c180ab5a3313ee62b0395,EXTSRCREV-096d48282221c6d2a5201833,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-5f8ab0bb492264340506ebc3,EXTSRCREV-036e27967f4a51b371f55179,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-5f8ab0bb492264340506ebc3,EXTSRCREV-036e27967f4a51b371f55179,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-5f8ab0bb492264340506ebc3,EXTSRCREV-036e27967f4a51b371f55179,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-5f8ab0bb492264340506ebc3,EXTSRCREV-036e27967f4a51b371f55179,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-5f8ab0bb492264340506ebc3,EXTSRCREV-036e27967f4a51b371f55179,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-5f8ab0bb492264340506ebc3,EXTSRCREV-036e27967f4a51b371f55179,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-1d31b17212edf0f1eacf2076,EXTSRCREV-504b1e8e352feb249cc93c21,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-1d31b17212edf0f1eacf2076,EXTSRCREV-504b1e8e352feb249cc93c21,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-1d31b17212edf0f1eacf2076,EXTSRCREV-504b1e8e352feb249cc93c21,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-1d31b17212edf0f1eacf2076,EXTSRCREV-504b1e8e352feb249cc93c21,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-1d31b17212edf0f1eacf2076,EXTSRCREV-504b1e8e352feb249cc93c21,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
B4X2500SRD-20260730-708cf769948b323e98d6,EXTSRCREV-bdc623f4194ebc3800a95543,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
B4X2500SRD-20260730-708cf769948b323e98d6,EXTSRCREV-bdc623f4194ebc3800a95543,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
B4X2500SRD-20260730-708cf769948b323e98d6,EXTSRCREV-bdc623f4194ebc3800a95543,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
B4X2500SRD-20260730-708cf769948b323e98d6,EXTSRCREV-bdc623f4194ebc3800a95543,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
B4X2500SRD-20260730-708cf769948b323e98d6,EXTSRCREV-bdc623f4194ebc3800a95543,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
B4X2500SRD-20260730-708cf769948b323e98d6,EXTSRCREV-bdc623f4194ebc3800a95543,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-bdbbf3fcc6af009ab9b6beab,EXTSRCREV-0fe59594e3918e24fe53bb7d,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-bdbbf3fcc6af009ab9b6beab,EXTSRCREV-0fe59594e3918e24fe53bb7d,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-bdbbf3fcc6af009ab9b6beab,EXTSRCREV-0fe59594e3918e24fe53bb7d,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-bdbbf3fcc6af009ab9b6beab,EXTSRCREV-0fe59594e3918e24fe53bb7d,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
