attempt,bytes_received,canonical_locator_id,completed_at,content_disposition,content_type,declared_content_length,final_url,full_body_staged,http_status,request_id,request_url,retry,source_review_id,source_review_lane_id,started_at
1,1245452,EXTLOC-956d55bd2a1e4a524209083f,2026-08-05T17:31:02.502173+00:00,,application/pdf,1245452,https://cms4files.revize.com/peremarquette/contact_us/docs/10.19.2020-%20Pere%20Marquette%20Wage%20Study%20Final%20Report.pdf,False,200,EXTDLREQ-f06e3787c8aeae34a0a390bd,https://cms4files.revize.com/peremarquette/contact_us/docs/10.19.2020-%20Pere%20Marquette%20Wage%20Study%20Final%20Report.pdf,False,EXTSRCREV-7e3c2fb5da1630c7e96581d1,source_review_lane_003,2026-08-05T17:31:01.390543+00:00
1,54721,EXTLOC-2c873567a642d8d69401e354,2026-08-05T17:31:02.518171+00:00,,text/html; charset=utf-8,8469,https://content.govdelivery.com/accounts/MNMMB/bulletins/3f6f166,False,200,EXTDLREQ-27d43ffde4720de451c987ee,https://content.govdelivery.com/accounts/MNMMB/bulletins/3f6f166,False,EXTSRCREV-d78b74696a94458dd84e14f7,source_review_lane_003,2026-08-05T17:31:02.059112+00:00
1,322479,EXTLOC-611d04b59becc667810c6bda,2026-08-05T17:31:02.840349+00:00,,text/html; charset=utf-8,0,https://www.zoneomics.com/code/east-windsor-NJ/chapter_71,False,200,EXTDLREQ-6ce726861adfe40f5f7d845f,https://www.zoneomics.com/code/east-windsor-NJ/chapter_71,False,EXTSRCREV-d9c75623bca46b6bd883400d,source_review_lane_003,2026-08-05T17:31:02.292641+00:00
1,644745,EXTLOC-5964d2ae35697573e90363f9,2026-08-05T17:31:02.860397+00:00,,text/html,0,https://opendatausa.com/traci-cole,False,200,EXTDLREQ-d3a9908cceeda0508259d44e,https://opendatausa.com/traci-cole,False,EXTSRCREV-acb75f41811dae7a55a8df49,source_review_lane_003,2026-08-05T17:31:02.446719+00:00
1,117198,EXTLOC-782830d0b0809588e103e8f4,2026-08-05T17:31:02.935205+00:00,,text/html; charset=utf-8,62176,https://madison.legistar.com/LegislationDetail.aspx?GUID=8241556E-BF1F-4759-AD51-6DD9689A4DD9&ID=7795353,False,200,EXTDLREQ-429871900eddc82f184b1cc9,https://madison.legistar.com/LegislationDetail.aspx?GUID=8241556E-BF1F-4759-AD51-6DD9689A4DD9&ID=7795353,False,EXTSRCREV-f479895c2ea71132e2495d83,source_review_lane_003,2026-08-05T17:31:02.383567+00:00
1,2257946,EXTLOC-3c09187b7ce71b214479863d,2026-08-05T17:31:03.282238+00:00,,application/pdf,0,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4479/Xeniacity/345f6ea8-b3fb-455f-ab3f-e25f4dd1ce02/June_23__2022.pdf?disposition=inline,False,200,EXTDLREQ-b97e4aca2b00b12776bd3a99,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4479/Xeniacity/345f6ea8-b3fb-455f-ab3f-e25f4dd1ce02/June_23__2022.pdf?disposition=inline,False,EXTSRCREV-3caa68c7281aaa46af07d237,source_review_lane_003,2026-08-05T17:31:02.285387+00:00
1,61017,EXTLOC-6ab4ebe7b50d41390cc804c2,2026-08-05T17:31:03.291506+00:00,,text/html; charset=UTF-8,16944,https://townofastatula.com/docs/police-department/,False,200,EXTDLREQ-04ea66286ad65b290e0ce7f6,https://townofastatula.com/docs/police-department/,False,EXTSRCREV-adfc801e9669d2d711f17bdd,source_review_lane_003,2026-08-05T17:31:02.862619+00:00
1,3135362,EXTLOC-3ee4e8e8d5ab55741538321d,2026-08-05T17:31:03.509227+00:00,,application/pdf,3135362,https://storage.googleapis.com/proudcity/ryebrookny/uploads/2019/06/2018-2019AdoptedBudget.pdf,False,200,EXTDLREQ-58011d3718ef775dd4fac968,https://storage.googleapis.com/proudcity/ryebrookny/uploads/2019/06/2018-2019AdoptedBudget.pdf,False,EXTSRCREV-d01e1b6920fd0ddd7a0084f2,source_review_lane_003,2026-08-05T17:31:02.519268+00:00
1,8119,EXTLOC-21cfc28b21477aa083bf7d86,2026-08-05T17:31:03.517788+00:00,,text/html,1599,https://www.alburtis.org/codifiedord/app%2065-L.htm,False,200,EXTDLREQ-3d258dd91f74842441e8eb3d,https://www.alburtis.org/codifiedord/app%2065-L.htm,False,EXTSRCREV-d7eaa3c1aaedc00eccac1041,source_review_lane_003,2026-08-05T17:31:03.283156+00:00
1,1158870,EXTLOC-5d9f2e7d12d36cfe9f095d83,2026-08-05T17:31:03.735978+00:00,,text/html; charset=UTF-8,0,https://policescorecard.org/pa/police-department/alburtis-borough,False,200,EXTDLREQ-90d802938f98c4ab7acbf1fe,https://policescorecard.org/pa/police-department/alburtis-borough,False,EXTSRCREV-330a62d5ece65ff55367ce89,source_review_lane_003,2026-08-05T17:31:02.503426+00:00
