retained_source_id,source_review_id,claim_id,claim_upgrade_tag,linkage_basis
EXTSOURCE-f63304d6eda1d0a5bc215ddb,EXTSRCREV-3f0b559f3b61bdbbf5d72b77,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-bb316b1a8753e2ad19151005,EXTSRCREV-6aca4b8ff5d3ea8681bb4107,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-bb316b1a8753e2ad19151005,EXTSRCREV-6aca4b8ff5d3ea8681bb4107,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-bb316b1a8753e2ad19151005,EXTSRCREV-6aca4b8ff5d3ea8681bb4107,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-b34ff6d07420bbba73543959,EXTSRCREV-8d406cab8fb283e4b3d113b9,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-1c466fbfd53c145948f1d835,EXTSRCREV-e650b6a670a1f7f4630d4e1d,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-1c466fbfd53c145948f1d835,EXTSRCREV-e650b6a670a1f7f4630d4e1d,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-1c466fbfd53c145948f1d835,EXTSRCREV-e650b6a670a1f7f4630d4e1d,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-1c466fbfd53c145948f1d835,EXTSRCREV-e650b6a670a1f7f4630d4e1d,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-1c466fbfd53c145948f1d835,EXTSRCREV-e650b6a670a1f7f4630d4e1d,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-79dc82687999b474b8168b76,EXTSRCREV-0dc051e3d2838394575134f6,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-79dc82687999b474b8168b76,EXTSRCREV-0dc051e3d2838394575134f6,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-79dc82687999b474b8168b76,EXTSRCREV-0dc051e3d2838394575134f6,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-79dc82687999b474b8168b76,EXTSRCREV-0dc051e3d2838394575134f6,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-e98e5ea7733b54dabb1f69e6,EXTSRCREV-06990c7f63b3084cbbb28e5e,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-5bf973711f6de14df3db28ce,EXTSRCREV-6f224e7c87bc0dfa2708b25b,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-5bf973711f6de14df3db28ce,EXTSRCREV-6f224e7c87bc0dfa2708b25b,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-5bf973711f6de14df3db28ce,EXTSRCREV-6f224e7c87bc0dfa2708b25b,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-5bf973711f6de14df3db28ce,EXTSRCREV-6f224e7c87bc0dfa2708b25b,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-5bf973711f6de14df3db28ce,EXTSRCREV-6f224e7c87bc0dfa2708b25b,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-5bf973711f6de14df3db28ce,EXTSRCREV-6f224e7c87bc0dfa2708b25b,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-5a5401a14c82992d8291a407,EXTSRCREV-8ab4c1df4b524ace73e7ae1a,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-5a5401a14c82992d8291a407,EXTSRCREV-8ab4c1df4b524ace73e7ae1a,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-5a5401a14c82992d8291a407,EXTSRCREV-8ab4c1df4b524ace73e7ae1a,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-5a5401a14c82992d8291a407,EXTSRCREV-8ab4c1df4b524ace73e7ae1a,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-6fb26fd18e98bcaa1a4db4c9,EXTSRCREV-684cce9d71c80b447607103e,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-6fb26fd18e98bcaa1a4db4c9,EXTSRCREV-684cce9d71c80b447607103e,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-6fb26fd18e98bcaa1a4db4c9,EXTSRCREV-684cce9d71c80b447607103e,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-6fb26fd18e98bcaa1a4db4c9,EXTSRCREV-684cce9d71c80b447607103e,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-6fb26fd18e98bcaa1a4db4c9,EXTSRCREV-684cce9d71c80b447607103e,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-6fb26fd18e98bcaa1a4db4c9,EXTSRCREV-684cce9d71c80b447607103e,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-99c1643a987b69d861568d97,EXTSRCREV-c9aafc9c0841f7d2d952b2d3,,no_material_upgrade,candidate expected-claim-upgrade lineage
EXTSOURCE-4cc657abe8e34d7f9416fbbe,EXTSRCREV-ba8fac875da03f1bf26078dc,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-4cc657abe8e34d7f9416fbbe,EXTSRCREV-ba8fac875da03f1bf26078dc,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-5433141687c1bbc9f649eb90,EXTSRCREV-9e3bb23589c60460f3b9095c,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
EXTSOURCE-5433141687c1bbc9f649eb90,EXTSRCREV-9e3bb23589c60460f3b9095c,,upgrades_implementation_confirmation,candidate expected-claim-upgrade lineage
EXTSOURCE-5433141687c1bbc9f649eb90,EXTSRCREV-9e3bb23589c60460f3b9095c,,upgrades_local_wage_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-5433141687c1bbc9f649eb90,EXTSRCREV-9e3bb23589c60460f3b9095c,,upgrades_mechanism_claim,candidate expected-claim-upgrade lineage
EXTSOURCE-5433141687c1bbc9f649eb90,EXTSRCREV-9e3bb23589c60460f3b9095c,,upgrades_staffing_hypothesis,candidate expected-claim-upgrade lineage
EXTSOURCE-5433141687c1bbc9f649eb90,EXTSRCREV-9e3bb23589c60460f3b9095c,,upgrades_total_compensation_comparison,candidate expected-claim-upgrade lineage
EXTSOURCE-a05161eb01ab97bbd5c33fba,EXTSRCREV-bb8cf60eb0a3619df96ba8de,,upgrades_growth_analysis,candidate expected-claim-upgrade lineage
