source_review_id,canonical_locator_id,canonical_final_locator_id,canonical_final_url,original_requested_urls,linked_candidate_ids,linked_search_waves,municipality,state,period,side_scope,department_scope,primary_external_data_family,secondary_external_data_families,direct_staffing_relevance,administrative_source_type,primary_source_quality,verified_content_type,expected_file_type,final_priority_bucket,official_source_flag,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,redirect_lineage,duplicate_final_locator_lineage,verification_status,verification_content_type,verification_content_length,candidate_title,candidate_snippet,locator_host,candidate_fanout,event_fanout,review_complexity,source_review_lane_id,source_review_lane_sequence
EXTSRCREV-bf79710e0f1edbabf42d0bdb,EXTLOC-96d8e364a8fd9c65baf0291b,EXTFINALLOC-96d8e364a8fd9c65baf0291b,https://a836-pts-access.nyc.gov/care/datalets/datalet.aspx?jur=65&LMparent=20&mode=asmt_fin_2027&pin=1013610039&taxyr=2027&UseSearch=no,https://a836-pts-access.nyc.gov/care/datalets/datalet.aspx?LMparent=20&UseSearch=no&jur=65&mode=asmt_fin_2027&pin=1013610039&taxyr=2027,RESCAND-4f5c53f7cec7a19f3bf9a60c,external_search_wave_002_exhaustive_residual,Beekman,NY,2026,unclear,unclear,implementation_confirmation,,unrelated_to_staffing,budget,direct_official_administrative_source,html,html,high,true,ROOTCOMP-6bf7974d050ba43f7fe92e70,MECHEXP-0f41c0d83b176ab4124d9788|MECHEXP-241a832782bdc2642df8a429|MECHEXP-34c3538b87c8a94a986e27e4|MECHEXP-b0fa97580ab09d4285c25792|MECHEXP-bb81d88bd43c43059ef47e92|MECHEXP-e7dc8c5bccb4e28e3f07f4bf,,upgrades_implementation_confirmation|upgrades_mechanism_claim,redirect_count=0|verification_terminal_request=EXTREQ-9418178fecde56c2eee9ff2e,canonical_final_locator_id=EXTFINALLOC-96d8e364a8fd9c65baf0291b,reachable_html_shell_or_portal,text/html; charset=utf-8,20,,"## Metadata-only candidate discovery (Beekman, NY | period: 2026 | side: unclear | event: unclear | missing field: unclear) ### Municipality (authoritative municipal administrative record) - **Town of Beekman — “Town Budgets” page (includes 2026 Adopted Budget and 2026 Preliminary Budget links).** ([townofbeekman.gov](https://townofbeekman.gov/town-budgets/?utm_source=openai)) ### Period / budget target (adopted budget) - **Beekman Town Budgets → “2026 Adopted Budget” (candidate source-family: a",a836-pts-access.nyc.gov,1,7,html,source_review_lane_002,1
EXTSRCREV-03b410fd40497558bf93956e,EXTLOC-6482cacacb7ae818600844c5,EXTFINALLOC-6482cacacb7ae818600844c5,https://abbottstown.adamscountypa.gov/boroughpages/financial-records,https://abbottstown.adamscountypa.gov/boroughpages/financial-records,EXTCAND-cff1ea4163035bfc9681a4dc,external_search_wave_001_compacted,Stewartstown,PA,undated,all_units,all_units,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|staffing_and_headcount,overtime_staffing_response,payroll_roster,direct_official_administrative_source,html,html,high,true,ROOTCOMP-56a5e14c67e469f87425a555,MECHEXP-13de06c37b8c9a07a57e442a|MECHEXP-a781d269f11bc76f36ba9389|MECHEXP-e4507775f3b7ff601605c9fd|MECHEXP-ee384ed16322f01f6b26ffc5,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-92f77d430da2e662950f1330,canonical_final_locator_id=EXTFINALLOC-6482cacacb7ae818600844c5,reachable_html_shell_or_portal,text/html; charset=utf-8,19748,,Likely **official/primary public administrative source types** for a metadata-only discovery about **“Stewartstown (PA) municipal payroll / salaries / overtime / authorized positions / vacancies / staffing”** (and related compensation/pension/benefits/pay-plan artifacts) are: 1. **Stewartstown Borough official website documents** - **Ordinances & resolutions** (often contain compensation/“rate of ,abbottstown.adamscountypa.gov,1,5,html,source_review_lane_002,2
EXTSRCREV-8ef41bf6c8072bfbb192625c,EXTLOC-0c0c5c8749a1ee15df98d5ac,EXTFINALLOC-0c0c5c8749a1ee15df98d5ac,https://abo.ny.gov/salary-information,https://abo.ny.gov/salary-information,RESCAND-58d5592cf6afbef40e60b230,external_search_wave_002_exhaustive_residual,Amsterdam,NY,2024,unclear,unclear,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,direct_vacancy_metric,payroll_roster,direct_official_administrative_source,html,html,high,true,ROOTCOMP-30d038a3a748c0609825fca0|ROOTCOMP-3e2916f42abeb07f56562528,MECHEXP-03f09635e6e0a62ffeca2eb2|MECHEXP-0de5f72eb1f1811bbe667b69|MECHEXP-40abfaabc0257e73c207ecbb|MECHEXP-586655b8fbdb768efc5fae6e|MECHEXP-67d07711867aecc7c9011521|MECHEXP-6ec061468b92d38346856563|MECHEXP-c3045ccdd24bec8dae2df139|MECHEXP-dca1fd88c0c27a16270eecc6|MECHEXP-e6f426483368ea895be6023d,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,redirect_count=0|verification_terminal_request=EXTREQ-abcac2ac621c7efde09667f0,canonical_final_locator_id=EXTFINALLOC-0c0c5c8749a1ee15df98d5ac,reachable_html_shell_or_portal,text/html; charset=UTF-8,,,"I interpreted your target as **municipality = City of Amsterdam, New York (NY)**; **period = 2024**; **side = unclear (not enough detail to disambiguate, so I did not filter by “sides”)**; **event = unclear**; **missing field(s) = candidate discovery metadata fields you listed (applicant counts, turnover, retention, vacancy duration, recruitment/compensation studies budget/pay plan, etc.)**; **source-family = “municipal payroll / open data, adopted budget, HR report, Census/USDA official municip",abo.ny.gov,1,11,html,source_review_lane_002,3
EXTSRCREV-66a5a73c435f71db90b6086d,EXTLOC-826149cf3d250c37aff39b46,EXTFINALLOC-826149cf3d250c37aff39b46,https://accounting.delaware.gov/state-employees/payroll-compliance-group/policies-procedures/,https://accounting.delaware.gov/state-employees/payroll-compliance-group/policies-procedures/,EXTCAND-ae6bfbc04e3e4533a092b5cf,external_search_wave_001_compacted,Delaware,NJ,2022,all_units,all_units,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,direct_official_administrative_source,html,html,high,true,ROOTCOMP-47df0b6c5beeb3c9dfe4bc3b,MECHEXP-159f822db70115ee5796a1ee|MECHEXP-5a4c5008afc37fbf59248988|MECHEXP-768b3f7c34c4a61883a69253|MECHEXP-b780ba3bf9619902bde1c890|MECHEXP-dfd2a3f312f8ad4f21183152,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-adae1359fe44c6ced4d9fb59,canonical_final_locator_id=EXTFINALLOC-826149cf3d250c37aff39b46,reachable_html_shell_or_portal,text/html; charset=UTF-8,,,"Likely **official/primary administrative source types** that match the “metadata-only discovery” target (Delaware + New Jersey; “2022”; payroll, salaries, overtime, authorized positions, vacancies/staffing, recruitment/retention/turnover, pay steps/schedules, ordinances/resolutions/pay plans, and pension/health/compensation studies) include: - **State payroll transparency / workforce earnings data",accounting.delaware.gov,1,6,html,source_review_lane_002,4
EXTSRCREV-706cf95c2f1a4868cf29a6a8,EXTLOC-890e97b8ff33242d6f350c53,EXTFINALLOC-890e97b8ff33242d6f350c53,https://accountingfiles.delaware.gov/docs/2024acfr.pdf,https://accountingfiles.delaware.gov/docs/2024acfr.pdf,EXTCAND-5efb51e14095a5939397dd26,external_search_wave_001_compacted,Delaware,NJ,2024,police,police,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,direct_official_administrative_source,pdf,pdf,high,true,ROOTCOMP-23e7cebb102abc0ed0c192a2,MECHEXP-2f0786311598f238171bc8d9|MECHEXP-3798ef04bd79bbf249e3cedd|MECHEXP-46522b6768d31aafa34fcdd2|MECHEXP-4ed29ee6d079b4279b672a8c|MECHEXP-7d9022a2f712f0fffc11ee51|MECHEXP-9ec204579d4a7059e9e83109|MECHEXP-cb7bce5fb5daa0a0995d6ac3,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-56593f00c9b22f3b1089e7e3,canonical_final_locator_id=EXTFINALLOC-890e97b8ff33242d6f350c53,reachable_direct_document,application/pdf,1884588,,"### Delaware / New Jersey: likely *official/primary administrative* source types for your metadata keywords (pay, payroll, overtime, positions/vacancies, recruitment/retention/turnover, pay plans, pensions/health contributions, and “compensation studies” tied to 2024) **State-level workforce/pay administration documents (Delaware)** - **Delaware Code / Delaware Administrative Code chapters on pay ",accountingfiles.delaware.gov,1,8,document,source_review_lane_002,5
EXTSRCREV-f9e3e1852ad98f87ac7f4b4b,EXTLOC-5474871046fcf66575b111e4,EXTFINALLOC-5474871046fcf66575b111e4,https://adamscountypa.gov/countyservices/documentcenterbydepartment,https://adamscountypa.gov/countyservices/documentcenterbydepartment,RESCAND-d735f976e8637fc162ff30a4,external_search_wave_002_exhaustive_residual,Adams,PA,2026,police,police,payroll_and_earnings,staffing_and_headcount,direct_position_reduction_metric,payroll_roster,direct_official_administrative_source,html,html,high,true,ROOTCOMP-1a63c59c9fabdbe7a1eb44b3,MECHEXP-3fdb630cb5ae7c41486bb587|MECHEXP-82597e9d414b37ea71911cd0|MECHEXP-b3b57adf0a1def89bf064213|MECHEXP-d70c5396bc23fa3593719eb7,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,redirect_count=0|verification_terminal_request=EXTREQ-cc5ad20b6b374013c2e4d4c4,canonical_final_locator_id=EXTFINALLOC-5474871046fcf66575b111e4,reachable_html_shell_or_portal,text/html; charset=utf-8,68174,,"## Metadata-only candidate discovery (no URL verification/download) ### Candidate target (municipality/period/side/event/missing field/source-family) - **Municipality:** Adams / “Adams” in **Pennsylvania** - **Period:** **2026** - **Side:** **police** - **Event:** **authorized positions**, **filled positions**, **vacancy rate**, **layoffs**, **attrition**, plus **other_pay_setting_mechanism** and payroll/budget/H R/admin-record metadata - **Missing fields to extract (if present):** vacancy rate,",adamscountypa.gov,1,5,html,source_review_lane_002,6
EXTSRCREV-c18d328777b0fd92b3e408ed,EXTLOC-54e52571b0142abd8f1aa16c,EXTFINALLOC-54e52571b0142abd8f1aa16c,https://admin.cdn.sos.ca.gov/reports/2022/bus-filing-processing-time-report-202206.pdf,https://admin.cdn.sos.ca.gov/reports/2022/bus-filing-processing-time-report-202206.pdf,RESCAND-f308cd356928684e0ae33796,external_search_wave_002_exhaustive_residual,Brooklawn,NJ,2022,unclear,unclear,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,direct_position_reduction_metric,payroll_roster,direct_official_administrative_source,pdf,pdf,high,true,ROOTCOMP-3ca6154fa81bbacda5226800,MECHEXP-23ff761f78e35a6b7a7e49ee|MECHEXP-2ac802c4741af0f216b5aaf5|MECHEXP-645bb89ca1ca4585fea06669|MECHEXP-b89fa1c3a7004ac60b82af57,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,redirect_count=0|verification_terminal_request=EXTREQ-0c6c14827002864aba6d3387,canonical_final_locator_id=EXTFINALLOC-54e52571b0142abd8f1aa16c,reachable_direct_document,application/pdf,265275,,"{""query_mode"":""metadata-only candidate discovery"",""targets"":{""municipality"":""Brooklawn"",""state"":""NJ"",""period"":""2022"",""side"":""unclear"",""event"":""unclear"",""missing_field"":""unclear"",""source_family"":""authorized positions, filled positions, vacancy rate, layoffs, attrition; non_base_compensation; municipal payroll/open data; adopted budget; HR report; Census/USDA official municipal administrative record""},""status"":""incomplete"",""findings"":[{""candidate_id"":""nj_doE_user_friendly_budget_2022-23_brooklawn_",admin.cdn.sos.ca.gov,1,5,document,source_review_lane_002,7
EXTSRCREV-894b4ee1e74ef143b5844294,EXTLOC-5f490b2de342a7cb2ca16158,EXTFINALLOC-5f490b2de342a7cb2ca16158,https://ag.state.mn.us/Office/Opinions/125a-20011018.pdf,https://ag.state.mn.us/Office/Opinions/125a-20011018.pdf,RESCAND-8251a3feb40b2fe4cbee0466,external_search_wave_002_exhaustive_residual,Blue Earth,MN,undated-source-B4X2500LIVE-20260729-000495,police,police,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,likely_official_primary_source,pdf,pdf,high,true,ROOTCOMP-2ef7ff39ba65194e936304b9|ROOTCOMP-875ae6e85577d9d214b72fac,MECHEXP-0b5515332ad753245588f083|MECHEXP-1b3a0703b2337b483732bbe0|MECHEXP-223da80af40eac4d9c1da9f6|MECHEXP-2983699076b4ea7a0502ec0a|MECHEXP-4eef3e8867c427e9b48e2eb6|MECHEXP-ba1b4b8d28e6e2112f75b9d2|MECHEXP-d3eb52b3af48ee0d01f4d520|MECHEXP-e46daea881eea3563d897f0b,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,redirect_count=0|verification_terminal_request=EXTREQ-391b2f590d1169374c37ab60,canonical_final_locator_id=EXTFINALLOC-5f490b2de342a7cb2ca16158,reachable_direct_document,application/pdf,36184,,"I ran live web search for your metadata-only candidate discovery using the target strings you provided (“Blue Earth” + MN + the ID fragment `undated-source-B4X2500LIVE-20260729-000495`) and the related administrative-record concepts (police payroll effective date, ordinance adoption, adopted budget, HR report, contract ratification, payment confirmation / retroactivity implementation / open data). ### Result I **did not find any hosted page/document metadata** that matches your exact candidate t",ag.state.mn.us,1,10,document,source_review_lane_002,8
EXTSRCREV-bf17d0e19a66d239b091467a,EXTLOC-3813c6d5ea16d2291f9a7785,EXTFINALLOC-3813c6d5ea16d2291f9a7785,https://agenda.savannahga.gov/agendaitem/previewagendaitem?agendaitemid=10102,https://agenda.savannahga.gov/agendaitem/previewagendaitem?agendaitemid=10102,EXTCAND-e19cc3963e82fd9e66f16aa9,external_search_wave_001_compacted,Pinehurst,GA,2024,police,police,multi_family_administrative_source,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,direct_official_administrative_source,html,html,high,true,ROOTCOMP-65a7972bd10f2f0549d0d8f1,MECHEXP-039f9d66d396911d560904b6|MECHEXP-2847ca043283d8f29bf01266|MECHEXP-6f41b75aa1915bf48fd11a22|MECHEXP-bcffef461018342f17863389,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,redirect_count=0|verification_terminal_request=EXTREQ-40e2af8651b44928a86edad7,canonical_final_locator_id=EXTFINALLOC-3813c6d5ea16d2291f9a7785,reachable_html_shell_or_portal,text/html; charset=utf-8,6265,,"I searched for “Pinehurst, GA” payroll/salaries/overtime/budget/authorized positions/vacancies/staffing/recruitment/retention/turnover/compensation study in 2024 across likely administrative/public finance sources, but the only clearly relevant “Pinehurst” administrative artifacts I surfaced from the search results were *not* Georgia (they appeared to be North Carolina “Pinehurst/Village of Pinehu",agenda.savannahga.gov,1,5,html,source_review_lane_002,9
EXTSRCREV-1c6c17d9097cc975b32d848e,EXTLOC-5cc7ec8233e0fa1b1f946029,EXTFINALLOC-5cc7ec8233e0fa1b1f946029,https://albanyny.gov/AgendaCenter/ViewFile/Agenda/_02042026-2229,https://albanyny.gov/AgendaCenter/ViewFile/Agenda/_02042026-2229,EXTCAND-96f58011167e45447b7422fb,external_search_wave_001_compacted,Wellsville,NY,2016,police,police,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,overtime_staffing_response,payroll_roster,direct_official_administrative_source,pdf,pdf,high,true,ROOTCOMP-40e48f690281b78a61be7104,MECHEXP-043fe92bed91a64145fc3daa|MECHEXP-37e6f429bfd4b0876a22656c|MECHEXP-72c4602c9382ea0bf5e07485|MECHEXP-8309e83495670547837d53f0|MECHEXP-d4d1e6f712bfb76bf1731e52,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,redirect_count=0|verification_terminal_request=EXTREQ-5b095b23abc00a09c24f2007,canonical_final_locator_id=EXTFINALLOC-5cc7ec8233e0fa1b1f946029,reachable_direct_document,application/pdf,302832,,"## Likely official/primary source types for “Wellsville, NY (2016)” payroll / salaries / overtime / authorized positions / vacancies / staffing / recruitment / retention / turnover / pay plan / pension & health contributions / compensation studies 1. **Municipal budget documents (2016 fiscal year)** - Annual **budget book** and **budget message** that usually contain: department-by-department **ap",albanyny.gov,1,6,document,source_review_lane_002,10
