span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_status,span_status_reason,span_record_count,mechanism_family,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,documentary_claim_support,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
SRCSPAN378-e86f68e5574c27afc7f8,TXT378-e86f68e5574c27afc7f8,RS556-00923076d6e9ab75d33f,TS4L-34adae9de58cfce5b4a6,lane_1,tier_c,verification_ready_medium,https://www.chestercity.com/wp-content/uploads/2017/02/FINAL-Financial-Recovery-Plan-for-Chester-08122016.pdf,"Final Financial Recovery Plan for Chester (Chester, PA) — FRP PDF (bargaining unit/costs/expirations table)",Chester,PA,Northeast,non_safety_comparator,City employees (bargaining units referenced; may include non-safety unions),Bargaining units including FOP and IAFF Local 1400 explicitly referenced (other units likely listed in tables),"Financial recovery plan dated 2016-08-12; includes agreement-expiration information (e.g., FOP and Firefighters Local 1400 expire 12/31/2016 as indicated in the excerpt)",,2016-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-e86f68e5574c27afc7f8.txt,0a6a2fadeeaee8c3c2da4684f083340fd7f1695720074ba35ea7fee065ed3c32,11202676ebf58b1284ff045a0e89f3326fcd615021c71103f4bff6989c34ba18,span_extracted,one_or_more_exact_documentary_mechanism_spans_extracted,4,non_safety_constraint_signal,"RECOMMENDATIONS
WF03 – IMPLEMENT A WAGE FREEZE AND MEASURED WAGE GROWTH
Responsible Party:
Mayor, City Council
2016
$0",154159,154277,36480d6542fcd8fa01e19b4274b8fee5bbcb598c6e5cd9c0712be5b21d6dac10,"35 Walnut Street, Ste. 300 | Philadelphia, PA 19102 | 215.717.2777 | econsultsolutions.com

MUNICIPALITIES FINANCIAL RECOVERY PLAN FOR THE CITY OF CHESTER

69

","

2017
$530,000

2018
$720,000

2019
$920,000

Target Completion:
Fourth Quarter 2016
2020
$1,130,000

The City should implement a wage freeze for 2017, and sho",NONSAFETY_PAY_FREEZE,pay_freeze,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN378-8ead42f0b458b4c1106d,TXT378-8ead42f0b458b4c1106d,RS556-0145e29ff5c9bd41bccb,TS4L-ebc5a1fcfa61ba8b8cd4,lane_1,tier_c,verification_ready_medium,https://glassboro.schoolboard.net/sites/nj.glassboro.schoolboard.net/files/GEA%20Salary%20Guide-Secretaries_0.pdf,GEA Salary Guide-Secretaries (Glassboro),Glassboro,NJ,Northeast,non_safety_comparator,Secretaries (GEA bargaining coverage),Glassboro Education Association (GEA),Salary guide covering the GEA MOA period (document content indicates 2025-2028 alignment; filename appears as base year guide),2025-07-01,2028-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8ead42f0b458b4c1106d.txt,14470c6cfdd4c38e7183d344a165fadefd466a6e322283e8937b6224c3d57c85,11d07f8cd3bc13ada9743233ba293f12b06aef85978696c52b63a0027cfcde7b,no_span_or_weak,no_target_mechanism_keyword_family_found_in_local_extracted_text,0,non_safety_constraint_signal,,,,,,,,,low,not_supported,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN378-7b1961b356abf497b394,TXT378-7b1961b356abf497b394,RS556-02489917ab0e7e498ce4,TS4L-05dc4525a5bc3db46686,lane_1,tier_c,verification_ready_medium,https://campussuite-storage.s3.amazonaws.com/prod/1558962/97d3dc2a-f5c0-11e9-949f-12c65c926202/2849869/c4b2c9ca-7777-11ef-b130-0a58a9feac02/file/MPESPA%20CBA%202024-2029%20Approved%209_19_24.pdf,Collective Bargaining Agreement — Board of Education of Mount Prospect School District 57 and the Mount Prospect Educational Support Personnel Association (MPESPA) (Approved 9/19/24),Mount Prospect,IL,Midwest,non_safety_comparator,Educational support personnel (MPESPA unit),Mount Prospect Educational Support Personnel Association (MPESPA),2024–2029 (PDF labeled as MPESPA CBA 2024–2029),2024-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-7b1961b356abf497b394.txt,fe8560f8965e41e3e64a54cab54326b7534cf987e591e6af418dcb3093a4b0e6,a2c98b60f790a71d7950afbac538f02c90e9f7c46ef91813ab30fd71190743b7,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"ducational
opportunities of students; to determine stafﬁng patterns, to determine the number,
deployment and kinds of personnel required in order to maintain the efﬁciency of District
operations; and
5. To build, move or modify facilities; establish budget procedures and determine budgetary
allocation.",8893,9196,ed925a9bfb4773ecb55f64217fb7c5b6682011654799e54529997f68a29a621e," to determine their qualiﬁcations
and the condition for continued employment;
4. To establish educational policies, goals and objectives; to ensure rights and e","

7

ARTICLE IV - EMPLOYEE RIGHTS

4-1 Probationary Period
The ﬁrst twelve (12) calendar months of employment for an Employee (regardless of work year, i.e.,
12",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN378-c7aaa034a30b818876aa,TXT378-c7aaa034a30b818876aa,RS556-02815a227bd9bbc2ea27,TS4L-73621257781166febda9,lane_1,tier_c,verification_ready_medium,https://www.egovlink.com/public_documents300/newprovidence/published_documents/Agendas%20and%20Minutes/Minutes/2012/07-09-2012%20minutes.pdf,"Borough Council Meeting Minutes (July 9, 2012) — Resolution 2012-209 approving Memorandum of Agreement with Teamsters Local 469 (Jan 1, 2012–Dec 31, 2014)",New Providence,NJ,Northeast,non_safety_comparator,non_safety_comparator,Teamsters Local 469,"January 1, 2012 through December 31, 2014",2012-01-01,2014-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c7aaa034a30b818876aa.txt,d1dd1ee09a76cd249a687372894f436bbc280664ff57d728cc16039a09f5b63e,788aaa51f500df74fcb08955b8cf16311355bf363ccdceb82a87dc28d1032cd1,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"“Resolution Providing For The Insertion Of Any
Special Item Of Revenue In The 2012 Budget
Pursuant Of N.J.S. 40a:4-87 Chapter 159, P.L. 1948”",5857,5998,ac95a9f76df3bc2483339572d8d957b43e27cb0e6a1ca94e5ae760c07b23d2df,"amount of $3,164,857.43. He stated, of
this total, approximately $2,969,000 is for payment to the Board of Education for
school taxes.
2.

Resolution 2012-205

","

Council President Gennaro presented Resolution 2012-205 providing for the
insertion of any special item of revenue in the 2012 budget pursuant of N.J.S.
40a:4",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN378-70a73088b885a6311b88,TXT378-70a73088b885a6311b88,RS556-02c244d081193185dfb4,TS4L-b3cd15e29d1c5b09f6fa,lane_1,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-09-0951.pdf,"Collective Bargaining Agreement Between the City of Dublin and the Fraternal Order of Police Capital City Lodge No. 9 (Police Officer and Sergeant & Lieutenant Bargaining Units) — TERM OF AGREEMENT: JANUARY 1, 2023 – DECEMBER 31, 2025",Dublin,OH,Midwest,non_safety_comparator,Police (sworn law enforcement),Fraternal Order of Police Capital City Lodge No. 9 — Police Officer Bargaining Unit; Sergeant & Lieutenant Bargaining Unit,"January 1, 2023 – December 31, 2025",2023-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-70a73088b885a6311b88.txt,47a3fbb96197e3d721d81920ab3d92c64464095845acbf395912bd60764bba96,2357b9794c62871c051b724f5f5bdb88132468028ff84556b9db95aa8eb09bfb,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"d as part of the member's bi-weekly
pay check.
ARTICLE 22
UNIFORMS, EQUIPMENT, AND ALLOWANCES
Section 22.1 Initial Issue. Upon appointment to the Department, each new uniformed member
shall receive the items listed below:
12 uniform shirts
1 8-point cap (mesh & vinyl covers)
1 8-point rain cover
1 winter hat
1 set of rain gear
6 pair’s uniform pants
3 plain uniform neckties
1 jacket with appropriate City patches (lightweight with lining)
1 winter coat with zipper lining and appropriate City patches
1 pair all season plain-toed black uniform shoes
1 Velcro belt
1 Velcro gun belt
1 holster
1 double ammo case and two (2) magazines
2 sets of handcuffs
1 handcuff case
1 hat badge",136091,136774,2044307f7e1318752517aea8d362b426d0757fdd647fe254fb5162e259cb9bf8," the
member has been designated to serve in the on-call status. This $1.50 per hour supplement shall
be included in any calculation of overtime and shall be pai","

36

2 breast shields
1 wallet badge
1 tie tac
1 name plate
1 service weapon
1 walkie holder (if necessary)
1 set of Body Armor
2 Body Armor carriers
1 baton
1",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN378-05bf874310e8016ecc38,TXT378-05bf874310e8016ecc38,RS556-098fea323f2c4c4f2ae7,TS4L-70847458f048ea226ddb,lane_1,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-05-0605.pdf,"Collective Bargaining Agreement — Riverside Local School District Board of Education and Ohio Association of Public School Employees, AFSCME Local #4 (Local #374) (2022-2025)",Riverside,OH,Midwest,non_safety_comparator,Education (classified / support employees represented by AFSCME Local #4),"Ohio Association of Public School Employees (AFSCME Local #4, Local #374)","2022-2025 (amended by Board of Education on July 28, 2022)",2022-07-01,2023-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-05bf874310e8016ecc38.txt,0cb84b2aa001a8a0f280f269a156c5155470f402bc8cdda56013f70bf84b04c6,7bd3ecba8375b78df005ed3ce756b3a10ddd6f97f444177dbb4da0b1a04f3941,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"circumstances which could not reasonably be anticipated thirty (30)
days in advance. Missing the thirty (30) day deadline will not be
reason to deny the leave, but may be reason to delay it.
3.",37442,37635,832f529b1f772a03bc35c718b9f80bd88d7b24c715dde6d65c979b3d79e767fc,"ssible time but shall
not be later than the thirtieth (30th) day before the beginning of the
parental leave except in cases of emergency or those owing to

15

","

J.

K.

Reinstatement Application. A bargaining unit member on an
extended parental leave who desires to return to work should
confirm his/her intention to re",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN378-d4cbb8b924092f97d979,TXT378-d4cbb8b924092f97d979,RS556-0f957dcdea01922fcc4f,TS4L-9e01803bf01f926fc4c0,lane_1,tier_c,verification_ready_medium,https://media.linkedunion.com/pffi/file-manager/20222026BoiseFireCLAfullyexecuted.pdf,"COLLECTIVE LABOR AGREEMENT (CITY OF BOISE) — October 1, 2022 through September 30, 2026 (Boise Fire CLA, fully executed)",Boise City,ID,West,non_safety_comparator,Unknown (Boise Fire bargaining unit; unit classification not confirmed),Unknown (Boise Fire CLA; bargaining unit name not confirmed),"October 1, 2022 through September 30, 2026",2022-10-01,2026-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-d4cbb8b924092f97d979.txt,381ada59d80e1313c14ee39c883e56e842bc077a702a64627166d9de7ec2ab38,d195c06d683a3931506d3fa851ed338e01e5a6b469ec6348537b4761974fd02d,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"tice provisions of Idaho Code §44-1804 and §44-1808 are separate and
distinct and further, that for purposes of preparation for the negotiation of a successor
AGREEMENT, the UNION may give timely notice of request for bargaining on matters
requiring appropriation pursuant to Idaho Code §44-1808, and may thereafter give
separate timely notice of request for a meeting for collective bargaining purposes at least
one hundred and fifty (150) days prior to the expiration of this AGREEMENT.
BOISE CITY agrees to the following conditions with respect to the negotiation of a
successor labor agreement:
1. That the amount specifically designated for the Fire Department of BOISE CITY in the
BOISE CITY's approved Budg",9707,10420,2a10d4abc692c2618dbb8e4962c998a2adf218b406f4d7c3cb8ae82b9fef46be," shall remain in full force and effect through
September 30, 2026.
In agreeing to this forty-eight (48) month AGREEMENT, the parties agree that the
statutory no","et for the 2026 fiscal year shall not alone be a limiting
consideration in satisfying the fiscal needs of a successor agreement addressing the
remainder of that",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN378-5e93924c2a6a17541601,TXT378-5e93924c2a6a17541601,RS556-1165df3f704416e42708,TS4L-84174ba21ec5bafc5626,lane_1,tier_c,verification_ready_medium,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/1533379/AFSCME_Agreement_2024_thru_2027__Final_.pdf,"AFSCME Agreement 2024 thru 2027 (Final) (Portage, MI)",Portage,MI,Midwest,non_safety_comparator,non_safety_comparator,"AFSCME (American Federation of State, County and Municipal Employees)","Effective July 1, 2024 through June 30, 2027",2024-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5e93924c2a6a17541601.txt,2e6c3c5534ceb5bd66ec952518fc5e82e6c0051c4f7c163c24f79ec06962daf5,2e730c29b13156c5d0c20b8ac64751fcd58a1fa1fd035988de5e9f930ae33ee0,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"quit or forfeit one (1) day's pay for each day short of the fourteen (14) calendar
day's notice to a maximum of seven (7) day's pay.
E. Vacation must be taken within the fiscal year or the vacation time is lost.",17015,17226,df2dd79a7f05600b157f0eedb408c505aa34a1361653c81770d25fe62ca0f48f,"n the employee has accumulated at the time of the employee's anniversary
date. The employee shall give fourteen (14) calendar days notice of their intent to
8

","

ARTICLE 9. INSURANCE/ANNUITIES/TAX-DEFERRED INVESTMENTS
A. XRays, TB tests, and physical examinations, required by the District, will be paid
for by the distr",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN378-1b5657aaf8810579bc97,TXT378-1b5657aaf8810579bc97,RS556-11e6a472fd1a34eefe9d,TS4L-0419d32500648846ffa0,lane_1,tier_c,verification_ready_medium,https://www.oleanschools.org/fs/resource-manager/view/72fc21eb-8a30-4edc-85b8-64b02f70da9f,CONTRACT OLEAN CITY SCHOOL DISTRICT and OLEAN EDUCATIONAL SUPPORT PERSONNEL ASSOCIATION (OESPA) (pdf),Olean,NY,Northeast,non_safety_comparator,Education Support Personnel (classified civil service positions),Olean Educational Support Personnel Association (OESPA),"Begins: July 1, 2021; Ends: June 30, 2025",2021-06-01,2026-05-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-1b5657aaf8810579bc97.txt,1e54931ac3ef36c6ae8de87db741b46931d03642041727e77d40afb15476ef1a,1089df91abab2987f24e658877628acda812e1de9368970eae6e558f5acbf372,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"“Fiscal Year” means the period from July 1st to the first succeeding June 30th, both dates
inclusive.",3071,3172,4f11d13c79dbf30d2ed9f0f7aa5dc24fb60ff3975bb3f87bd7a4d167f8e0f370,"on holding a position in the negotiating unit on other than a
casual or temporary basis (i.e., an employee hired for a period of six (6) months or
less).

(j)

","

(k)

“Fund” means the source from which specific employees are paid (e.g., “school lunch
fund,” “general fund,” etc.).

(l)

“Job Title” means those positions",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SRCSPAN378-6f1de5a125bf468334aa,TXT378-6f1de5a125bf468334aa,RS556-121d05df34a7da3c8686,TS4L-5587b097856e8158dc6e,lane_1,tier_c,verification_ready_low,https://www.sanantonio.gov/Portals/0/Files/EmployeeInformation/Compensation/PayPlan.pdf,City of San Antonio Pay Plan FY 2025 (effective 08/15/25),San Antonio,TX,South,non_safety_comparator,civilian city employees (job classes / pay ranges),,FY 2025,2025-08-15,2026-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-6f1de5a125bf468334aa.txt,a27e3f20f0d5ae7676b60e83fdbaff9f6926e02e7095961873ce3363d7770c69,31a2552770ff891aabd6c0cf83706ba6e3be03b310e36b6d670294820bdeb4e1,ambiguous_span,generic_or_untied_mechanism_mention_requires_review,1,non_safety_constraint_signal,"Job Title
Assistant Convention & Sports Facilities Director
Assistant Detention Center Manager
Assistant Development Services Director
Assistant Director for Financial Services
Assistant Director for Human Resources
Assistant Director for Management & Budget
Assistant Economic Development Director
Assistant Emergency Management Manager
Assistant Finance Director
Assistant Finance Director - Procurement
Assistant Fire Chief
Assistant Human Services Director
Assistant Information Services Director
Assistant Library Director
Assistant Library Director for Public Services
Assistant Marketing Manager
Assistant Multi-Service Center Supervisor
Assistant Neighborhood & Housing Services Director
Assistant Pa",7053,7761,e3bcdec142bdfb1022e406a681105dc24ca8204caea07982a7b9d8c7bae6cba7,"1052
1160
666
1050
1040
1018
1085
50
988
1154
1062
1064
2169
2171
1113
678
1124
1042
1150
1078
1134
1136
1155
908
1102
7271
2424
1071
1031
1072
2227
1181
1182

","rks & Recreation Director
Assistant Parks & Recreation Director for Programs
Assistant Parks and Recreation Manager
Assistant Parks and Recreation Manager-Parks",NON_SAFETY_CONSTRAINT_SIGNAL_WEAK,generic_or_untied_mention,low,weak,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
