span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_status,span_status_reason,span_record_count,mechanism_family,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,documentary_claim_support,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
SPAN378-e80a2291139775436be8d0aa,TXT378-af7137adb82a925f1d54,RS556-0ad9c12c0e9ef7444d05,TS4L-11ddad3bce7c4878ddf5,lane_2,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-CON-01-0793.pdf,"Collective Bargaining Agreement (SERB) — Norwich Township (Fire Fighters, Local 1723) — contract file 22-CON-01-0793",Norwich,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 1723),Norwich Township Fire Fighters — International Association of Fire Fighters (IAFF) Local No. 1723,"January 1, 2022 through December 31, 2024 (per document header visible in locator snippet)",2022-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-af7137adb82a925f1d54.txt,4699661754d13fc13ff43630ec6b3297d0e509d580a63a1d2569dd9c302fb605,e068c85e845ca0fdba1534a0064a1f60be83916fe2494077d00e48695cf17571,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"scipline
Records of Disciplinary Actions
Duration of Disciplinary Records
Administrative Leave
Summary Suspensions

32
32
32
32
33
33
33

ARTICLEXXI

NO STRIKE, NO LOCKOUT

35

ARTICLE XXII

NON-DISCRIMINATION

35

ARTICLE XXIII

TRANSFERS/WORKING OUT OF CLASSIFICATION

36

ARTICLE XXIV
Section 1
Section 2

UNION REPRESENTATION
Union Bank Time
Union Activity

36
36
36

iii

Page No.
ARTICLEXXV
Section 1
Section 2
Section 3
Section 4
Section 5

UNION ACTIVITIES
Ballot Boxes
Bulletin Boards
Union Officials Roster
Use of Interdepartmental Mail and E-Mail System
Union Meetings

37
37
37
37
37
37

ARTICLE XXVI
Section 1
Section 2
Section 3

LABOR RELATIONS",3638,4297,65faa66d1ffc8e0cb4016c5f8282401d76e5492a9d680bfdd5f7a5b24ab6e8b6,"evance Procedure

27
27
27
28
29
30

ARTICLE XX
Section 1
Section 2
Section 3
Section 4
Section 5
Section 6

CORRECTNE ACTION
Disciplinary Action
Progressive Di","
Labor Relations Meetings
Labor Relations Committee
Authority

38
38
38
38

ARTICLE XXVII
Section 1
Section 2
Section 3
Section 4
Section 5
Section 6

SPECIAL L",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-df7119d45f87d0ef13a54786,TXT378-af7137adb82a925f1d54,RS556-0ad9c12c0e9ef7444d05,TS4L-11ddad3bce7c4878ddf5,lane_2,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-CON-01-0793.pdf,"Collective Bargaining Agreement (SERB) — Norwich Township (Fire Fighters, Local 1723) — contract file 22-CON-01-0793",Norwich,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 1723),Norwich Township Fire Fighters — International Association of Fire Fighters (IAFF) Local No. 1723,"January 1, 2022 through December 31, 2024 (per document header visible in locator snippet)",2022-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-af7137adb82a925f1d54.txt,4699661754d13fc13ff43630ec6b3297d0e509d580a63a1d2569dd9c302fb605,e068c85e845ca0fdba1534a0064a1f60be83916fe2494077d00e48695cf17571,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"cords of Disciplinary Actions
Duration of Disciplinary Records
Administrative Leave
Summary Suspensions

32
32
32
32
33
33
33

ARTICLEXXI

NO STRIKE, NO LOCKOUT

35

ARTICLE XXII

NON-DISCRIMINATION

35

ARTICLE XXIII

TRANSFERS/WORKING OUT OF CLASSIFICATION

36

ARTICLE XXIV
Section 1
Section 2

UNION REPRESENTATION
Union Bank Time
Union Activity

36
36
36

iii

Page No.
ARTICLEXXV
Section 1
Section 2
Section 3
Section 4
Section 5

UNION ACTIVITIES
Ballot Boxes
Bulletin Boards
Union Officials Roster
Use of Interdepartmental Mail and E-Mail System
Union Meetings

37
37
37
37
37
37

ARTICLE XXVI
Section 1
Section 2
Section 3

LABOR RELATIONS
Labor Relat",3649,4309,2d35adffe6bb1a8e02d7fe95a5bcf4f6ecf82f49c486622e76e0475c87eb3b88,"edure

27
27
27
28
29
30

ARTICLE XX
Section 1
Section 2
Section 3
Section 4
Section 5
Section 6

CORRECTNE ACTION
Disciplinary Action
Progressive Discipline
Re","ions Meetings
Labor Relations Committee
Authority

38
38
38
38

ARTICLE XXVII
Section 1
Section 2
Section 3
Section 4
Section 5
Section 6

SPECIAL LEAYES
Specia",STRIKE_LOCKOUT,lockout_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-cf71758c30d33afa8edc3b9b,TXT378-af7137adb82a925f1d54,RS556-0ad9c12c0e9ef7444d05,TS4L-11ddad3bce7c4878ddf5,lane_2,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-CON-01-0793.pdf,"Collective Bargaining Agreement (SERB) — Norwich Township (Fire Fighters, Local 1723) — contract file 22-CON-01-0793",Norwich,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 1723),Norwich Township Fire Fighters — International Association of Fire Fighters (IAFF) Local No. 1723,"January 1, 2022 through December 31, 2024 (per document header visible in locator snippet)",2022-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-af7137adb82a925f1d54.txt,4699661754d13fc13ff43630ec6b3297d0e509d580a63a1d2569dd9c302fb605,e068c85e845ca0fdba1534a0064a1f60be83916fe2494077d00e48695cf17571,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"The Union shall request a panel of seven names of arbitrators from the
Federal Mediation and Conciliation Service. Upon receipt, the parties shall",92039,92185,d25f9cf53746d9f6525f95760672eae516a2208eb51a958f6daa51c2a10c2817," the Union (or
their designees) shall, within thirty (30) days following the Board's receipt
of the request, meet for purposes of selecting an Arbitrator.

2.

","

30

meet for the purpose of selecting the arbitrator. A coin toss will determine
who will select first. Each party will in turn strike one name from the list.",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,moderate,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-aa2363d7a98cebbf5dff213b,TXT378-af7137adb82a925f1d54,RS556-0ad9c12c0e9ef7444d05,TS4L-11ddad3bce7c4878ddf5,lane_2,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-CON-01-0793.pdf,"Collective Bargaining Agreement (SERB) — Norwich Township (Fire Fighters, Local 1723) — contract file 22-CON-01-0793",Norwich,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 1723),Norwich Township Fire Fighters — International Association of Fire Fighters (IAFF) Local No. 1723,"January 1, 2022 through December 31, 2024 (per document header visible in locator snippet)",2022-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-af7137adb82a925f1d54.txt,4699661754d13fc13ff43630ec6b3297d0e509d580a63a1d2569dd9c302fb605,e068c85e845ca0fdba1534a0064a1f60be83916fe2494077d00e48695cf17571,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"ARTICLEXXI
NO STRIKE, NO LOCKOUT
Section 1. It is understood and agreed that the services performed by employees covered
by this Agreement are essential to the public health, safety and welfare; the Union, therefore,
agrees that it will not authorize, instigate, aid, condone, or engage in any strike, work stoppage, or
any other action at any time which will interrupt or interfere with the operation of the Township
for the duration ofthis Agreement. No employee repre",105455,105925,ddce57e494db5f00fc7e081d55a5317c1ca66df32304f71be80f20b92bd87bf7," the parties intend the
provisions contained in those Sections to supersede conflicting provisions
contained in both this Agreement and the Ohio Revised Code.

","sented by the Union shall cause or take part
in any strike, work stoppage, slowdown, or other action which will interrupt or interfere with the
operation of the",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-a2c0a7a0e8f2f374f02e1c1d,TXT378-af7137adb82a925f1d54,RS556-0ad9c12c0e9ef7444d05,TS4L-11ddad3bce7c4878ddf5,lane_2,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-CON-01-0793.pdf,"Collective Bargaining Agreement (SERB) — Norwich Township (Fire Fighters, Local 1723) — contract file 22-CON-01-0793",Norwich,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 1723),Norwich Township Fire Fighters — International Association of Fire Fighters (IAFF) Local No. 1723,"January 1, 2022 through December 31, 2024 (per document header visible in locator snippet)",2022-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-af7137adb82a925f1d54.txt,4699661754d13fc13ff43630ec6b3297d0e509d580a63a1d2569dd9c302fb605,e068c85e845ca0fdba1534a0064a1f60be83916fe2494077d00e48695cf17571,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"ARTICLEXXI
NO STRIKE, NO LOCKOUT
Section 1. It is understood and agreed that the services performed by employees covered
by this Agreement are essential to the public health, safety and welfare; the Union, therefore,
agrees that it will not authorize, instigate, aid, condone, or engage in any strike, work stoppage, or
any other action at any time which will interrupt or interfere with the operation of the Township
for the duration ofthis Agreement. No employee represented by th",105455,105937,37c518406667e7894edca8ad0e2820b358ebc298b95c616b3f7cee8a33f67679," the parties intend the
provisions contained in those Sections to supersede conflicting provisions
contained in both this Agreement and the Ohio Revised Code.

","e Union shall cause or take part
in any strike, work stoppage, slowdown, or other action which will interrupt or interfere with the
operation of the Township. I",STRIKE_LOCKOUT,lockout_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-9940326b36c51b04508418e4,TXT378-611bedb2c0c5c8b05e8a,RS556-11d8c03e2d61eafa719c,TS4L-afa05c440788c7a436b5,lane_2,tier_c,verification_ready_low,https://www.pacourts.us/assets/opinions/Commonwealth/out/848CD19_11-9-20.pdf?cb=1,Millcreek Township (education labor dispute) – Pa. Commonwealth Court opinion PDF referencing arbitration/arbitration-informed bargaining process,Millcreek,PA,Northeast,safety_and_non_safety_bargaining_units,Educational bargaining unit context,Not fully specified in search snippet (caption present on PDF),References successor agreement / arbitration-informed bargaining timeline (2020 opinion),2016,2019,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-611bedb2c0c5c8b05e8a.txt,1d1e14fbbbca371a39a4e4d40d17882a7043ab65bc44f025f0380a18f08b1a6c,84e132fdd6c92fe4e1a55797a0003c1b449e1132bcb97c4e78f3051c7231705a,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"nd Hlakonik to be
arbitrable even though they were not filed in writing, and directed the City to rescind
the disciplinary action imposed on all four Grievants based on the Arbitrator’s
conclusion that Grievants did not engage in a “wildcat strike,” work stoppage, or
interruption or impeding of work in violation of Section 4(E) of the Collective
Bargaining Agreement (CBA) between the City and the Union, nor were Grievants",884,1309,8127b463cb6e5774fda98f559fcddc7a5b4f7dd337b7caa6dc8066ed1a4f40d7,", Stephen Hlakonik (Hlakonik),
Marc Semplice (Semplice), and Dana Chubarov (Chubarov) (collectively,
Grievants). The Arbitrator found the grievances of Seddon a","

insubordinate and the City did not have just cause for imposing the discipline.1 Upon
review, we affirm.
The City and the Union are parties to a CBA, effectiv",STRIKE_STOPPAGE,work_stoppage_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-0e9cc46754b6eb814bce325a,TXT378-611bedb2c0c5c8b05e8a,RS556-11d8c03e2d61eafa719c,TS4L-afa05c440788c7a436b5,lane_2,tier_c,verification_ready_low,https://www.pacourts.us/assets/opinions/Commonwealth/out/848CD19_11-9-20.pdf?cb=1,Millcreek Township (education labor dispute) – Pa. Commonwealth Court opinion PDF referencing arbitration/arbitration-informed bargaining process,Millcreek,PA,Northeast,safety_and_non_safety_bargaining_units,Educational bargaining unit context,Not fully specified in search snippet (caption present on PDF),References successor agreement / arbitration-informed bargaining timeline (2020 opinion),2016,2019,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-611bedb2c0c5c8b05e8a.txt,1d1e14fbbbca371a39a4e4d40d17882a7043ab65bc44f025f0380a18f08b1a6c,84e132fdd6c92fe4e1a55797a0003c1b449e1132bcb97c4e78f3051c7231705a,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"Section 4(E) of the CBA (“Responsibilities of the Parties”) states, in pertinent part:
“During the term of this Agreement there shall be no strikes, work stoppages, or interruption or
impeding of work.” Reproduced Record at 129a.
1",2700,2931,2d150ba72d7e506b75bc45a59eed856274274f5f9312053c6165d253109d6543,"r a
break and three of them - Hlakonik, Semplice, and Chubarov – around the same
time, sent Foreman Suchy text messages informing Foreman Suchy that they were

","

2

leaving and would be using their individual personal time for the remainder of the
shift. Id. at 30; R.R. at 81a.
The next day, the City issued Notices of ",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-1a38a1f7027770f688d03555,TXT378-611bedb2c0c5c8b05e8a,RS556-11d8c03e2d61eafa719c,TS4L-afa05c440788c7a436b5,lane_2,tier_c,verification_ready_low,https://www.pacourts.us/assets/opinions/Commonwealth/out/848CD19_11-9-20.pdf?cb=1,Millcreek Township (education labor dispute) – Pa. Commonwealth Court opinion PDF referencing arbitration/arbitration-informed bargaining process,Millcreek,PA,Northeast,safety_and_non_safety_bargaining_units,Educational bargaining unit context,Not fully specified in search snippet (caption present on PDF),References successor agreement / arbitration-informed bargaining timeline (2020 opinion),2016,2019,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-611bedb2c0c5c8b05e8a.txt,1d1e14fbbbca371a39a4e4d40d17882a7043ab65bc44f025f0380a18f08b1a6c,84e132fdd6c92fe4e1a55797a0003c1b449e1132bcb97c4e78f3051c7231705a,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"can require a
[d]octor’s certificate.
3. The Arbitrator abused her discretion by engaging in
conclusory and contradictory remarks saying there was
“no evidence” and that the record was “devoid of
evidence” (that [Grievants] engaged in any concerted
work stoppage) despite her findings of fact based on
undisputed Union testimony and stipulated Exhibits.
City Br. at 15, 23, 28.",11256,11633,0e143c75107c5d1b3b0c5aaff362d0fc104fd2436ad7e9c0dadaf13025b5df4c,"jections.
2. The Arbitrator ignored the written terms of the [CBA]
when she ruled directly contrary to the section of the
contract that addresses when the City ","

Discussion
The law is well established that appellate review of a grievance
arbitration award is conducted pursuant to the highly deferential two-part essence",STRIKE_STOPPAGE,work_stoppage_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-aa01dfcfb5c08403c0f293ff,TXT378-611bedb2c0c5c8b05e8a,RS556-11d8c03e2d61eafa719c,TS4L-afa05c440788c7a436b5,lane_2,tier_c,verification_ready_low,https://www.pacourts.us/assets/opinions/Commonwealth/out/848CD19_11-9-20.pdf?cb=1,Millcreek Township (education labor dispute) – Pa. Commonwealth Court opinion PDF referencing arbitration/arbitration-informed bargaining process,Millcreek,PA,Northeast,safety_and_non_safety_bargaining_units,Educational bargaining unit context,Not fully specified in search snippet (caption present on PDF),References successor agreement / arbitration-informed bargaining timeline (2020 opinion),2016,2019,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-611bedb2c0c5c8b05e8a.txt,1d1e14fbbbca371a39a4e4d40d17882a7043ab65bc44f025f0380a18f08b1a6c,84e132fdd6c92fe4e1a55797a0003c1b449e1132bcb97c4e78f3051c7231705a,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"Work Stoppage or Wildcat Strike
Next, the City argues that the Arbitrator wrongly concluded that
Grievants did not engage in a concerted work stoppage or wildcat strike.4 The City
points to: Hlakonik’s statement that he and Seddon discussed how they both did not
feel well and decided to “call it quits” and use personal leave time for the remainder
of the shift; Semplice’s statement that Grievants agreed they were not feeling well
The City provides the definit",31894,32357,896c4aa704d8fef2acab92e08af9d0d4aad24bcce672abb61c919b4500d168a2,"t and
credibility determinations and satisfied the standards of the highly deferential
essence test. Accordingly, there is no basis for this Court to step in.

","ion of “wildcat strike” as a work stoppage that occurs without
approval of union leadership and in violation of a no-strike collective bargaining agreement
prov",STRIKE_STOPPAGE,work_stoppage_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-e84cc8d31096946af745812b,TXT378-611bedb2c0c5c8b05e8a,RS556-11d8c03e2d61eafa719c,TS4L-afa05c440788c7a436b5,lane_2,tier_c,verification_ready_low,https://www.pacourts.us/assets/opinions/Commonwealth/out/848CD19_11-9-20.pdf?cb=1,Millcreek Township (education labor dispute) – Pa. Commonwealth Court opinion PDF referencing arbitration/arbitration-informed bargaining process,Millcreek,PA,Northeast,safety_and_non_safety_bargaining_units,Educational bargaining unit context,Not fully specified in search snippet (caption present on PDF),References successor agreement / arbitration-informed bargaining timeline (2020 opinion),2016,2019,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-611bedb2c0c5c8b05e8a.txt,1d1e14fbbbca371a39a4e4d40d17882a7043ab65bc44f025f0380a18f08b1a6c,84e132fdd6c92fe4e1a55797a0003c1b449e1132bcb97c4e78f3051c7231705a,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"Work Stoppage or Wildcat Strike
Next, the City argues that the Arbitrator wrongly concluded that
Grievants did not engage in a concerted work stoppage or wildcat strike.4 The City
points to: Hlakonik’s statement that he and Seddon discussed how they both did not
feel well and decided to “call it quits” and use personal leave time for the remainder
of the shift; Semplice’s statement that Grievants agreed they were not feeling well
The City provides the definition of “wildcat strike” as a work stoppage that occurs without
approval of union leadership and in violation of a no-strike collective bargaining agreement
provision. City Br. at 6 (citing https://definitions.uslegal.com/w/wildcat-strike/).
4",31894,32599,06e9239ad5d511a74218e737a0f3f834036b225d45067080e5bd748e30ff0a1d,"t and
credibility determinations and satisfied the standards of the highly deferential
essence test. Accordingly, there is no basis for this Court to step in.

","

18

and would send Foreman Suchy a text advising him that they were taking personal
time for the rest of the shift; and Foreman Suchy’s testimony that Grievan",STRIKE_STOPPAGE,work_stoppage_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
