span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_status,span_status_reason,span_record_count,mechanism_family,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,documentary_claim_support,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
SPAN378-188c5ff8ebcec669118838a4,TXT378-fb49415fe300eec6d424,RS556-12e65484e7490fd1ab7c,TS4L-8d289eba35a26bc3994b,lane_4,tier_c,verification_ready_low,https://webgen1files1.revize.com/hendnc/Documents/Departments/Finance/Budget/FY-18-19-Recommended-Budget-final-version-2-May-18.pdf,City of Henderson NC FY-18-19 Recommended Budget (includes Public Safety Pay Schedule Phase Five FY2019),Henderson,NC,South,safety_and_non_safety_compensation_units,Public safety classifications (Police & Fire) and pay schedule tables,,"FY 2018-2019 (with Public Safety Pay Schedule Phase Five, FY2019)",2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fb49415fe300eec6d424.txt,7164c106ce2ad7685daffc738b6d2446bd11d1acb1983afaf8353e0256455648,187d0a6db5b0d82d19a653bb097500b821c093ba47c791400f5d63e06b52895f,span_extracted,exact_documentary_mechanism_span_extracted,1,market_or_comparability_pressure,"Major Accomplishments:
o Phase IV of Pay Classification Study was funded as well as an additional increase for Fire and
Police.
o Renovation of Fire Station #2 has been completed and work continues on the old Municipal
Building.
o Several demolitions of city/county owned properties, including the former Abagayles Bookstore
o MAKO opened a facility in Henderson with the city and county participating in incentives.
o City’s Fund Balance remained very positive and well above minimum requirements.
o Community Outreach Program started along with Community Wide Advisory Committee.
o Urban Homesteading Program started.",40536,41155,0b2401a95b0a52658a69eccf4c4500f5ca24cbcf62c6d45c0d92bf3e0afc945c,"tion Facility’s dedication was held and improvements completed.
o Funding approved for Kerr Lake Regional Water Plant upgrade and expansion for two phases.

•

","

KEY BUDGET ISSUES
•

Little to no growth in Real and Personal Property values; therefore, limiting funding for needed capital
projects.

•

Funding for salari",MARKET_WAGE_STUDY,wage_compensation_study,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-893b9d47b6c913068ebd6f1e,TXT378-fb49415fe300eec6d424,RS556-12e65484e7490fd1ab7c,TS4L-8d289eba35a26bc3994b,lane_4,tier_c,verification_ready_low,https://webgen1files1.revize.com/hendnc/Documents/Departments/Finance/Budget/FY-18-19-Recommended-Budget-final-version-2-May-18.pdf,City of Henderson NC FY-18-19 Recommended Budget (includes Public Safety Pay Schedule Phase Five FY2019),Henderson,NC,South,safety_and_non_safety_compensation_units,Public safety classifications (Police & Fire) and pay schedule tables,,"FY 2018-2019 (with Public Safety Pay Schedule Phase Five, FY2019)",2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fb49415fe300eec6d424.txt,7164c106ce2ad7685daffc738b6d2446bd11d1acb1983afaf8353e0256455648,187d0a6db5b0d82d19a653bb097500b821c093ba47c791400f5d63e06b52895f,span_extracted,exact_documentary_mechanism_span_extracted,1,market_or_comparability_pressure,"Implementation of Phase IV of Pay Study for all departments, including additional increase for Police
and Fire.",45545,45656,011f652c7a42c20ca3c96bfa89d638cd8c209569b8ea60d08d7ed0f33fa18099,"med in an
efficient and timely manner.

FY 18 ACCOMPLISHMENTS
•

Position Replacements: Filled HR Director Position due to the retirement of past Director.

•

","

•

Continued improvement of Fund Balance for all funds. During the FY 17 audit, the unassigned Fund
Balance equals 50.3% of the fiscal years expenditures usin",MARKET_WAGE_STUDY,wage_compensation_study,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-113c9ee828a554f3cb07c411,TXT378-fb49415fe300eec6d424,RS556-12e65484e7490fd1ab7c,TS4L-8d289eba35a26bc3994b,lane_4,tier_c,verification_ready_low,https://webgen1files1.revize.com/hendnc/Documents/Departments/Finance/Budget/FY-18-19-Recommended-Budget-final-version-2-May-18.pdf,City of Henderson NC FY-18-19 Recommended Budget (includes Public Safety Pay Schedule Phase Five FY2019),Henderson,NC,South,safety_and_non_safety_compensation_units,Public safety classifications (Police & Fire) and pay schedule tables,,"FY 2018-2019 (with Public Safety Pay Schedule Phase Five, FY2019)",2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fb49415fe300eec6d424.txt,7164c106ce2ad7685daffc738b6d2446bd11d1acb1983afaf8353e0256455648,187d0a6db5b0d82d19a653bb097500b821c093ba47c791400f5d63e06b52895f,span_extracted,exact_documentary_mechanism_span_extracted,1,market_or_comparability_pressure,"continuance of Pay Study and cost of living increases to improve our competitiveness with nearby
communities relative to pay for our employees.
•",46158,46303,8f9a4188bdc106621b2c62144d8bce9c16df130dbeb239513df09fc1a51e8731,"9 in the amount of approximately $89,570.

KEY BUDGET ISSUES
• Insufficient funds for upcoming Capital needs related to building and infrastructure as well as

","

Funding and implementation of redevelopment efforts.

GF: Page 8

FY 18-19 BUDGET
GOVERNMENTAL FUNDS
10-425: GENERAL FUND HUMAN RESOURCES SUMMARY
10-425: HUMA",MARKET_WAGE_STUDY,wage_compensation_study,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-fceab93652d9bd586d04f613,TXT378-fb49415fe300eec6d424,RS556-12e65484e7490fd1ab7c,TS4L-8d289eba35a26bc3994b,lane_4,tier_c,verification_ready_low,https://webgen1files1.revize.com/hendnc/Documents/Departments/Finance/Budget/FY-18-19-Recommended-Budget-final-version-2-May-18.pdf,City of Henderson NC FY-18-19 Recommended Budget (includes Public Safety Pay Schedule Phase Five FY2019),Henderson,NC,South,safety_and_non_safety_compensation_units,Public safety classifications (Police & Fire) and pay schedule tables,,"FY 2018-2019 (with Public Safety Pay Schedule Phase Five, FY2019)",2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fb49415fe300eec6d424.txt,7164c106ce2ad7685daffc738b6d2446bd11d1acb1983afaf8353e0256455648,187d0a6db5b0d82d19a653bb097500b821c093ba47c791400f5d63e06b52895f,span_extracted,exact_documentary_mechanism_span_extracted,1,market_or_comparability_pressure,"• Pay Study-Phase IV: Managed the implementation of Phase IV of the pay study as well as a second
increase approved by Council.",48678,48805,b155b40df99dbbb6f9d77f014308c63b930763eb1d44019f06b5f385a6c0ae86,"n Plan for key positions.
Work with Leadership Team to identify star performers to mentor. Develop customized
schedule to develop them.

FY 18 ACCOMPLISHMENTS

","

• Improved Employee Morale: Public Council recognition of retiring employees, Holiday luncheon,
Lunch and Learns and Service Award banquet.

• Work First Inte",MARKET_WAGE_STUDY,wage_compensation_study,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-25b8b5e99707e57b904063f0,TXT378-fb49415fe300eec6d424,RS556-12e65484e7490fd1ab7c,TS4L-8d289eba35a26bc3994b,lane_4,tier_c,verification_ready_low,https://webgen1files1.revize.com/hendnc/Documents/Departments/Finance/Budget/FY-18-19-Recommended-Budget-final-version-2-May-18.pdf,City of Henderson NC FY-18-19 Recommended Budget (includes Public Safety Pay Schedule Phase Five FY2019),Henderson,NC,South,safety_and_non_safety_compensation_units,Public safety classifications (Police & Fire) and pay schedule tables,,"FY 2018-2019 (with Public Safety Pay Schedule Phase Five, FY2019)",2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fb49415fe300eec6d424.txt,7164c106ce2ad7685daffc738b6d2446bd11d1acb1983afaf8353e0256455648,187d0a6db5b0d82d19a653bb097500b821c093ba47c791400f5d63e06b52895f,span_extracted,exact_documentary_mechanism_span_extracted,1,market_or_comparability_pressure,"personnel related expenditures, such as retiree health insurance
and reserves for incumbent liabilities for accrued vacation and compensatory time, are accounted
for in this budget department. Additionally, the Fund’s share of the recommended Pay &
Classification Study is included in this budget.
The largest expenditure center for the non-departmental budget is the inter-fund transfer. The
transfer provides for “sending” money from Sewer Fund to the Capital Reserve and CIP funds as
well as to the General and Water funds for cost allocation.",124564,125110,71b219732c1783664cf903c1b133dfef5550b74c88bc6a80f3066f47cb314196,"s and other expenditures that should not be
located in an operating budget group. No personnel are assigned to the Non-Departmental
budget group; however, some ","

WF: Page 2

FY 18-19 BUDGET
ENTERPRISE FUNDS
30-680: WATER FUND DEBT SERVICE
30-680: DEBT SERVICE SUMMARY
Actual
16-17
Long-Term Debt Service- P&I $
Lease Pur",MARKET_WAGE_STUDY,wage_compensation_study,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-486721d7feea6a8daee8ff05,TXT378-c0fbef4574ca6ad030ca,RS556-1435d3b07c0125be1e5e,TS4L-ad2915ff22b44e4b64f9,lane_4,tier_c,verification_ready_low,https://www.hidalgocounty.us/DocumentCenter/View/36562/FINAL-CCP---CHAPTER-8---POLICIES-AND-PROCEDURES-112018,Hidalgo County Classification & Compensation Plan — Chapter 8 (Policies and Procedures) (112018),Hidalgo,TX,South,safety_and_non_safety_compensation_units,General county classifications (non-safety) and plan framework that references Law Enforcement Pay Plan,,Chapter 8 (Policies and Procedures); labeled final CCP chapter document (112018),2018-11-01,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c0fbef4574ca6ad030ca.txt,39f996aca87105da643d9e580a62e8fafaf20e9bfdca67dd2272ecbd3575d842,d2f21518c97235bd7e6daaa4cf43bfdebf1b9baffa52885770cb669c403b7a50,span_extracted,exact_documentary_mechanism_span_extracted,1,market_or_comparability_pressure,"Conduct salary surveys and other studies as appropriate to insure classified salaries are
competitive with external markets, both private and public sector.",10302,10458,58595462b20dcc72f227175aca1db37222d58053a1bbbc0f59da1907722b54a4,"
qualifications related to education and experience, and appropriate skill sets with regard to
knowledge, skills and abilities for the job classification.

4)

","

5)

Revise and update the plan policies and procedures as necessary to improve the administration
and operation of the Classification and Compensation Plan.

",MARKET_COMPETITIVENESS,pay_competitiveness,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-8ad82a5d6abe28adaab33660,TXT378-01f5fa6bf1ee64e0677d,RS556-223d81c3447648a5f6e3,TS4L-7f5501d034232b736a44,lane_4,tier_c,verification_ready_medium,https://comstockmi.gov/wp-content/uploads/2020/12/2021-BP-FINAL.pdf,Comstock Township 2021 budget packet (includes “2021 Township-Police Protection Agreement” and “Police Protect Contract Rate Schedule”/Exhibit I references),Comstock charter,MI,Midwest,safety_and_non_safety_compensation_units,Police / law enforcement services (sheriff’s office deputies; overtime/contract rate schedule referenced),Sheriff’s Office and Deputies (collective bargaining agreement referenced for updates),2021-01-01 through 2021-12-31 (agreement term language) + referenced rate schedule Exhibit I,2021-01-01,2021-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-01f5fa6bf1ee64e0677d.txt,aacd8861e583d7007700719646410efe511b7cf802968aa3c460805b6d37b3ad,5c1c469765bb2e2f723082e31ffd6969daa22b556d1d9530bd734b169b0282ae,span_extracted,exact_documentary_mechanism_span_extracted,1,market_or_comparability_pressure,"Compensation shall be set at levels necessary to recruit and retain qualified employees. Salary levels
are determined by the duties and responsibilities of the particular position, the educational
requirements for the positions, a comparison to the salary levels for the Township positions, the
prevailing salary levels for other Township positions, the prevailing salary levels for similar positions
with other employers within relevant labor markets, the financial condition of the Township and other
relevant considerations.",150851,151378,d7b165e5d16bd0c71afc2428df7462ad95b0005b8400f288890aa27bd74ec329,"consistent with
the following principles:


Compensation is under the authority of the Board, and shall be annually reviewed and established by
the Board.



","



Benefit levels are determined by the prevailing benefit levels with other employers within relevant
labor markers, including both cost and value of benefit",MARKET_RECRUITMENT_RETENTION,recruitment_retention,medium,moderate,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-6bfe35bf179bfd4ce9bf43fa,TXT378-4dd5472b647d8eabf593,RS556-23145c62646a3264b58a,TS4L-f29b0add165ec6b6f02d,lane_4,tier_c,verification_ready_low,https://stallingsnc.org/LinkClick.aspx?fileticket=8ts50mP9YLw%3D&portalid=0,"July 9, 2018 — Pay Plan / Classification Plan Development (Town of Stallings)",Stallings,NC,South,safety_and_non_safety_compensation_units,Police/public safety + general municipal positions (classification/pay plan development context),,2018-07-09 (document date; pay plan development phase),2018-07-09,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4dd5472b647d8eabf593.txt,e5eb4941de289e4dda4c5c442f198d69b6fa404ef939bb850242e8689a3c098b,b812ac917145a163dad37a6defd74600aa7b270fad0a82130267c8147dc9f7d9,span_extracted,exact_documentary_mechanism_span_extracted,1,market_or_comparability_pressure,"nager
Motion: I make the motion to
approve/deny the Resolution for
NCDOT Regarding Design Standards
for U-4714 (Old Monroe Road).

7.

8:45 p.m.

Pay Classification Study Contract

Alex Sewell,

Approve/Deny contract.

Town Manager
Motion: I make the motion to

approve/deny the Pay Classification
Study contract.
8.

9:10 p.m.

FTA Transit Overlay District Grant Letter

Alex Sewell,

Approve/Deny letter.

Town Manager
Motion: I make the motion to
approve/deny the FTA Transit
Overlay District Grant Letter.

9.

9:15 p.m.

Town Manager Contract Update

Alex Sewell,

Approve/Deny Update

Town Manager
Motion: I make the motion to

approve/deny the First Amendment
to",2539,3208,e4a13dfb2ded1fbc37736a5eb17ebfe60ee7d4ad2fc8b6159eafe5fcd6fd5afc,"from the public
D. Close public hearing
E. Council vote
6.

8:35 p.m.

Old Monroe Road Design Priorities for NCDOT

Alex Sewell,

Adopt/Deny resolution

Town Ma"," the Town of Stallings Employment
Agreement with Alex Sewell, Town
Manager.

10.
11.

9:25 p.m.
9:45 p.m.

Closed Session in Pursuant to NCGS 143-

Melanie Cox,",MARKET_WAGE_STUDY,wage_compensation_study,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-109aeb6d6b9c0adcf9398fbc,TXT378-4dd5472b647d8eabf593,RS556-23145c62646a3264b58a,TS4L-f29b0add165ec6b6f02d,lane_4,tier_c,verification_ready_low,https://stallingsnc.org/LinkClick.aspx?fileticket=8ts50mP9YLw%3D&portalid=0,"July 9, 2018 — Pay Plan / Classification Plan Development (Town of Stallings)",Stallings,NC,South,safety_and_non_safety_compensation_units,Police/public safety + general municipal positions (classification/pay plan development context),,2018-07-09 (document date; pay plan development phase),2018-07-09,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4dd5472b647d8eabf593.txt,e5eb4941de289e4dda4c5c442f198d69b6fa404ef939bb850242e8689a3c098b,b812ac917145a163dad37a6defd74600aa7b270fad0a82130267c8147dc9f7d9,span_extracted,exact_documentary_mechanism_span_extracted,1,market_or_comparability_pressure,"8:45 p.m.

Pay Classification Study Contract

Alex Sewell,

Approve/Deny contract.

Town Manager
Motion: I make the motion to

approve/deny the Pay Classification
Study contract.
8.

9:10 p.m.

FTA Transit Overlay District Grant Letter

Alex Sewell,

Approve/Deny letter.

Town Manager
Motion: I make the motion to
approve/deny the FTA Transit
Overlay District Grant Letter.

9.

9:15 p.m.

Town Manager Contract Update

Alex Sewell,

Approve/Deny Update

Town Manager
Motion: I make the motion to

approve/deny the First Amendment
to the Town of Stallings Employment
Agreement with Alex Sewell, Town
Manager.

10.
11.

9:25 p.m.
9:45 p.m.

Closed Session in Pursuant",2674,3341,2816da0099718380ea90c1bf346f22a5f48845caf3e26158f0a70ffeedbd4e6d,"/Deny resolution

Town Manager
Motion: I make the motion to
approve/deny the Resolution for
NCDOT Regarding Design Standards
for U-4714 (Old Monroe Road).

7.

"," to NCGS 143-

Melanie Cox,

318.11(a)(6)

Town Attorney

Adjournment

Agenda Item #

Stallings
315 Stallings Road • Stallings, North Carolina 28104

Planning B",MARKET_WAGE_STUDY,wage_compensation_study,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-0bea87a0d4468674fd8fbbd4,TXT378-4dd5472b647d8eabf593,RS556-23145c62646a3264b58a,TS4L-f29b0add165ec6b6f02d,lane_4,tier_c,verification_ready_low,https://stallingsnc.org/LinkClick.aspx?fileticket=8ts50mP9YLw%3D&portalid=0,"July 9, 2018 — Pay Plan / Classification Plan Development (Town of Stallings)",Stallings,NC,South,safety_and_non_safety_compensation_units,Police/public safety + general municipal positions (classification/pay plan development context),,2018-07-09 (document date; pay plan development phase),2018-07-09,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4dd5472b647d8eabf593.txt,e5eb4941de289e4dda4c5c442f198d69b6fa404ef939bb850242e8689a3c098b,b812ac917145a163dad37a6defd74600aa7b270fad0a82130267c8147dc9f7d9,span_extracted,exact_documentary_mechanism_span_extracted,1,market_or_comparability_pressure,"TO: Mayor Dunn; Town Council
FR: Alex Sewell
DATE: 7/5/18
RE: Pay & Classification Study Contract
Purpose: This memorandum's purpose is to educate the Town Council on the timeline
for the pay & classification study and request formal approval of the pay & classification
study contract.
Background: On May 14, 2018, the Town Council approved by consensus conducting a
pay and classification study using an outside expert consultant.
Timeline: The process would start in November with the goal of being completed in
March 2019 in time for the budget process. Enclosed is a summary overview of the
process.
Recommendation: Approve the contract with the N.C. League of Municipalities for a
comprehensive pay and classification study.",51880,52610,4fb07c36113d941ed1c6aaa8a84aa024c9b27e7bd82d0ed17e69eaaa185e2aee," 2018.

Wyatt Dunn, Mayor
ATTEST:

Approved as to form:

Erinn Nichols, Town Clerk

Melanie Cox, Town Attorney

Agenda Item #

.41: •4.71
04,

8tU1111

-->ic-

","

Classification and Pay Study Information
Conducting a classification and pay study typically takes approximately 2.5 to 4 months, depending on the size of the",MARKET_WAGE_STUDY,wage_compensation_study,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
