extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,source_review_download_status,download_status,local_retained_path,readiness_status,readiness_reason,content_type_hint,file_extension,file_size_bytes,file_sha256,page_count,html_text_readiness_hint,file_integrity_status,extraction_status,extraction_reason,extracted_text_path,extracted_text_sha256,extracted_text_size_bytes,extracted_char_count,extracted_non_whitespace_char_count,extracted_page_count,page_count_metadata,extraction_method,bounded_input_or_output_truncated,ocr_used,pdf_rendering_used,model_api_used,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
TXT378-e86f68e5574c27afc7f8,RS556-00923076d6e9ab75d33f,TS4L-34adae9de58cfce5b4a6,lane_1,tier_c,verification_ready_medium,https://www.chestercity.com/wp-content/uploads/2017/02/FINAL-Financial-Recovery-Plan-for-Chester-08122016.pdf,"Final Financial Recovery Plan for Chester (Chester, PA) — FRP PDF (bargaining unit/costs/expirations table)",Chester,PA,Northeast,non_safety_comparator,City employees (bargaining units referenced; may include non-safety unions),Bargaining units including FOP and IAFF Local 1400 explicitly referenced (other units likely listed in tables),"Financial recovery plan dated 2016-08-12; includes agreement-expiration information (e.g., FOP and Firefighters Local 1400 expire 12/31/2016 as indicated in the excerpt)",,2016-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same city (Chester, PA) — referenced municipal union agreements",Overlaps expected 2014-2024 window (2016-referenced expirations within the target window),verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-00923076d6e9ab75d33f.pdf,parse_text_layer_later,bounded_first_pages_show_machine_readable_text_layer,application/pdf,.pdf,1941022,11202676ebf58b1284ff045a0e89f3326fcd615021c71103f4bff6989c34ba18,145,not_applicable,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-e86f68e5574c27afc7f8.txt,0a6a2fadeeaee8c3c2da4684f083340fd7f1695720074ba35ea7fee065ed3c32,290918,289554,244010,145,145,pdftotext_local_non_ocr,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-8ead42f0b458b4c1106d,RS556-0145e29ff5c9bd41bccb,TS4L-ebc5a1fcfa61ba8b8cd4,lane_1,tier_c,verification_ready_medium,https://glassboro.schoolboard.net/sites/nj.glassboro.schoolboard.net/files/GEA%20Salary%20Guide-Secretaries_0.pdf,GEA Salary Guide-Secretaries (Glassboro),Glassboro,NJ,Northeast,non_safety_comparator,Secretaries (GEA bargaining coverage),Glassboro Education Association (GEA),Salary guide covering the GEA MOA period (document content indicates 2025-2028 alignment; filename appears as base year guide),2025-07-01,2028-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same-city (Glassboro, NJ)",overlaps expected 2025-2029 (GEA MOA period ends 2028-06-30),verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-0145e29ff5c9bd41bccb.pdf,parse_text_layer_later,bounded_first_pages_show_machine_readable_text_layer,application/pdf,.pdf,93728,11d07f8cd3bc13ada9743233ba293f12b06aef85978696c52b63a0027cfcde7b,5,not_applicable,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8ead42f0b458b4c1106d.txt,14470c6cfdd4c38e7183d344a165fadefd466a6e322283e8937b6224c3d57c85,4691,4691,3682,5,5,pdftotext_local_non_ocr,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-7b1961b356abf497b394,RS556-02489917ab0e7e498ce4,TS4L-05dc4525a5bc3db46686,lane_1,tier_c,verification_ready_medium,https://campussuite-storage.s3.amazonaws.com/prod/1558962/97d3dc2a-f5c0-11e9-949f-12c65c926202/2849869/c4b2c9ca-7777-11ef-b130-0a58a9feac02/file/MPESPA%20CBA%202024-2029%20Approved%209_19_24.pdf,Collective Bargaining Agreement — Board of Education of Mount Prospect School District 57 and the Mount Prospect Educational Support Personnel Association (MPESPA) (Approved 9/19/24),Mount Prospect,IL,Midwest,non_safety_comparator,Educational support personnel (MPESPA unit),Mount Prospect Educational Support Personnel Association (MPESPA),2024–2029 (PDF labeled as MPESPA CBA 2024–2029),2024-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Mount Prospect School District 57 (same-city match expected from source title/affiliation),Overlaps expected period 2023–2025 via 2024–2025 portion,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-02489917ab0e7e498ce4.pdf,parse_text_layer_later,bounded_first_pages_show_machine_readable_text_layer,application/pdf,.pdf,1006041,a2c98b60f790a71d7950afbac538f02c90e9f7c46ef91813ab30fd71190743b7,42,not_applicable,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-7b1961b356abf497b394.txt,fe8560f8965e41e3e64a54cab54326b7534cf987e591e6af418dcb3093a4b0e6,62243,61776,51505,42,42,pdftotext_local_non_ocr,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-c7aaa034a30b818876aa,RS556-02815a227bd9bbc2ea27,TS4L-73621257781166febda9,lane_1,tier_c,verification_ready_medium,https://www.egovlink.com/public_documents300/newprovidence/published_documents/Agendas%20and%20Minutes/Minutes/2012/07-09-2012%20minutes.pdf,"Borough Council Meeting Minutes (July 9, 2012) — Resolution 2012-209 approving Memorandum of Agreement with Teamsters Local 469 (Jan 1, 2012–Dec 31, 2014)",New Providence,NJ,Northeast,non_safety_comparator,non_safety_comparator,Teamsters Local 469,"January 1, 2012 through December 31, 2014",2012-01-01,2014-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same-city (New Providence, NJ)",overlaps expected period (2011-2014),verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-02815a227bd9bbc2ea27.pdf,parse_text_layer_later,bounded_first_pages_show_machine_readable_text_layer,application/pdf,.pdf,64829,788aaa51f500df74fcb08955b8cf16311355bf363ccdceb82a87dc28d1032cd1,9,not_applicable,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c7aaa034a30b818876aa.txt,d1dd1ee09a76cd249a687372894f436bbc280664ff57d728cc16039a09f5b63e,17525,17350,14637,9,9,pdftotext_local_non_ocr,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-70a73088b885a6311b88,RS556-02c244d081193185dfb4,TS4L-b3cd15e29d1c5b09f6fa,lane_1,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-09-0951.pdf,"Collective Bargaining Agreement Between the City of Dublin and the Fraternal Order of Police Capital City Lodge No. 9 (Police Officer and Sergeant & Lieutenant Bargaining Units) — TERM OF AGREEMENT: JANUARY 1, 2023 – DECEMBER 31, 2025",Dublin,OH,Midwest,non_safety_comparator,Police (sworn law enforcement),Fraternal Order of Police Capital City Lodge No. 9 — Police Officer Bargaining Unit; Sergeant & Lieutenant Bargaining Unit,"January 1, 2023 – December 31, 2025",2023-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,exact_city_match,fully_overlapping_expected_period,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-02c244d081193185dfb4.pdf,parse_text_layer_later,bounded_first_pages_show_machine_readable_text_layer,application/pdf,.pdf,2798292,2357b9794c62871c051b724f5f5bdb88132468028ff84556b9db95aa8eb09bfb,70,not_applicable,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-70a73088b885a6311b88.txt,47a3fbb96197e3d721d81920ab3d92c64464095845acbf395912bd60764bba96,198891,198380,169389,70,70,pdftotext_local_non_ocr,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-05bf874310e8016ecc38,RS556-098fea323f2c4c4f2ae7,TS4L-70847458f048ea226ddb,lane_1,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-05-0605.pdf,"Collective Bargaining Agreement — Riverside Local School District Board of Education and Ohio Association of Public School Employees, AFSCME Local #4 (Local #374) (2022-2025)",Riverside,OH,Midwest,non_safety_comparator,Education (classified / support employees represented by AFSCME Local #4),"Ohio Association of Public School Employees (AFSCME Local #4, Local #374)","2022-2025 (amended by Board of Education on July 28, 2022)",2022-07-01,2023-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Riverside, OH (Riverside Local School District)",Overlaps target period (2022-07-01 through 2023-12-31),verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-098fea323f2c4c4f2ae7.pdf,parse_text_layer_later,bounded_first_pages_show_machine_readable_text_layer,application/pdf,.pdf,1272677,7bd3ecba8375b78df005ed3ce756b3a10ddd6f97f444177dbb4da0b1a04f3941,64,not_applicable,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-05bf874310e8016ecc38.txt,0cb84b2aa001a8a0f280f269a156c5155470f402bc8cdda56013f70bf84b04c6,128063,127747,106872,64,64,pdftotext_local_non_ocr,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-d4cbb8b924092f97d979,RS556-0f957dcdea01922fcc4f,TS4L-9e01803bf01f926fc4c0,lane_1,tier_c,verification_ready_medium,https://media.linkedunion.com/pffi/file-manager/20222026BoiseFireCLAfullyexecuted.pdf,"COLLECTIVE LABOR AGREEMENT (CITY OF BOISE) — October 1, 2022 through September 30, 2026 (Boise Fire CLA, fully executed)",Boise City,ID,West,non_safety_comparator,Unknown (Boise Fire bargaining unit; unit classification not confirmed),Unknown (Boise Fire CLA; bargaining unit name not confirmed),"October 1, 2022 through September 30, 2026",2022-10-01,2026-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_expected_city_of_boise,overlaps_2022_2026_expected_period,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-0f957dcdea01922fcc4f.pdf,parse_text_layer_later,bounded_first_pages_show_machine_readable_text_layer,application/pdf,.pdf,624064,d195c06d683a3931506d3fa851ed338e01e5a6b469ec6348537b4761974fd02d,54,not_applicable,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-d4cbb8b924092f97d979.txt,381ada59d80e1313c14ee39c883e56e842bc077a702a64627166d9de7ec2ab38,112967,112794,95248,54,54,pdftotext_local_non_ocr,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-5e93924c2a6a17541601,RS556-1165df3f704416e42708,TS4L-84174ba21ec5bafc5626,lane_1,tier_c,verification_ready_medium,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/1533379/AFSCME_Agreement_2024_thru_2027__Final_.pdf,"AFSCME Agreement 2024 thru 2027 (Final) (Portage, MI)",Portage,MI,Midwest,non_safety_comparator,non_safety_comparator,"AFSCME (American Federation of State, County and Municipal Employees)","Effective July 1, 2024 through June 30, 2027",2024-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same city (Portage, MI) — likely",Overlaps target cycle (2024-07-01 to 2027-06-30) — likely,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-1165df3f704416e42708.pdf,parse_text_layer_later,bounded_first_pages_show_machine_readable_text_layer,application/pdf,.pdf,336671,2e730c29b13156c5d0c20b8ac64751fcd58a1fa1fd035988de5e9f930ae33ee0,30,not_applicable,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5e93924c2a6a17541601.txt,2e6c3c5534ceb5bd66ec952518fc5e82e6c0051c4f7c163c24f79ec06962daf5,52311,52219,43464,30,30,pdftotext_local_non_ocr,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-1b5657aaf8810579bc97,RS556-11e6a472fd1a34eefe9d,TS4L-0419d32500648846ffa0,lane_1,tier_c,verification_ready_medium,https://www.oleanschools.org/fs/resource-manager/view/72fc21eb-8a30-4edc-85b8-64b02f70da9f,CONTRACT OLEAN CITY SCHOOL DISTRICT and OLEAN EDUCATIONAL SUPPORT PERSONNEL ASSOCIATION (OESPA) (pdf),Olean,NY,Northeast,non_safety_comparator,Education Support Personnel (classified civil service positions),Olean Educational Support Personnel Association (OESPA),"Begins: July 1, 2021; Ends: June 30, 2025",2021-06-01,2026-05-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,partial_overlap,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-11e6a472fd1a34eefe9d.pdf,parse_text_layer_later,bounded_first_pages_show_machine_readable_text_layer,application/pdf,.pdf,518505,1089df91abab2987f24e658877628acda812e1de9368970eae6e558f5acbf372,35,not_applicable,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-1b5657aaf8810579bc97.txt,1e54931ac3ef36c6ae8de87db741b46931d03642041727e77d40afb15476ef1a,96973,96460,80308,35,35,pdftotext_local_non_ocr,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-6f1de5a125bf468334aa,RS556-121d05df34a7da3c8686,TS4L-5587b097856e8158dc6e,lane_1,tier_c,verification_ready_low,https://www.sanantonio.gov/Portals/0/Files/EmployeeInformation/Compensation/PayPlan.pdf,City of San Antonio Pay Plan FY 2025 (effective 08/15/25),San Antonio,TX,South,non_safety_comparator,civilian city employees (job classes / pay ranges),,FY 2025,2025-08-15,2026-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_lead,overlaps_2024_2027_partially,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-121d05df34a7da3c8686.pdf,parse_text_layer_later,bounded_first_pages_show_machine_readable_text_layer,application/pdf,.pdf,798462,31a2552770ff891aabd6c0cf83706ba6e3be03b310e36b6d670294820bdeb4e1,24,not_applicable,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-6f1de5a125bf468334aa.txt,a27e3f20f0d5ae7676b60e83fdbaff9f6926e02e7095961873ce3363d7770c69,78771,78771,67348,24,24,pdftotext_local_non_ocr,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
