triage_id,candidate_queue_row_id,verification_id,verification_round_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,source_locator,triage_bucket,candidate_priority,verification_lane_id,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,source_owner_type,unit_type_scouted,population,state_candidate_rows_per_covered,matched_set_potential,official_domain_signal,triage_selection_rank,triage_stage,triage_status,triage_status_detail,source_relevance_prelim,source_officialness_prelim,employer_match_prelim,municipality_match_prelim,bargaining_unit_match_prelim,safety_unit_signal_prelim,non_safety_unit_signal_prelim,source_document_type_prelim,source_year_or_period_prelim,wage_table_signal_prelim,wage_growth_signal_prelim,mechanism_language_signal_prelim,extraction_readiness_prelim,priority_for_content_review,recommended_next_action,duplicate_handling_status,oversized_handling_status,manual_review_reason,triage_notes,reviewer,triaged_at
TRI-90e31b9ff86304a5a6d7,NSCQ-DC-20260720-0003,VER-07f5e7ab1a631808aaf8,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_124214,124214,DC,Washington,CITY OF WASHINGTON DC,https://olrcb.dc.gov/sites/default/files/dc/sites/olrcb/publication/attachments/IAFF%2036-FEMS%20FY21-FY24%20CBA%20Executed.pdf,https://olrcb.dc.gov/sites/default/files/dc/sites/olrcb/publication/attachments/IAFF%2036-FEMS%20FY21-FY24%20CBA%20Executed.pdf,"Collective Bargaining Agreement between the District of Columbia Government and the International Association of Fire Fighters Local 36, AFL-CIO, MWC (Fiscal Years 2021-2024)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://olrcb.dc.gov/sites/default/files/dc/sites/olrcb/publication/attachments/IAFF%2036-FEMS%20FY21-FY24%20CBA%20Executed.pdf,high_priority_later_verify,high,lane_3,URL-46a386355b9aff58640f,1,canonical_representative,city,fire,,5.0,yes,likely_official,2,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-7bb4157834551bf2d471,NSCQ-RI-20260720-0004,VER-8cbae52e563f98ca1908,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_112807,112807,RI,Warwick,CITY OF WARWICK,https://www.warwickri.gov/sites/g/files/vyhlif12206/f/pages/warwick_police_contract_7.1.2021_-_6.30.2024.pdf,https://www.warwickri.gov/sites/g/files/vyhlif12206/f/pages/warwick_police_contract_7.1.2021_-_6.30.2024.pdf,Warwick Police Lodge No. 7 Collective Bargaining Agreement (Police),cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.warwickri.gov/sites/g/files/vyhlif12206/f/pages/warwick_police_contract_7.1.2021_-_6.30.2024.pdf,high_priority_later_verify,high,lane_3,URL-c0e0c8faeb5675153709,1,canonical_representative,city,police,,3.375,yes,likely_official,4,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-cb63db6fa237c08b7712,NSCQ-RI-20260720-0006,VER-4a6ef97894c5aaacc07c,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_112807,112807,RI,Warwick,CITY OF WARWICK,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/2025-08/Warwick-General-Employees-Local-1651-Exp-6-30-2027.pdf,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/2025-08/Warwick-General-Employees-Local-1651-Exp-6-30-2027.pdf,"Agreement Between the City of Warwick, Rhode Island and R.I. Council 94, AFSCME, AFL-CIO Local 1651 (General Employees; Clerical/Admin/Public Works/Civilian unit excluding uniformed police & firefighters)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/2025-08/Warwick-General-Employees-Local-1651-Exp-6-30-2027.pdf,high_priority_later_verify,high,lane_2,URL-18dbe49258d1542da457,1,canonical_representative,state_labor_board,non_safety,,3.375,yes,likely_official,6,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-3b1bfba9d7eed556d928,NSCQ-RI-20260720-0009,VER-f344fae3373d8002f347,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_209434,209434,RI,Cranston,CITY OF CRANSTON,https://municipalfinance.ri.gov/documents/contracts/Cranston_GE.pdf,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/Cranston_GE.pdf,"Collective Bargaining Agreement: City of Cranston and Teamsters Local Union No. 251 (Municipal Employees) for the Term July 1, 2015–June 30, 2018",cba,scheduled,reachable_pdf_or_document,application/pdf,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/Cranston_GE.pdf,high_priority_later_verify,high,lane_1,URL-0884e413dbb64f64b998,1,canonical_representative,state_labor_board,non_safety,,3.375,yes,likely_official,8,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-b9472afdf84c889279f2,NSCQ-RI-20260720-0011,VER-fa95d049353460db9729,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_174833,174833,RI,Pawtucket,CITY OF PAWTUCKET,https://municipalfinance.ri.gov/documents/contracts/Pawtucket_Fire.pdf,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/Pawtucket_Fire.pdf,"Collective Bargaining Agreement (Pawtucket Firefighters IAFF Local 1261) — includes handwritten date May 1, 2014 and CITY OF PAWTUCKET signature block",cba,scheduled,reachable_pdf_or_document,application/pdf,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/Pawtucket_Fire.pdf,high_priority_later_verify,high,lane_3,URL-a0690924db401a16680e,1,canonical_representative,third_party,fire,,3.375,yes,likely_official,10,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-e0d2cd8d23cd1305bd8c,NSCQ-RI-20260720-0014,VER-e8d1cc62b94edd65257f,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194033,194033,RI,East Providence,CITY OF EAST PROVIDENCE,https://eastprovidenceri.gov/sites/default/files/field/files-docs/1._contract_-_police_2022-2025_0.pdf,https://eastprovidenceri.gov/sites/default/files/field/files-docs/1._contract_-_police_2022-2025_0.pdf,"CITY OF EAST PROVIDENCE, RHODE ISLAND — Police Collective Bargaining Agreement (Contract 2022-2025)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://eastprovidenceri.gov/sites/default/files/field/files-docs/1._contract_-_police_2022-2025_0.pdf,high_priority_later_verify,high,lane_2,URL-812f58ae5dc9412a8939,1,canonical_representative,city,police,,3.375,yes,likely_official,12,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-5ef3efd10ffa7b7bdff3,NSCQ-RI-20260720-0017,VER-94f9e6a33b576b642517,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_134386,134386,RI,Woonsocket,CITY OF WOONSOCKET,https://municipalfinance.ri.gov/documents/contracts/Woonsocket_Police.pdf,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/Woonsocket_Police.pdf,"Contract Agreement for July 1, 2014 through June 30, 2019 (City of Woonsocket and International Brotherhood of Police Officers Local Number 404)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/Woonsocket_Police.pdf,high_priority_later_verify,high,lane_1,URL-ed234959cf7b923d38cc,1,canonical_representative,state_labor_board,police,,3.375,yes,likely_official,14,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-6cec7ffaf457a17428ae,NSCQ-RI-20260720-0021,VER-c9ff7c154d2b3acb6f7f,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_174832,174832,RI,Newport,CITY OF NEWPORT,https://www.cityofnewport.com/CityOfNewport/media/City-Hall/Departments/Human%20Resources/CBA-IAFF-2021-2024.pdf,https://www.newportri.gov/CityOfNewport/media/City-Hall/Departments/Human%20Resources/CBA-IAFF-2021-2024.pdf,"Collective Bargaining Agreement (IAFF FY 2021-2024) — by and between the CITY OF NEWPORT, Rhode Island and Local 1080, International Association of Fire Fighters, AFL-CIO",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.newportri.gov/CityOfNewport/media/City-Hall/Departments/Human%20Resources/CBA-IAFF-2021-2024.pdf,high_priority_later_verify,high,lane_3,URL-2207208cc6e460038db1,1,canonical_representative,city,fire,,3.375,yes,likely_official,16,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-180e7f189adf4e5b5321,NSCQ-NV-20260720-0002,VER-5e7102aa1ddb4c5e349f,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_169987,169987,NV,Henderson,CITY OF HENDERSON,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/police/Henderson%20Police%20Officers%20Association%20Labor%20Agreement%202009-2010%20and%20extensions%20through%2006%2030%202016.pdf,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/police/Henderson%20Police%20Officers%20Association%20Labor%20Agreement%202009-2010%20and%20extensions%20through%2006%2030%202016.pdf,HENDERSON POLICE OFFICERS’ ASSOCIATION LABOR AGREEMENT 2009-2010 AND EXTENSIONS THROUGH 06 30 2016,cba,scheduled,reachable_pdf_or_document,application/pdf,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/police/Henderson%20Police%20Officers%20Association%20Labor%20Agreement%202009-2010%20and%20extensions%20through%2006%2030%202016.pdf,high_priority_later_verify,high,lane_2,URL-0638c750e4d12039488a,1,canonical_representative,state_labor_board,police,,3.090909,yes,likely_official,18,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-a43d14fa64aeda1d4334,NSCQ-NV-20260720-0004,VER-134d31654316d387a4c4,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_169987,169987,NV,Henderson,CITY OF HENDERSON,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/cities/City%20of%20Henderson.Blue%20Collar.July%201%2C%202018%20-%20June%2030%2C%202020.pdf,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/cities/City%20of%20Henderson.Blue%20Collar.July%201%2C%202018%20-%20June%2030%2C%202020.pdf,"City of Henderson Blue Collar — July 1, 2018 – June 30, 2020",cba,scheduled,reachable_pdf_or_document,application/pdf,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/cities/City%20of%20Henderson.Blue%20Collar.July%201%2C%202018%20-%20June%2030%2C%202020.pdf,high_priority_later_verify,high,lane_1,URL-73f3ba35e803c2a79be0,1,canonical_representative,state_labor_board,non_safety,,3.090909,yes,likely_official,20,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
