evidence_id,row_document_id,case_id,source_review_id,text_table_detection_id,retained_content_hash,source_file,source_lane,state,municipality,government_name,unit_type,controlled_occupation_class,source_family,source_type,source_corpus,source_cite,retrieval_date,retrieval_method,artifact_pointer,contract_period_start,contract_period_end,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,analysis_matching_status,identity_bridge_status,bounded_evidence_pointer,page_number,compensation_type,occupation_unit_classification_rank,raw_rate_value,raw_salary_value,raw_hourly_rate,raw_annual_salary,raw_pay_band,raw_step,raw_grade,raw_percentage_increase,raw_effective_date,raw_currency_or_unit,raw_value_string,direct_text_support_type,claim_reason_code,qa_status,provenance_status,claim_scope,evidence_strength,supported_claim_types,claim_oriented_primary_category,quantitative_direct_text_claim_eligible,exclude_from_causal_claims,analysis_candidate_eligible,analysis_promotion_eligible,prior_normalized_scalar_value,prior_normalized_range_minimum,prior_normalized_range_maximum,prior_normalized_currency,prior_normalized_frequency,prior_normalized_wage_concept,prior_annualization_status,prior_normalized_effective_date,triage_id,value_kind,value_kind_flags,value_unit,value_shape,base_vs_non_base,claim_readiness,direct_text_claim_ready,needs_normalization_later,mechanism_linkage_candidate,mechanism_linkage_basis,ambiguity_reason,raw_value_preserved_exactly,imputation_used,destructive_normalization_used,annualization_performed,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
quantitative:qobs_00c7cc8b22b9a8d4e9084446,qobs_00c7cc8b22b9a8d4e9084446,cexrem_0602049f097d26cc6cf3a960,sr_d560b97c3cb03145d803d389,ttd_70da506edf469e13bda910e5,547e6a1d1528162598fbeba2ba8c001d202c594225bc3e4ba47f33e8bf9d3bc7,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_quantitative_candidate_view.csv,quantitative_candidate,WA,Burlington,CITY OF BURLINGTON,fire,fire,wage_schedule_or_compensation_plan,wage_schedule_or_compensation_plan,causal,https://burlingtonwa.gov/DocumentCenter/View/6651/2023-2025-IAFF-L4111-CBA-25-wage-grid,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0478_sr_d560b97c3cb03145d803d389.pdf,,,,,,incomplete_or_ambiguous_cycle,complete_one_to_one,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0478_sr_d560b97c3cb03145d803d389.pdf#page=52,52,annual_salary,Firefighter - EMT,,"$101,524.27",,"$101,524.27",,5 (48+ mo.),,,,annual,"salary_value=$101,524.27 | annual_salary=$101,524.27 | step=5 (48+ mo.) | currency_or_unit=annual | normalized_scalar_value=101524.27",accepted_structured_extracted_value,explicit_wage_value,provisional_unverified,complete_structured_provenance,document-level,moderate,direct_text_claim,quantitative_direct_text_claim_ready,true,true,true,false,101524.27,,,USD,annual,annual_salary,not_performed,,QDTT862-79a23da58e07ee5e8e33,annual_salary_value,base_wage_value|annual_salary_value|salary_schedule_value|step_rank_grade_value,dollars_per_year,compound_structured_value,base_wage,needs_normalization_later,false,true,false,not_linkable_without_missing_or_ambiguous_lineage_repair,value_shape_requires_later_normalization|cycle_lineage_incomplete_for_linkage,true,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,deterministic manifest-only triage; direct text is not comparative or causal evidence
quantitative:qobs_00dcd4d701faa49826d0585f,qobs_00dcd4d701faa49826d0585f,cex_a4743072a2d9345b37f35404,sr_0f62a79d5fc397e785fb8026,ttd_8af4bebcbbcc2b99eae8b9b4,2def1718b4351b2b1555bd5da884c62895ebc8a4af0edda67fa907742925698f,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_quantitative_candidate_view.csv,quantitative_candidate,CA,Santa Rosa,CITY OF SANTA ROSA,fire,fire,cba,cba,causal,https://www.srcity.org/DocumentCenter/View/35091/Unit-2-Memorandum-of-Understanding-2021-2024-Searchable-PDF,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0111_sr_0f62a79d5fc397e785fb8026.pdf,2021-07-01,2024-06-30,cycle_71f76d5e5fdd3eea82453b6c,cuc_f05acc1221d3961568f18491,,exact_period_unmatched,complete_one_to_one,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0111_sr_0f62a79d5fc397e785fb8026.pdf#page=20,20,salary,Fire Fighter FI03,,"7,546",,,,Step 1,,,"September 26, 2021",monthly,"salary_value=7,546 | step=Step 1 | effective_date=September 26, 2021 | currency_or_unit=monthly | normalized_scalar_value=7546",accepted_structured_extracted_value,explicit_wage_value,provisional_unverified,complete_structured_provenance,document-level,moderate,direct_text_claim,quantitative_direct_text_claim_ready,true,true,false,false,7546,,,,monthly,salary,not_performed,,QDTT862-8fc12b1099af30c56816,step_rank_grade_value,base_wage_value|salary_schedule_value|step_rank_grade_value|effective_date_value,dollars_per_period,schedule_cell_with_label,base_wage,direct_text_quantitative_claim_ready,true,false,true,exact_city_unit_cycle_and_source_lineage_present,,true,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,deterministic manifest-only triage; direct text is not comparative or causal evidence
quantitative:qobs_011d69fba166678bba58088d,qobs_011d69fba166678bba58088d,cexrem_873696fadc5875b313b7dc62,sr_ab25bfa68ba883652319f933,ttd_50c538abc8bcb1c3a9bac4fa,9a20aff10ce0d4cd1b452b4b3b2caad1bca8d2ccdc504a6b3cde581b80e5fccd,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_quantitative_candidate_view.csv,quantitative_candidate,OR,Stayton,CITY OF STAYTON,police,police,wage_schedule_or_compensation_plan,wage_schedule_or_compensation_plan,causal,https://www.staytonoregon.gov/page/open/1320/0/FY26%20-%20SPOA%20Pay%20Schedule.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0467_sr_ab25bfa68ba883652319f933.pdf,,,,,,incomplete_or_ambiguous_cycle,complete_one_to_one,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0467_sr_ab25bfa68ba883652319f933.pdf#page=1,1,annual_salary,,,"$76,631.39",,"$76,631.39",,4,,,"July 1, 2025",USD (annual),"salary_value=$76,631.39 | annual_salary=$76,631.39 | step=4 | effective_date=July 1, 2025 | currency_or_unit=USD (annual) | normalized_scalar_value=76631.39",accepted_structured_extracted_value,explicit_wage_value,provisional_unverified,complete_structured_provenance,document-level,moderate,direct_text_claim,quantitative_direct_text_claim_ready,true,true,false,false,76631.39,,,USD,annual,annual_salary,not_performed,,QDTT862-4b55ae766caa18576d3f,annual_salary_value,base_wage_value|annual_salary_value|salary_schedule_value|step_rank_grade_value|effective_date_value,dollars_per_year,compound_structured_value,base_wage,needs_normalization_later,false,true,false,not_linkable_without_missing_or_ambiguous_lineage_repair,value_shape_requires_later_normalization|cycle_lineage_incomplete_for_linkage,true,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,deterministic manifest-only triage; direct text is not comparative or causal evidence
quantitative:qobs_01fde53ca68eab05b472dac3,qobs_01fde53ca68eab05b472dac3,cexrem_6ee442d820fa1998c5a3f4fb,sr_ad3cbc2be215d0c854742f34,ttd_441c05e69da898c78c3d4b03,31b1b2acbb6ab5df5af9b527af504138ce6164d081504d6a3d54e2049693b1f7,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_quantitative_candidate_view.csv,quantitative_candidate,OH,Whitehall,CITY OF WHITEHALL,fire,fire,cba,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1055.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0315_sr_ad3cbc2be215d0c854742f34.pdf,2022-01-01,2024-12-31,cycle_a096cea07c2fc5e466d25a24,cuc_0d8b3a742f6413eb325b4f24,,exact_period_unmatched,complete_one_to_one,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0315_sr_ad3cbc2be215d0c854742f34.pdf#page=28,28,hourly_rate,Firefighter (FF) 53 hrs,$23.18,,$23.18,,,1st Year,,,2022-01-01,$/hr (53-hr schedule),rate_value=$23.18 | hourly_rate=$23.18 | step=1st Year | effective_date=2022-01-01 | currency_or_unit=$/hr (53-hr schedule) | normalized_scalar_value=23.18 | normalized_effective_date=2022-01-01,accepted_structured_extracted_value,explicit_wage_value,provisional_unverified,complete_structured_provenance,document-level,moderate,direct_text_claim,quantitative_direct_text_claim_ready,true,true,true,false,23.18,,,USD,hourly,hourly_rate,not_performed,2022-01-01,QDTT862-9547f74899bccd692747,hourly_rate_value,base_wage_value|hourly_rate_value|salary_schedule_value|step_rank_grade_value|effective_date_value,dollars_per_hour,compound_structured_value,base_wage,needs_normalization_later,false,true,true,exact_city_unit_cycle_and_source_lineage_present,value_shape_requires_later_normalization,true,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,deterministic manifest-only triage; direct text is not comparative or causal evidence
quantitative:qobs_0286b916cae24db5ae6f00f1,qobs_0286b916cae24db5ae6f00f1,cexrem_aac393f57f2185fc9b83faf1,sr_8f81d5822862cd57bac4751a,ttd_9565ee24e50647230e9b3611,14562e7d4324aedcbfd06c3ea0c14994928f54274f54b9180e770d0c5edab534,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_quantitative_candidate_view.csv,quantitative_candidate,CA,Walnut Creek,CITY OF WALNUT CREEK,police,police,cba,cba,causal,https://walnutcreek.granicus.com/MetaViewer.php?clip_id=1662&meta_id=77795&view_id=12,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0199_sr_8f81d5822862cd57bac4751a.pdf,,,,,,incomplete_or_ambiguous_cycle,complete_one_to_one,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0199_sr_8f81d5822862cd57bac4751a.pdf#page=7,7,salary,Police Officer,,"$3,592.43",,,,E,,,,bi-weekly salary range,"salary_value=$3,592.43 | step=E | currency_or_unit=bi-weekly salary range | normalized_scalar_value=3592.43",accepted_structured_extracted_value,explicit_wage_value,provisional_unverified,complete_structured_provenance,document-level,moderate,direct_text_claim,quantitative_direct_text_claim_ready,true,true,true,false,3592.43,,,USD,,salary,not_performed,,QDTT862-50916bc99d3d0d2ed3d2,step_rank_grade_value,base_wage_value|salary_schedule_value|step_rank_grade_value,dollars_per_period,range,base_wage,needs_normalization_later,false,true,false,not_linkable_without_missing_or_ambiguous_lineage_repair,value_shape_requires_later_normalization|cycle_lineage_incomplete_for_linkage,true,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,deterministic manifest-only triage; direct text is not comparative or causal evidence
quantitative:qobs_02a7433f56918e8ac6df6a76,qobs_02a7433f56918e8ac6df6a76,cex_cf5859e9b822047195b73c79,sr_40f0dc58cd2725d2a1a75942,ttd_c598215dc755dac4d4dc0ccc,543e8fbc332b83be11caf1cf0ebea2cb83bd95f14d18fd25b5536b37edd4e5cb,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_quantitative_candidate_view.csv,quantitative_candidate,MN,Lino Lakes,CITY OF LINO LAKES,police,police,cba,cba,causal,https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/69b81ede27e8eb105f57f9f4/1773674213503/ActiveContract%2B-%2BLino%2BLakes%2BPD%2B12-31-2026.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0437_sr_40f0dc58cd2725d2a1a75942.pdf,2025-01-01,2026-12-31,cycle_ca0338923d07275894cc0910,cuc_2e9952cdbb6bb97990f651a1,match_ca0338923d07275894cc0910,exact_period_matched_set_supported,complete_one_to_one,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0437_sr_40f0dc58cd2725d2a1a75942.pdf#page=18,18,hourly_rate,180P,$43.38,,$43.38,,,Step 2,180P,,1/1/2025,hourly,rate_value=$43.38 | hourly_rate=$43.38 | step=Step 2 | grade=180P | effective_date=1/1/2025 | currency_or_unit=hourly | normalized_scalar_value=43.38 | normalized_effective_date=2025-01-01,accepted_structured_extracted_value,explicit_wage_value,provisional_unverified,complete_structured_provenance,document-level,moderate,direct_text_claim,quantitative_direct_text_claim_ready,true,true,true,false,43.38,,,USD,hourly,hourly_rate,not_performed,2025-01-01,QDTT862-f937311396f41a1a6d64,hourly_rate_value,base_wage_value|hourly_rate_value|salary_schedule_value|step_rank_grade_value|effective_date_value,dollars_per_hour,compound_structured_value,base_wage,needs_normalization_later,false,true,true,exact_city_unit_cycle_and_source_lineage_present,value_shape_requires_later_normalization,true,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,deterministic manifest-only triage; direct text is not comparative or causal evidence
quantitative:qobs_04ea4b9d6b8a3cd8dc595e78,qobs_04ea4b9d6b8a3cd8dc595e78,cex1000_7a5819161a7b3bffc18f3c33,sr_4b1891ecb46e36fd51437627,ttd_369b5da364a53baa6167953f,39c1e7d6300d1c3822eea2798af79dcc31b0be970f508856bd82140e793bdfe6,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_quantitative_candidate_view.csv,quantitative_candidate,OH,The Village of Indian Hill,CITY OF THE VILLAGE OF INDIAN HILL,police,police,cba,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-03-0212.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0339_sr_4b1891ecb46e36fd51437627.pdf,2019-06-01,2021-12-31,cycle_c522b745353569818326aaf8,cuc_114a8682ce27bbb4117399ba,,exact_period_unmatched,complete_one_to_one,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0339_sr_4b1891ecb46e36fd51437627.pdf#page=62,62,hourly_rate,,,,"$80,104",,,Step 2,,,,,"hourly_rate=$80,104 | step=Step 2 | normalized_scalar_value=80104",accepted_structured_extracted_value,explicit_wage_value,needs_review,complete_structured_provenance,document-level,moderate,direct_text_claim,quantitative_direct_text_claim_ready,true,true,true,false,80104,,,USD,hourly,hourly_rate,not_performed,,QDTT862-feb31bc00527503e8f59,hourly_rate_value,base_wage_value|hourly_rate_value|salary_schedule_value|step_rank_grade_value,dollars_per_hour,schedule_cell_with_label,base_wage,ambiguous_or_not_claim_ready,false,false,false,not_linkable_without_missing_or_ambiguous_lineage_repair,upstream_qa_needs_review,true,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,deterministic manifest-only triage; direct text is not comparative or causal evidence
quantitative:qobs_054fc765c1a168ac17a99b21,qobs_054fc765c1a168ac17a99b21,cex1000_e2d19f612454bf1fc6b5c471,sr_fa1a8802c362a6fa28a42339,ttd_a18f5726bc9678c92161a641,c09141adfae0715c3575895f496a84d894663f59ab6bdef4baa0c0d5e440675d,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_quantitative_candidate_view.csv,quantitative_candidate,WA,Oak Harbor,CITY OF OAK HARBOR,fire,fire,cba,cba,causal,https://www.oakharbor.gov/DocumentCenter/View/3965/IAFF-Local-4504---Union-Agreement-for-Fire-01012026---12312027,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0377_sr_fa1a8802c362a6fa28a42339.pdf,2026-01-01,2027-12-31,cycle_d85ca21c46a058987ccc6fb4,cuc_9f920de0f13d6edb33ba6439,,exact_period_unmatched,complete_one_to_one,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0377_sr_fa1a8802c362a6fa28a42339.pdf#page=5,5,salary,,,"$8,076",,,,4,,,"January 1, 2026",monthly salary,"salary_value=$8,076 | step=4 | effective_date=January 1, 2026 | currency_or_unit=monthly salary | normalized_scalar_value=8076",accepted_structured_extracted_value,explicit_wage_value,provisional_unverified,complete_structured_provenance,document-level,moderate,direct_text_claim,quantitative_direct_text_claim_ready,true,true,false,false,8076,,,USD,,salary,not_performed,,QDTT862-ce76f9773abae15d1ccc,step_rank_grade_value,base_wage_value|salary_schedule_value|step_rank_grade_value|effective_date_value,dollars_per_period,schedule_cell_with_label,base_wage,direct_text_quantitative_claim_ready,true,false,true,exact_city_unit_cycle_and_source_lineage_present,,true,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,deterministic manifest-only triage; direct text is not comparative or causal evidence
quantitative:qobs_05f57ac83b51374c78d201ad,qobs_05f57ac83b51374c78d201ad,cex1000_e2d19f612454bf1fc6b5c471,sr_fa1a8802c362a6fa28a42339,ttd_a18f5726bc9678c92161a641,c09141adfae0715c3575895f496a84d894663f59ab6bdef4baa0c0d5e440675d,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_quantitative_candidate_view.csv,quantitative_candidate,WA,Oak Harbor,CITY OF OAK HARBOR,fire,fire,cba,cba,causal,https://www.oakharbor.gov/DocumentCenter/View/3965/IAFF-Local-4504---Union-Agreement-for-Fire-01012026---12312027,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0377_sr_fa1a8802c362a6fa28a42339.pdf,2026-01-01,2027-12-31,cycle_d85ca21c46a058987ccc6fb4,cuc_9f920de0f13d6edb33ba6439,,exact_period_unmatched,complete_one_to_one,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0377_sr_fa1a8802c362a6fa28a42339.pdf#page=5,5,salary,,,"$8,445",,,,5,,,"January 1, 2026",monthly salary,"salary_value=$8,445 | step=5 | effective_date=January 1, 2026 | currency_or_unit=monthly salary | normalized_scalar_value=8445",accepted_structured_extracted_value,explicit_wage_value,provisional_unverified,complete_structured_provenance,document-level,moderate,direct_text_claim,quantitative_direct_text_claim_ready,true,true,false,false,8445,,,USD,,salary,not_performed,,QDTT862-53df87ac9083334bc5da,step_rank_grade_value,base_wage_value|salary_schedule_value|step_rank_grade_value|effective_date_value,dollars_per_period,schedule_cell_with_label,base_wage,direct_text_quantitative_claim_ready,true,false,true,exact_city_unit_cycle_and_source_lineage_present,,true,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,deterministic manifest-only triage; direct text is not comparative or causal evidence
quantitative:qobs_09e70a6495a8a495b6d49fcc,qobs_09e70a6495a8a495b6d49fcc,cex1000_717c3b80483aec1697f186d5,sr_002df81a6f483ea97d9378b3,ttd_e5d48d100171fa412491db5b,9b3a93a040b5018dec028d40b6c23225c2ade6eb889e853a33be84abfadb312a,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_quantitative_candidate_view.csv,quantitative_candidate,OH,Port Clinton,CITY OF PORT CLINTON,non_safety,clerical_admin,cba,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-05-0520.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0288_sr_002df81a6f483ea97d9378b3.pdf,,,,,,incomplete_or_ambiguous_cycle,complete_one_to_one,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0288_sr_002df81a6f483ea97d9378b3.pdf#page=24,24,hourly_rate,,27.58,,27.58,,,Step 3,,,"September 1, 2019",hourly,"rate_value=27.58 | hourly_rate=27.58 | step=Step 3 | effective_date=September 1, 2019 | currency_or_unit=hourly | normalized_scalar_value=27.58",accepted_structured_extracted_value,explicit_wage_value,provisional_unverified,complete_structured_provenance,document-level,moderate,direct_text_claim,quantitative_direct_text_claim_ready,true,true,false,false,27.58,,,,hourly,hourly_rate,not_performed,,QDTT862-c0b3b26d1c98a6c05fe2,hourly_rate_value,base_wage_value|hourly_rate_value|salary_schedule_value|step_rank_grade_value|effective_date_value,dollars_per_hour,compound_structured_value,base_wage,needs_normalization_later,false,true,false,not_linkable_without_missing_or_ambiguous_lineage_repair,value_shape_requires_later_normalization|cycle_lineage_incomplete_for_linkage,true,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,deterministic manifest-only triage; direct text is not comparative or causal evidence
