text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_page_count,text_layer_status,text_table_detection_pilot_id,text_table_detection_lane_id,pilot_selection_rank,page_count_bin,artifact_byte_size_bin,sample_selection_reason
ttd_6818e203586396c4c59c5b36,pr_ccf8fca5d0f35d30845afb6a,sr_4df4fd624fdf69f3a89531f7,NSCQ-OK-20260720-0008,TRI-a98ea7aecfaf77568a6c,VER-06461c2da666900927df,SOURCE-REVIEW-BATCH2-500-2026-07-24,OK,Broken Arrow,CITY OF BROKEN ARROW,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0215_sr_4df4fd624fdf69f3a89531f7.pdf,00fad2a5724eb510c2923fba3284f0311faf277a415507246ee657b4f3468725,596019,application/pdf,43,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,101,26_to_50,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_95238a77bbb97b619748beb2,pr_f32c1c37e0f3d6e0802fcb0c,sr_1c0fd9f2cdb1d3b8e392f969,NSCQ-ME-20260720-0007,TRI-8aa4324c61895b5190da,VER-0215cc141063d7500ab5,SOURCE-REVIEW-BATCH2-500-2026-07-24,ME,Bangor,CITY OF BANGOR,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0161_sr_1c0fd9f2cdb1d3b8e392f969.pdf,9536fd56c2fa5f57d0484bea1c82fd811ea9bb27c60d4ce601f3614b19c7ad03,733961,application/pdf,72,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,102,51_to_100,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_adb901f3377b1186d8bfe0ec,pr_e023663dc6160bcb0dbca7a8,sr_7bcc2dd2d88906ef9ef58854,NSCQ-OK-20260720-0015,TRI-d1d882d2d7e69ec73397,VER-751cc9951b350a0a1d6b,SOURCE-REVIEW-BATCH2-500-2026-07-24,OK,Lawton,CITY OF LAWTON,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0160_sr_7bcc2dd2d88906ef9ef58854.pdf,f0a15ab153c649603316d5ae598343ca2e68a887fe26af354060f07675962d2a,3044497,application/pdf,243,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,103,over_100,large_2_to_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_4216cee64733a05ff60f6f8a,pr_888a4039a3e196b29c651069,sr_ab1c058903820b421a91d52f,NSCQ-MO-20260720-0037,TRI-7cfeaee0947c08a8964a,VER-56731bebf3300fb67190,SOURCE-REVIEW-BATCH2-500-2026-07-24,MO,Hazelwood,CITY OF HAZELWOOD,non_safety,cba,p1,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0236_sr_ab1c058903820b421a91d52f.pdf,b34e7527a0c2f33ff5102138915a3abebac157d5e0443b718ff8d6d7aa01359a,141926,application/pdf,13,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,104,11_to_25,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_a6195fb84ccb53e9cab701b5,pr_c5a1001904c5023407d7ec25,sr_0021af2764459702bd8418ff,NSCQ-MD-20260720-0009,TRI-06f91717ed7538c5c274,VER-592917deca28199fce67,SOURCE-REVIEW-BATCH2-500-2026-07-24,MD,Rockville,CITY OF ROCKVILLE,non_safety,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf,327b1175831b3e319747c32932fc767591dafc5febf964d3d07c0c5d71cfae9b,819587,application/pdf,29,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,105,26_to_50,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_1aa83ccd425a1e2da21595f0,pr_552db40dc170db5f81941d4d,sr_064dbd6fc3ae02129a2b5528,NSCQ-RI-20260720-0009,TRI-3b1bfba9d7eed556d928,VER-f344fae3373d8002f347,SOURCE-REVIEW-BATCH2-500-2026-07-24,RI,Cranston,CITY OF CRANSTON,non_safety,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0185_sr_064dbd6fc3ae02129a2b5528.pdf,587634c1e001e4b5f1fdae7d29c455edaae2b6b5d3c73d7b941367941def6468,9254092,application/pdf,50,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,106,26_to_50,very_large_gt_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_aa54664b5ad03cea516b5d94,pr_7a6cc0bfc9777e4c4687b166,sr_54a1dd075ebaefd3532b8b67,NSCQ-FL-20260720-0019,TRI-53ca1041b371efc3601d,VER-02032203bb789f1dd65b,SOURCE-REVIEW-BATCH2-500-2026-07-24,FL,Cape Coral,CITY OF CAPE CORAL,non_safety,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0192_sr_54a1dd075ebaefd3532b8b67.pdf,a22b5a2c34b1ae24735269c355fee72c5437e70a50dede9d2f957dde8edbece9,707548,application/pdf,57,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,107,51_to_100,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_95d4f04f5fc115aa3edcc58e,pr_4f03d5f2d0c15fa2fe8c6db4,sr_b12bac41f51854712d6b7b9f,NSCQ-VA-20260720-0005,TRI-c451638a3a774a0b6e13,VER-629082934a95704b89ce,SOURCE-REVIEW-BATCH2-500-2026-07-24,VA,Richmond,CITY OF RICHMOND,non_safety,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0101_sr_b12bac41f51854712d6b7b9f.pdf,c6e0034019942daa905233570fbd8f3775910426d32294b725ff9893a396bb07,6752765,application/pdf,154,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,108,over_100,very_large_gt_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_992a3c3981443c5c40414309,pr_9b91fa1b2a9f0af86644418a,sr_e843a3c1b57bc0692b4c6d48,NSCQ-CT-20260720-0007,TRI-e9e04cbed701e15e086c,VER-4c86ad3cf9ebc36376ae,SOURCE-REVIEW-BATCH2-500-2026-07-24,CT,New Haven,CITY OF NEW HAVEN,police,cba,p1,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0223_sr_e843a3c1b57bc0692b4c6d48.pdf,cbaa14cf8f08f76454a8d04f9f8f9ef4e5b3e3d0d61ee5254acacb635feaabc4,190613,application/pdf,10,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,109,1_to_10,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_fa364d97f800fcce691311e3,pr_4c6e95f5e4c0c56016e1e573,sr_ebd90e713ff971dd9bbf5d78,NSCQ-OR-20260720-0157,TRI-b6a255f2d695b1ffb5ac,VER-e85ef5c383cbaa3d054f,SOURCE-REVIEW-BATCH2-500-2026-07-24,OR,Hood River,CITY OF HOOD RIVER,police,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0208_sr_ebd90e713ff971dd9bbf5d78.pdf,35b1086831b75b42463816db71ec59fa9840441309e3ba5c55ab0685329925df,1528193,application/pdf,30,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,110,26_to_50,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_7fd66e0be0c3e1fd8aea656c,pr_92588bed9e1aef1230aa35e4,sr_ad34408293ce828d817e6e88,NSCQ-CT-20260720-0060,TRI-416e69507b5484f3c54b,VER-cee1cca1a0c7881a3267,SOURCE-REVIEW-BATCH2-500-2026-07-24,CT,Manchester,TOWN OF MANCHESTER,police,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0022_sr_ad34408293ce828d817e6e88.pdf,40abc7fe8e46c8fe41803f182ee69713b86c4a2d41558fb3b593c27bb52647c7,3012237,application/pdf,96,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,111,51_to_100,large_2_to_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_535afba8b392975fec5492f3,pr_265cf64aad0432dd8c5226f1,sr_c2fa07c25160023207207105,NSCQ-CA-20260720-0248,TRI-249a5c3fdad41a90147f,VER-160bdddcfd03e9ce09b2,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,CA,Newport Beach,CITY OF NEWPORT BEACH,fire,cba,p1,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0181_sr_c2fa07c25160023207207105.pdf,8abe5840197817a5146882928ebb383251cb843e33d24e073eb17358ce094fe8,8755761,application/pdf,44,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,112,26_to_50,very_large_gt_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_469ce8c75bc8f8fc8190636f,pr_e2d785f7bbcbc28ba7b4f38e,sr_c559293254377ab55982205c,NSCQ-DE-20260720-0001,TRI-e766e0284a359d19636b,VER-22fa56a1b450040839c9,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,DE,Wilmington,CITY OF WILMINGTON,fire,wage_schedule_or_compensation_plan,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0490_sr_c559293254377ab55982205c.pdf,0094bb520eec210ab6ead99f4dfc57f0cbbdd2050c694afa17fb212e99cfc74e,445848,application/pdf,17,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,113,11_to_25,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_38ebf072fc3c7618d157e1ed,pr_c85d5d48ba43fb818b34cfcb,sr_29f9947a9564b665e638555b,NSCQ-MT-20260720-0028,TRI-6881b371ab973446910e,VER-1be61f9144fc77e9b702,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MT,Havre,CITY OF HAVRE,fire,factfinding,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0485_sr_29f9947a9564b665e638555b.pdf,afeb64f8e4430dda0bdcdb688d559e7df6b9f432a9d66513eb888c5c742ecfaf,572502,application/pdf,19,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,114,11_to_25,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_62596bd10a832045eec04d69,pr_7858d4626965a66d6c0794d2,sr_88cf2b1397d994808cb6d9f8,NSCQ-WI-20260720-0080,TRI-9ef7fa25f0018349d587,VER-80a2ff05e5095ec0a970,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,WI,Kaukauna,CITY OF KAUKAUNA,fire,arbitration_award,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0477_sr_88cf2b1397d994808cb6d9f8.pdf,3364568e44fe3ecab2a0c9fbd670e62f0765ede8fbee315e564d3e50d71bf13a,120294,application/pdf,19,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,115,11_to_25,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_cd4317189dffba49a85d0ef7,pr_13796e66888377c86b71dcb1,sr_4df7d032d5e831a67fdfe510,NSCQ-FL-20260720-0229,TRI-8773247b25a9a1ba04e2,VER-fc1f266f228d1d8badd0,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,FL,Lake Wales,CITY OF LAKE WALES,fire,memorandum_or_settlement,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0479_sr_4df7d032d5e831a67fdfe510.pdf,220a952e29c34b82551d8dd6f69e17822dbb8d8e30ad4a99aeeb1836738fca76,145490,application/pdf,2,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,116,1_to_10,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_45e4a518a14ca2ee836d1e72,pr_5050983619a7e08ca2034f23,sr_2ac4006249d5a81b5b2810be,NSCQ-MN-20260720-0025,TRI-368cd3140a72bab87d19,VER-f8f8731c25a47839b126,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MN,Eagan,CITY OF EAGAN,fire,memorandum_or_settlement,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0480_sr_2ac4006249d5a81b5b2810be.pdf,398df8113894ecb5fa9412756110a794569babe9d88d885ef93b1be38ef39ed1,226154,application/pdf,2,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,117,1_to_10,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_33b609433c986bd64289b36f,pr_d7168b20a7adeeab788bafe1,sr_a724c985853a24a9760bfe50,NSCQ-SD-20260720-0037,TRI-a4959e0b2ee9805a4ecf,VER-515db9469c650a7862eb,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,SD,Madison,CITY OF MADISON,fire,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0484_sr_a724c985853a24a9760bfe50.pdf,f65a111df57235d3e9edb235a71db8ae1dbe2dbc919ba224cd9ed8e67c5315bf,305138,application/pdf,9,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,118,1_to_10,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_d0f1bfd663a2b2cd77ad0652,pr_131999b1886cf4c7d4b6f202,sr_6d406e95a2a2e86c2afb6bc7,NSCQ-LA-20260720-0016,TRI-2a8ed7a0b0e93d4482be,VER-0371baa556c33d39e634,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,LA,Houma,CONSOLIDATED GOVERNMENT OF TERREBONNE,fire,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0484_sr_6d406e95a2a2e86c2afb6bc7.pdf,0d6342cc95537614b1a33b450fac377ed3d561819b0602283732ce372e9aada6,489362,application/pdf,37,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_3,119,26_to_50,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
