text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_page_count,text_layer_status,text_table_detection_pilot_id,text_table_detection_lane_id,pilot_selection_rank,page_count_bin,artifact_byte_size_bin,sample_selection_reason
ttd_6a3821c777edaaff8dedb895,pr_47ceee1bfcd4e884d87da768,sr_ce890863b7372813765466de,NSCQ-MO-20260720-0024,TRI-22b522edf3cc6d4c45f3,VER-7c4c34951b870868f193,SOURCE-REVIEW-BATCH2-500-2026-07-24,MO,Republic,CITY OF REPUBLIC,fire,cba,p1,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0010_sr_ce890863b7372813765466de.pdf,6b117fd8f92e9afab49ce48d599506d754d3b52aaaa40dab6757912dfbab14ed,341522,application/pdf,25,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,1,11_to_25,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_03992ac4735bf81ae199e122,pr_058424f403a1f3a481dbb534,sr_577f5bc0701980ae2fdb37dd,NSCQ-SD-20260720-0009,TRI-999eff7b54467c5823fc,VER-39396c78d63b47859fa2,SOURCE-REVIEW-BATCH2-500-2026-07-24,SD,Aberdeen,CITY OF ABERDEEN,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0034_sr_577f5bc0701980ae2fdb37dd.pdf,1ed1c7345d9086a67f0f930442dc00fcd5b1545f22f4a269e5b4e75893fe0ebe,1581494,application/pdf,33,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,2,26_to_50,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_8695708471480d30e2dfcd9c,pr_614ac50006fdc190f60b2a57,sr_2321e46e61c90965abe8a0b6,NSCQ-RI-20260720-0008,TRI-0d6e6f768354aedf2672,VER-05c59818c66fb49000b2,SOURCE-REVIEW-BATCH2-500-2026-07-24,RI,Cranston,CITY OF CRANSTON,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0011_sr_2321e46e61c90965abe8a0b6.pdf,f2c2fe6acf377ae05ddbff8769eee98f4c51f879cfc2b0bf65ca7cf1adcb1ec2,2348074,application/pdf,90,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,3,51_to_100,large_2_to_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_c7f433e7e2bf6af9c8472acc,pr_bcb5828f16927e8e285739ea,sr_66e9fa76931e0bdf66b8b1f7,NSCQ-MA-20260720-0073,TRI-66de74f4819461a15122,VER-23768aa0c806b96aae93,SOURCE-REVIEW-BATCH2-500-2026-07-24,MA,Pittsfield,CITY OF PITTSFIELD,non_safety,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0108_sr_66e9fa76931e0bdf66b8b1f7.pdf,692066d0d6dcb52fdc5f409650f3f4933b41ddf74c56a6fa00631fc28903e20d,363272,application/pdf,22,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,4,11_to_25,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_0315d0d941ef7a06f4828f49,pr_b68ae4323fded1fd1263baae,sr_0c39899118ec6a5846bec1c9,NSCQ-CA-20260720-0295,TRI-bdb0abef152e2c1ac19c,VER-0a024faf69bc62a85e00,SOURCE-REVIEW-BATCH2-500-2026-07-24,CA,Redlands,CITY OF REDLANDS,non_safety,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0150_sr_0c39899118ec6a5846bec1c9.pdf,ef86523d1697ff7e13124df9161c6c2d37ae6d0654a3c575f8e2f3e7ad72f94e,2511492,application/pdf,36,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,5,26_to_50,large_2_to_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_76546291714c993248c8fd85,pr_b2b305e8c40507badb879338,sr_5e79d0a78c7dc124f2fa368b,NSCQ-NH-20260720-0019,TRI-5fdda88d93f78adfb826,VER-78f3d8eb608cd9c4e78f,SOURCE-REVIEW-BATCH2-500-2026-07-24,NH,Dover,CITY OF DOVER,non_safety,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0009_sr_5e79d0a78c7dc124f2fa368b.pdf,663d7edd8509bbf2eeb4024f30e87696d148511c16a968a3a1c61347dcdf8f3a,2464969,application/pdf,39,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,6,26_to_50,large_2_to_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_80191b24bb0aa35d06708eaf,pr_eefe518247c5edc56e810e11,sr_2a63d1b6e7d33e4232f6443a,NSCQ-VT-20260720-0015,TRI-c73c7e0d62c8db2fcda3,VER-d52bb0d794c99a00856e,SOURCE-REVIEW-BATCH2-500-2026-07-24,VT,Winooski,CITY OF WINOOSKI,non_safety,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0105_sr_2a63d1b6e7d33e4232f6443a.pdf,aedcc925f5565fe9c37869dfe489a9daeea8ca895c61aabf446c545691d9660b,552445,application/pdf,34,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,7,26_to_50,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_1378d15b9ae10c18c07b736d,pr_23e25af9fbd1f645e208dc99,sr_6f03205124bf801518e58992,NSCQ-NY-20260720-0010,TRI-fc11b1f94a4b513cd73c,VER-282703bad18e875714de,SOURCE-REVIEW-BATCH2-500-2026-07-24,NY,Syracuse,CITY OF SYRACUSE,non_safety,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0146_sr_6f03205124bf801518e58992.pdf,baf70684b40f005aea3924c3cc076fe4429145159238067e8db5b1c331b098f2,2342342,application/pdf,52,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,8,51_to_100,large_2_to_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_6629129c07cc7c9636cf017f,pr_1c9e194b79585a2623c288b9,sr_ff98ef097e4e3d7fad24a658,NSCQ-MT-20260720-0041,TRI-375e4a63a385c4db1bdd,VER-c4c4ee87335315f004a8,SOURCE-REVIEW-BATCH2-500-2026-07-24,MT,Whitefish,CITY OF WHITEFISH,police,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0234_sr_ff98ef097e4e3d7fad24a658.pdf,e8d4a15340426ec8c4135aa0dd5642888d6bafba8fc858cb9d4019795cb343ab,1136650,application/pdf,16,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,9,11_to_25,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_b41ebf30c15fbeb00b3063e6,pr_050dce9e3c13f33b1286c93d,sr_acb5ecbffecbf0b6b5bb75dd,NSCQ-AK-20260720-0014,TRI-3121414cb347d0ee2847,VER-6470cff7ca953eb28287,SOURCE-REVIEW-BATCH2-500-2026-07-24,AK,Sitka,CITY AND BOROUGH OF SITKA,police,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf,07dfcc0018f9260f7457e26b26364b70309b07021ed547ab68e10b632f429570,222602,application/pdf,38,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,10,26_to_50,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_5313956ad7bd6d9318a56255,pr_2a929eb36e5dac58f36463a5,sr_9cec1db3871b963cbb194f46,NSCQ-VT-20260720-0014,TRI-4e49bb44f49be4fc83e8,VER-a0e8f469623df5a86c67,SOURCE-REVIEW-BATCH2-500-2026-07-24,VT,Winooski,CITY OF WINOOSKI,police,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0035_sr_9cec1db3871b963cbb194f46.pdf,3b7d6bd3300c0c253914be19e319242c28e4a03f486ee54d0fea49e0e4e94ca4,497323,application/pdf,41,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,11,26_to_50,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_9670935b86a1e65eb992776d,pr_6361d6ce098f1e4aaf2e82e5,sr_6ac75d4b50bb229de883024c,NSCQ-IL-20260720-0178,TRI-0906fc76e495e0b95391,VER-9a0f4b6072ccbe98289d,SOURCE-REVIEW-BATCH2-500-2026-07-24,IL,Highland Park,CITY OF HIGHLAND PARK,police,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0165_sr_6ac75d4b50bb229de883024c.pdf,6d8200801b2d2a4cddf7c3533602d34e92f4e270b7910145cd905b6286129556,402040,application/pdf,54,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,12,51_to_100,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_58e293a2a9a4851cba5a66bd,pr_5b592f7ae6d9a95a44a3b55c,sr_a624ef114bf26f322e3b4d54,NSCQ-MA-20260720-0107,TRI-5a5d655d893f07b0fb27,VER-6ba660ac273ebf6f0b6e,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MA,Woburn,CITY OF WOBURN,non_safety,cba,p1,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_a624ef114bf26f322e3b4d54.pdf,cbd0d7623c3940ac78a1284465e447ca6ac42920219b2ecacf7974a0f4eefa39,130442,application/pdf,29,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_1,13,26_to_50,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
