source_review_id,triage_id,candidate_queue_row_id,verification_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,source_locator,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,triage_status,priority_for_content_review,recommended_next_action,candidate_priority,verification_round_id,content_triage_round_id,source_owner_type,unit_type_scouted,population,matched_set_potential,official_domain_signal,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,pilot_selection_rank,source_review_lane_id,source_review_stage,pilot_selection_reason,source_review_status,source_review_status_detail,url_access_status,download_status,content_artifact_path,content_hash,content_byte_size,content_type_observed,text_layer_status,pdf_page_count,source_officialness_rating,source_relevance_rating,municipality_match_rating,employer_match_rating,bargaining_unit_match_rating,safety_unit_match_signal,non_safety_unit_match_signal,document_type_rating,contract_or_document_period_start,contract_or_document_period_end,wage_table_signal,wage_growth_signal,mechanism_language_signal,extraction_readiness_rating,extraction_mode_recommended,duplicate_canonical_decision,reviewer_notes,reviewer,reviewed_at,urls_opened,network_calls,documents_downloaded,documents_parsed,pdfs_parsed,ocr_runs,content_artifacts_written
sr_b5e4cbf91b4ca5579bedb541,TRI-b648b17c1549ab858da6,NSCQ-CA-20260720-0670,VER-fca75b42af51e7d8dd56,cog_2025_123103,123103,CA,Arcata,CITY OF ARCATA,https://www.cityofarcata.org/DocumentCenter/View/204/Arcata-Police-Association-BenefitsMOUs-PDF,https://www.cityofarcata.org/DocumentCenter/View/204/Arcata-Police-Association-BenefitsMOUs-PDF,https://www.cityofarcata.org/DocumentCenter/View/204/Arcata-Police-Association-BenefitsMOUs-PDF,Arcata Police Association / City of Arcata MOU 2024-2027,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-e8eee9c4f20a3f9e48bb,1,canonical_representative,2,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_5b3e3f4fcc6a52a6aab81163,TRI-1b6639a065d42eaa9752,NSCQ-MI-20260720-0143,VER-123f7b422add9a8cc331,cog_2025_166708,166708,MI,Grandville,CITY OF GRANDVILLE,https://cms9files.revize.com/grandvillemi/POLC%20Supervisors%20Contract%202024-2027.pdf,https://cms9files.revize.com/grandvillemi/POLC%20Supervisors%20Contract%202024-2027.pdf,https://cms9files.revize.com/grandvillemi/POLC%20Supervisors%20Contract%202024-2027.pdf,COLLECTIVE BARGAINING AGREEMENT BETWEEN CITY OF GRANDVILLE AND POLICE OFFICERS LABOR COUNCIL (Supervisory Unit) 2024-2027,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-bc9ad313f1900fd8f150,1,canonical_representative,5,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_05d23ee5fe41ad084bc38414,TRI-79cd4be54285be40e22c,NSCQ-OR-20260720-0037,VER-7f548c57679e3e9963c7,cog_2025_173665,173665,OR,Springfield,CITY OF SPRINGFIELD,https://public.powerdms.com/SpringfieldOR/documents/1964140,https://public.powerdms.com/SpringfieldOR/documents/1964140,https://public.powerdms.com/SpringfieldOR/documents/1964140,"Springfield Police Association Collective Bargaining Agreement – July 1, 2023 through June 30, 2026",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-bd56900c61b8e74d71a6,1,canonical_representative,8,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_d4420d1c18764488e61a8176,TRI-7c284999684ff6ce8d59,NSCQ-CT-20260720-0014,VER-57c94c7f25cd90b57f03,ct_hartford,161441,CT,Hartford,CITY OF HARTFORD,https://www.hartfordct.gov/files/assets/public/v/1/human-resources/hr-documents/hmea-cba-july-1-2023-june-30-2027.pdf,https://www.hartfordct.gov/files/assets/public/v/1/human-resources/hr-documents/hmea-cba-july-1-2023-june-30-2027.pdf,https://www.hartfordct.gov/files/assets/public/v/1/human-resources/hr-documents/hmea-cba-july-1-2023-june-30-2027.pdf,Hartford Municipal Employees Association (HMEA) Contract (07/01/2023 - 06/30/2027),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-20de7e64c23bdef27d23,1,canonical_representative,11,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_48499318a75aa072b100c411,TRI-d66f96c1fa41994550f9,NSCQ-IL-20260720-0091,VER-b445626c65ae1c118bcc,cog_2025_124909,124909,IL,Wheaton,CITY OF WHEATON,https://www.wheaton.il.us/DocumentCenter/View/12374/2018-2021-IAFF-Collective-Bargaining-Agreement-PDF,https://www.wheaton.il.us/DocumentCenter/View/12374/2018-2021-IAFF-Collective-Bargaining-Agreement-PDF,https://www.wheaton.il.us/DocumentCenter/View/12374/2018-2021-IAFF-Collective-Bargaining-Agreement-PDF,2018-2021 IAFF Collective Bargaining Agreement,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,fire,,yes,likely_official,URL-7f9c41e482fa6115a9b1,1,canonical_representative,14,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_f70b4365d00b8f92156c35fe,TRI-f8efb1d5a9ba17a27784,NSCQ-WA-20260720-0006,VER-069c6f7fea7054c25990,cog_2025_205599,205599,WA,Spokane,CITY OF SPOKANE,https://static.spokanecity.org/documents/jobs/labor-agreements/2017-2020-safo-cba.pdf,https://static.spokanecity.org/documents/jobs/labor-agreements/2017-2020-safo-cba.pdf,https://static.spokanecity.org/documents/jobs/labor-agreements/2017-2020-safo-cba.pdf,2017-2020 Agreement Between City of Spokane and Local 290 SAFO (SPOKANE AREA FIRE OFFICERS (SAFO)),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,fire,,yes,likely_official,URL-b28e4a9a9b64551e1afd,1,canonical_representative,17,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_ec7aab9aaac90f5e064e1c6b,TRI-8ea87edd00ba0e8826e4,NSCQ-WI-20260720-0003,VER-f6afd3bbd7b4bd2f7863,cog_2025_136562,136562,WI,Milwaukee,CITY OF MILWAUKEE,https://city.milwaukee.gov/ImageLibrary/User/jkamme/LaborContracts/Lo21517-20LaborContract.pdf,https://city.milwaukee.gov/ImageLibrary/User/jkamme/LaborContracts/Lo21517-20LaborContract.pdf,https://city.milwaukee.gov/ImageLibrary/User/jkamme/LaborContracts/Lo21517-20LaborContract.pdf,"AGREEMENT BETWEEN CITY OF MILWAUKEE and MILWAUKEE PROFESSIONAL FIRE FIGHTERS' ASSOCIATION, LOCAL #215, IAFF, AFL-CIO",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,fire,,no,likely_official,URL-2e801267f13b5f3355c7,1,canonical_representative,20,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_85c56ab5824fb977fae5847f,TRI-985333cc0b86e455053a,NSCQ-OH-20260720-0072,VER-60e8da8c0fbda5f99085,cog_2025_110734,110734,OH,Pickerington,CITY OF PICKERINGTON,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1154.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1154.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1154.pdf,Collective Bargaining Agreement (Included: All Public Safety Dispatchers) Between the City of Pickerington and AFSCME (Local No. 1822),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,non_safety,,yes,likely_official,URL-8c404d1f0a2d4dcf5725,1,canonical_representative,23,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_31e1b825c779922af274a3d4,TRI-3c5d49ac85a2b4497391,NSCQ-FL-20260720-0140,VER-9d5406938683e6ed7965,cog_2025_161607,161607,FL,North Miami Beach,CITY OF NORTH MIAMI BEACH,https://www.citynmb.com/DocumentCenter/View/13168/AFSCME-Collective-Bargaining-Agreement-2023-2026---UPDATED-wMOUs-pdf,https://www.citynmb.com/DocumentCenter/View/13168/AFSCME-Collective-Bargaining-Agreement-2023-2026---UPDATED-wMOUs-pdf,https://www.citynmb.com/DocumentCenter/View/13168/AFSCME-Collective-Bargaining-Agreement-2023-2026---UPDATED-wMOUs-pdf,"AFSCME Collective Bargaining Agreement (UPDATED w/ MOUs) — October 1, 2023 to September 30, 2026 (City of North Miami Beach, FL) — Local 3293",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,yes,likely_official,URL-558301fbf5f57157c7f1,1,canonical_representative,26,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_0a8ba95cf5bd49386f8d43b9,TRI-d1ecdbde08bbac37b079,NSCQ-MA-20260720-0030,VER-606560cc72c45ec620a9,cog_2025_106061,106061,MA,Springfield,CITY OF SPRINGFIELD,https://www.springfield-ma.gov/hr/fileadmin/Personnel/public/Union_Contracts/AFSCME_1596A_2016-2017.pdf,https://www.springfield-ma.gov/hr/fileadmin/Personnel/public/Union_Contracts/AFSCME_1596A_2016-2017.pdf,https://www.springfield-ma.gov/hr/fileadmin/Personnel/public/Union_Contracts/AFSCME_1596A_2016-2017.pdf,AFSCME_1596A_2016-2017.pdf,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-2decdad075aa93d92d08,1,canonical_representative,29,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_c8b1f40dcae3cf82834dadbe,TRI-79a00cbb212ebec7c2a6,NSCQ-MN-20260720-0065,VER-0f7745e8baae8ac28345,cog_2025_167454,167454,MN,Inver Grove Heights,CITY OF INVER GROVE HEIGHTS,https://www.lels.org/s/ActiveContract-Inver-Grove-Heights-PD-Commanders-and-Lieutenants-12-31-2025-ld59.pdf,https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672a5505304e7e2bb98d913c/1730827534780/ActiveContract+-+Inver+Grove+Heights+PD+Commanders+and+Lieutenants+-+12-31-2025.pdf,https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672a5505304e7e2bb98d913c/1730827534780/ActiveContract+-+Inver+Grove+Heights+PD+Commanders+and+Lieutenants+-+12-31-2025.pdf,"LABOR AGREEMENT BETWEEN CITY OF INVER GROVE HEIGHTS AND LAW ENFORCEMENT LABOR SERVICES, INC. (LOCAL 540) (POLICE COMMANDERS AND LIEUTENANTS) (Appendix A. WAGES)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,union,police,,no,likely_official,URL-447ea9869312a8da54a4,1,canonical_representative,32,lane_2,planned_not_reviewed,p1 download-allowed cba candidate; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
