candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,content_type_hint,download_status,extraction_status,rating_status,causal_status,verification_timestamp,notes
TS4L-10b7727bbb7f61fcb277,lane_2,tier_c,verification_ready_medium,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.townofglenville.gov/sites/g/files/vyhlif3161/f/minutes/tobminutes2.14.18special.pdf,"Town Board Minutes (Special) 2/14/2018 — Resolution approving GPBA MOA (Jan 1, 2017–Dec 31, 2021)",Glenville,NY,Northeast,safety_and_non_safety_bargaining_units,Police (GPBA / police benevolent association),Glenville Police Benevolent Association (GPBA),"Jan 1, 2017 through Dec 31, 2021",2017-01-01,2021-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlaps_2014_2024,unavailable,head_http_404,,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:03Z,HEAD only; attempts=1; elapsed_seconds=0.112; identity_score=0; final_locator_hash=b0051feb17b15c666220; no body or raw headers retained.
TS4L-7bd655ee6ada527ba900,lane_2,tier_c,verification_ready_medium,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.montclairnjusa.org/files/sharedassets/public/v/1/government/departments/finance-and-taxes/documents/cwa-non-supervisory-2020-2026.pdf,Agreement (CWA Non-Supervisory) — Township of Montclair — 2020–2026 (collective negotiation agreement PDF),Montclair,NJ,Northeast,safety_and_non_safety_bargaining_units,Non-supervisory municipal employees (CWA bargaining unit),Communications Workers of America (CWA) — Non-Supervisory unit (as labeled in PDF),2020-2026,2020,2026,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Same city (Montclair Township) implied by document title/logo/host site,Overlaps target window (2020-2024 within 2014-2024),unavailable,head_http_403,,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:03Z,HEAD only; attempts=1; elapsed_seconds=0.174; identity_score=0; final_locator_hash=af87c90a946cd112fae9; no body or raw headers retained.
TS4L-981e8febd93c535638ed,lane_2,tier_c,verification_ready_medium,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.mass.gov/doc/jlmc-meeting-minutes-5-9-2024/download,"JLMC Meeting Minutes (May 9, 2024) — Dartmouth Police (JLM-23-10011) item listed",Dartmouth,MA,Northeast,safety_and_non_safety_bargaining_units,public safety (police),Dartmouth Police (JLM-23-10011; union name not provided in lead snippet),2024-05-09 (meeting minutes; specific contract/award period not provided in lead),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same municipality (Dartmouth, MA)",within target window (2014–2024) based on meeting date,unavailable,head_http_403,,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:03Z,HEAD only; attempts=1; elapsed_seconds=0.118; identity_score=0; final_locator_hash=20188ac7821ab0aba85a; no body or raw headers retained.
TS4L-e945961ded3b1eece461,lane_2,tier_c,verification_ready_medium,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.mass.gov/doc/jlmc-meeting-minutes-6-22-17/download,"JLMC Meeting Minutes (6/22/2017) (includes: IBPO Local 501 and Town of Lexington, JLM-17-5796)",Lexington,MA,Northeast,safety_and_non_safety_bargaining_units,Police (public safety; IBPO),IBPO Local 501,JLMC procedural docket references case: JLM-17-5796 (minutes dated 2017-06-22),2016,2017,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality,overlaps_2014_to_2024,unavailable,head_http_403,,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:03Z,HEAD only; attempts=1; elapsed_seconds=0.082; identity_score=0; final_locator_hash=d9f4d4967c2640c13e5f; no body or raw headers retained.
TS4L-3edb9bec0890606861c7,lane_2,tier_c,verification_ready_medium,115,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.townofglenville.gov/sites/g/files/vyhlif3161/f/minutes/town_board_meeting_minutes_2-16-22.pdf,"Town Board Meeting Minutes 2/16/2022 — Resolution approving GPBA MOA (Jan 1, 2022–Dec 31, 2024)",Glenville,NY,Northeast,safety_and_non_safety_bargaining_units,Police (GPBA / police benevolent association),Glenville Police Benevolent Association (GPBA / PBA),"Jan 1, 2022 through Dec 31, 2024",2022-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlaps_2014_2024,unavailable,head_http_404,,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:03Z,HEAD only; attempts=1; elapsed_seconds=0.204; identity_score=0; final_locator_hash=b6bf4c6679c2ef69e3a2; no body or raw headers retained.
TS4L-a31ec9b9ab04ea813203,lane_2,tier_c,verification_ready_medium,115,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.mass.gov/doc/jlmc-meeting-minutes-4-13-2023/download,"JLMC Meeting Minutes (4/13/2023) (includes: Lexington Firefighters Local 1491, IAFF and Town of Lexington, JLM-22-9686)",Lexington,MA,Northeast,safety_and_non_safety_bargaining_units,Fire (public safety),"Lexington Firefighters Local 1491, IAFF",JLMC procedural docket references case dated in the minutes: JLM-22-9686 (voted to hold a Section 1(3)(a) hearing),2022,2023,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality,overlaps_2014_to_2024,unavailable,head_http_403,,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:03Z,HEAD only; attempts=1; elapsed_seconds=0.113; identity_score=0; final_locator_hash=a3548b237d9c2713df8b; no body or raw headers retained.
TS4L-e9be4e9e78cc8c986a6c,lane_2,tier_c,verification_ready_medium,115,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.mass.gov/doc/jlmc-meeting-minutes-8-17-2023/download,"JLMC Meeting Minutes 8/17/2023 (includes Milton Firefighters, Local 1116, JLM-22-9709, 3(a) hearing jurisdiction due to unresolved issues)",Milton,MA,Northeast,safety_and_non_safety_bargaining_units,Firefighters,"Milton Firefighters, IAFF Local 1116 (JLM-22-9709)",JLMC proceeding context around 2022-2024 interest arbitration/impasse process,2022-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,overlaps_2014_2024_window,unavailable,head_http_403,,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:03Z,HEAD only; attempts=1; elapsed_seconds=0.109; identity_score=0; final_locator_hash=3283a0f42f34c51c6172; no body or raw headers retained.
TS4L-075f86ddabc2104191ed,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.willingboronj.gov/home/showpublisheddocument/5160/638640026252800000,COLLECTIVE BARGAINING AGREEMENT (IAFF Local 3091 Superior Fire Officers and Township of Willingboro),Willingboro,NJ,Northeast,safety_and_non_safety_bargaining_units,Fire department officers — IAFF Local 3091,Burlington County Professional Firefighter's Association / IAFF Local 3091 (Superior Fire Officers),"January 1, 2021 - December 31, 2025",2021-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_target_window_(2021-2024),unavailable,head_http_403,,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:04Z,HEAD only; attempts=1; elapsed_seconds=0.208; identity_score=0; final_locator_hash=b2a8d1dc10b572e4edfc; no body or raw headers retained.
TS4L-1470b498a23666a5d9f7,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://websterny.gov/DocumentCenter/View/9026/White-Collar-CSEA-Webster-CBA-1123-123126?bidId=,"CSEA (White Collar) Town of Webster AGREEMENT — (Document indicates strike prohibition section) — effective May 19, 2023; runs through Dec 31, 2026",Webster,NY,Northeast,safety_and_non_safety_bargaining_units,White-collar municipal office/admin employees (CSEA unit per Town materials),CSEA White Collar Unit (Town of Webster) — collective bargaining agreement,"Effective May 19, 2023; agreement period through December 31, 2026 (per document title/contents context)",2023-05-19,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same city (Webster, NY) — high expected alignment",Overlaps target window at least in 2023–2024 (target: 2014-2024),unavailable,head_http_404,,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:04Z,HEAD only; attempts=1; elapsed_seconds=0.193; identity_score=0; final_locator_hash=a8abf3309aa4b4ae39ef; no body or raw headers retained.
TS4L-1bffd24d6a70cb38780a,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.willingboronj.gov/home/showpublisheddocument/5150/638640024068800000,"COLLECTIVE BARGAINING AGREEMENT (Fraternal Order of Police, Lodge No. 38 and Township of Willingboro)",Willingboro,NJ,Northeast,safety_and_non_safety_bargaining_units,Police officers — FOP Lodge 38,"Fraternal Order of Police, Lodge No. 38","January 1, 2023 - December 31, 2027",2023-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_target_window_(2023-2024),unavailable,head_http_403,,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:04Z,HEAD only; attempts=1; elapsed_seconds=0.171; identity_score=0; final_locator_hash=6b177c7ec6785e1bead9; no body or raw headers retained.
TS4L-4548ea4ddc8a52b410dc,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.miltonma.gov/DocumentCenter/View/2871/Milton-Firefighters-MOA-2019-2022-PDF,"Memorandum of Agreement between the Town of Milton and Milton Firefighters, Local 1116 (2019-2022)",Milton,MA,Northeast,safety_and_non_safety_bargaining_units,Firefighters,"Milton Firefighters, Local 1116","July 1, 2019 to June 30, 2022",2019-07-01,2022-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,overlaps_2014_2024_window,unavailable,head_http_404,,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:04Z,HEAD only; attempts=1; elapsed_seconds=0.21; identity_score=0; final_locator_hash=986a0d381a9e09b0d73b; no body or raw headers retained.
