candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,content_type_hint,download_status,extraction_status,rating_status,causal_status,verification_timestamp,notes
TS4L-62a4847f6ff54c4ca0f9,lane_2,tier_c,verification_ready_low,103,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.ctdol.state.ct.us/medarb/awards/2024/Award%20Stratford%20and%20IAFF%202024-A-0092%20WO.pdf,Connecticut State Board of Mediation and Arbitration — Arbitration Award (Stratford & IAFF Local 998) Case 2024-A-0092,Stratford,CT,Northeast,safety_and_non_safety_bargaining_units,Firefighters / public safety,"Stratford Professional Fire Fighters, Local 998, IAFF","2022-2026 contract (effective July 1, 2022 to June 30, 2026) (as referenced in award)",2022-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,yes,overlaps 2014-2024 window (cycle extends into 2024),blocked_by_transport,ConnectError_bounded_head_failure,,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:20Z,HEAD only; attempts=2; elapsed_seconds=0.342; identity_score=0; final_locator_hash=da2bf02b17403fa75eed; no body or raw headers retained.
TS4L-e0c23ccc4ec0dd76c788,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.town.billerica.ma.us/DocumentCenter/View/11745,COLLECTIVE BARGAINING AGREEMENT BETWEEN Town of Billerica and Billerica Firefighters Local 1495 (IAFF) (document listing includes “SECTION 4: NO STRIKE CLAUSE” and “GRIEVANCE ARBITRATION”).,Billerica,MA,Northeast,safety_and_non_safety_bargaining_units,Firefighters (IAFF),Billerica Firefighters Local 1495 of the International Association of Firefighters AFL-CIO,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,match,unknown,blocked_by_transport,ConnectError_bounded_head_failure,,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=2; elapsed_seconds=0.452; identity_score=0; final_locator_hash=14ec862395ef14dea5c8; no body or raw headers retained.
TS4L-2d6600e546c12aa9b1b5,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.ctdol.state.ct.us/medarb/2024-A-0111%202024.03.08%20Expedited%20Arbitration%20Award.pdf,"March 8, 2024 Expedited Arbitration Award (Case 2024-A-0111), Town of Cheshire and Cheshire Police Union",Cheshire,CT,Northeast,safety_and_non_safety_bargaining_units,Police / Cheshire Police Union,CHESHIRE POLICE UNION,Expedited arbitration award dated 2024-03-08; issue refers to period commencing 1/1/2024 (per award cover text),2024-01-01,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Cheshire, CT (Town of Cheshire employer)",Within target window (2024),blocked_by_transport,ConnectError_bounded_head_failure,,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=2; elapsed_seconds=0.318; identity_score=0; final_locator_hash=251bc98e807a6f6884ef; no body or raw headers retained.
TS4L-71b92bc7f02ad61e6d56,lane_1,tier_c,verification_ready_medium,148,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://maspaonline.org/wp-content/uploads/2018/10/NTA_UNIT_E_CONTRACT_2015-2018_Final.pdf,NTA_UNIT_E_CONTRACT_2015-2018_Final.pdf,Newton,MA,Northeast,non_safety_comparator,Educational support / specialized staff (Unit E) (inferred from unit label),"Newton Teachers Association (NTA), Unit E","September 1, 2015 – August 31, 2018",2015,2018,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city_expected,covers_expected_period_2015_2018,weak_or_needs_review,head_http_405,,,,,,,head_http_405,text/plain,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:43Z,HEAD only; attempts=1; elapsed_seconds=0.203; identity_score=0; final_locator_hash=c5de3e9834c14f37c4da; no body or raw headers retained.
TS4L-911385c4c24131d1a5a7,lane_1,tier_c,verification_ready_medium,148,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://maspaonline.org/wp-content/uploads/2018/10/NTA_UNIT_C_CONTRACT_2015-2018_Final.pdf,NTA_UNIT_C_CONTRACT_2015-2018_Final.pdf,Newton,MA,Northeast,non_safety_comparator,Teacher Aides / Educational support (Unit C: Aides & Behavior Therapists) (inferred from unit label),"Newton Teachers Association (NTA), Unit C","September 1, 2015 – August 31, 2018",2015,2018,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city_expected,covers_expected_period_2015_2018,weak_or_needs_review,head_http_405,,,,,,,head_http_405,text/plain,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:43Z,HEAD only; attempts=1; elapsed_seconds=0.202; identity_score=0; final_locator_hash=2c02609b96bda448c9ee; no body or raw headers retained.
TS4L-bda5119927aa65baa730,lane_1,tier_c,verification_ready_low,146,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.abilenetx.gov/DocumentCenter/View/32325/2024-2025-Fiscal-Year-Operating-Budget-PDF,City of Abilene — FY 2024-2025 Operating Budget (PDF),Abilene,TX,South,non_safety_comparator,Non-Civil Service employees (citywide non-civil service workforce),,FY 2024-2025 (fiscal year operating budget),2024-10-01,2025-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,partially_overlapping,blocked_by_transport,ReadTimeout_bounded_head_failure,,,,,,,ReadTimeout_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:58:09Z,HEAD only; attempts=2; elapsed_seconds=16.386; identity_score=0; final_locator_hash=08686230471559f70331; no body or raw headers retained.
TS4L-18782c7d348f0bc6a824,lane_1,tier_c,verification_ready_low,145,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.norfolk.gov/DocumentCenter/View/61364/R-2-Compensation-Plan--FY-21,"Ordinance 1655 - Compensation Plan - FY'21 (City of Norfolk, VA) (Item R-2)",Norfolk,VA,South,non_safety_comparator,City employee pay plans / compensation grades (non-public safety comparator unit),,"FY 2021 (Effective July 1, 2020)",2020-07-01,2021-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,match,expected_overlap,blocked_by_transport,ReadTimeout_bounded_head_failure,,,,,,,ReadTimeout_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:58:09Z,HEAD only; attempts=2; elapsed_seconds=23.009; identity_score=0; final_locator_hash=28120d7e2be297e4d88d; no body or raw headers retained.
TS4L-41e01eaf50f29dad283c,lane_1,tier_c,verification_ready_low,142,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.abilenetx.gov/DocumentCenter/View/40294/CB-2630-Request-for-Proposals-PDF?bidId=,"Abilene, TX — RFP # CB-2630: Compensation Plan (Document)",Abilene,TX,South,non_safety_comparator,Non-civil service workforce (712 non-civil job titles per later addendum),,CB-2630 compensation study / plan development (timeframe not explicitly a 2024-2029 CBA),,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,unknown,blocked_by_transport,ReadTimeout_bounded_head_failure,,,,,,,ReadTimeout_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:58:32Z,HEAD only; attempts=2; elapsed_seconds=16.352; identity_score=0; final_locator_hash=600d27e9a86354250a99; no body or raw headers retained.
TS4L-24ecf76a5bcf2d5dd5b3,lane_1,tier_c,verification_ready_medium,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofboise.org/media/16716/cla-oct-1-2022-sept-30-2024.pdf,"CLA (City of Boise) — Oct 1, 2022 to Sept 30, 2024 (as referenced by Boise Police Collective Bargaining Agreements Dashboard)",Boise City,ID,West,non_safety_comparator,Unknown (Boise police labor agreement; unit classification not confirmed),Unknown (bargaining unit name not confirmed),"October 1, 2022 through September 30, 2024",2022-10-01,2024-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_expected_city_of_boise,overlaps_2022_2026_expected_period,blocked_by_transport,ReadTimeout_bounded_head_failure,,,,,,,ReadTimeout_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:58:32Z,HEAD only; attempts=2; elapsed_seconds=17.807; identity_score=0; final_locator_hash=4eca954e2de5432a132b; no body or raw headers retained.
TS4L-d49408a8fdee35f2f110,lane_1,tier_c,verification_ready_medium,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.littletonps.org/staff-resources/files/Staff%20Forms/Contracts/LEA%20Contract%202023-2026.pdf,Littleton Public Schools — LEA Contract 2023-2026 (PDF),Littleton,CO,West,non_safety_comparator,Licensed staff (teachers/education association represented positions),Littleton Education Association (LEA),2023-2026 (per document title),2023-01-01,2026-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match_inferred,overlaps_expected_period_inferred,blocked_by_transport,ConnectError_bounded_head_failure,,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:58:32Z,HEAD only; attempts=2; elapsed_seconds=0.506; identity_score=0; final_locator_hash=ce0117cec06008a1b1cd; no body or raw headers retained.
