verification_id,candidate_queue_row_id,candidate_queue_stable_key,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,candidate_title,candidate_source_type,candidate_priority,candidate_status_before_verification,triage_bucket,duplicate_source_group_id,duplicate_group_size,duplicate_group_role,near_duplicate_candidate_key,population,state_candidate_rows_per_covered,unit_type_scouted,source_owner_type,scout_confidence,triage_score,source_wave,verification_stage
VER-07f5e7ab1a631808aaf8,NSCQ-DC-20260720-0003,NSCQ-DC-20260720-0003,cog_2025_124214,124214,DC,Washington,CITY OF WASHINGTON DC,https://olrcb.dc.gov/sites/default/files/dc/sites/olrcb/publication/attachments/IAFF%2036-FEMS%20FY21-FY24%20CBA%20Executed.pdf,"Collective Bargaining Agreement between the District of Columbia Government and the International Association of Fire Fighters Local 36, AFL-CIO, MWC (Fiscal Years 2021-2024)",cba,high,scheduled,high_priority_later_verify,URL-46a386355b9aff58640f,1,primary,KEY-b2d424904b2cbf3db8c8,678972,5.0,fire,city,high,79,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-8cbae52e563f98ca1908,NSCQ-RI-20260720-0004,NSCQ-RI-20260720-0004,cog_2025_112807,112807,RI,Warwick,CITY OF WARWICK,https://www.warwickri.gov/sites/g/files/vyhlif12206/f/pages/warwick_police_contract_7.1.2021_-_6.30.2024.pdf,Warwick Police Lodge No. 7 Collective Bargaining Agreement (Police),cba,high,scheduled,high_priority_later_verify,URL-c0e0c8faeb5675153709,1,primary,KEY-2be0975a225abfee1307,82999,3.375,police,city,medium,100,POST-PI-PARALLEL-ROUND1-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-05c59818c66fb49000b2,NSCQ-RI-20260720-0008,NSCQ-RI-20260720-0008,cog_2025_209434,209434,RI,Cranston,CITY OF CRANSTON,https://municipalfinance.ri.gov/documents/contracts/Cranston_Fire.pdf,"Agreement Between City of Cranston and Local 1363 IAFF (Contract Years July 1, 2016–June 30, 2019) (with Civilian Addendum)",cba,high,scheduled,high_priority_later_verify,URL-930fbbc7a576c9ebbd35,1,primary,KEY-ef7b40c87507a82d5051,82635,3.375,fire,state_labor_board,high,100,POST-PI-PARALLEL-ROUND1-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-fa95d049353460db9729,NSCQ-RI-20260720-0011,NSCQ-RI-20260720-0011,cog_2025_174833,174833,RI,Pawtucket,CITY OF PAWTUCKET,https://municipalfinance.ri.gov/documents/contracts/Pawtucket_Fire.pdf,"Collective Bargaining Agreement (Pawtucket Firefighters IAFF Local 1261) — includes handwritten date May 1, 2014 and CITY OF PAWTUCKET signature block",cba,high,scheduled,high_priority_later_verify,URL-a0690924db401a16680e,1,primary,KEY-ee207e41ef87f1e4201a,75321,3.375,fire,third_party,medium,75,POST-PI-PARALLEL-ROUND1-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-5e7f5f7985161bfbb928,NSCQ-RI-20260720-0015,NSCQ-RI-20260720-0015,cog_2025_194033,194033,RI,East Providence,CITY OF EAST PROVIDENCE,https://eastprovidenceri.gov/sites/default/files/field/files-docs/2._contract_-_fire_fighters_2022-2025_0.pdf,Collective Bargaining Agreement — Fire Fighters (2022-2025),cba,high,scheduled,high_priority_later_verify,URL-2ab3f7c16b264aff4028,1,primary,KEY-0ef829eb4c330ee6bfd7,46900,3.375,fire,city,high,100,POST-PI-PARALLEL-ROUND2-3X150-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-c9ff7c154d2b3acb6f7f,NSCQ-RI-20260720-0021,NSCQ-RI-20260720-0021,cog_2025_174832,174832,RI,Newport,CITY OF NEWPORT,https://www.cityofnewport.com/CityOfNewport/media/City-Hall/Departments/Human%20Resources/CBA-IAFF-2021-2024.pdf,"Collective Bargaining Agreement (IAFF FY 2021-2024) — by and between the CITY OF NEWPORT, Rhode Island and Local 1080, International Association of Fire Fighters, AFL-CIO",cba,high,scheduled,high_priority_later_verify,URL-2207208cc6e460038db1,1,primary,KEY-b7a2ccc26d822be9f1d3,24717,3.375,fire,city,high,100,POST-PI-AGGRESSIVE-3X300-ATTEMPT3-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-4c2412ac0c0678571590,NSCQ-NV-20260720-0003,NSCQ-NV-20260720-0003,cog_2025_169987,169987,NV,Henderson,CITY OF HENDERSON,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/FF/City%20of%20Henderson%20and%20IAFF%20Local%201883.pdf,"LABOR AGREEMENT — CITY OF HENDERSON, NEVADA AND IAFF LOCAL 1883 — JULY 1, 2014 THROUGH JUNE 30, 2016",cba,high,scheduled,high_priority_later_verify,URL-3f27ffeb7b66fbe09c7c,1,primary,KEY-139eb0c7f7935eb0456f,337305,3.090909,fire,state_labor_board,medium,100,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-3c521bec9a563de67437,NSCQ-NV-20260720-0007,NSCQ-NV-20260720-0007,cog_2025_208734,208734,NV,North Las Vegas,CITY OF NORTH LAS VEGAS,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/FF/City%20of%20North%20Las%20Vegas%20and%20NLV%20Fire%20Fighters%20IAFF%20Local%201607%20%28NS%29.pdf,Agreement Between the City of North Las Vegas and the International Association of Fire Fighters Local 1607 (Non-Supervisory) (July 1st 2015 through June 30th 2017),cba,high,scheduled,high_priority_later_verify,URL-5b38fab4a47e85ae59ee,1,primary,KEY-ab40fbaed1521914ad39,284771,3.090909,fire,state_labor_board,high,100,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-b504846d2b82c1cb953d,NSCQ-NV-20260720-0011,NSCQ-NV-20260720-0011,cog_2025_169993,169993,NV,Reno,CITY OF RENO,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/cities/City%20of%20Reno%20and%20Non-Supervisory%20Employees.pdf,Labor Agreement (City of Reno and International Union of Operating Engineers Stationary Local #39) (Non-Supervisory Unit),cba,high,scheduled,high_priority_later_verify,URL-7e150eea8cda007f0e38,1,primary,KEY-1ebbc11a98e242f0eaf1,274915,3.090909,non_safety,state_labor_board,medium,100,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-5e4daff6ec25f4b0f977,NSCQ-NV-20260720-0015,NSCQ-NV-20260720-0015,cog_2025_108910,108910,NV,Sparks,CITY OF SPARKS,https://cms7files1.revize.com/sparksnv/Document_Center/Department/Human%20Resources/Labor%20Agreements%20and%20Resolutions/Attorney%20Resolution%202022-2025%20Approved%20Updated%202025.02.10.pdf,"City Attorney’s Office Resolution July 1, 2022 – June 30, 2025 (Approved/Updated 2025.02.10) — Appendix A (Job Class and Salary Wage Ranges) and pay plan provisions",ordinance_or_policy,high,scheduled,high_priority_later_verify,URL-4ecee3054e6d30729b5f,1,primary,KEY-689a17472a541130f1d3,110323,3.090909,non_safety,city,medium,79,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
