span_rating_id,span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,rated_mechanism_family,documentary_mechanism_support,direct_text_support,provisional_causal_candidate_support,direction_of_pressure,evidence_strength,claim_relevance,quote_used,quote_exact_substring,reason_code,claim_boundary,no_wage_gap_claim,no_final_causal_claim,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,gabriel_backend,gabriel_model,gabriel_request_id,gabriel_attempt_count,notes
SPANRTIERC159-0cc1708f3a636916cbd0bb32,SPAN378-188c5ff8ebcec669118838a4,TXT378-fb49415fe300eec6d424,RS556-12e65484e7490fd1ab7c,TS4L-8d289eba35a26bc3994b,lane_4,tier_c,verification_ready_low,https://webgen1files1.revize.com/hendnc/Documents/Departments/Finance/Budget/FY-18-19-Recommended-Budget-final-version-2-May-18.pdf,City of Henderson NC FY-18-19 Recommended Budget (includes Public Safety Pay Schedule Phase Five FY2019),Henderson,NC,South,safety_and_non_safety_compensation_units,Public safety classifications (Police & Fire) and pay schedule tables,,"FY 2018-2019 (with Public Safety Pay Schedule Phase Five, FY2019)",2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fb49415fe300eec6d424.txt,7164c106ce2ad7685daffc738b6d2446bd11d1acb1983afaf8353e0256455648,187d0a6db5b0d82d19a653bb097500b821c093ba47c791400f5d63e06b52895f,"Major Accomplishments:
o Phase IV of Pay Classification Study was funded as well as an additional increase for Fire and
Police.
o Renovation of Fire Station #2 has been completed and work continues on the old Municipal
Building.
o Several demolitions of city/county owned properties, including the former Abagayles Bookstore
o MAKO opened a facility in Henderson with the city and county participating in incentives.
o City’s Fund Balance remained very positive and well above minimum requirements.
o Community Outreach Program started along with Community Wide Advisory Committee.
o Urban Homesteading Program started.",40536,41155,0b2401a95b0a52658a69eccf4c4500f5ca24cbcf62c6d45c0d92bf3e0afc945c,"tion Facility’s dedication was held and improvements completed.
o Funding approved for Kerr Lake Regional Water Plant upgrade and expansion for two phases.

•

","

KEY BUDGET ISSUES
•

Little to no growth in Real and Personal Property values; therefore, limiting funding for needed capital
projects.

•

Funding for salari",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,moderate,moderate,weak,neutral_or_unclear,moderate,direct_text_claim,"Major Accomplishments:
o Phase IV of Pay Classification Study was funded as well as an additional increase for Fire and
Police.
o Renovation of Fire Station #2 has been completed a",true,pay_classification_study_funded_compensation_adjustment_signal,Pay classification study funding and an additional increase (Fire/Police) as a compensation/classification adjustment activity; no explicit peer-market comparison stated.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0a6b9ced20a47869006a678a2e3b18819792b81383a4f60c9a,2,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANRTIERC159-2fd0b6be7c8168cbf7d3ede5,SPAN378-893b9d47b6c913068ebd6f1e,TXT378-fb49415fe300eec6d424,RS556-12e65484e7490fd1ab7c,TS4L-8d289eba35a26bc3994b,lane_4,tier_c,verification_ready_low,https://webgen1files1.revize.com/hendnc/Documents/Departments/Finance/Budget/FY-18-19-Recommended-Budget-final-version-2-May-18.pdf,City of Henderson NC FY-18-19 Recommended Budget (includes Public Safety Pay Schedule Phase Five FY2019),Henderson,NC,South,safety_and_non_safety_compensation_units,Public safety classifications (Police & Fire) and pay schedule tables,,"FY 2018-2019 (with Public Safety Pay Schedule Phase Five, FY2019)",2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fb49415fe300eec6d424.txt,7164c106ce2ad7685daffc738b6d2446bd11d1acb1983afaf8353e0256455648,187d0a6db5b0d82d19a653bb097500b821c093ba47c791400f5d63e06b52895f,"Implementation of Phase IV of Pay Study for all departments, including additional increase for Police
and Fire.",45545,45656,011f652c7a42c20ca3c96bfa89d638cd8c209569b8ea60d08d7ed0f33fa18099,"med in an
efficient and timely manner.

FY 18 ACCOMPLISHMENTS
•

Position Replacements: Filled HR Director Position due to the retirement of past Director.

•

","

•

Continued improvement of Fund Balance for all funds. During the FY 17 audit, the unassigned Fund
Balance equals 50.3% of the fiscal years expenditures usin",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,strong,strong,weak,neutral_or_unclear,moderate,direct_text_claim,"Implementation of Phase IV of Pay Study for all departments, including additional increase for Police
and Fire.",true,pay_study_and_market_adjustment_signal,Only indicates a pay study and targeted pay increases; no peer/market comparison stated beyond pay study framing.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_092675b5ce5a64f5006a678a1b16988195b069c13b42c9e8ff,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANRTIERC159-ac315b77c967685c846984ff,SPAN378-fceab93652d9bd586d04f613,TXT378-fb49415fe300eec6d424,RS556-12e65484e7490fd1ab7c,TS4L-8d289eba35a26bc3994b,lane_4,tier_c,verification_ready_low,https://webgen1files1.revize.com/hendnc/Documents/Departments/Finance/Budget/FY-18-19-Recommended-Budget-final-version-2-May-18.pdf,City of Henderson NC FY-18-19 Recommended Budget (includes Public Safety Pay Schedule Phase Five FY2019),Henderson,NC,South,safety_and_non_safety_compensation_units,Public safety classifications (Police & Fire) and pay schedule tables,,"FY 2018-2019 (with Public Safety Pay Schedule Phase Five, FY2019)",2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fb49415fe300eec6d424.txt,7164c106ce2ad7685daffc738b6d2446bd11d1acb1983afaf8353e0256455648,187d0a6db5b0d82d19a653bb097500b821c093ba47c791400f5d63e06b52895f,"• Pay Study-Phase IV: Managed the implementation of Phase IV of the pay study as well as a second
increase approved by Council.",48678,48805,b155b40df99dbbb6f9d77f014308c63b930763eb1d44019f06b5f385a6c0ae86,"n Plan for key positions.
Work with Leadership Team to identify star performers to mentor. Develop customized
schedule to develop them.

FY 18 ACCOMPLISHMENTS

","

• Improved Employee Morale: Public Council recognition of retiring employees, Holiday luncheon,
Lunch and Learns and Service Award banquet.

• Work First Inte",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,moderate,moderate,not_supported,neutral_or_unclear,moderate,direct_text_claim,"• Pay Study-Phase IV: Managed the implementation of Phase IV of the pay study as well as a second
increase approved by Council.",true,market_pay_study_phase_iv_council_approved,Only indicates management of a pay study phase and council-approved pay increases; does not explicitly state market/peer comparability.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0671b7916fe50c6b006a678a1b073c819683275e203235280d,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANRTIERC159-74f09bcc139109bbb0025b7c,SPAN378-25b8b5e99707e57b904063f0,TXT378-fb49415fe300eec6d424,RS556-12e65484e7490fd1ab7c,TS4L-8d289eba35a26bc3994b,lane_4,tier_c,verification_ready_low,https://webgen1files1.revize.com/hendnc/Documents/Departments/Finance/Budget/FY-18-19-Recommended-Budget-final-version-2-May-18.pdf,City of Henderson NC FY-18-19 Recommended Budget (includes Public Safety Pay Schedule Phase Five FY2019),Henderson,NC,South,safety_and_non_safety_compensation_units,Public safety classifications (Police & Fire) and pay schedule tables,,"FY 2018-2019 (with Public Safety Pay Schedule Phase Five, FY2019)",2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fb49415fe300eec6d424.txt,7164c106ce2ad7685daffc738b6d2446bd11d1acb1983afaf8353e0256455648,187d0a6db5b0d82d19a653bb097500b821c093ba47c791400f5d63e06b52895f,"personnel related expenditures, such as retiree health insurance
and reserves for incumbent liabilities for accrued vacation and compensatory time, are accounted
for in this budget department. Additionally, the Fund’s share of the recommended Pay &
Classification Study is included in this budget.
The largest expenditure center for the non-departmental budget is the inter-fund transfer. The
transfer provides for “sending” money from Sewer Fund to the Capital Reserve and CIP funds as
well as to the General and Water funds for cost allocation.",124564,125110,71b219732c1783664cf903c1b133dfef5550b74c88bc6a80f3066f47cb314196,"s and other expenditures that should not be
located in an operating budget group. No personnel are assigned to the Non-Departmental
budget group; however, some ","

WF: Page 2

FY 18-19 BUDGET
ENTERPRISE FUNDS
30-680: WATER FUND DEBT SERVICE
30-680: DEBT SERVICE SUMMARY
Actual
16-17
Long-Term Debt Service- P&I $
Lease Pur",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,moderate,strong,weak,neutral_or_unclear,moderate,documentary_mechanism_claim,"personnel related expenditures, such as retiree health insurance
and reserves for incumbent liabilities for accrued vacation and compensatory time, are accounted
for in this budget",true,pay_classification_study_mentioned_in_budget_context,Only indicates inclusion/accounting context for a pay/classification study-related budget item; does not state wage-setting impact.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_046cc4e65db95751006a678a1d57388193bce123057370eaba,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANRTIERC159-d2bda535b8b9f4fb7b4ab2ae,SPAN378-486721d7feea6a8daee8ff05,TXT378-c0fbef4574ca6ad030ca,RS556-1435d3b07c0125be1e5e,TS4L-ad2915ff22b44e4b64f9,lane_4,tier_c,verification_ready_low,https://www.hidalgocounty.us/DocumentCenter/View/36562/FINAL-CCP---CHAPTER-8---POLICIES-AND-PROCEDURES-112018,Hidalgo County Classification & Compensation Plan — Chapter 8 (Policies and Procedures) (112018),Hidalgo,TX,South,safety_and_non_safety_compensation_units,General county classifications (non-safety) and plan framework that references Law Enforcement Pay Plan,,Chapter 8 (Policies and Procedures); labeled final CCP chapter document (112018),2018-11-01,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c0fbef4574ca6ad030ca.txt,39f996aca87105da643d9e580a62e8fafaf20e9bfdca67dd2272ecbd3575d842,d2f21518c97235bd7e6daaa4cf43bfdebf1b9baffa52885770cb669c403b7a50,"Conduct salary surveys and other studies as appropriate to insure classified salaries are
competitive with external markets, both private and public sector.",10302,10458,58595462b20dcc72f227175aca1db37222d58053a1bbbc0f59da1907722b54a4,"
qualifications related to education and experience, and appropriate skill sets with regard to
knowledge, skills and abilities for the job classification.

4)

","

5)

Revise and update the plan policies and procedures as necessary to improve the administration
and operation of the Classification and Compensation Plan.

",MARKET_COMPETITIVENESS,pay_competitiveness,high,market_or_comparability_pressure,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,"Conduct salary surveys and other studies as appropriate to insure classified salaries are
competitive with external markets, both private and public sector.",true,salary_surveys_competitive_external_markets,Only addresses competitiveness via external market surveys/studies for classified salaries; no causal wage-gap claim implied,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_06322a7ff446a0a9006a678a1d5f24819790a34a6d7961ab50,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANRTIERC159-baaec1bc54907c0869f068cf,SPAN378-8ad82a5d6abe28adaab33660,TXT378-01f5fa6bf1ee64e0677d,RS556-223d81c3447648a5f6e3,TS4L-7f5501d034232b736a44,lane_4,tier_c,verification_ready_medium,https://comstockmi.gov/wp-content/uploads/2020/12/2021-BP-FINAL.pdf,Comstock Township 2021 budget packet (includes “2021 Township-Police Protection Agreement” and “Police Protect Contract Rate Schedule”/Exhibit I references),Comstock charter,MI,Midwest,safety_and_non_safety_compensation_units,Police / law enforcement services (sheriff’s office deputies; overtime/contract rate schedule referenced),Sheriff’s Office and Deputies (collective bargaining agreement referenced for updates),2021-01-01 through 2021-12-31 (agreement term language) + referenced rate schedule Exhibit I,2021-01-01,2021-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-01f5fa6bf1ee64e0677d.txt,aacd8861e583d7007700719646410efe511b7cf802968aa3c460805b6d37b3ad,5c1c469765bb2e2f723082e31ffd6969daa22b556d1d9530bd734b169b0282ae,"Compensation shall be set at levels necessary to recruit and retain qualified employees. Salary levels
are determined by the duties and responsibilities of the particular position, the educational
requirements for the positions, a comparison to the salary levels for the Township positions, the
prevailing salary levels for other Township positions, the prevailing salary levels for similar positions
with other employers within relevant labor markets, the financial condition of the Township and other
relevant considerations.",150851,151378,d7b165e5d16bd0c71afc2428df7462ad95b0005b8400f288890aa27bd74ec329,"consistent with
the following principles:


Compensation is under the authority of the Board, and shall be annually reviewed and established by
the Board.



","



Benefit levels are determined by the prevailing benefit levels with other employers within relevant
labor markers, including both cost and value of benefit",MARKET_RECRUITMENT_RETENTION,recruitment_retention,medium,market_or_comparability_pressure,strong,strong,weak,neutral_or_unclear,strong,direct_text_claim,"Compensation shall be set at levels necessary to recruit and retain qualified employees. Salary levels
are determined by the duties and responsibilities of the particular position,",true,recruit_retain_market_comparability_compensation_language,"Rates compensation to support recruitment/retention, using position duties plus market/comparison criteria elsewhere in the span",true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0bfeb57ed30bdd58006a678a1d630881959594abe304ece0a8,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANRTIERC159-1b8cd255665e00bffc68df05,SPAN378-6bfe35bf179bfd4ce9bf43fa,TXT378-4dd5472b647d8eabf593,RS556-23145c62646a3264b58a,TS4L-f29b0add165ec6b6f02d,lane_4,tier_c,verification_ready_low,https://stallingsnc.org/LinkClick.aspx?fileticket=8ts50mP9YLw%3D&portalid=0,"July 9, 2018 — Pay Plan / Classification Plan Development (Town of Stallings)",Stallings,NC,South,safety_and_non_safety_compensation_units,Police/public safety + general municipal positions (classification/pay plan development context),,2018-07-09 (document date; pay plan development phase),2018-07-09,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4dd5472b647d8eabf593.txt,e5eb4941de289e4dda4c5c442f198d69b6fa404ef939bb850242e8689a3c098b,b812ac917145a163dad37a6defd74600aa7b270fad0a82130267c8147dc9f7d9,"nager
Motion: I make the motion to
approve/deny the Resolution for
NCDOT Regarding Design Standards
for U-4714 (Old Monroe Road).

7.

8:45 p.m.

Pay Classification Study Contract

Alex Sewell,

Approve/Deny contract.

Town Manager
Motion: I make the motion to

approve/deny the Pay Classification
Study contract.
8.

9:10 p.m.

FTA Transit Overlay District Grant Letter

Alex Sewell,

Approve/Deny letter.

Town Manager
Motion: I make the motion to
approve/deny the FTA Transit
Overlay District Grant Letter.

9.

9:15 p.m.

Town Manager Contract Update

Alex Sewell,

Approve/Deny Update

Town Manager
Motion: I make the motion to

approve/deny the First Amendment
to",2539,3208,e4a13dfb2ded1fbc37736a5eb17ebfe60ee7d4ad2fc8b6159eafe5fcd6fd5afc,"from the public
D. Close public hearing
E. Council vote
6.

8:35 p.m.

Old Monroe Road Design Priorities for NCDOT

Alex Sewell,

Adopt/Deny resolution

Town Ma"," the Town of Stallings Employment
Agreement with Alex Sewell, Town
Manager.

10.
11.

9:25 p.m.
9:45 p.m.

Closed Session in Pursuant to NCGS 143-

Melanie Cox,",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,moderate,moderate,weak,neutral_or_unclear,moderate,documentary_mechanism_claim,"nager
Motion: I make the motion to
approve/deny the Resolution for
NCDOT Regarding Design Standards
for U-4714 (Old Monroe Road).

7.

8:45 p.m.

Pay Classification Study Contract",true,pay_classification_study_contract_signal_compensation_study,Scope limited to agenda item approving/denying a Pay Classification Study contract.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_03b4d220608421df006a678a1dd3488197aa124f6eb2f1afb0,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANRTIERC159-e28760107b828657e8404679,SPAN378-109aeb6d6b9c0adcf9398fbc,TXT378-4dd5472b647d8eabf593,RS556-23145c62646a3264b58a,TS4L-f29b0add165ec6b6f02d,lane_4,tier_c,verification_ready_low,https://stallingsnc.org/LinkClick.aspx?fileticket=8ts50mP9YLw%3D&portalid=0,"July 9, 2018 — Pay Plan / Classification Plan Development (Town of Stallings)",Stallings,NC,South,safety_and_non_safety_compensation_units,Police/public safety + general municipal positions (classification/pay plan development context),,2018-07-09 (document date; pay plan development phase),2018-07-09,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4dd5472b647d8eabf593.txt,e5eb4941de289e4dda4c5c442f198d69b6fa404ef939bb850242e8689a3c098b,b812ac917145a163dad37a6defd74600aa7b270fad0a82130267c8147dc9f7d9,"8:45 p.m.

Pay Classification Study Contract

Alex Sewell,

Approve/Deny contract.

Town Manager
Motion: I make the motion to

approve/deny the Pay Classification
Study contract.
8.

9:10 p.m.

FTA Transit Overlay District Grant Letter

Alex Sewell,

Approve/Deny letter.

Town Manager
Motion: I make the motion to
approve/deny the FTA Transit
Overlay District Grant Letter.

9.

9:15 p.m.

Town Manager Contract Update

Alex Sewell,

Approve/Deny Update

Town Manager
Motion: I make the motion to

approve/deny the First Amendment
to the Town of Stallings Employment
Agreement with Alex Sewell, Town
Manager.

10.
11.

9:25 p.m.
9:45 p.m.

Closed Session in Pursuant",2674,3341,2816da0099718380ea90c1bf346f22a5f48845caf3e26158f0a70ffeedbd4e6d,"/Deny resolution

Town Manager
Motion: I make the motion to
approve/deny the Resolution for
NCDOT Regarding Design Standards
for U-4714 (Old Monroe Road).

7.

"," to NCGS 143-

Melanie Cox,

318.11(a)(6)

Town Attorney

Adjournment

Agenda Item #

Stallings
315 Stallings Road • Stallings, North Carolina 28104

Planning B",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,moderate,strong,weak,neutral_or_unclear,moderate,direct_text_claim,"8:45 p.m.

Pay Classification Study Contract

Alex Sewell,

Approve/Deny contract.

Town Manager
Motion: I make the motion to

approve/deny the Pay Classification
Study contract.
8",true,pay_classification_study_contract_implies_market_comparability_check,Menu item approving/denying a pay classification study contract (no stated wage adjustment).,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0dce12304df85972006a678a1f685081978c5e8f08cfa53ba5,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANRTIERC159-903db1a6b62aa07c47008f3a,SPAN378-0bea87a0d4468674fd8fbbd4,TXT378-4dd5472b647d8eabf593,RS556-23145c62646a3264b58a,TS4L-f29b0add165ec6b6f02d,lane_4,tier_c,verification_ready_low,https://stallingsnc.org/LinkClick.aspx?fileticket=8ts50mP9YLw%3D&portalid=0,"July 9, 2018 — Pay Plan / Classification Plan Development (Town of Stallings)",Stallings,NC,South,safety_and_non_safety_compensation_units,Police/public safety + general municipal positions (classification/pay plan development context),,2018-07-09 (document date; pay plan development phase),2018-07-09,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4dd5472b647d8eabf593.txt,e5eb4941de289e4dda4c5c442f198d69b6fa404ef939bb850242e8689a3c098b,b812ac917145a163dad37a6defd74600aa7b270fad0a82130267c8147dc9f7d9,"TO: Mayor Dunn; Town Council
FR: Alex Sewell
DATE: 7/5/18
RE: Pay & Classification Study Contract
Purpose: This memorandum's purpose is to educate the Town Council on the timeline
for the pay & classification study and request formal approval of the pay & classification
study contract.
Background: On May 14, 2018, the Town Council approved by consensus conducting a
pay and classification study using an outside expert consultant.
Timeline: The process would start in November with the goal of being completed in
March 2019 in time for the budget process. Enclosed is a summary overview of the
process.
Recommendation: Approve the contract with the N.C. League of Municipalities for a
comprehensive pay and classification study.",51880,52610,4fb07c36113d941ed1c6aaa8a84aa024c9b27e7bd82d0ed17e69eaaa185e2aee," 2018.

Wyatt Dunn, Mayor
ATTEST:

Approved as to form:

Erinn Nichols, Town Clerk

Melanie Cox, Town Attorney

Agenda Item #

.41: •4.71
04,

8tU1111

-->ic-

","

Classification and Pay Study Information
Conducting a classification and pay study typically takes approximately 2.5 to 4 months, depending on the size of the",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,weak,weak,not_supported,neutral_or_unclear,weak,documentary_mechanism_claim,"TO: Mayor Dunn; Town Council
FR: Alex Sewell
DATE: 7/5/18
RE: Pay & Classification Study Contract
Purpose: This memorandum's purpose is to educate the Town Council on the timeline
for the pay & classification study and request formal approval of the pay & classification
study contract.
",true,mentions_pay_classification_study_contract_only,Title/intro identifies a pay & classification study contract and timeline; no explicit market/comparability or peer-adjustment language.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_07e2038cf79705c8006a678a1f74448194a705673d57e55a69,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANRTIERC159-b4b44e38ace9f998bab6ff0a,SPAN378-d8bdb22c817eacbddeaa3f8f,TXT378-4dd5472b647d8eabf593,RS556-23145c62646a3264b58a,TS4L-f29b0add165ec6b6f02d,lane_4,tier_c,verification_ready_low,https://stallingsnc.org/LinkClick.aspx?fileticket=8ts50mP9YLw%3D&portalid=0,"July 9, 2018 — Pay Plan / Classification Plan Development (Town of Stallings)",Stallings,NC,South,safety_and_non_safety_compensation_units,Police/public safety + general municipal positions (classification/pay plan development context),,2018-07-09 (document date; pay plan development phase),2018-07-09,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4dd5472b647d8eabf593.txt,e5eb4941de289e4dda4c5c442f198d69b6fa404ef939bb850242e8689a3c098b,b812ac917145a163dad37a6defd74600aa7b270fad0a82130267c8147dc9f7d9,"Classification and Pay Study Information
Conducting a classification and pay study typically takes approximately 2.5 to 4 months, depending on the size of the
organization. The MAPS Group's approach is to make the process as transparent and understandable as possible. We believe
this is important because a good study can have a negative morale impact if employees misunderstand it or if the study lacks
credibility with employees.
We also strongly recommend undertaking a stud",52612,53090,1010c0c404a4f88e140a3dcf2c345e50b6eacae2930d7f1bb959e225102c51f6,"summary overview of the
process.
Recommendation: Approve the contract with the N.C. League of Municipalities for a
comprehensive pay and classification study.

","y only when there is commitment to follow through with funding the
implementation. The negative impact on morale is significant if a study is not implemented. I",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,moderate,weak,moderate,neutral_or_unclear,moderate,documentary_mechanism_claim,"Classification and Pay Study Information
Conducting a classification and pay study typically takes approximately 2.5 to 4 months, depending on the size of the
organization. The MAP",true,pay_classification_study_implies_market_comparability,class_and_pay_study_duration; only suggests a market/comparability adjustment study without stating peer comparison or wage setting outcomes,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_079580924a985c66006a678a20c94c8190a89ce3248fe73a7c,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
