span_extraction_id,stage,attempt,started_at,elapsed_seconds,status
SPAN378-6cc0a3e86df2b44fe6404503,preflight,1,2026-07-27T16:37:31.040043+00:00,5.871265,success
SPAN378-5eb472299ae76c66a50de814,preflight,1,2026-07-27T16:37:31.292400+00:00,5.589625,success
SPAN378-893b9d47b6c913068ebd6f1e,preflight,1,2026-07-27T16:37:31.292424+00:00,4.527755,success
SPAN378-1ff1e334ec7a978e2bfe6291,preflight,1,2026-07-27T16:37:31.292433+00:00,6.581192,success
SPAN378-7326cf0f3e7d16938fd8c47c,preflight,1,2026-07-27T16:37:31.292438+00:00,9.685750,success
SPAN378-20f726015ee3980345096877,preflight,1,2026-07-27T16:37:31.292443+00:00,8.738749,success
SPAN378-fc02d91ca9b3539c2a1ce0b1,preflight,1,2026-07-27T16:37:31.292446+00:00,9.506641,success
SPAN378-a6b50e8e07a2f56014a7d302,preflight,1,2026-07-27T16:37:31.292450+00:00,12.958486,success
SPAN378-1ff1e334ec7a978e2bfe6291,preflight,2,2026-07-27T16:37:44.262090+00:00,2.240122,success
SPAN378-20f726015ee3980345096877,preflight,2,2026-07-27T16:37:44.262228+00:00,3.397690,success
SPAN378-fc02d91ca9b3539c2a1ce0b1,preflight,2,2026-07-27T16:37:44.262258+00:00,4.363187,success
SPAN378-20f726015ee3980345096877,preflight_repair,1,2026-07-27T16:38:31.500460+00:00,4.576806,success
