candidate_id,target_id,municipality_id,municipality,state,county,region,lane_id,source_family_query_family,source_corpus_routing_hint,candidate_title,candidate_url_or_locator,source_domain,normalized_locator,snippet,search_rank,source_owner,source_owner_type,unit_type_hint,union_name_hint,employer_hint,possible_cycle_or_year,document_type_hint,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,why_relevant,confidence,source_family_hint,source_family_confidence,mechanism_source_family_hints,discovery_timestamp,candidate_quality_hint,duplicate_locator_flag,prior_seen_locator_flag,verification_status,download_status,source_review_status,extraction_status,rating_status,ingestion_status,normalization_status,global_analysis_readiness,lineage
BRM5C-BRM5-20260731-14966-01,BRM5-20260731-14966,cog_2025_190200,Andrew,IA,Jackson County (19097; primary),Midwest,scout_lane_005,salary_pay_ordinance,causal_or_pay_record,Andrew Code of Ordinances (PDF) — appointive officers & compensation-by-resolution language,https://andrewia.com/documents/526/CODE_OF_ORDINANCES.pdf,andrewia.com,https://andrewia.com/documents/526/CODE_OF_ORDINANCES.pdf,"Could point to where Andrew sets compensation (by resolution) for the Police Officer, but it does not itself provide the salary ordinance/pay plan details required for a salary/step comparator.",1,,city,police,,Andrew municipal government,unclear,ordinance_or_policy,context_only_candidate,full_document,other_operative_text,no_anchor_supplied,possible,no,Contains language indicating compensation for officers/employees (other than Mayor) is set by City Council resolution; no police pay ordinance/schedule text (no step progression) found in this document scan via available search hits.,mechanism_context,none,yes,Not a binding wage/pay ordinance or wage schedule for police; no police salary/step schedule progression or award period text identified.,"Could point to where Andrew sets compensation (by resolution) for the Police Officer, but it does not itself provide the salary ordinance/pay plan details required for a salary/step comparator.",low,budget_or_pay_plan,high,non_safety_constraint_signal,2026-07-31T20:27:06.792055+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14966
BRM5C-BRM5-20260731-14966-02,BRM5-20260731-14966,cog_2025_190200,Andrew,IA,Jackson County (19097; primary),Midwest,scout_lane_005,salary_pay_ordinance,causal_or_pay_record,Andrew Code of Ordinances (PDF) — compensation for other officers/employees set by City Council resolution,https://andrewia.com/documents/526/CODE_OF_ORDINANCES.pdf,andrewia.com,https://andrewia.com/documents/526/CODE_OF_ORDINANCES.pdf,"May identify the mechanism Andrew uses to set employee compensation (resolution), which is needed to locate an actual salary ordinance/wage schedule for non-safety roles.",2,,city,non_safety,,Andrew municipal government,unclear,ordinance_or_policy,context_only_candidate,full_document,other_operative_text,no_anchor_supplied,possible,no,No non-safety wage schedule or step-grade progression table found in this scan; only general authority language about setting compensation via resolution.,mechanism_context,none,yes,Does not provide the operative annual salary/pay ordinance or wage plan for non-safety employees (no duration/award period or step progression text found).,"May identify the mechanism Andrew uses to set employee compensation (resolution), which is needed to locate an actual salary ordinance/wage schedule for non-safety roles.",low,salary_ordinance,high,non_safety_constraint_signal,2026-07-31T20:27:06.792055+00:00,duplicate_or_prior_seen,true,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14966
BRM5C-BRM5-20260731-14968-01,BRM5-20260731-14968,cog_2025_126699,Auburn,IA,Sac County (19161; primary),Midwest,scout_lane_005,compensation_classification_plan,causal_or_pay_record,Resolution No. 22-29 — Resolution Setting the Salaries for Employees of the City of Auburn,https://www.auburniowa.net/pdf/ResolutionNo.22-29%20-ResolutionSettingtheSalariesforEmployeesOfTheCityOfAuburn.pdf,auburniowa.net,https://auburniowa.net/pdf/ResolutionNo.22-29%20-ResolutionSettingtheSalariesforEmployeesOfTheCityOfAuburn.pdf,"May contain city-set employee salary rates; could be related to municipal civilian compensation structure, but it is not confirmed as a classification/pay-grade plan.",1,,city,non_safety,,Auburn municipal government municipal government,unclear,ordinance_or_policy,insufficient_candidate,blocked_or_unreadable,unclear,unclear,none,yes,"PDF is publicly linked from the city resolutions page, but contents could not be inspected via the available retrieval method (verification of operative salary/classification language and year coverage not possible).",ordinary_non_safety_comparator,none,no,Could not inspect PDF text to confirm whether it constitutes a compensation classification plan (job grades / longevity shift / non-base pay) and to extract operative year coverage.,"May contain city-set employee salary rates; could be related to municipal civilian compensation structure, but it is not confirmed as a classification/pay-grade plan.",low,other_local_government_pay_policy,medium,non_safety_constraint_signal,2026-07-31T20:28:08.198029+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14968
BRM5C-BRM5-20260731-14971-01,BRM5-20260731-14971,cog_2025_138199,Bennett,IA,Cedar County (19031; primary),Midwest,scout_lane_005,agenda_minutes_packet,causal_or_pay_record,"CITY OF BENNETT - AGENDA SEPTEMBER 3, 2024 – REGULAR MEETING (Resolution 2024-07; FY25 Wage Resolution)",https://www.bennettiowa.com/SEPT2024-1.pdf,bennettiowa.com,https://bennettiowa.com/SEPT2024-1.pdf,"Indicates the City Council acted on an annual FY25 wage resolution item, which could be used as a non-safety municipal wage-setting comparator if the underlying resolution/wage schedule is located.",1,,city,non_safety,,Bennett municipal government,unclear,agenda_cover_sheet,context_only_candidate,partial_document,other_operative_text,unclear,none,no,"Agenda references approval of Resolution 2024-07; FY25 Wages, which suggests a recurring annual wage-setting cycle (but the operative wage schedule text is not shown in this agenda document).",authoritative_civilian_wage_setting,none,yes,This agenda does not include the text of the FY25 Wage Resolution itself (no operative wage schedule/amounts visible).,"Indicates the City Council acted on an annual FY25 wage resolution item, which could be used as a non-safety municipal wage-setting comparator if the underlying resolution/wage schedule is located.",medium,wage_schedule,high,non_safety_constraint_signal,2026-07-31T20:30:20.969263+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14971
BRM5C-BRM5-20260731-14971-02,BRM5-20260731-14971,cog_2025_138199,Bennett,IA,Cedar County (19031; primary),Midwest,scout_lane_005,agenda_minutes_packet,causal_or_pay_record,"PROCEEDINGS OF BENNETT CITY COUNCIL – REGULAR MEETING (TUESDAY SEPTEMBER 3, 2024) (Approval of Resolution 2024-07; FY25 Wages)",https://www.bennettiowa.com/SEPT2024.pdf,bennettiowa.com,https://bennettiowa.com/SEPT2024.pdf,Provides a city-official record that FY25 wage setting occurred via a referenced resolution; the wage amounts are not contained here.,2,,city,non_safety,,Bennett municipal government,unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,possible,no,"Minutes confirm council approval of Resolution 2024-07; FY25 Wages, consistent with a yearly wage-setting process.",authoritative_civilian_wage_setting,none,yes,Minutes show approval of the wage resolution but do not display the wage rates/salary schedule or resolution text.,Provides a city-official record that FY25 wage setting occurred via a referenced resolution; the wage amounts are not contained here.,medium,agenda_packet_or_minutes,high,,2026-07-31T20:30:20.969263+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14971
BRM5C-BRM5-20260731-14971-03,BRM5-20260731-14971,cog_2025_138199,Bennett,IA,Cedar County (19031; primary),Midwest,scout_lane_005,agenda_minutes_packet,causal_or_pay_record,"CITY OF BENNETT - AGENDA APRIL 6, 2026 – REGULAR MEETING (Resolution 2026-03; FY27 Wage Resolution)",https://www.bennettiowa.com/APRIL2026agenda.pdf,bennettiowa.com,https://bennettiowa.com/APRIL2026agenda.pdf,Another official pointer to the City’s wage-resolution cycle (but not the underlying wage schedule itself).,3,,city,non_safety,,Bennett municipal government,unclear,agenda_cover_sheet,context_only_candidate,partial_document,other_operative_text,unclear,possible,no,"Agenda references approval of an FY Wage Resolution (Resolution 2026-03; FY27 wages), suggesting continuity of the annual wage-setting mechanism.",authoritative_civilian_wage_setting,none,yes,Agenda does not include the wage schedule/resolution operative wage amounts.,Another official pointer to the City’s wage-resolution cycle (but not the underlying wage schedule itself).,medium,wage_schedule,high,,2026-07-31T20:30:20.969263+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14971
BRM5C-BRM5-20260731-14971-04,BRM5-20260731-14971,cog_2025_138199,Bennett,IA,Cedar County (19031; primary),Midwest,scout_lane_005,agenda_minutes_packet,causal_or_pay_record,"PROCEEDINGS OF BENNETT CITY COUNCIL – REGULAR MEETING (MONDAY APRIL 6, 2026) (Approval of Resolution 2026-03; FY27 wages)",https://www.bennettiowa.com/APRIL2026-1.pdf,bennettiowa.com,https://bennettiowa.com/APRIL2026-1.pdf,Confirms a later wage-resolution year in the city’s cycle; useful only if the wage schedule is located elsewhere.,4,,city,non_safety,,Bennett municipal government,unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,possible,no,Minutes confirm council approval of Resolution 2026-03; FY27 wages; wage amounts are not shown in these minutes.,authoritative_civilian_wage_setting,none,yes,Minutes confirm approval but do not contain the operative wage table or resolution text.,Confirms a later wage-resolution year in the city’s cycle; useful only if the wage schedule is located elsewhere.,medium,wage_schedule,high,,2026-07-31T20:30:20.969263+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14971
BRM5C-BRM5-20260731-14978-01,BRM5-20260731-14978,cog_2025_204462,Calamus,IA,Clinton County (19045; primary),Midwest,scout_lane_005,salary_pay_ordinance,causal_or_pay_record,CITY OF CALAMUS — RESOLUTION 24-29: A RESOLUTION SETTING WAGES FOR EMPLOYEES OF THE CITY OF CALAMUS,https://www.calamusia.org/25.%20Resolution%2024-29%20Setting%20Wages.pdf,calamusia.org,https://calamusia.org/25.%20Resolution%2024-29%20Setting%20Wages.pdf,"Direct municipal wage-setting instrument for City of Calamus employees (non-safety/non-sworn appears most consistent with listed positions such as City Clerk, Public Works Superintendent, and seasonal/library roles).",1,,city,non_safety,,Calamus municipal government municipal government,unclear (effective dates listed for specific positions; no explicit duration/award period in captured operative text),ordinance_or_policy,qualifying_candidate,full_document,other_operative_text,unclear,none,no,"Operative text specifies pay effective dates (e.g., Effective 07/01/2024; Effective 07/16/2024; Effective 08/05/2024 passage date), but no explicit duration clause or end date is shown.",authoritative_civilian_wage_setting,possible,no,"This lead appears to set wages for city employees, but it does not identify bargaining unit scope (police/fire vs general employees) within the captured excerpt; verify whether any police/fire positions are covered in the full set of wage instruments.","Direct municipal wage-setting instrument for City of Calamus employees (non-safety/non-sworn appears most consistent with listed positions such as City Clerk, Public Works Superintendent, and seasonal/library roles).",medium,other_local_government_pay_policy,medium,non_safety_constraint_signal,2026-07-31T20:33:02.655284+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14978
BRM5C-BRM5-20260731-14982-01,BRM5-20260731-14982,cog_2025_126721,Cumming,IA,Warren County (19181; primary),Midwest,scout_lane_005,civil_service_hr,causal_or_pay_record,RESOLUTION 2025-26: A RESOLUTION AUTHORIZING EMPLOYEE WAGES BEGINNING THE FIRST PAY PERIOD OF FISCAL YEAR 2026,https://cumming.iowa.gov/wordpress/wp-content/uploads/2025/06/Council-Packet-Final.pdf,cumming.iowa.gov,https://cumming.iowa.gov/wordpress/wp-content/uploads/2025/06/Council-Packet-Final.pdf,Binding city action authorizing employee wages effective for a specific fiscal year/payment period; may provide civilian wage-setting anchor material.,1,,city,non_safety,,Cumming municipal government,"FY2026 (effective with the first pay period beginning July 1, 2025; remains in effect until modified by subsequent resolution of the City Council)",ordinance_or_policy,qualifying_candidate,partial_document,"cover_or_title; duration_clause (""commences on July 1, 2025""; ""remain in effect until modified by subsequent resolution"")",unclear,none,no,"Operative text shows FY2026 wage authorization beginning first pay period commencing July 1, 2025; no step-schedule progression grades language observed in the extracted resolution text.",authoritative_civilian_wage_setting,none,no,Step schedule progression grades (anchor-growth continuity hint) were not observed in the wage authorization excerpt; verify whether any additional wage schedule/progression language exists elsewhere in the PDF.,Binding city action authorizing employee wages effective for a specific fiscal year/payment period; may provide civilian wage-setting anchor material.,medium,other_local_government_pay_policy,medium,non_safety_constraint_signal;fiscal_constraint_signal,2026-07-31T20:35:14.954963+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14982
BRM5C-BRM5-20260731-14982-02,BRM5-20260731-14982,cog_2025_126721,Cumming,IA,Warren County (19181; primary),Midwest,scout_lane_005,civil_service_hr,causal_or_pay_record,RESOLUTION 2024-30: City of Cumming — A RESOLUTION AUTHORIZING WAGES FOR CITY EMPLOYEE (City Clerk/Finance Officer wage increase),https://cumming.iowa.gov/wordpress/wp-content/uploads/2024/07/Council-Agenda-Packet-7.22.24.pdf,cumming.iowa.gov,https://cumming.iowa.gov/wordpress/wp-content/uploads/2024/07/Council-Agenda-Packet-7.22.24.pdf,Binding wage authorization for an ordinary (non-safety) municipal position by City Council; potentially supports civilian wage-setting comparators around the anchor period.,2,,city,non_safety,,Cumming municipal government,"Operative wage begins July 22, 2024; FY26 budget process indicates review/proposal for January 2025 (full-time) with commensurate salary (duration beyond initial increase not explicitly stated as a multi-year wage contract)",ordinance_or_policy,qualifying_candidate,partial_document,"duration_clause (""paid beginning July 22, 2024""; ""FY 26 budget process... proposal... beginning January, 2025"")",unclear,none,no,"Shows a specific hourly wage ($24.25/hour) effective July 22, 2024 and points to a January 2025 potential change via FY26 budget process; no explicit step schedule progression grades language observed in the resolution excerpt.",authoritative_civilian_wage_setting,none,no,May not include step schedule progression grades; verify whether the City has any separate pay plan/schedule or progression policy referenced or attached within the packet (not observed yet in the extracted resolution text).,Binding wage authorization for an ordinary (non-safety) municipal position by City Council; potentially supports civilian wage-setting comparators around the anchor period.,medium,other_local_government_pay_policy,medium,non_safety_constraint_signal,2026-07-31T20:35:14.954963+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14982
