candidate_id,target_id,municipality_id,municipality,state,county,region,lane_id,source_family_query_family,source_corpus_routing_hint,candidate_title,candidate_url_or_locator,source_domain,normalized_locator,snippet,search_rank,source_owner,source_owner_type,unit_type_hint,union_name_hint,employer_hint,possible_cycle_or_year,document_type_hint,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,why_relevant,confidence,source_family_hint,source_family_confidence,mechanism_source_family_hints,discovery_timestamp,candidate_quality_hint,duplicate_locator_flag,prior_seen_locator_flag,verification_status,download_status,source_review_status,extraction_status,rating_status,ingestion_status,normalization_status,global_analysis_readiness,lineage
BRM5C-BRM5-20260731-00001-01,BRM5-20260731-00001,cog_2025_193321,Alleman,IA,Polk County (19153; primary),Midwest,scout_lane_001,cba_agreement,causal,"March 2026 Council Agenda (includes Motion to Consider Resolution 2026-009: ""A Resolution Approving Wages for City Employees"")",https://www.allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,allemaniowa.org,https://allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,Potential pointer to an Alleman-issued wage-setting resolution relevant to ordinary municipal/non-safety employee compensation cycles (but not a confirmed CBA).,1,,city,unclear,,Alleman municipal government,unclear,agenda_cover_sheet,insufficient_candidate,summary_only,other_operative_text,unclear,none,no,"Agenda notice references Resolution 2026-009 to approve wages, but the agenda packet text does not include the wage schedule/operative wage terms themselves (only a motion reference).",authoritative_civilian_wage_setting,possible,yes,"Source is an agenda notice that only indicates a wage-resolution motion; it does not show the executed/operative wage content, duration, or wage schedule text.",Potential pointer to an Alleman-issued wage-setting resolution relevant to ordinary municipal/non-safety employee compensation cycles (but not a confirmed CBA).,low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T19:51:33.949240+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00001
BRM5C-BRM5-20260731-00036-01,BRM5-20260731-00036,cog_2025_208002,Farmersburg,IA,Clayton County (19043; primary),Midwest,scout_lane_001,broad_pay_employee_compensation_index,discovery_route_separate_corpora,"TIMES-REGISTER | Jan. 21, 2026 (Legal Notice): City of Farmersburg — Compensation Paid in CY 2025 by the City of Farmersburg, Iowa",https://iaarchives.newzgroup.com/IALegals/2026/41000-2026-01-21_1007.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2026/41000-2026-01-21_1007.pdf,May contain contemporaneous employee compensation and potentially references to wages/salary ordinances or wage schedules for ordinary city employees (non-sworn/non-safety).,1,,third_party,non_safety,,Farmersburg municipal government,unclear,context_only,context_only_candidate,summary_only,other_operative_text,no_anchor_supplied,none,no,"Operative text indicates a calendar-year compensation listing (CY 2025), but it does not establish a step schedule progression/grade structure or a binding wage plan for non-safety municipal employees.",mechanism_context,none,yes,Index/snippet-level evidence only; must inspect the full PDF to determine whether it includes any binding wage schedule/plan (as opposed to a payroll/compensation disclosure).,May contain contemporaneous employee compensation and potentially references to wages/salary ordinances or wage schedules for ordinary city employees (non-sworn/non-safety).,low,salary_ordinance,high,non_safety_constraint_signal,2026-07-31T20:14:45.254751+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00036
BRM5C-BRM5-20260731-00036-02,BRM5-20260731-00036,cog_2025_208002,Farmersburg,IA,Clayton County (19043; primary),Midwest,scout_lane_001,broad_pay_employee_compensation_index,discovery_route_separate_corpora,"TIMES-REGISTER | Jan. 22, 2025 (Legal Notice): City of Farmersburg — publication of employee salaries, wages (Compensation Paid in CY 2024 by the City of Farmersburg, Iowa)",https://iaarchives.newzgroup.com/IALegals/2025/41000-2025-01-22_1006.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2025/41000-2025-01-22_1006.pdf,Provides a potential pathway to locate Farmersburg’s wage-related ordinance/authorization or wage schedule references tied to ordinary municipal/civilian employees.,2,,third_party,non_safety,,Farmersburg municipal government,unclear,context_only,context_only_candidate,summary_only,other_operative_text,no_anchor_supplied,none,no,"Operative text indicates a calendar-year compensation disclosure (CY 2024), but this alone does not evidence a step schedule progression or grade-based wage plan.",mechanism_context,none,yes,"Must inspect full PDF for any included wage schedule/plan language, duration terms, or step/grade progression details (required for the requested comparator role).",Provides a potential pathway to locate Farmersburg’s wage-related ordinance/authorization or wage schedule references tied to ordinary municipal/civilian employees.,low,wage_schedule,high,non_safety_constraint_signal,2026-07-31T20:14:45.254751+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00036
BRM5C-BRM5-20260731-00049-01,BRM5-20260731-00049,cog_2025_104432,Lester,IA,Lyon County (19119; primary),Midwest,scout_lane_001,cba_agreement,causal,COUNCIL MINUTES (index / landing page),https://www.lesteriowa.com/council-minutes,lesteriowa.com,https://lesteriowa.com/council-minutes,Municipal labor sources for small towns are often embedded in council agendas/minutes when CBAs or wage schedules are approved.,1,,city,unclear,,Lester municipal government,unclear,index_page,context_only_candidate,index_or_landing_page,index_or_snippet_only,no_anchor_supplied,none,no,"Index page links to multiple monthly minutes PDFs (some may include labor/wage items), but the landing page itself does not show operative labor agreement text.",mechanism_context,none,yes,Must inspect linked minutes PDFs for any CBA / binding wage schedule / executed MOA language with operative contract period.,Municipal labor sources for small towns are often embedded in council agendas/minutes when CBAs or wage schedules are approved.,medium,wage_schedule,high,,2026-07-31T20:19:28.620100+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00049
BRM5C-BRM5-20260731-00049-02,BRM5-20260731-00049,cog_2025_104432,Lester,IA,Lyon County (19119; primary),Midwest,scout_lane_001,cba_agreement,causal,"City of Lester — January 6, 2025 Regular Meeting (minutes PDF; includes 'Wages' expense line)",https://www.lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,lesteriowa.com,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,"If Lester has municipal labor bargaining, related approvals or binding wage changes may be mentioned in minutes.",2,,city,unclear,,Lester municipal government,unclear,meeting_minutes,context_only_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,"Minutes show an expense line item labeled 'Wages', but no CBA / no duration clause / no wage schedule table text is visible in the inspected pages.",no_comparator_role,none,yes,Operative CBA/wage-schedule language with a contract period must be present to qualify; otherwise treat as non-binding context only.,"If Lester has municipal labor bargaining, related approvals or binding wage changes may be mentioned in minutes.",low,agenda_packet_or_minutes,high,,2026-07-31T20:19:28.620100+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00049
BRM5C-BRM5-20260731-00050-01,BRM5-20260731-00050,cog_2025_126670,Liscomb,IA,Marshall County (19127; primary),Midwest,scout_lane_001,mou_memorandum_settlement,causal,Liscomb Council Minutes 11.25.24 (excerpted in Iowa legal archive PDF),https://iaarchives.newzgroup.com/IALegals/2024/43792-2024-12-12_1002.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2024/43792-2024-12-12_1002.pdf,"Could indicate a wage-adjustment cycle for municipal employees, but does not provide a qualifying labor-source artifact (CBA/MOU/settlement) by unit.",1,,third_party,unclear,,Liscomb municipal government,unclear (minutes excerpt; no contract/MOU text),meeting_minutes,insufficient_candidate,partial_document,unclear,unclear,none,no,"Mentions police department wage increases, but does not include any executed bargaining agreement/MOU/settlement operative wage terms within the accessible excerpt.",mechanism_context,possible,yes,"Only council-minutes context is evidenced in the accessible PDF excerpt; no full labor agreement/MOU/settlement document text (cover/title, duration, and operative wage language) is shown for police/fire/non_safety units.","Could indicate a wage-adjustment cycle for municipal employees, but does not provide a qualifying labor-source artifact (CBA/MOU/settlement) by unit.",low,mou_or_memorandum,high,,2026-07-31T20:19:46.638482+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00050
BRM5C-BRM5-20260731-00055-01,BRM5-20260731-00055,cog_2025_164589,Martensdale,IA,Warren County (19181; primary),Midwest,scout_lane_001,personnel_policy,causal_or_pay_record,Martensdale City Ordinance Book (PDF landing/doc name; contents not inspectable due to access barrier),https://cityofmartensdale.com/documents/477/Martensdale-Code.pdf,cityofmartensdale.com,https://cityofmartensdale.com/documents/477/Martensdale-Code.pdf,Municipal ordinance/policy compilation can sometimes include compensation-related provisions that may be relevant to non-safety/general municipal personnel policy.,1,,city,unknown,,Martensdale municipal government municipal government,unclear,insufficient_source,insufficient_candidate,blocked_or_unreadable,unclear,unclear,none,yes,No verifiable wage/compensation/policy operative text could be inspected because the document download is blocked by a verification gate.,unclear,possible,no,"Document is blocked/unreadable during scouting; cannot confirm whether it contains personnel policy, employee wages/compensation, or binding bargaining/settlement/factfinding terms.",Municipal ordinance/policy compilation can sometimes include compensation-related provisions that may be relevant to non-safety/general municipal personnel policy.,low,personnel_policy,high,non_safety_constraint_signal,2026-07-31T20:21:35.462064+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00055
BRM5C-BRM5-20260731-00059-01,BRM5-20260731-00059,cog_2025_164439,Miles,IA,Jackson County (19097; primary),Midwest,scout_lane_001,local_pay_policy_payroll,causal_or_pay_record,Miles Code of Ordinances (2021 adopted) — Chapter 4 “Salaries of Municipal Officers”; compensation of employees set by City Council resolution,https://cityofmiles.org/documents/419/MILESCodeOfOrdinances-2021_adopted.pdf,cityofmiles.org,https://cityofmiles.org/documents/419/MILESCodeOfOrdinances-2021_adopted.pdf,Provides an ordinance-level mechanism indicating City Council sets compensation of “all other officers and employees” by resolution—potential starting point for locating the actual wage schedules/resolutions that could include COLA/CPI increases.,1,,city,unclear,,Miles municipal government municipal government,unclear,ordinance_or_policy,context_only_candidate,full_document,other_operative_text,no_anchor_supplied,none,no,No COLA/CPI/COLA-style wage increase language found in the inspected ordinance text; this is mechanism/context only (employees’ compensation is set by City Council resolution).,mechanism_context,possible,yes,"Code provision does not itself provide binding wage rates, effective dates, or wage/step schedule terms for police, fire, or ordinary civilian employees; requires follow-on search for the specific City Council resolutions or payroll wage schedules.",Provides an ordinance-level mechanism indicating City Council sets compensation of “all other officers and employees” by resolution—potential starting point for locating the actual wage schedules/resolutions that could include COLA/CPI increases.,medium,wage_schedule,high,,2026-07-31T20:23:02.308211+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00059
BRM5C-BRM5-20260731-00065-01,BRM5-20260731-00065,cog_2025_204491,Otho,IA,Webster County (19187; primary),Midwest,scout_lane_001,budget_pay_plan,causal_or_pay_record,"April 14th, 2026 Budget Public Hearing (DOCX) — potential wage/compensation material in budget/pay plan context",https://othoia.govoffice2.com/uploads/dm/8536/April_14th_2026_Budget_Public_Hearing.docx,othoia.govoffice2.com,https://othoia.govoffice2.com/uploads/dm/8536/April_14th_2026_Budget_Public_Hearing.docx,Budget public hearing documents are commonly where municipal non-safety pay plans/schedules and wage adjustments are adopted or incorporated.,1,,city,non_safety,,Otho municipal government municipal government,unclear,blocked_or_unreadable,insufficient_candidate,blocked_or_unreadable,unclear,unclear,none,yes,"Calendar year suggests a pre/adjacent budgeting cycle, but operative wage/pay-plan text cannot be inspected from DOCX with the current fetch method.",authoritative_civilian_wage_setting,none,no,Live source exists but cannot be fetched/inspected due to unsupported DOCX content-type in this environment; wage/pay-plan operative text not verified.,Budget public hearing documents are commonly where municipal non-safety pay plans/schedules and wage adjustments are adopted or incorporated.,low,budget_or_pay_plan,high,non_safety_constraint_signal,2026-07-31T20:25:32.119365+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00065
BRM5C-BRM5-20260731-00065-02,BRM5-20260731-00065,cog_2025_204491,Otho,IA,Webster County (19187; primary),Midwest,scout_lane_001,budget_pay_plan,causal_or_pay_record,City of Otho — Agenda and Minutes landing page (index for municipal packets; includes Budget Public Hearing docx link),https://othoia.govoffice2.com/index.asp?SEC=06179A3E-8A6C-40A0-ADD3-BECFB7E14BDC,othoia.govoffice2.com,https://othoia.govoffice2.com/index.asp,Provides official municipal document pointers where non-safety pay plans/wage schedules may be attached.,2,,city,unclear,,Otho municipal government municipal government,unclear,index_page,context_only_candidate,index_or_landing_page,index_or_snippet_only,no_anchor_supplied,none,no,"Index only; must open specific packet files (e.g., Budget Public Hearing) to verify any wage/pay-plan operative text.",mechanism_context,none,yes,Index page only; no wage schedule text is provided here.,Provides official municipal document pointers where non-safety pay plans/wage schedules may be attached.,medium,budget_or_pay_plan,high,non_safety_constraint_signal,2026-07-31T20:25:32.119365+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00065
