candidate_id,target_id,municipality_id,municipality,state,county,region,lane_id,source_family_query_family,source_corpus_routing_hint,candidate_title,candidate_url_or_locator,source_domain,normalized_locator,snippet,search_rank,source_owner,source_owner_type,unit_type_hint,union_name_hint,employer_hint,possible_cycle_or_year,document_type_hint,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,why_relevant,confidence,source_family_hint,source_family_confidence,mechanism_source_family_hints,discovery_timestamp,candidate_quality_hint,duplicate_locator_flag,prior_seen_locator_flag,verification_status,download_status,source_review_status,extraction_status,rating_status,ingestion_status,normalization_status,global_analysis_readiness,lineage
BRM5C-BRM5-20260731-03750-01,BRM5-20260731-03750,cog_2025_126625,Bayard,IA,Guthrie County (19077; primary),Midwest,scout_lane_002,broad_pay_employee_compensation_index,discovery_route_separate_corpora,"Minutes from the regular Bayard city council meeting held on Thursday June 13, 2024 (wages increased 3% for 2025 fiscal year)",https://cityofbayardiowa.com/documents/1396/MINUTES_6-13-2024.pdf,cityofbayardiowa.com,https://cityofbayardiowa.com/documents/1396/MINUTES_6-13-2024.pdf,Identifies a municipality-wide wage increase for the 2025 fiscal year for city employees (ordinary/non-safety municipal employees are the closest fit among available Bayard municipal labor-compensation signals).,1,,city,non_safety,,Bayard municipal government,2025 fiscal year (wage increase amount specified; no full wage schedule/plan text located),meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,none,no,Minutes include an action item: 'Increase to wages for the 2025 fiscal year... decided to increase the wages by 3%.' No explicit COLA/CPI mechanism text or attached wage plan/schedule found in the inspected content.,ordinary_non_safety_comparator,none,yes,Contains a binding decision on wages but inspected content does not provide the underlying wage plan/schedule details needed for compensation-index comparator use; also no police/fire unit segregation located.,Identifies a municipality-wide wage increase for the 2025 fiscal year for city employees (ordinary/non-safety municipal employees are the closest fit among available Bayard municipal labor-compensation signals).,medium,agenda_packet_or_minutes,high,non_safety_constraint_signal;fiscal_constraint_signal,2026-07-31T20:06:12.803732+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03750
BRM5C-BRM5-20260731-03752-01,BRM5-20260731-03752,cog_2025_126657,Bertram,IA,Linn County (19113; primary),Midwest,scout_lane_002,mou_memorandum_settlement,causal,"Bertram City Council minutes (Resolution R-07-2023) — ""Increase wage for cleaning"" ($55 per month)",https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,bertramia.com,https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,Provides an official City action setting/altering civilian compensation (wage/rate) via city council resolution wording for non-safety work.,1,,city,non_safety,,Bertram municipal government municipal government,unclear,agenda_cover_sheet,qualifying_candidate,partial_document,other_operative_text,no_anchor_supplied,possible,no,No explicit retroactive wage implementation effective date or anchor-cycle linkage found in the surfaced text; only an operative pay amount/rate is shown in the minutes.,authoritative_civilian_wage_setting,possible,no,"The minutes show an operative pay amount for ""cleaning"" but the underlying resolution text/attachments (and whether the pay applies to municipal employees vs. a contractor/vendor) are not fully shown in the surfaced snippet.",Provides an official City action setting/altering civilian compensation (wage/rate) via city council resolution wording for non-safety work.,medium,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:07:07.808627+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03752
BRM5C-BRM5-20260731-03770-01,BRM5-20260731-03770,cog_2025_104489,Duncombe,IA,Webster County (19187; primary),Midwest,scout_lane_002,civil_service_hr,causal_or_pay_record,MINUTES_06_12_24.pdf (Council meeting minutes noting “wage resolution” tabled until July meeting),https://cityofduncombe.com/documents/583/MINUTES_06_12_24.pdf,cityofduncombe.com,https://cityofduncombe.com/documents/583/MINUTES_06_12_24.pdf,"Indicates the City was considering/processing a wage resolution, suggesting later documents may contain binding wage/classification details.",1,,city,unclear,,Duncombe municipal government municipal government,unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,none,no,"Minutes mention a “wage resolution” but do not include the text of the resolution, effective dates, classification/pay schedules, or a binding wage agreement.",mechanism_context,none,yes,No executed wage resolution / wage plan / binding CBA text is included in the minutes; year/coverage terms and wage amounts are not present.,"Indicates the City was considering/processing a wage resolution, suggesting later documents may contain binding wage/classification details.",medium,agenda_packet_or_minutes,high,,2026-07-31T20:14:40.723002+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03770
BRM5C-BRM5-20260731-03793-01,BRM5-20260731-03793,cog_2025_164386,Luxemburg,IA,Dubuque County (19061; primary),Midwest,scout_lane_002,personnel_policy,causal_or_pay_record,City of Luxemburg council meeting minutes (includes RESOLUTION #2025-09 wage increase for named city personnel),https://www.luxemburgiowa.com/copy-of-24,luxemburgiowa.com,https://luxemburgiowa.com/copy-of-24,"Contains operative wage-increase council action for named city personnel, which may be part of non-safety compensation practices.",1,,city,non_safety,,Luxemburg municipal government municipal government,unclear,context_only,context_only_candidate,summary_only,other_operative_text,unclear,none,no,"Minutes reflect council action on a 3% wage increase (RESOLUTION #2025-09), but do not present a longevity-shift pay specialty or a full personnel policy/wage schedule.",authoritative_civilian_wage_setting,none,yes,"Appears to be meeting-minutes narration of a wage increase resolution; not a standalone executed wage plan/personnel policy document, and no longevity-shift specialty language is visible.","Contains operative wage-increase council action for named city personnel, which may be part of non-safety compensation practices.",low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:23:32.535274+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03793
BRM5C-BRM5-20260731-03793-02,BRM5-20260731-03793,cog_2025_164386,Luxemburg,IA,Dubuque County (19061; primary),Midwest,scout_lane_002,personnel_policy,causal_or_pay_record,City of Luxemburg council meeting minutes (includes council discussion and payroll total excerpt; no personnel policy document surfaced),https://www.luxemburgiowa.com/copy-of-2022-1,luxemburgiowa.com,https://luxemburgiowa.com/copy-of-2022-1,"Indicates the city posts payroll and council records, which may lead to personnel-policy or compensation documents elsewhere on the site.",2,,city,non_safety,,Luxemburg municipal government municipal government,unclear,context_only,context_only_candidate,summary_only,index_or_snippet_only,unclear,none,no,"Page contains excerpts such as 'City of Luxemburg Payroll 2021' totals and council discussion, but does not provide a personnel policy, wage schedule, or longevity/step-and-specialty pay language.",mechanism_context,none,yes,No qualifying personnel policy / wage plan / compensation schedule with duration/award period or longevity-shift specialty text is visible on this page.,"Indicates the city posts payroll and council records, which may lead to personnel-policy or compensation documents elsewhere on the site.",low,personnel_policy,high,,2026-07-31T20:23:32.535274+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03793
BRM5C-BRM5-20260731-03794-01,BRM5-20260731-03794,cog_2025_164553,Lytton,IA,Sac County (19161; primary); Calhoun County (19025),Midwest,scout_lane_002,civil_service_hr,causal_or_pay_record,"Minutes to Lytton City Council Meeting December 2, 2024 (includes Resolution 24-20 Setting Salaries for Employees; 2.5% COL raise effective Jan 1, 2025)",https://iaarchives.newzgroup.com/IALegals/2024/45195-2024-12-17_1002.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2024/45195-2024-12-17_1002.pdf,"Operative salary-setting language for ordinary municipal employees (e.g., clerk and public works roles) with an effective date (Jan 1, 2025), which can indicate an HR/civilian wage setting mechanism.",1,,third_party,non_safety,,Lytton municipal government,unclear,ordinance_or_policy,context_only_candidate,partial_document,"other_operative_text (""Starting on January 1, 2025 city employees will receive a 2.5% cost of living raise""; lists City Clerk/Public Works Superintendent/Public Works Assistant hourly rates)",no_anchor_supplied,none,no,"Visible wage-effective date is Jan 1, 2025, but the operative period/duration for the salary schedule is not shown in the snippet captured from the minutes PDF; therefore contract_years and full award period are unclear.",authoritative_civilian_wage_setting,possible,yes,"Source is a newspaper-hosted PDF of council minutes; verify whether Resolution 24-20 contains any binding wage plan details beyond the excerpt, and confirm whether it is a non-bargaining-setting salary resolution vs. settlement/factfinding language.","Operative salary-setting language for ordinary municipal employees (e.g., clerk and public works roles) with an effective date (Jan 1, 2025), which can indicate an HR/civilian wage setting mechanism.",medium,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:23:51.752868+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03794
BRM5C-BRM5-20260731-03821-01,BRM5-20260731-03821,cog_2025_208030,South English,IA,Keokuk County (19107; primary),Midwest,scout_lane_002,local_pay_policy_payroll,causal_or_pay_record,"City of South English — Minutes of Council Meeting (April 22, 2025) (includes motion approving Resolution 25-04-01 setting wages)",https://iaarchives.newzgroup.com/IALegals/2025/41369-2025-04-30_1001.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2025/41369-2025-04-30_1001.pdf,"Indicates a municipality-wide wage-setting action with increases effective July 1, 2025, which may relate to the requested remaining-municipality pay policy/payroll comparator cycle continuity (percentage raise across the board).",1,,third_party,non_safety,,South English municipal government,unclear,agenda_cover_sheet,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,"This source states that a resolution set wages and that increases take effect July 1, 2025, but it does not include the wage schedule/amounts or any police/fire/non-safety job classifications in the excerpt.",authoritative_civilian_wage_setting,possible,no,"The operative wage-setting is referenced (Resolution 25-04-01), but the wage rates/percentage raise details are not shown in the provided text; wage amounts and effective/award period for specific employee categories are therefore not extractable here.","Indicates a municipality-wide wage-setting action with increases effective July 1, 2025, which may relate to the requested remaining-municipality pay policy/payroll comparator cycle continuity (percentage raise across the board).",medium,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:33:09.388863+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03821
BRM5C-BRM5-20260731-03822-01,BRM5-20260731-03822,cog_2025_190212,Spillville,IA,Winneshiek County (19191; primary),Midwest,scout_lane_002,broad_pay_employee_compensation_index,discovery_route_separate_corpora,Resolution No. 23-11-2 (City Clerk Salary),https://www.spillville.org/wp-content/uploads/2024/04/23-11-2-City-Clerk-Salary-1.pdf,spillville.org,https://spillville.org/wp-content/uploads/2024/04/23-11-2-City-Clerk-Salary-1.pdf,"May reflect a municipal wage/compensation adjustment mechanism (COLA-style annual adjustments) for a non-safety role, but it is not a full municipal pay plan or broader labor agreement.",1,,city,non_safety,,Spillville municipal government municipal government,unclear,ordinance_or_policy,insufficient_candidate,blocked_or_unreadable,cover_or_title,no_anchor_supplied,none,yes,Document appears to be a single-position compensation resolution (City Clerk). No contract duration/award period language was visible due to fetch failure; therefore COLA/contract-cycle comparability cannot be established.,authoritative_civilian_wage_setting,possible,no,"Fetch blocked (HTTP 403). Cannot inspect operative text for effective dates, duration, COLA mechanism, or whether it sets pay beyond the City Clerk position.","May reflect a municipal wage/compensation adjustment mechanism (COLA-style annual adjustments) for a non-safety role, but it is not a full municipal pay plan or broader labor agreement.",low,budget_or_pay_plan,high,market_or_comparability_pressure;non_safety_constraint_signal,2026-07-31T20:33:22.873026+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03822
BRM5C-BRM5-20260731-03825-01,BRM5-20260731-03825,cog_2025_204457,Templeton,IA,Carroll County (19027; primary),Midwest,scout_lane_002,wage_salary_schedule,causal_or_pay_record,"City of Templeton, Iowa — 2021 Code of Ordinances (Compensation set by Council resolution; no wage schedule in code)",https://cdn.sanity.io/files/upk58r82/production/98788596cce9bb72d7eb2a9ecc7441d94e9d7cfb.pdf,cdn.sanity.io,https://cdn.sanity.io/files/upk58r82/production/98788596cce9bb72d7eb2a9ecc7441d94e9d7cfb.pdf,Provides a municipality-owned procedural mechanism indicating that compensation (potentially including base pay/wage schedule) would be established by City Council resolution outside the code itself.,1,,city,unclear,,Templeton municipal government municipal government,unclear,context_only,context_only_candidate,partial_document,other_operative_text,no_anchor_supplied,none,no,"Operative text indicates employee/officer compensation is set by City Council resolution, but the PDF does not contain an embedded wage/salary schedule table and provides no wage-plan durations operative for police/fire/non-safety comparators.",mechanism_context,none,yes,"Search within the PDF did not reveal any wage schedule/salary table, longevity shift provisions, or operative multi-year wage plan language for municipal employee job classes.",Provides a municipality-owned procedural mechanism indicating that compensation (potentially including base pay/wage schedule) would be established by City Council resolution outside the code itself.,low,wage_schedule,high,non_safety_constraint_signal,2026-07-31T20:34:17.475012+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03825
BRM5C-BRM5-20260731-03829-01,BRM5-20260731-03829,cog_2025_164532,Varina,IA,Pocahontas County (19151; primary),Midwest,scout_lane_002,personnel_policy,causal_or_pay_record,Emergency Services (Volunteer Fire Department; Pocahontas County Sheriff’s Office contact info),https://varinaiowa.com/city/emergency-services/,varinaiowa.com,https://varinaiowa.com/city/emergency-services,"Helps determine whether Varina has sworn police/fire municipal labor agreements or instead relies on county sheriff and volunteer fire, reducing likelihood of municipal labor-source URLs for those units.",1,,city,unclear,,Varina municipal government municipal government,unclear,context_only,context_only_candidate,full_document,other_operative_text,no_anchor_supplied,none,no,City page indicates fire is volunteer and police services are via Pocahontas County Sheriff’s Office; does not provide Varina labor/police/fire/non-safety wage setting or personnel policy documents.,mechanism_context,high,yes,"Does not contain municipal labor-source artifacts (CBA, arbitration/factfinding, wage plan/schedule, or personnel wage-setting policy) for Varina employees; it only provides emergency-services organizational context.","Helps determine whether Varina has sworn police/fire municipal labor agreements or instead relies on county sheriff and volunteer fire, reducing likelihood of municipal labor-source URLs for those units.",medium,cba,high,non_safety_constraint_signal,2026-07-31T20:36:05.916556+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03829
