candidate_id,target_id,municipality_id,municipality,state,county,region,lane_id,source_family_query_family,source_corpus_routing_hint,candidate_title,candidate_url_or_locator,source_domain,normalized_locator,snippet,search_rank,source_owner,source_owner_type,unit_type_hint,union_name_hint,employer_hint,possible_cycle_or_year,document_type_hint,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,why_relevant,confidence,source_family_hint,source_family_confidence,mechanism_source_family_hints,discovery_timestamp,candidate_quality_hint,duplicate_locator_flag,prior_seen_locator_flag,verification_status,download_status,source_review_status,extraction_status,rating_status,ingestion_status,normalization_status,global_analysis_readiness,lineage
BRM5C-BRM5-20260731-07503-01,BRM5-20260731-07503,cog_2025_201765,East Peru,IA,Madison County (19121; primary),Midwest,scout_lane_003,wage_salary_schedule,causal_or_pay_record,An ordinance to establish the salaries of municipal officers (Revised ordinance #104 / #116) (116.pdf),https://drive.google.com/file/d/1QuQybseAsttz0EUsn4uQRZLdZtiAU7bO/view?usp=drive_link,drive.google.com,https://drive.google.com/file/d/1QuQybseAsttz0EUsn4uQRZLdZtiAU7bO/view,"City-provided ordinance appears to set municipal officers’ salaries, which may function as a non-safety municipal compensation/wage schedule anchor (if it also covers general municipal employees).",1,,city,non_safety,,East Peru municipal government municipal government,unclear,wage_schedule_or_compensation_plan,insufficient_candidate,blocked_or_unreadable,unclear,unclear,none,yes,"Wage/salary content not inspectable (Google Drive viewer shows loading/sign-in), so operative contract-award/duration text cannot be confirmed.",ordinary_non_safety_comparator,possible,no,"Document content not accessible to inspect for operative wage schedule language, employee classifications, and effective/award period.","City-provided ordinance appears to set municipal officers’ salaries, which may function as a non-safety municipal compensation/wage schedule anchor (if it also covers general municipal employees).",low,wage_schedule,high,non_safety_constraint_signal,2026-07-31T20:15:44.325791+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07503
BRM5C-BRM5-20260731-07503-02,BRM5-20260731-07503,cog_2025_201765,East Peru,IA,Madison County (19121; primary),Midwest,scout_lane_003,wage_salary_schedule,causal_or_pay_record,Establish the Salaries of Municipal Officers (Ordinance 181) (Ordinance 181 Salaries of Municipal Officers.pdf),https://drive.google.com/file/d/1xyuNlteuMf1Qfl3256h9aYGbVB5XDB_l/view?usp=sharing,drive.google.com,https://drive.google.com/file/d/1xyuNlteuMf1Qfl3256h9aYGbVB5XDB_l/view,Appears to be a binding compensation ordinance for municipal officers; likely part of wage/compensation scheduling for East Peru’s municipal workforce.,2,,city,non_safety,,East Peru municipal government municipal government,unclear,wage_schedule_or_compensation_plan,insufficient_candidate,blocked_or_unreadable,unclear,unclear,none,yes,Wage/salary schedule operative text (including effective dates/award period/duration) cannot be verified because the PDF is not inspectable via the tool.,ordinary_non_safety_comparator,possible,no,Could not access PDF to confirm operative wage schedule period and whether it applies beyond municipal officers to general municipal employees.,Appears to be a binding compensation ordinance for municipal officers; likely part of wage/compensation scheduling for East Peru’s municipal workforce.,low,wage_schedule,medium,,2026-07-31T20:15:44.325791+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07503
BRM5C-BRM5-20260731-07504-01,BRM5-20260731-07504,cog_2025_126678,Elliott,IA,Montgomery County (19137; primary),Midwest,scout_lane_003,salary_pay_ordinance,causal_or_pay_record,"City of Elliott Minutes of Regular City Council Meeting (contains referenced pay item(s), firefighter-related appropriation noted)",https://iaarchives.newzgroup.com/IALegals/2026/45789-2026-02-18_1002.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2026/45789-2026-02-18_1002.pdf,"May contain references to how Elliott authorizes pay changes/raises for municipal employees (including fire department-related items), which could link to a separate salary/pay ordinance.",1,,third_party,unclear,,Elliott municipal government municipal government,unclear,agenda_cover_sheet,context_only_candidate,partial_document,index_or_snippet_only,no_anchor_supplied,none,no,"No executed salary/pay ordinance text located; only meeting/minutes/news-style excerpts with a pay/appropriation item mentioned (e.g., FD gear). Contract duration/award period and percentage raise language not evidenced in the accessible excerpt.",mechanism_context,possible,yes,"Requires finding an actual binding municipal salary/pay ordinance or wage schedule (operative title/section, effective date, and wage increase terms). This source appears to be a partial, third-party archived excerpt of meeting minutes and does not itself show a binding salary ordinance or pay-plan mechanism.","May contain references to how Elliott authorizes pay changes/raises for municipal employees (including fire department-related items), which could link to a separate salary/pay ordinance.",low,salary_ordinance,high,,2026-07-31T20:16:13.579053+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07504
BRM5C-BRM5-20260731-07505-01,BRM5-20260731-07505,cog_2025_126671,Emerson,IA,Mills County (19129; primary),Midwest,scout_lane_003,budget_pay_plan,causal_or_pay_record,"Emerson City Council Public Notice — Resolution No. 2024-19 (Resolution Setting Hourly Wage for City Employees) for Fiscal Year 1, 2024 – June 30, 2025",https://iaarchives.newzgroup.com/IALegals/2024/45303-2024-06-20_1003.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2024/45303-2024-06-20_1003.pdf,"Operative, binding hourly wage levels for ordinary city employees for an FY window aligned with a COLA/CPI-style wage increase cycle.",1,,city,non_safety,,Emerson municipal government municipal government,"1, 2024 – June 30, 2025",wage_schedule_or_compensation_plan,qualifying_candidate,full_document,duration_clause,overlap,none,no,"Hourly wage resolution appears effective with first paycheck in July 2024 and covers FY ending June 30, 2025.",ordinary_non_safety_comparator,possible,no,Single embedded resolution text inside an agenda/minutes public notice PDF; confirm whether wage applies to all city employees and whether any safety bargaining unit is excluded.,"Operative, binding hourly wage levels for ordinary city employees for an FY window aligned with a COLA/CPI-style wage increase cycle.",medium,wage_schedule,medium,fiscal_constraint_signal,2026-07-31T20:16:38.997342+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07505
BRM5C-BRM5-20260731-07505-02,BRM5-20260731-07505,cog_2025_126671,Emerson,IA,Mills County (19129; primary),Midwest,scout_lane_003,budget_pay_plan,causal_or_pay_record,"Emerson City Council Public Notice — Resolution No. 2025-10 (Resolution Setting Hourly Wage for City Employees) for Fiscal Year July 1, 2025 – June 30, 2026",https://iaarchives.newzgroup.com/IALegals/2025/45961-2025-06-19_1002.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2025/45961-2025-06-19_1002.pdf,"Operative, binding hourly wage levels for ordinary city employees for an FY window aligned with a COLA/CPI-style wage increase cycle.",2,,city,non_safety,,Emerson municipal government municipal government,"July 1, 2025 – June 30, 2026",wage_schedule_or_compensation_plan,qualifying_candidate,full_document,duration_clause,overlap,none,no,"Hourly wage resolution appears effective with the first paycheck in July 2025 and covers FY ending June 30, 2026.",ordinary_non_safety_comparator,possible,no,Resolution text is embedded within the public notice/minutes PDF; confirm applicability scope (city employees vs. specific excluded groups) and whether any safety positions have separate setting mechanisms.,"Operative, binding hourly wage levels for ordinary city employees for an FY window aligned with a COLA/CPI-style wage increase cycle.",medium,wage_schedule,medium,fiscal_constraint_signal,2026-07-31T20:16:38.997342+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07505
BRM5C-BRM5-20260731-07528-01,BRM5-20260731-07528,cog_2025_164492,Leighton,IA,Mahaska County (19123; primary),Midwest,scout_lane_003,salary_pay_ordinance,causal_or_pay_record,,,,,Police payroll/compensation setting is one of the requested unit types for municipal salary-pay ordinance discovery.,1,,unknown,police,,Leighton municipal government,unclear,unknown,context_only_candidate,unclear,unclear,no_anchor_supplied,none,no,"No qualifying municipal labor-source URL found for Leighton, IA for police wages/compensation (salary/wage ordinance, wage plan, or binding CBA/arbitration/memorandum) during this scout run.",safety_target,none,yes,Insufficient source discovery: no official Leighton municipal salary/wage ordinance or binding labor document URL located.,Police payroll/compensation setting is one of the requested unit types for municipal salary-pay ordinance discovery.,low,salary_ordinance,high,strike_or_no_strike_constraint,2026-07-31T20:25:29.240534+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07528
BRM5C-BRM5-20260731-07528-02,BRM5-20260731-07528,cog_2025_164492,Leighton,IA,Mahaska County (19123; primary),Midwest,scout_lane_003,salary_pay_ordinance,causal_or_pay_record,,,,,Fire payroll/compensation setting is one of the requested unit types for municipal salary-pay ordinance discovery.,2,,unknown,fire,,Leighton municipal government,unclear,unknown,context_only_candidate,unclear,unclear,no_anchor_supplied,none,no,"No qualifying municipal labor-source URL found for Leighton, IA for firefighter wages/compensation (salary/wage ordinance, wage plan, or binding CBA/arbitration/memorandum) during this scout run.",safety_target,none,yes,Insufficient source discovery: no official Leighton municipal salary/wage ordinance or binding labor document URL located.,Fire payroll/compensation setting is one of the requested unit types for municipal salary-pay ordinance discovery.,low,salary_ordinance,high,strike_or_no_strike_constraint,2026-07-31T20:25:29.240534+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07528
BRM5C-BRM5-20260731-07528-03,BRM5-20260731-07528,cog_2025_164492,Leighton,IA,Mahaska County (19123; primary),Midwest,scout_lane_003,salary_pay_ordinance,causal_or_pay_record,,,,,Non-safety/general municipal pay is the target comparator family (salary_pay_ordinance) for the requested municipal remaining-employer discovery.,3,,unknown,non_safety,,Leighton municipal government,unclear,unknown,context_only_candidate,unclear,unclear,no_anchor_supplied,none,no,"No qualifying municipal labor-source URL found for Leighton, IA for non-safety/general municipal employee wages/compensation (salary/wage ordinance, wage plan, or binding CBA/arbitration/memorandum) during this scout run.",ordinary_non_safety_comparator,none,yes,Insufficient source discovery: no official Leighton municipal salary/wage ordinance or binding labor document URL located.,Non-safety/general municipal pay is the target comparator family (salary_pay_ordinance) for the requested municipal remaining-employer discovery.,low,unknown_or_needs_review,low,strike_or_no_strike_constraint;non_safety_constraint_signal,2026-07-31T20:25:29.240534+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07528
BRM5C-BRM5-20260731-07528-04,BRM5-20260731-07528,cog_2025_164492,Leighton,IA,Mahaska County (19123; primary),Midwest,scout_lane_003,salary_pay_ordinance,causal_or_pay_record,,,,,Maintains placeholder to reflect that no qualifying items were located; does not assert comparator applicability.,4,,unknown,unclear,,Leighton municipal government,unclear,unknown,context_only_candidate,unclear,unclear,no_anchor_supplied,none,no,"No additional Leighton, IA municipal labor-source URLs found that could be classified into police/fire/non_safety for salary/compensation mechanisms.",no_comparator_role,none,yes,No verifiable Leighton-specific labor/compensation mechanism URLs discovered in this scout run.,Maintains placeholder to reflect that no qualifying items were located; does not assert comparator applicability.,low,unknown_or_needs_review,low,non_safety_constraint_signal,2026-07-31T20:25:29.240534+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07528
BRM5C-BRM5-20260731-07531-01,BRM5-20260731-07531,cog_2025_207996,Linn Grove,IA,Buena Vista County (19021; primary),Midwest,scout_lane_003,personnel_policy,causal_or_pay_record,"Linn Grove, Iowa - City Government (embedded minutes/ordinance documents landing page)",https://www.linngroveiowa.org/city-government,linngroveiowa.org,https://linngroveiowa.org/city-government,"Likely primary municipal source for any city ordinances/minutes that set or adjust municipal employee pay or retroactive wage implementation, but verification is required.",1,,city,unclear,,Linn Grove municipal government municipal government,unclear,index_page,context_only_candidate,unclear,unclear,unclear,none,yes,"The site indicates embedded documents (including minutes/ordinances), but the underlying PDF targets were not directly retrievable during this scout session; no binding personnel/wage operative language could be inspected.",mechanism_context,none,yes,Embedded PDFs for minutes/ordinances could not be inspected to confirm whether any contains employee wage/compensation retroactive effective-date language and whether it applies to police/fire/non-safety personnel.,"Likely primary municipal source for any city ordinances/minutes that set or adjust municipal employee pay or retroactive wage implementation, but verification is required.",low,agenda_packet_or_minutes,high,,2026-07-31T20:26:38.566242+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07531
