source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,verification_status,http_status_code,content_type_header,content_length_header,candidate_review_status,lane_id,lane_sequence,duplicate_canonical_locator_of,live_status,global_analysis_readiness
CBSRD-20260728-73081728123d0b0acde2,CBCR-20260728-01400,B4XPAR-20260727-001510,BCV-20260728-06179,broad_4x1000_deduped,MT,West,Broadus,Powder River County (30075; primary),Town of Broadus Council Minutes (includes Resolution 2018-06: wages for Town employees during the 2018-2019 budget year),https://www.townofbroadus.com/documents/623/2018_Town_Council_Minutes.pdf,https://townofbroadus.com/documents/623/2018_Town_Council_Minutes.pdf,townofbroadus.com,budget_or_pay_plan,meeting_minutes,high,verified_reachable,200,application/pdf,not_reported,source_review_ready_high,source_review_lane_002,1,,not_run,false
CBSRD-20260728-9ef388f07c1e31588bac,CBCR-20260728-01399,B4XPAR-20260727-001509,BCV-20260728-08323,broad_4x1000_deduped,MT,West,Broadus,Powder River County (30075; primary),"Town of Broadus Personnel Policy Manual (Revision Date: August 2025, Version 1)",https://townofbroadus.com/documents/623/2025_Personnel_Policy-V1.pdf,https://townofbroadus.com/documents/623/2025_Personnel_Policy-V1.pdf,townofbroadus.com,personnel_policy,ordinance_or_policy,high,verified_reachable,200,application/pdf,not_reported,source_review_ready_high,source_review_lane_002,2,,not_run,false
CBSRD-20260728-6f8962e81984cc689eab,CBCR-20260728-03065,B4XPAR-20260727-003327,BCV-20260728-07818,broad_4x1000_deduped,MT,West,Colstrip,Rosebud County (30087; primary),"Colstrip Police Unit Collective Bargaining Agreement (July 1, 2022 - June 30, 2026)",https://www.mfpe.org/wp-content/uploads/2023/06/Colstrip-Police-2022-26.pdf,https://mfpe.org/wp-content/uploads/2023/06/Colstrip-Police-2022-26.pdf,mfpe.org,cba,cba,high,verified_reachable,200,application/pdf,247535,source_review_ready_high,source_review_lane_002,3,,not_run,false
CBSRD-20260728-8d614e7a0ad327a62074,CBCR-20260728-03066,B4XPAR-20260727-003328,BCV-20260728-01389,broad_4x1000_deduped,MT,West,Colstrip,Rosebud County (30087; primary),"Colstrip City Employees Unit Collective Bargaining Agreement (July 1, 2022 - June 30, 2026)",https://www.mfpe.org/wp-content/uploads/2023/12/colstrip-city-employees-2022-26.pdf,https://mfpe.org/wp-content/uploads/2023/12/colstrip-city-employees-2022-26.pdf,mfpe.org,wage_schedule,cba,high,verified_reachable,200,application/pdf,1242509,source_review_ready_high,source_review_lane_002,4,,not_run,false
CBSRD-20260728-1d2a27a533b9444caf40,CBCR-20260728-06271,B4XPAR-20260727-006826,BCV-20260728-04045,broad_4x1000_deduped,MT,West,Dutton,Teton County (30099; primary),"Town of Dutton Council Meeting Agenda (landing page / example agenda: July 6, 2026)",https://townofdutton.com/public-notice,https://townofdutton.com/public-notice,townofdutton.com,agenda_packet_or_minutes,agenda_cover_sheet,high,verified_reachable,200,text/html,14773,source_review_ready_high,source_review_lane_002,5,,not_run,false
CBSRD-20260728-f141c2345e72b1ee34ae,CBCR-20260728-06270,B4XPAR-20260727-006825,BCV-20260728-08332,broad_4x1000_deduped,MT,West,Dutton,Teton County (30099; primary),Town of Dutton Ordinance Book (scan) - 2026,https://townofdutton.com/s/2026-Ordinance-Book-Scan.pdf,https://static1.squarespace.com/static/58c1b0e7e58c62c4d3b537f8/t/697ced190696ff2251bb0da8/1769794852539/2026+Ordinance+Book+Scan.pdf,townofdutton.com,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable_redirected,200,application/pdf,5680024,source_review_ready_high,source_review_lane_002,6,,not_run,false
CBSRD-20260728-4b266fc99231850af828,CBCR-20260728-01406,B4XPAR-20260727-001516,BCV-20260728-00805,broad_4x1000_deduped,MT,West,East Helena,Lewis and Clark County (30049; primary),East Helena City Council Meeting Minutes (2021-11-16) — includes mention of Police Officers Association and policy manual compensation increases item,https://easthelenamt.us/AgendaMinutes/20211116_Minutes.pdf,https://easthelenamt.us/AgendaMinutes/20211116_Minutes.pdf,easthelenamt.us,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,application/pdf,not_reported,source_review_ready_high,source_review_lane_002,7,,not_run,false
CBSRD-20260728-cc724bf8560a58667985,CBCR-20260728-01407,B4XPAR-20260727-001517,BCV-20260728-05092,broad_4x1000_deduped,MT,West,East Helena,Lewis and Clark County (30049; primary),City of East Helena — Council Meeting Agendas & Minutes landing page (for locating attached wage-setting materials in packets),https://easthelenamt.us/coeh/city-council-meeting-agendas-minutes/,https://easthelenamt.us/coeh/city-council-meeting-agendas-minutes,easthelenamt.us,agenda_packet_or_minutes,context_only,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_002,8,,not_run,false
CBSRD-20260728-062c651b1b506e10dda7,CBCR-20260728-03073,B4XPAR-20260727-003335,BCV-20260728-07348,broad_4x1000_deduped,MT,West,Ennis,Madison County (30057; primary),Meeting Agendas & Minutes — Related Documents list (2026 includes Commission Meeting Agenda/Minutes PDFs; may contain employee wages item(s) such as 'Employee wages FY26/27'),https://www.ennismontana.org/meeting-agendas-and-minutes,https://ennismontana.org/meeting-agendas-and-minutes,ennismontana.org,agenda_packet_or_minutes,index_page,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_002,9,,not_run,false
CBSRD-20260728-d7c4c084d007479270db,CBCR-20260728-06273,B4XPAR-20260727-006828,BCV-20260728-03068,broad_4x1000_deduped,MT,West,Eureka,Lincoln County (30053; primary),"Council Minutes: February 2017 (Town of Eureka, Montana) — Union agreement extension (Teamsters)",https://www.eureka-mt.gov/council-minutes-february-2017/,https://eureka-mt.gov/council-minutes-february-2017,eureka-mt.gov,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_002,10,,not_run,false
CBSRD-20260728-1dcbb6400d6dd95752d5,CBCR-20260728-04659,B4XPAR-20260727-005078,BCV-20260728-06192,broad_4x1000_deduped,MT,West,Fairfield,Teton County (30099; primary),"Past Meeting Minutes (Town Council) – Fairfield, MT",https://www.townoffairfield.com/past-meeting-minutes,https://townoffairfield.com/past-meeting-minutes,townoffairfield.com,salary_ordinance,index_page,high,verified_reachable,200,text/html,29088,source_review_ready_high,source_review_lane_002,11,,not_run,false
CBSRD-20260728-a39b21da5836e5099939,CBCR-20260728-04658,B4XPAR-20260727-005077,BCV-20260728-04050,broad_4x1000_deduped,MT,West,Fairfield,Teton County (30099; primary),"Meeting Agendas (Town Council) – Fairfield, MT",https://www.townoffairfield.com/meeting-agendas,https://townoffairfield.com/meeting-agendas,townoffairfield.com,wage_schedule,index_page,high,verified_reachable,200,text/html,27797,source_review_ready_high,source_review_lane_002,12,,not_run,false
CBSRD-20260728-66efd6cddefcf48fd63a,CBCR-20260728-06274,B4XPAR-20260727-006829,BCV-20260728-00341,broad_4x1000_deduped,MT,West,Fort Benton,Chouteau County (30015; primary),2025 Minutes (City Council) - labor-related attachments may be included,https://www.cityoffortbenton.org/s/2025-Minutes-h4yb.zip,https://static1.squarespace.com/static/5c13cdd98ab722d32119ec08/t/695ead28f4b1655c3d295366/1767812392805/2025+Minutes.zip,cityoffortbenton.org,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable_redirected,200,application/zip,3853236,source_review_ready_high,source_review_lane_002,13,,not_run,false
CBSRD-20260728-830ba521d3b7a6d1c558,CBCR-20260728-06275,B4XPAR-20260727-006830,BCV-20260728-04628,broad_4x1000_deduped,MT,West,Fort Benton,Chouteau County (30015; primary),2026 Minutes (City Council) - labor-related attachments may be included,https://www.cityoffortbenton.org/s/2026-Minutes-pc77.zip,https://static1.squarespace.com/static/5c13cdd98ab722d32119ec08/t/69e14eb94035be6391f6c7d6/1776373433186/2026+Minutes.zip,cityoffortbenton.org,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable_redirected,200,application/zip,587842,source_review_ready_high,source_review_lane_002,14,,not_run,false
CBSRD-20260728-ac953f093dace6b5f207,CBCR-20260728-06276,B4XPAR-20260727-006831,BCV-20260728-06772,broad_4x1000_deduped,MT,West,Fort Benton,Chouteau County (30015; primary),City Council Agenda (2026-07-20) - attachments may include labor pay policy,https://www.cityoffortbenton.org/s/20260720.pdf,https://static1.squarespace.com/static/5c13cdd98ab722d32119ec08/t/6a594a9765d5855eb021774f/1784236695264/2026.0720.pdf,cityoffortbenton.org,agenda_packet_or_minutes,agenda_cover_sheet,high,verified_reachable_redirected,200,application/pdf,183113,source_review_ready_high,source_review_lane_002,15,,not_run,false
CBSRD-20260728-97f9d53619956871aa06,CBCR-20260728-06277,B4XPAR-20260727-006832,BCV-20260728-08337,broad_4x1000_deduped,MT,West,Froid,Roosevelt County (30085; primary),Town Ordinances - Title 2: Administration and Personnel (Chapter 2 .doc),https://townoffroid.com/documents/69/Chapter_2.doc,https://townoffroid.com/documents/69/Chapter_2.doc,townoffroid.com,other_local_government_pay_policy,ordinance_or_policy,high,verified_reachable,200,application/msword,13162,source_review_ready_high,source_review_lane_002,16,,not_run,false
CBSRD-20260728-7338b6db18e66c743824,CBCR-20260728-03074,B4XPAR-20260727-003336,BCV-20260728-00179,broad_4x1000_deduped,MT,West,Fromberg,Carbon County (30009; primary),"INTERLOCAL AGREEMENT FOR GENERAL LAW ENFORCEMENT SERVICES (Town of Fromberg) — Carbon County Commissioners packet (May 13, 2025)",https://carbonmt.gov/wp-content/uploads/2025/05/May-13-2025-Packet.pdf,https://carbonmt.gov/wp-content/uploads/2025/05/May-13-2025-Packet.pdf,carbonmt.gov,unknown_or_needs_review,context_only,high,verified_reachable,200,application/pdf,4546788,source_review_ready_high,source_review_lane_002,17,,not_run,false
CBSRD-20260728-88dad1088fcf54d5f8a8,CBCR-20260728-07039,BSSC-20260727-00649,BCV-20260728-06777,broad_490_preserved_review_queue,MT,West,Glasgow,,City of Glasgow Council Agenda (includes Resolution No. 3206 salaries/comp for FY 2025-2026),https://www.cityofglasgowmt.com/_files/ugd/ae3595_fd76a406618d4544868375a187603711.pdf,https://5a28525e-f8c6-4a2b-9f41-4c6b2882162f.filesusr.com/ugd/ae3595_fd76a406618d4544868375a187603711.pdf,cityofglasgowmt.com,wage_schedule,agenda_cover_sheet,high,verified_reachable_redirected,200,application/pdf,52065,source_review_ready_high,source_review_lane_002,18,,not_run,false
CBSRD-20260728-e9c83f29d7228ebe3f2d,CBCR-20260728-01409,B4XPAR-20260727-001519,BCV-20260728-05342,broad_4x1000_deduped,MT,West,Harlowton,Wheatland County (30107; primary),Ordinances (index/landing page for municipal ordinance PDF/DOCX documents),https://harlowton.municipalimpact.com/ordinances,https://harlowton.municipalimpact.com/ordinances,harlowton.municipalimpact.com,wage_schedule,index_page,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_002,19,,not_run,false
CBSRD-20260728-1008a3cd927be5bc9ab9,CBCR-20260728-01410,B4XPAR-20260727-001520,BCV-20260728-06201,broad_4x1000_deduped,MT,West,Hot Springs,Sanders County (30089; primary),Resolution #2026-03R (referenced): setting pay rates employees/contract workers for the 2025-2026 budget year (mentioned in minutes; binding text not present in minutes excerpt),https://townofhotspringsmt.com/government/city-hall/city-council/september-minutes/,https://townofhotspringsmt.com/government/city-hall/city-council/september-minutes,townofhotspringsmt.com,budget_or_pay_plan,meeting_minutes,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_002,20,,not_run,false
CBSRD-20260728-d55dbf49b3fe9f9015c7,CBCR-20260728-01411,B4XPAR-20260727-001521,BCV-20260728-04058,broad_4x1000_deduped,MT,West,Hot Springs,Sanders County (30089; primary),"Expenditure Budget for Fiscal Year 2025-2026 (includes salary line items for multiple departments, including police and fire accounts)",https://townofhotspringsmt.com/wp-content/uploads/2025/08/expenditure-_budget_25_26.pdf,https://townofhotspringsmt.com/wp-content/uploads/2025/08/expenditure-_budget_25_26.pdf,townofhotspringsmt.com,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,verified_reachable,200,application/pdf,34216,source_review_ready_high,source_review_lane_002,21,,not_run,false
CBSRD-20260728-e5b75f1480527f6fa5d6,CBCR-20260728-01412,B4XPAR-20260727-001522,BCV-20260728-08344,broad_4x1000_deduped,MT,West,Hot Springs,Sanders County (30089; primary),"Town Ordinances, Title 2: Administrative Personnel (2021 version referenced by Town Ordinances page; source file is a .doc not directly readable here)",https://townofhotspringsmt.com/wp-content/uploads/2019/10/title-2-adm-pers-2019.doc,https://townofhotspringsmt.com/wp-content/uploads/2019/10/title-2-adm-pers-2019.doc,townofhotspringsmt.com,other_local_government_pay_policy,ordinance_or_policy,high,verified_reachable,200,application/msword,117760,source_review_ready_high,source_review_lane_002,22,,not_run,false
CBSRD-20260728-1589f0a9f22d380ec2e8,CBCR-20260728-07042,BSSC-20260727-00652,BCV-20260728-02534,broad_490_preserved_review_queue,MT,West,Libby,,"Collective Bargaining Agreement (AFSCME Local 3034) — City of Libby, Montana (with Addendum B addressing Police Department)",https://cityoflibby.com/wp-content/uploads/formidable/1/1631-June-19-2023-RegC-Agenda-with-CBA-1.pdf,https://cityoflibby.com/wp-content/uploads/formidable/1/1631-June-19-2023-RegC-Agenda-with-CBA-1.pdf,cityoflibby.com,cba,cba,high,verified_reachable,200,application/pdf,3541217,source_review_ready_high,source_review_lane_002,23,,not_run,false
CBSRD-20260728-5c0d8fbc722ffe332b0e,CBCR-20260728-04668,B4XPAR-20260727-005087,BCV-20260728-04073,broad_4x1000_deduped,MT,West,Philipsburg,Granite County (30039; primary),Minutes 2025 (Town of Philipsburg) - document list,https://www.townofphilipsburgmt.com/minutes-2025,https://townofphilipsburgmt.com/minutes-2025,townofphilipsburgmt.com,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_002,24,,not_run,false
CBSRD-20260728-9913ecc0468b8438e48f,CBCR-20260728-04669,B4XPAR-20260727-005088,BCV-20260728-01929,broad_4x1000_deduped,MT,West,Philipsburg,Granite County (30039; primary),Minutes 2026 (Town of Philipsburg) - document list,https://www.townofphilipsburgmt.com/minutes-2026,https://townofphilipsburgmt.com/minutes-2026,townofphilipsburgmt.com,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_002,25,,not_run,false
CBSRD-20260728-89e2c484c1535294d636,CBCR-20260728-04670,B4XPAR-20260727-005089,BCV-20260728-06216,broad_4x1000_deduped,MT,West,Philipsburg,Granite County (30039; primary),Agendas for 2026 (Town of Philipsburg) - document list,https://www.townofphilipsburgmt.com/agendas-for-2026,https://townofphilipsburgmt.com/agendas-for-2026,townofphilipsburgmt.com,agenda_packet_or_minutes,agenda_cover_sheet,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_002,26,,not_run,false
CBSRD-20260728-a9500dcd8a2ae4fbde6c,CBCR-20260728-04673,B4XPAR-20260727-005092,BCV-20260728-01940,broad_4x1000_deduped,MT,West,St. Ignatius,Lake County (30047; primary),Ordinances (Town of St. Ignatius) — ordinances were valid and up to date at posting time,https://townofstignatius.com/ordinances,https://townofstignatius.com/ordinances,townofstignatius.com,salary_ordinance,ordinance_or_policy,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_002,27,,not_run,false
CBSRD-20260728-77531ef084206018c5f1,CBCR-20260728-06287,B4XPAR-20260727-006842,BCV-20260728-08372,broad_4x1000_deduped,MT,West,Terry,Prairie County (30079; primary),"January 12, 2017 meeting minutes (Town Council passed a motion to set their wage at $17 per hour)",https://townofterry.com/wp-content/uploads/2012/03/january-12-2017-meeting.pdf,https://townofterry.com/wp-content/uploads/2012/03/january-12-2017-meeting.pdf,townofterry.com,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,application/pdf,244592,source_review_ready_high,source_review_lane_002,28,,not_run,false
