retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,source_review_download_status,download_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,file_integrity_status,readiness_status,readiness_reason,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,pdf_version_hint,bounded_text_probe_pages,bounded_text_signal_character_count,html_text_readiness_hint,html_probe_bytes,html_visible_text_character_count,html_link_count,html_script_count,readiness_review_status,readiness_notes
RS429-42f9f73c43a825c2cf74,TS4L-634d30d6b1140190fbca,lane_1,tier_b,verification_ready_medium,https://texascitytx.gov/1107/Salary-Benefits,"Salary & Benefits | Texas City, TX",Texas City,TX,non_safety_comparator,non_safety_comparator,,"October 1, 2024 through September 30, 2026",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Texas City, TX (exact city match)",target_same_or_overlapping_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,114789,d2e8aa0fab06fbc44b2ef1ceb6bb6bbf718c5a64342645d53bc2b8a695bd2bb9,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-42f9f73c43a825c2cf74.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:13Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,114789,2533,51,39,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-4b5a7f6a77b9e64deec8,TS4L-4e617afe327acb786e49,lane_1,tier_b,verification_ready_medium,https://cityoflakewood.us/human-resources/collective-bargaining-agreements/,Collective Bargaining Agreements (City of Lakewood) — listing page for CBA/MOAs and salary schedules,Lakewood,WA,non_safety_comparator,City of Lakewood employee bargaining groups and salary schedules (AFSCME primary comparator family),AFSCME (Council 2 AFSCME AFL-CIO Local 1938) — plus other Lakewood bargaining groups listed on page,Page lists multiple contract periods; includes AFSCME 2024-2027 and AFSCME 2022-2023,2022-01-01,2027-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_municipality_city_of_lakewood_wa,overlaps_expected_2023_2025_via_listed_afscme_2023_and_2024_2025,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,162239,bb0d696cd76c875891707ef9dda598bac7ac5bac15f4092f077b1c73fecf2c85,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-4b5a7f6a77b9e64deec8.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:13Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,162239,3775,143,27,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-aac3c9de207685eee8ab,TS4L-1818beaf93ad4bcb2fb2,lane_1,tier_b,verification_ready_medium,https://www.portageea.com/,Portage EA (Portage Public Schools) — 2024-27 Collective Bargaining Agreement (CBA) (searchable),Portage,MI,non_safety_comparator,non_safety_comparator,Portage Education Association (Portage EA),"2024-27 collective bargaining agreement (includes effective period covering July 1, 2024 through June 30, 2027 — likely)",2024-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same city (Portage, MI) — likely",Overlaps target cycle (2024-07-01 to 2027-06-30) — likely,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,167231,4d703c69ec6502d94c12c664099e4d9a781765d5afcf1ac83c45bd96fe428bc4,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-aac3c9de207685eee8ab.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:12Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,167231,2558,49,12,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-bd91661f97190f96dbd0,TS4L-d9128eebf89021e76894,lane_1,tier_b,verification_ready_medium,https://www.cityofutica.com/newsroom/press-releases/contract-agreement-between-city-and-csea-union,CONTRACT AGREEMENT BETWEEN CITY AND CSEA UNION (City of Utica press release page),Utica,NY,non_safety_comparator,CSEA represented municipal employees (non-safety comparator unit context implied by CSEA bargaining),CSEA (Civil Service Employees Association) union (City of Utica negotiations referenced),Four-year agreement retroactive back to 2014 (press release; unit wage/schedule not extracted here),2014-01-01,2018-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,likely_same_city,overlaps_2013_2018_expected_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,55086,7ec96681c768b7d3f890a94dc5fe7ff42886c2ae6e949720126446965c7f5097,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bd91661f97190f96dbd0.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:24Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,55086,4146,195,26,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-c107759240c483b0843d,TS4L-9a09c3613e16d8a97593,lane_1,tier_a,verification_ready_high,https://www.somervillema.gov/news/somerville-municipal-employees-association-vote-approve-new-contract,"City of Somerville news: SMEA vote to approve new contract (six-year term for SMEA Units A, B, and D)",Somerville,MA,non_safety_comparator,SMEA covered employees (non-public safety units described in related Mass.gov materials),"Somerville Municipal Employees Association (SMEA) Units A, B, and D","Retroactive to July 1, 2010 – June 30, 2013; and extending through June 30, 2016 (two agreements per unit)",2012-01-01,2015-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Same city (Somerville) indicated,Overlaps 2012-2015,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,57511,d652309bed10eab2eedbc944ebfde55d2233001aeff543e94ab17f2a95d24f1c,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c107759240c483b0843d.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:07Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,57511,4525,97,16,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-fa1350e8a8b491812090,TS4L-7cb2b2f8fe0ac98787d7,lane_1,tier_b,verification_ready_medium,https://eastcentralreporter.com/city-of-mattoon-city-council-met-aug-6,City of Mattoon City Council met Aug. 6 (includes Special Ordinance No. 2024-1917 ratifying AFSCME Council 31 Local 3821 contract renewal),Mattoon,IL,non_safety_comparator,Municipal employees represented by AFSCME Council 31 Local 3821 (non-safety bargaining unit lead),"AFSCME, AFL-CIO, Council 31, Local 3821","Two-year contract renewal dated Aug. 6, 2024 (successor renewal referenced in ordinance text)",2024-08-06,2026-08-05,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,partially_overlapping_with_2022-2026_expected_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,151928,392d04a9e8c1bfda44060ae3d8c7783a1b2ef4ba339f8b6d2ad6e54782a5ea6f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-fa1350e8a8b491812090.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:14Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,151928,27152,58,13,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-0de376da29a6a149d065,TS4L-42f6787a71e8b19c8dea,lane_2,tier_b,verification_ready_medium,https://www.pa.gov/agencies/dli/programs-services/labor-management-relations/pennsylvania-labor-relations-board/plrb-final-orders/2018-plrb-final-orders,"2018 PLRB Final Orders — Department of Labor and Industry (includes Warminster Township Police Benevolent Association v. Warminster Township, PF-U-17-80-E)",Warminster,PA,safety_and_non_safety_bargaining_units,police,Warminster Township Police Benevolent Association (linked to PF-U-17-80-E final order listing),2018 (final orders page listing; PF-U-17-80-E listed under October 2018),2018,2018,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Warminster, PA matched (listing references Warminster Township Police Benevolent Association v. Warminster Township)",overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,221831,74ae9a7ef61a58f2b8c9e458698d3619c30448232cc9c1084621733a510a7fc2,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0de376da29a6a149d065.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:32Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,221831,5919,193,25,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-17597244d8818866a1cf,TS4L-7f9a97ae93a8819b039b,lane_2,tier_b,verification_ready_medium,https://levittownnow.com/2014/07/22/exclusive-officials-working-to-fix-bristol-twp-police-manpower-issues-keep-up-drug-investigations/,"Officials Working to Fix Bristol Twp. Police Manpower Issues (Jul. 22, 2014) — references arbitration case with the township",Bristol,PA,safety_and_non_safety_bargaining_units,police (Act 111 / public safety),Bristol Township police collective bargaining unit (referenced via arbitration case context),2014 (article referencing arbitration outcome affecting police contract terms/costs),2014,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_city_target_match,unknown_overlap_with_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,375069,57f1cb6b39e1d4d7528635dd7694061c50bd143d3ed040f547d60e88c8edc7a0,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-17597244d8818866a1cf.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:46Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,262144,6570,57,42,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-27133b970795bfafcbc5,TS4L-c84e3f49a00a59d530a7,lane_2,tier_b,verification_ready_high,https://magnawaterut.gov/archived-documents,Archived Documents — Magna Water District (includes board agendas/minutes & other posted materials),Magna metro,UT,safety_and_non_safety_bargaining_units,Magna Water District workforce (union and/or collective bargaining references likely embedded across archived board materials),Not specified on landing page,2014-2024 (archive scope spans multiple years; specific contract periods not confirmed from landing page lead),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same municipality: Magna Water District (Magna, UT)",likely overlaps expected 2014-2024 window (archive contains multiple years; specific overlap to CBA/impasse records not confirmed),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,23878,e77605bd7e0195d1a785050cded256c9e873467a68d2b06e8ec3543e9383d6fa,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-27133b970795bfafcbc5.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:51Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,23878,1709,66,15,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-522519045e4759655715,TS4L-2b475cdfc6b0388a2571,lane_2,tier_b,verification_ready_medium,https://um-twp-bos-meeting.castos.com/episodes/bos-meeting-june-8-2023,"Upper Merion Board of Supervisors Meetings - BOS Meeting (June 8, 2023) (show notes reference Police CBA MOU 2023-2027)",Upper Merion,PA,safety_and_non_safety_bargaining_units,Police (Act 111-style bargaining context; unit referenced as “Police” in CBA MOU),Police of Upper Merion Township (referenced),Amending current Collective Bargaining Agreement for contract years 2023 through 2027 (term referenced in agenda/item),2023,2027,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact city match (Upper Merion Township, PA).",Overlaps expected 2014-2024 window via 2023-2024 portion.,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,113633,1a0cd0f7bedaa53d8bc6fe7e19aa27b2ef9769254514ac522f545b60449f56a6,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-522519045e4759655715.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:29Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,113633,5039,27,2,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
