retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,source_review_download_status,download_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,file_integrity_status,readiness_status,readiness_reason,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,pdf_version_hint,bounded_text_probe_pages,bounded_text_signal_character_count,html_text_readiness_hint,html_probe_bytes,html_visible_text_character_count,html_link_count,html_script_count,readiness_review_status,readiness_notes
RS429-1faeac9175aae59e6494,TS4L-0ce7b03152197ce5c276,lane_1,tier_b,verification_ready_medium,https://www.worcesterma.gov/human-resources/collective-bargaining-agreements/local-495-moa-2017-2020.pdf,"Local 495 — Memorandum of Agreement (July 1, 2017 - June 30, 2020)",Worcester,MA,non_safety_comparator,Unknown (not extracted from lead metadata),Local 495,"July 1, 2017 - June 30, 2020",2017-07-01,2020-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Exact match (City of Worcester, MA)",Exact period overlap (matches 7/1/2017–6/30/2020),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,824708,75d72fffe75bc0c7ccda0a2959e6680a9d91c15a311ea153ad0686ad3c267970,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-1faeac9175aae59e6494.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:12Z,integrity_pass,needs_review,pdf_encrypted_or_locked,13,true,unknown,1.6,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-23a0f9e9625a3097894c,TS4L-73775a9184d77735eeb4,lane_1,tier_b,verification_ready_medium,https://www.rentonschools.us/fs/resource-manager/view/05e47289-b6d7-4461-9205-e16dfb4bb0aa,AFT (American Federation of Teachers) Renton Local 6367 Collective Bargaining Agreement (Renton School District 403 x AFT Renton Local 6367),Renton,WA,non_safety_comparator,"Classified employees (e.g., transportation, dispatch, garage mechanical technicians, building maintenance, nutrition services, warehouse drivers as defined in agreement)",American Federation of Teachers (AFT) Renton Local 6367,"September 1, 2024–August 31, 2027",2024-09-01,2027-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"City-of-Renton match (Renton School District 403; Renton, WA)",Overlaps expected 2024–2026 period (2024–2026 included within 2024–2027 term),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,947468,25e8f175c45daf39e10ec3ea41b7ff7875e08cc59c5976512934ebeb9a3f6a63,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-23a0f9e9625a3097894c.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:14Z,integrity_pass,needs_review,pdf_encrypted_or_locked,79,true,unknown,1.7,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-6d16c2a7bb4cb6910547,TS4L-007dbad731d5396346d8,lane_1,tier_b,verification_ready_medium,https://www.rentonschools.us/fs/resource-manager/view/04f0bbe0-c9dd-41be-879d-3942b03daced,RESP (Renton Education Support Professionals) Collective Bargaining Agreement (Renton School District 403 x RESP/Washington Education Association/NEA),Renton,WA,non_safety_comparator,Office personnel and paraeducators (and other RESP-covered classifications as defined in agreement),Renton Education Support Professionals (RESP) (WEA/NEA affiliations listed on cover),"September 1, 2023–August 31, 2026",2023-09-01,2026-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"City-of-Renton match (Renton School District 403; Renton, WA)",Overlaps expected 2024–2026 period (2024–2026 included within 2023–2026 term),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1833921,25d3d1982e32129a67ae661669d7e3d10215f663b81426b5dec3764d976ec518,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6d16c2a7bb4cb6910547.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:11Z,integrity_pass,needs_review,pdf_encrypted_or_locked,98,true,unknown,1.7,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-b44f7434fd91c8a89d6e,TS4L-288a414f85335d8df1e8,lane_1,tier_b,verification_ready_medium,https://www.rentonschools.us/fs/resource-manager/view/72918380-8377-4f24-adae-9e70c25c3e45,RPTA 2024-2026 Collective Bargaining Agreement (Renton School District 403 x Renton Professional–Technical Association/Washington Education Association/National Education Association),Renton,WA,non_safety_comparator,Professional-technical (non-safety staff categories as defined in agreement),Renton Professional–Technical Association (RPTA) (WEA/NEA affiliations listed on cover),"September 1, 2024–August 31, 2026",2024-09-01,2026-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"City-of-Renton match (Renton School District 403; Renton, WA)",Exact match to expected 2024–2026 period on cover/title,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,2653522,963851c91964ede540da9d0f9aa488ac73546ad9dc521d586fe7463b2765982d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b44f7434fd91c8a89d6e.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:13Z,integrity_pass,needs_review,pdf_encrypted_or_locked,75,true,unknown,1.7,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-55bd7381b301f9f74ab8,TS4L-91fa45faf804be91e7ee,lane_2,tier_b,verification_ready_medium,https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/documents/orders/2014/june/radnor%20association%20of%20township%20employees%20pe14-88.pdf,"Radnor Township v. Radnor Association of Township Employees — Pennsylvania Labor Relations Board (Final Order) (PERA-C-14-88-E) (June 17, 2014)",Radnor,PA,safety_and_non_safety_bargaining_units,Township employees (non-safety public employees; association represents bargaining unit),Radnor Association of Township Employees,Case/order issued in 2014 (grievance settlement / bargaining-unit representation dispute; contract referenced in charge attachments),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Radnor, PA match",Within expected 2014–2024 window (cycle not explicitly inferable from title/locator alone),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,102482,0e88626e270c1fda699da4c68154ae418d193b9e88e015dbe03c70da06cbf856,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-55bd7381b301f9f74ab8.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:46Z,integrity_pass,needs_review,pdf_encrypted_or_locked,2,true,unknown,1.6,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-6e8a479c3002532653bc,TS4L-d64b7a5e3cd3fd608979,lane_2,tier_b,verification_ready_medium,https://www.bloomfieldtwp.org/media/cfmdekzh/police-command-contract-2020-2026-2.pdf,COLLECTIVE BARGAINING (Bloomfield Township) — Police Command Unit Contract 2020-2026,Bloomfield charter,MI,safety_and_non_safety_bargaining_units,Police (safety),Police Command Officers (POLC) (as indicated in the contract title and township labor agreements),"April 1, 2020 to March 31, 2026",2020-04-01,2026-03-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Bloomfield Charter Township (MI) matched,Overlaps expected 2014-2024 window (overlap approx. 2020-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,570225,00e460774862dfce8e3897fbf41bbe1cd580b4ee90e6cf3e7506e31f6788ef7f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6e8a479c3002532653bc.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:53Z,integrity_pass,needs_review,pdf_encrypted_or_locked,71,true,unknown,1.7,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-9ec7e22546fde8998fd2,TS4L-be155254fc856829368b,lane_2,tier_b,verification_ready_medium,https://www.dailyherald.com/20160221/news/teachers-union-lake-villa-school-board-pleased-with-new-deal/,"Teachers union, Lake Villa school board pleased with new deal (Daily Herald, Feb. 21, 2016)",Lake Villa,IL,safety_and_non_safety_bargaining_units,Teachers (bargaining unit: Lake Villa Federation of Teachers),Lake Villa Federation of Teachers,2016 (describes a four-year tentative agreement after impasse/mediation),,,cba_or_arbitration_award_or_factfinding_or_impasse_record (press coverage indicating resolution after bargaining impasse),strike_or_no_strike_constraint,"same_city_match (Lake Villa, IL)",overlap_possible (2014-2024 window; article is within 2016),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,212,d02032286070b4dd9d8fbd985a7bdca8af8edf52b89ff177db3bfcb2c8a9c43d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-9ec7e22546fde8998fd2.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:51Z,integrity_pass,needs_review,html_visible_text_signal_too_weak,,not_applicable,not_applicable,,0,0,weak_or_noisy,212,0,0,1,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-d2ccf80f62137f80afb9,TS4L-2f671424e7d3b62d3753,lane_2,tier_b,verification_ready_medium,https://www.bloomfieldtwp.org/media/cgvndjzh/police-patrol-contract-2020-2026-2.pdf,COLLECTIVE BARGAINING AGREEMENT (Bloomfield Township) — Police Patrol Contract 2020-2026,Bloomfield charter,MI,safety_and_non_safety_bargaining_units,Police (safety),Police Patrol and Dispatchers (POLC) (as titled/recognized in township labor agreements),"April 1, 2020 to March 31, 2026",2020-04-01,2026-03-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Bloomfield Charter Township (MI) matched,Overlaps expected 2014-2024 window (overlap approx. 2020-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,468620,feb10768a9f3e5404cc5e126236ea0fd93773b474368e7432edbb0cf62e1b884,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d2ccf80f62137f80afb9.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:31Z,integrity_pass,needs_review,pdf_encrypted_or_locked,73,true,unknown,1.7,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-efec7d12c0a0919c18f0,TS4L-55915047ab7fba23ab11,lane_2,tier_b,verification_ready_medium,https://www.nhregister.com/connecticut/article/Arbitrator-pleases-Wallingford-s-union-firefighters-11384780.php,"NH Register article (Aug. 1, 2014): “Arbitrator pleases Wallingford’s union firefighters, irks mayor”",Wallingford,CT,safety_and_non_safety_bargaining_units,Firefighters (public safety),Local 1326 (IAFF) — Wallingford firefighters (as referenced in article),Reported arbitration ruling affecting wage/contract terms around 2013-2014,2013-07-01,2016-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlaps_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,3038,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-efec7d12c0a0919c18f0.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:33Z,integrity_pass,needs_review,html_visible_text_signal_too_weak,,not_applicable,not_applicable,,0,0,weak_or_noisy,3038,182,0,1,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS429-475eb4b8e35aca950148,TS4L-a240a735b7f309b2fea8,lane_4,tier_b,verification_ready_medium,https://docs.elsegundo.org/WebLink/DocView.aspx?dbid=0&id=906404&repo=COES,"Memorandum of Understanding (MOU) between the El Segundo Police Officers' Association and the City of El Segundo, California (agreement covering Oct 1, 2014–Sep 30, 2018)",El Segundo,CA,safety_and_non_safety_compensation_units,Police (sworn/Police Officers' Association),El Segundo Police Officers' Association (ESPOA),"October 1, 2014 – September 30, 2018",2014-10-01,2018-09-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_match_city=El Segundo,overlaps_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,3261,c729e055a9df9a24b6ccd2d6b46e555b45b160e0bbdbd4a2e6b9503190dcb442,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-475eb4b8e35aca950148.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:54Z,integrity_pass,needs_review,html_visible_text_signal_too_weak,,not_applicable,not_applicable,,0,0,weak_or_noisy,3261,74,0,5,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
