adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,conflict_flags,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,reconciled_external_observation_id,municipality_after,department_after,side_after,period_after,pay_basis_after,compensation_basis_after,conflict_reconciliation_status,claim_linkage_status_after
False,,EXTINGEST-5d29147a6d40acb1c888a860,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1b7be1ff9a49641a698413b6,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,9ffefe1601d459d23ca25790f35a85c186306b32229de7bdcd69cfe2b99d88ab,,,171607,,16,html_table_1,EXTRECON-3eee42b95f0daaca6a641b60,cog_2025_225686,unclear,unclear,2023,unclear,salary_schedule_rate,genuine_unresolved_basis_conflict,event_linked_claim_pending
False,,EXTINGEST-9befd3cc331116d039bbc36c,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f1d4ed67aed9309c8033a06b,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,,,67349,,4,html_table_558,EXTRECON-e1f4c1c34d532f5a69f5ff17,cog_2025_191195,unclear,unclear,2022,unclear,salary_schedule_rate,genuine_unresolved_basis_conflict,event_linked_claim_pending
False,,EXTINGEST-b96607dc45ae230df9cacd77,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-839182fd152eb35320674f1b,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,,,157482,,12,html_table_610,EXTRECON-a2bdf838b9547effc9dd38df,cog_2025_191195,unclear,unclear,2022,unclear,salary_schedule_rate,genuine_unresolved_basis_conflict,event_linked_claim_pending
False,,EXTINGEST-a49742e27cb84f60b4b5fcf8,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-305ba264dffbad0039dda004,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,,,45691,,3,html_table_1214,EXTRECON-e8e5070549ad18953ddbad66,cog_2025_191195,unclear,unclear,2022,unclear,salary_schedule_rate,genuine_unresolved_basis_conflict,event_linked_claim_pending
False,,EXTINGEST-ab4800a6963ea33b350e4fb2,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c14a306050b70923184bcf84,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,X,,31,html_table_460,EXTRECON-201c917198502d5f7df12fc8,cog_2025_209824,not_applicable,side_independent,2024,contextual_value,staffing_or_non_compensation,genuine_unresolved_value_conflict,event_linked_claim_pending
False,,EXTINGEST-cb04a414a8d8648ed61e6af1,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-8e7aa31143e729dcdd5ce570,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,"HARTFORD-EAST HARTFORD, CT-MA LOCALITY PAY AREA",,26,html_table_484,EXTRECON-19d89a6204420ff6a90e8c5e,cog_2025_209824,not_applicable,side_independent,2024,contextual_value,staffing_or_non_compensation,genuine_unresolved_value_conflict,event_linked_claim_pending
False,,EXTINGEST-6a33a5c913ad7c008fcd2b21,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1dbf7281242fd8b09106301e,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,182714,,12,html_table_702,EXTRECON-5320a7483ee966c8d131df6a,cog_2025_209824,unclear,unclear,2024,unclear,salary_schedule_rate,genuine_unresolved_basis_conflict,event_linked_claim_pending
False,,EXTINGEST-b72b3f3784cdfd1e024ee416,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1ca11efc43688311c282f5e8,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,94279,,6,html_table_1034,EXTRECON-2e6f779cf39a8415d5d41adc,cog_2025_209824,unclear,unclear,2024,unclear,salary_schedule_rate,genuine_unresolved_basis_conflict,event_linked_claim_pending
False,,EXTINGEST-7326d2b95e942895ea586f95,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d64e833131b0cdb01f6fc841,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,adc616adb509afbc931cf0b2f4f11a5112ceab0c74fa78698f941983779fefd4,,,98260,,9,html_table_682,EXTRECON-aecda83fc09d8d05924a6bdd,cog_2025_211757,unclear,unclear,2023,unclear,salary_schedule_rate,genuine_unresolved_basis_conflict,event_linked_claim_pending
False,,EXTINGEST-429cee1840a8964b770f0ef4,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e7b2e6ad7b8a6d3363566851,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,48719,,2,html_table_138,EXTRECON-db92030e7ccf96a764b04852,cog_2025_194842,unclear,unclear,2020,unclear,salary_schedule_rate,genuine_unresolved_basis_conflict,event_linked_claim_pending
False,,EXTINGEST-dbec7fad017c8dad9e4bd47c,source_local_incompatible_literal_values,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-fa5d66d9aa960cb693dd766d,,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,130754,,9,html_table_534,EXTRECON-5e9fa8d59472a7e61a20a729,cog_2025_194842,unclear,unclear,2020,unclear,salary_schedule_rate,genuine_unresolved_basis_conflict,event_linked_claim_pending
