bytes,lane_id,ledger,pointer,repair_rule,row_count,sha256,shard_id,supersedes_pointer,filter_field,filter_value,filtered_row_count_total
7953364,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0000.jsonl.gz,BASIS-CANON-REPAIR-001,25000,f07ff535af1ae1c94cb6a9a38b5f4ee10b247cfb9e80273e1db6e3f078a25a03,reconciled_observations_shard_0000,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0000.jsonl.gz,growth_readiness,growth_pair_ready,0
8005431,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0001.jsonl.gz,BASIS-CANON-REPAIR-001,25000,a7e9ac98abc641a930e6ee439c183d61fabf48d5e9b29cc5a4be7125c43773bb,reconciled_observations_shard_0001,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0001.jsonl.gz,growth_readiness,growth_pair_ready,0
8018756,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0002.jsonl.gz,BASIS-CANON-REPAIR-001,25000,40c34cc533e2f6100c40fe8a4c0caa785b729006ea67275a598c8025132e120d,reconciled_observations_shard_0002,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0002.jsonl.gz,growth_readiness,growth_pair_ready,0
7849966,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0003.jsonl.gz,BASIS-CANON-REPAIR-001,25000,9ac99211f57f07b586c404f669f4a9a3c1a4637c4044652374774563c89acacc,reconciled_observations_shard_0003,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0003.jsonl.gz,growth_readiness,growth_pair_ready,0
7853016,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0004.jsonl.gz,BASIS-CANON-REPAIR-001,25000,fc7e73a803691a9b55afa110da9e6325c7b568c6f15a7ab3964919990c103bfa,reconciled_observations_shard_0004,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0004.jsonl.gz,growth_readiness,growth_pair_ready,0
7429514,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0005.jsonl.gz,BASIS-CANON-REPAIR-001,25000,8fdcec4caff8a87bedf6d401a98e6541411ecead74243c8c09ed95ea818788a1,reconciled_observations_shard_0005,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0005.jsonl.gz,growth_readiness,growth_pair_ready,0
7703442,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0006.jsonl.gz,BASIS-CANON-REPAIR-001,25000,a672c484635debd183ce96c5437906b8c4118bad5b06f2f2ec74197957e5d1cd,reconciled_observations_shard_0006,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0006.jsonl.gz,growth_readiness,growth_pair_ready,0
7712083,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0007.jsonl.gz,BASIS-CANON-REPAIR-001,25000,46f4b8083d6763483711f057d56abb1489a367d8a00b79f5facb73ca075a99c7,reconciled_observations_shard_0007,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0007.jsonl.gz,growth_readiness,growth_pair_ready,0
7897140,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0008.jsonl.gz,BASIS-CANON-REPAIR-001,25000,7759e9ea1b83a6fb7bebc7c0ac359e665f57d238263bc0ff6098e3b60df11e5f,reconciled_observations_shard_0008,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0008.jsonl.gz,growth_readiness,growth_pair_ready,0
7953597,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0009.jsonl.gz,BASIS-CANON-REPAIR-001,25000,890df5f1da4d898ba4176d8566bfcb9155755abb915bf146f299bfc23ad72cab,reconciled_observations_shard_0009,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0009.jsonl.gz,growth_readiness,growth_pair_ready,0
7693790,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0010.jsonl.gz,BASIS-CANON-REPAIR-001,25000,9b4e4b4ee7e1fc8fa4fbc0bb74eab79130c5a02ec20d7ba74ba07a803d760f44,reconciled_observations_shard_0010,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0010.jsonl.gz,growth_readiness,growth_pair_ready,0
7522733,reconciliation_lane_001,reconciled_observations,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_basis_repaired/reconciled_observations_shard_0011.jsonl.gz,BASIS-CANON-REPAIR-001,25000,8505dec9320fd8cc633af97428e0b9e6396d836a92ec1eebcc00b482d9eb44f8,reconciled_observations_shard_0011,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/lanes/reconciliation_lane_001/reconciled_observations_period_repaired/reconciled_observations_shard_0011.jsonl.gz,growth_readiness,growth_pair_ready,0
