span_extraction_id,rating_lane_id,stage,attempt,started_at,elapsed_seconds,status
CBSPAN-20260728-c8c91c8587619ded9e3af652,rating_lane_004,live,1,2026-07-29T02:16:09.315990+00:00,2.703471,success
CBSPAN-20260728-444214b155bbd6bc57400a1a,rating_lane_004,live,1,2026-07-29T02:16:09.509856+00:00,2.647793,success
CBSPAN-20260728-3634dfe9db8b40c4d8b952ec,rating_lane_004,live,1,2026-07-29T02:16:09.509875+00:00,2.511841,success
CBSPAN-20260728-14bdb71372116cdeb162b64b,rating_lane_004,live,1,2026-07-29T02:16:09.509883+00:00,2.631942,success
CBSPAN-20260728-86377b5c8105cfbc6feb62ed,rating_lane_004,live,1,2026-07-29T02:16:09.509929+00:00,2.657981,success
CBSPAN-20260728-05a07bb8b4a42b9d6a1d73be,rating_lane_004,live,1,2026-07-29T02:16:09.509940+00:00,3.505470,success
CBSPAN-20260728-3e968244d76a695e95c09a94,rating_lane_004,live,1,2026-07-29T02:16:09.509947+00:00,2.909600,success
CBSPAN-20260728-c8e2032f9873f155862771b5,rating_lane_004,live,1,2026-07-29T02:16:09.509955+00:00,2.511777,success
CBSPAN-20260728-16b33264bf338254c1de26f9,rating_lane_004,live,1,2026-07-29T02:16:09.509968+00:00,4.722583,success
CBSPAN-20260728-1494c0af1518f76599de75aa,rating_lane_004,live,1,2026-07-29T02:16:09.509972+00:00,5.684106,success
CBSPAN-20260728-1dbea9262748595afcc683d8,rating_lane_004,live,1,2026-07-29T02:16:09.509974+00:00,5.836018,success
CBSPAN-20260728-7ddfe60ab816b508ee9dcf4e,rating_lane_004,live,1,2026-07-29T02:16:09.509976+00:00,5.696171,success
CBSPAN-20260728-7056304e4e5b2442df038297,rating_lane_004,live,1,2026-07-29T02:16:09.509977+00:00,4.742992,success
CBSPAN-20260728-e94a6f7eaa77dc99d758d9d6,rating_lane_004,live,1,2026-07-29T02:16:09.509978+00:00,5.700915,success
CBSPAN-20260728-1d37912bc97bd6bc09ecb4a3,rating_lane_004,live,1,2026-07-29T02:16:09.509980+00:00,5.861693,success
CBSPAN-20260728-edab98dd8f6e7d665e400d76,rating_lane_004,live,1,2026-07-29T02:16:09.509981+00:00,6.859363,success
CBSPAN-20260728-de07d9d6dec74b77225a12ed,rating_lane_004,live,1,2026-07-29T02:16:09.509983+00:00,7.529899,success
CBSPAN-20260728-d3be7fd16146ae763c49ff38,rating_lane_004,live,1,2026-07-29T02:16:09.509984+00:00,7.074101,success
CBSPAN-20260728-74f1b9425d6410c50c35d65c,rating_lane_004,live,1,2026-07-29T02:16:09.509985+00:00,9.505102,success
CBSPAN-20260728-3766bba9ef3d3f9ad06dd42e,rating_lane_004,live,1,2026-07-29T02:16:09.509987+00:00,9.224035,success
CBSPAN-20260728-ff4bc8a10f86c1cff528385c,rating_lane_004,live,1,2026-07-29T02:16:09.509988+00:00,9.264785,success
CBSPAN-20260728-485f4fef50c93b3ebe49e976,rating_lane_004,live,1,2026-07-29T02:16:09.509989+00:00,9.157458,success
CBSPAN-20260728-4fb15a255e2168de55a860d7,rating_lane_004,live,1,2026-07-29T02:16:09.509990+00:00,9.112970,success
CBSPAN-20260728-7d8432325d0281f58d595a7a,rating_lane_004,live,1,2026-07-29T02:16:09.509992+00:00,10.191885,success
CBSPAN-20260728-82b884ba93f97d3060b7df00,rating_lane_004,live,1,2026-07-29T02:16:09.509993+00:00,13.631585,success
CBSPAN-20260728-6aa3d382661f4a8b5a3c54c2,rating_lane_004,live,1,2026-07-29T02:16:09.509995+00:00,10.182370,success
CBSPAN-20260728-ee9684d7ed9ed2bf74ae6c89,rating_lane_004,live,1,2026-07-29T02:16:09.509996+00:00,14.327705,success
CBSPAN-20260728-ee8b57d8b6f9c6ac621bb603,rating_lane_004,live,1,2026-07-29T02:16:09.509997+00:00,14.342558,success
CBSPAN-20260728-1a71a0d59e7eabea8d77ce51,rating_lane_004,live,1,2026-07-29T02:16:09.509998+00:00,14.342542,success
CBSPAN-20260728-4c880fe766b1a6fbfb89dcfa,rating_lane_004,live,1,2026-07-29T02:16:09.510001+00:00,14.339579,success
CBSPAN-20260728-1a36da936ae3fe9545ba23cb,rating_lane_004,live,1,2026-07-29T02:16:09.510002+00:00,13.981225,success
CBSPAN-20260728-9a25fc5d7028baa96e71eb6b,rating_lane_004,live,1,2026-07-29T02:16:09.510004+00:00,14.340105,success
CBSPAN-20260728-2fc05c445cc49286309cf6c2,rating_lane_004,live,1,2026-07-29T02:16:23.866902+00:00,5.286135,success
CBSPAN-20260728-fe5af658511269d7144919d4,rating_lane_004,live,1,2026-07-29T02:16:23.867066+00:00,3.284632,success
CBSPAN-20260728-c51631d5ad98299d75eb3229,rating_lane_004,live,1,2026-07-29T02:16:23.867146+00:00,3.818147,success
CBSPAN-20260728-bbd9892dc7e1a76c5d28435e,rating_lane_004,live,1,2026-07-29T02:16:23.867229+00:00,5.362776,success
CBSPAN-20260728-68c0a82e6a85a928151903fe,rating_lane_004,live,1,2026-07-29T02:16:23.867289+00:00,3.344416,success
CBSPAN-20260728-4bdeeef3b994ab33158c2098,rating_lane_004,live,1,2026-07-29T02:16:23.867318+00:00,2.842753,success
CBSPAN-20260728-557e19da7eeadd5c35c46a32,rating_lane_004,live,1,2026-07-29T02:16:23.867820+00:00,3.835205,success
CBSPAN-20260728-3c4f608acdd95efdc66cd2be,rating_lane_004,live,1,2026-07-29T02:16:23.867882+00:00,3.105340,success
CBSPAN-20260728-bb8e4fda7fed42273e043677,rating_lane_004,live,1,2026-07-29T02:16:23.867947+00:00,4.983871,success
CBSPAN-20260728-5e5029ac3efe433e4adbdde6,rating_lane_004,live,1,2026-07-29T02:16:23.867965+00:00,5.939113,success
CBSPAN-20260728-095e6418bcbce33bc46f1257,rating_lane_004,live,1,2026-07-29T02:16:23.867999+00:00,5.112282,success
CBSPAN-20260728-6b0f5d50f73517f347f8b10e,rating_lane_004,live,1,2026-07-29T02:16:23.868002+00:00,7.032328,success
CBSPAN-20260728-d81e206588ef65d50a248632,rating_lane_004,live,1,2026-07-29T02:16:23.868004+00:00,6.238450,success
CBSPAN-20260728-0b52aa1778d748ce41ebad38,rating_lane_004,live,1,2026-07-29T02:16:23.868006+00:00,6.334440,success
CBSPAN-20260728-93a3be2d0e062987c800d6d9,rating_lane_004,live,1,2026-07-29T02:16:23.868009+00:00,7.221757,success
CBSPAN-20260728-d44d52a57558fba63f1196a7,rating_lane_004,live,1,2026-07-29T02:16:23.868010+00:00,8.255611,success
CBSPAN-20260728-1c14ef1d6121f923643002d4,rating_lane_004,live,1,2026-07-29T02:16:23.868184+00:00,8.852752,success
CBSPAN-20260728-faa22db658b97b0acda7d39e,rating_lane_004,live,1,2026-07-29T02:16:23.868205+00:00,8.205309,success
CBSPAN-20260728-f61c62cfd5f66e933a418d42,rating_lane_004,live,1,2026-07-29T02:16:23.868208+00:00,9.930144,success
CBSPAN-20260728-2bbf9ad5bb451850d9523a5b,rating_lane_004,live,1,2026-07-29T02:16:23.868211+00:00,28.514565,success
CBSPAN-20260728-ff422aa0d69e557291b474f6,rating_lane_004,live,1,2026-07-29T02:16:23.868213+00:00,8.803379,success
CBSPAN-20260728-87448de3a0965263bdd2f803,rating_lane_004,live,1,2026-07-29T02:16:23.868215+00:00,24.846210,success
CBSPAN-20260728-156391f471adecb07879cbaf,rating_lane_004,live,1,2026-07-29T02:16:23.868217+00:00,29.309547,success
CBSPAN-20260728-7a7ea715a4fcc8e5779d95e1,rating_lane_004,live,1,2026-07-29T02:16:23.868219+00:00,31.266444,success
CBSPAN-20260728-d2168efbbf86fedbfd32888a,rating_lane_004,live,1,2026-07-29T02:16:23.868309+00:00,15.193657,success
CBSPAN-20260728-c1c43ccefff5252bec8a2fab,rating_lane_004,live,1,2026-07-29T02:16:23.868319+00:00,15.965866,success
CBSPAN-20260728-d64ed8ad559e6e4bf32d4425,rating_lane_004,live,1,2026-07-29T02:16:23.868325+00:00,16.685189,success
CBSPAN-20260728-3fba0d6701e63156fa85855e,rating_lane_004,live,1,2026-07-29T02:16:23.868329+00:00,25.009885,success
CBSPAN-20260728-9908ad3e7c38d47c75b86ef1,rating_lane_004,live,1,2026-07-29T02:16:23.868334+00:00,23.524279,success
CBSPAN-20260728-71f0ad64c8a6d2395ad51e22,rating_lane_004,live,1,2026-07-29T02:16:23.868338+00:00,30.318654,success
CBSPAN-20260728-f2770bfdc32dd6651d2ce997,rating_lane_004,live,1,2026-07-29T02:16:23.868343+00:00,25.657961,success
CBSPAN-20260728-f584785421be36d0a3a47b09,rating_lane_004,live,1,2026-07-29T02:16:23.868347+00:00,27.831545,success
CBSPAN-20260728-087fd5d188f49b3099eb04ed,rating_lane_004,live,1,2026-07-29T02:16:55.151328+00:00,3.585494,success
CBSPAN-20260728-963e202466958c3d8ffb5ef8,rating_lane_004,live,1,2026-07-29T02:16:55.151395+00:00,2.767792,success
