source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,verification_status,http_status_code_from_verification,content_type_header_from_verification,candidate_review_status,source_review_download_status,final_download_url,download_http_status,final_content_type,final_content_length,file_extension,retained_file_type,retained_file_path,retained_file_size_bytes,retained_file_sha256,duplicate_file_hash,duplicate_of_source_review_download_id,redirect_count,download_attempt_count,download_started_at,download_completed_at,transport_error_type,source_review_reason,exclusion_or_defer_reason,verification_status_preserved,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
CBSRD-20260728-66efd6cddefcf48fd63a,CBCR-20260728-06274,B4XPAR-20260727-006829,BCV-20260728-00341,broad_4x1000_deduped,source_review_lane_002,13,MT,West,Fort Benton,Chouteau County (30015; primary),2025 Minutes (City Council) - labor-related attachments may be included,https://www.cityoffortbenton.org/s/2025-Minutes-h4yb.zip,https://static1.squarespace.com/static/5c13cdd98ab722d32119ec08/t/695ead28f4b1655c3d295366/1767812392805/2025+Minutes.zip,cityoffortbenton.org,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable_redirected,200,application/zip,source_review_ready_high,unsupported_content_type,https://static1.squarespace.com/static/5c13cdd98ab722d32119ec08/t/695ead28f4b1655c3d295366/1767812392805/2025+Minutes.zip,200,application/zip,3853236,,,,,,,,0,1,2026-07-28T19:25:08Z,2026-07-28T19:25:08Z,,unsupported response content type/signature,unsupported response content type/signature,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-830ba521d3b7a6d1c558,CBCR-20260728-06275,B4XPAR-20260727-006830,BCV-20260728-04628,broad_4x1000_deduped,source_review_lane_002,14,MT,West,Fort Benton,Chouteau County (30015; primary),2026 Minutes (City Council) - labor-related attachments may be included,https://www.cityoffortbenton.org/s/2026-Minutes-pc77.zip,https://static1.squarespace.com/static/5c13cdd98ab722d32119ec08/t/69e14eb94035be6391f6c7d6/1776373433186/2026+Minutes.zip,cityoffortbenton.org,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable_redirected,200,application/zip,source_review_ready_high,unsupported_content_type,https://static1.squarespace.com/static/5c13cdd98ab722d32119ec08/t/69e14eb94035be6391f6c7d6/1776373433186/2026+Minutes.zip,200,application/zip,587842,,,,,,,,0,1,2026-07-28T19:25:08Z,2026-07-28T19:25:08Z,,unsupported response content type/signature,unsupported response content type/signature,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-1cc80127ab2a91b632b6,CBCR-20260728-02679,B4XPAR-20260727-002898,BCV-20260728-01022,broad_4x1000_deduped,source_review_lane_002,49,NC,South,Goldsboro,Wayne County (37191; primary),Personnel Policy (includes Article III: The Pay Plan),https://www.goldsboronc.gov/flipbook/pdf/Personnel_Policy_-_Final_Copy_-_Revised_10-03-2022rev.pdf,https://goldsboronc.gov/flipbook/pdf/Personnel_Policy_-_Final_Copy_-_Revised_10-03-2022rev.pdf,goldsboronc.gov,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable,200,text/html,source_review_ready_high,unavailable_on_get,https://goldsboronc.gov/flipbook/pdf/Personnel_Policy_-_Final_Copy_-_Revised_10-03-2022rev.pdf,404,text/html,0,,,,,,,,0,1,2026-07-28T19:25:15Z,2026-07-28T19:25:16Z,,GET returned 404,GET returned 404,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-e563807995d83ed749ba,CBCR-20260728-02680,B4XPAR-20260727-002899,BCV-20260728-03166,broad_4x1000_deduped,source_review_lane_002,50,NC,South,Goldsboro,Wayne County (37191; primary),FY24-25 Adopted Budget (references police/fire pay increases and implementation timing),https://www.goldsboronc.gov/wp-content/uploads/FY24-25-Adopted-Budget.pdf,https://goldsboronc.gov/wp-content/uploads/FY24-25-Adopted-Budget.pdf,goldsboronc.gov,budget_or_pay_plan,agenda_cover_sheet,high,verified_reachable,200,text/html,source_review_ready_high,unavailable_on_get,https://goldsboronc.gov/wp-content/uploads/FY24-25-Adopted-Budget.pdf,404,text/html,0,,,,,,,,0,1,2026-07-28T19:25:15Z,2026-07-28T19:25:16Z,,GET returned 404,GET returned 404,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-84dd7c80d7459d28ef55,CBCR-20260728-02694,B4XPAR-20260727-002917,BCV-20260728-07869,broad_4x1000_deduped,source_review_lane_002,70,NC,South,Mount Airy,Surry County (37171; primary),Council Chamber agenda attachment: Professional Services Proposal/Agreement for “Comprehensive Pay and Classification Study” (PTRC) — not the executed pay plan,https://www.mountairy.org/AgendaCenter/ViewFile/Agenda/_02062020-451,https://mountairy.org/AgendaCenter/ViewFile/Agenda/_02062020-451,mountairy.org,classification_study,agenda_cover_sheet,high,verified_reachable,200,application/pdf,source_review_ready_high,blocked_by_transport,,,,,,,,,,,,0,2,2026-07-28T19:25:24Z,2026-07-28T19:27:55Z,ConnectTimeout,ConnectTimeout after bounded retry,ConnectTimeout after bounded retry,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-005e11b3594daa35f2d9,CBCR-20260728-05931,B4XPAR-20260727-006462,BCV-20260728-01835,broad_4x1000_deduped,source_review_lane_002,87,NC,South,Summerfield,Guilford County (37081; primary),Policy: Town of Summerfield Personnel (Personnel Policies and Manual) (POL-2005-002),https://www.summerfieldnc.gov/vertical/sites/%7BC25D1811-CF89-415D-A5B8-0412F39A34CB%7D/uploads/POL-2005-002_Personnel_Policy-updated_111224.pdf,https://summerfieldnc.gov/vertical/sites/%7BC25D1811-CF89-415D-A5B8-0412F39A34CB%7D/uploads/POL-2005-002_Personnel_Policy-updated_111224.pdf,summerfieldnc.gov,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable,200,application/pdf,source_review_ready_high,blocked_by_transport,,,,,,,,,,,,0,2,2026-07-28T19:25:33Z,2026-07-28T19:25:35Z,ConnectError,ConnectError after bounded retry,ConnectError after bounded retry,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-3ce49891071148987652,CBCR-20260728-05932,B4XPAR-20260727-006463,BCV-20260728-03978,broad_4x1000_deduped,source_review_lane_002,88,NC,South,Summerfield,Guilford County (37081; primary),FY2025-2026 Budget Ordinance (ORD-2025-001),https://www.summerfieldnc.gov/vertical/sites/%7BC25D1811-CF89-415D-A5B8-0412F39A34CB%7D/uploads/ORD-2024-001_Budget_Ordinance_250630.pdf,https://summerfieldnc.gov/vertical/sites/%7BC25D1811-CF89-415D-A5B8-0412F39A34CB%7D/uploads/ORD-2024-001_Budget_Ordinance_250630.pdf,summerfieldnc.gov,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable,200,application/pdf,source_review_ready_high,blocked_by_transport,,,,,,,,,,,,0,2,2026-07-28T19:25:35Z,2026-07-28T19:25:36Z,ConnectError,ConnectError after bounded retry,ConnectError after bounded retry,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-a4ea953e65ac935829af,CBCR-20260728-05141,B4XPAR-20260727-005611,BCV-20260728-05319,broad_4x1000_deduped,source_review_lane_002,162,NE,Midwest,Grant,Perkins County (31135; primary),"Grant City Council Agenda - September 9, 2025 (Ordinance No. 25-08-01: Compensation of all Officers and Employees; FY 10/1/2025–9/30/2026)",https://www.grantnebraska.com/vnews/display.v/ART/68bb48d3103d7,https://grantnebraska.com/vnews/display.v/ART/68bb48d3103d7,grantnebraska.com,wage_schedule,agenda_cover_sheet,high,verified_reachable,200,text/html,source_review_ready_high,blocked_by_transport,,,,,,,,,,,,0,2,2026-07-28T19:26:06Z,2026-07-28T19:26:07Z,ConnectError,ConnectError after bounded retry,ConnectError after bounded retry,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-14733f87fb9e61e5aaa3,CBCR-20260728-01901,B4XPAR-20260727-002059,BCV-20260728-05605,broad_4x1000_deduped,source_review_lane_002,163,NE,Midwest,Hickman,Lancaster County (31109; primary),DRAFT Hickman - Resolution 2025-11 - Establishing FYE2026 COLA for Employee Wage Pay Scale,https://manuals.boardbook.org/Documents/WebViewer/131?file=2fc86dd3-10bc-4205-b42b-9b51f139dc78,https://manuals.boardbook.org/Documents/WebViewer/131,manuals.boardbook.org,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable,200,text/html,source_review_ready_high,download_error,https://manuals.boardbook.org/Documents/WebViewer/131,400,,0,,,,,,,,0,1,2026-07-28T19:26:07Z,2026-07-28T19:26:08Z,,unexpected GET status 400,unexpected GET status 400,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-b1084931075d73baafc8,CBCR-20260728-00312,B4XPAR-20260727-000343,BCV-20260728-01480,broad_4x1000_deduped,source_review_lane_002,170,NE,Midwest,Neligh,Antelope County (31003; primary),City Council 9.10.24 Regular Minutes (Ordinance No. 655 introduced: wages/salaries & benefits for FY 2024-2025),https://www.neligh.org/vimages/shared/vnews/stories/65d4bcfdc946d/City%20Council%209.10.24%20Regular%20Minutes.pdf,https://neligh.org/vimages/shared/vnews/stories/65d4bcfdc946d/City%20Council%209.10.24%20Regular%20Minutes.pdf,neligh.org,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,application/pdf,source_review_ready_high,blocked_by_transport,,,,,,,,,,,,0,2,2026-07-28T19:26:11Z,2026-07-28T19:26:12Z,ConnectError,ConnectError after bounded retry,ConnectError after bounded retry,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
