source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,verification_status,http_status_code_from_verification,content_type_header_from_verification,candidate_review_status,source_review_download_status,final_download_url,download_http_status,final_content_type,final_content_length,file_extension,retained_file_type,retained_file_path,retained_file_size_bytes,retained_file_sha256,duplicate_file_hash,duplicate_of_source_review_download_id,redirect_count,download_attempt_count,download_started_at,download_completed_at,transport_error_type,source_review_reason,exclusion_or_defer_reason,verification_status_preserved,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
CBSRD-20260728-73081728123d0b0acde2,CBCR-20260728-01400,B4XPAR-20260727-001510,BCV-20260728-06179,broad_4x1000_deduped,source_review_lane_002,1,MT,West,Broadus,Powder River County (30075; primary),Town of Broadus Council Minutes (includes Resolution 2018-06: wages for Town employees during the 2018-2019 budget year),https://www.townofbroadus.com/documents/623/2018_Town_Council_Minutes.pdf,https://townofbroadus.com/documents/623/2018_Town_Council_Minutes.pdf,townofbroadus.com,budget_or_pay_plan,meeting_minutes,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://townofbroadus.com/documents/623/2018_Town_Council_Minutes.pdf,200,application/pdf,208797,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-73081728123d0b0acde2.pdf,208797,fc0e3311b5fb3238ae7ec84c83119f2d3f309c8315433bbebde759ca22bd8989,,,0,1,2026-07-28T19:25:04Z,2026-07-28T19:25:04Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-9ef388f07c1e31588bac,CBCR-20260728-01399,B4XPAR-20260727-001509,BCV-20260728-08323,broad_4x1000_deduped,source_review_lane_002,2,MT,West,Broadus,Powder River County (30075; primary),"Town of Broadus Personnel Policy Manual (Revision Date: August 2025, Version 1)",https://townofbroadus.com/documents/623/2025_Personnel_Policy-V1.pdf,https://townofbroadus.com/documents/623/2025_Personnel_Policy-V1.pdf,townofbroadus.com,personnel_policy,ordinance_or_policy,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://townofbroadus.com/documents/623/2025_Personnel_Policy-V1.pdf,200,application/pdf,374779,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-9ef388f07c1e31588bac.pdf,374779,0ceda83895fe95e4a26b183a6874b587300b067bed0ffa7613fe1ed968207fa2,,,0,1,2026-07-28T19:25:04Z,2026-07-28T19:25:04Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-6f8962e81984cc689eab,CBCR-20260728-03065,B4XPAR-20260727-003327,BCV-20260728-07818,broad_4x1000_deduped,source_review_lane_002,3,MT,West,Colstrip,Rosebud County (30087; primary),"Colstrip Police Unit Collective Bargaining Agreement (July 1, 2022 - June 30, 2026)",https://www.mfpe.org/wp-content/uploads/2023/06/Colstrip-Police-2022-26.pdf,https://mfpe.org/wp-content/uploads/2023/06/Colstrip-Police-2022-26.pdf,mfpe.org,cba,cba,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://www.mfpe.org/wp-content/uploads/2023/06/Colstrip-Police-2022-26.pdf,200,application/pdf,247535,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-6f8962e81984cc689eab.pdf,247535,16e4047303347efaf4dadc78bdb81167e9625eb83f6515fc13bda183ba25e3d3,,,1,1,2026-07-28T19:25:04Z,2026-07-28T19:25:04Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-8d614e7a0ad327a62074,CBCR-20260728-03066,B4XPAR-20260727-003328,BCV-20260728-01389,broad_4x1000_deduped,source_review_lane_002,4,MT,West,Colstrip,Rosebud County (30087; primary),"Colstrip City Employees Unit Collective Bargaining Agreement (July 1, 2022 - June 30, 2026)",https://www.mfpe.org/wp-content/uploads/2023/12/colstrip-city-employees-2022-26.pdf,https://mfpe.org/wp-content/uploads/2023/12/colstrip-city-employees-2022-26.pdf,mfpe.org,wage_schedule,cba,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://www.mfpe.org/wp-content/uploads/2023/12/colstrip-city-employees-2022-26.pdf,200,application/pdf,1242509,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-8d614e7a0ad327a62074.pdf,1242509,7df03a14e03b71e1cf489dd4401a253913639affe5453cc76f0f592c0e7c69bd,,,1,1,2026-07-28T19:25:04Z,2026-07-28T19:25:04Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-1d2a27a533b9444caf40,CBCR-20260728-06271,B4XPAR-20260727-006826,BCV-20260728-04045,broad_4x1000_deduped,source_review_lane_002,5,MT,West,Dutton,Teton County (30099; primary),"Town of Dutton Council Meeting Agenda (landing page / example agenda: July 6, 2026)",https://townofdutton.com/public-notice,https://townofdutton.com/public-notice,townofdutton.com,agenda_packet_or_minutes,agenda_cover_sheet,high,verified_reachable,200,text/html,source_review_ready_high,retained_html,https://townofdutton.com/public-notice,200,text/html,59889,.html,html,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-1d2a27a533b9444caf40.html,59889,c471e35314459821313a104234a7a22e10b9f327af0fabec015f8fa8d910f5e2,,,0,1,2026-07-28T19:25:04Z,2026-07-28T19:25:05Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-f141c2345e72b1ee34ae,CBCR-20260728-06270,B4XPAR-20260727-006825,BCV-20260728-08332,broad_4x1000_deduped,source_review_lane_002,6,MT,West,Dutton,Teton County (30099; primary),Town of Dutton Ordinance Book (scan) - 2026,https://townofdutton.com/s/2026-Ordinance-Book-Scan.pdf,https://static1.squarespace.com/static/58c1b0e7e58c62c4d3b537f8/t/697ced190696ff2251bb0da8/1769794852539/2026+Ordinance+Book+Scan.pdf,townofdutton.com,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable_redirected,200,application/pdf,source_review_ready_high,retained_pdf,https://static1.squarespace.com/static/58c1b0e7e58c62c4d3b537f8/t/697ced190696ff2251bb0da8/1769794852539/2026+Ordinance+Book+Scan.pdf,200,application/pdf,5680024,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-f141c2345e72b1ee34ae.pdf,5680024,fb233c884181a83d1ff3ad809fae7a442ac6a04921f2155975b9a814ae6797b4,,,0,1,2026-07-28T19:25:04Z,2026-07-28T19:25:05Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-4b266fc99231850af828,CBCR-20260728-01406,B4XPAR-20260727-001516,BCV-20260728-00805,broad_4x1000_deduped,source_review_lane_002,7,MT,West,East Helena,Lewis and Clark County (30049; primary),East Helena City Council Meeting Minutes (2021-11-16) — includes mention of Police Officers Association and policy manual compensation increases item,https://easthelenamt.us/AgendaMinutes/20211116_Minutes.pdf,https://easthelenamt.us/AgendaMinutes/20211116_Minutes.pdf,easthelenamt.us,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://easthelenamt.us/AgendaMinutes/20211116_Minutes.pdf,200,application/pdf,147804,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-4b266fc99231850af828.pdf,147804,5213a879765a4fe6f59c90f78a45c200b06da93e23b1fac0404f8fae599fe5be,,,0,1,2026-07-28T19:25:05Z,2026-07-28T19:25:06Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-cc724bf8560a58667985,CBCR-20260728-01407,B4XPAR-20260727-001517,BCV-20260728-05092,broad_4x1000_deduped,source_review_lane_002,8,MT,West,East Helena,Lewis and Clark County (30049; primary),City of East Helena — Council Meeting Agendas & Minutes landing page (for locating attached wage-setting materials in packets),https://easthelenamt.us/coeh/city-council-meeting-agendas-minutes/,https://easthelenamt.us/coeh/city-council-meeting-agendas-minutes,easthelenamt.us,agenda_packet_or_minutes,context_only,high,verified_reachable,200,text/html,source_review_ready_high,retained_html,https://easthelenamt.us/coeh/city-council-meeting-agendas-minutes/,200,text/html,114680,.html,html,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-cc724bf8560a58667985.html,114680,f10389aef0e06b696459ffb54fdb1f098cf11d0840a69e668971b4f81c509407,,,1,1,2026-07-28T19:25:05Z,2026-07-28T19:25:07Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-062c651b1b506e10dda7,CBCR-20260728-03073,B4XPAR-20260727-003335,BCV-20260728-07348,broad_4x1000_deduped,source_review_lane_002,9,MT,West,Ennis,Madison County (30057; primary),Meeting Agendas & Minutes — Related Documents list (2026 includes Commission Meeting Agenda/Minutes PDFs; may contain employee wages item(s) such as 'Employee wages FY26/27'),https://www.ennismontana.org/meeting-agendas-and-minutes,https://ennismontana.org/meeting-agendas-and-minutes,ennismontana.org,agenda_packet_or_minutes,index_page,high,verified_reachable,200,text/html,source_review_ready_high,retained_html,https://ennismontana.org/meeting-agendas-and-minutes,200,text/html,64332,.html,html,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-062c651b1b506e10dda7.html,64332,268a45aa0944882bbd280cde5060b5e42329c27f0efa7d74ad5bcb195e256ba0,,,0,1,2026-07-28T19:25:06Z,2026-07-28T19:25:06Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-d7c4c084d007479270db,CBCR-20260728-06273,B4XPAR-20260727-006828,BCV-20260728-03068,broad_4x1000_deduped,source_review_lane_002,10,MT,West,Eureka,Lincoln County (30053; primary),"Council Minutes: February 2017 (Town of Eureka, Montana) — Union agreement extension (Teamsters)",https://www.eureka-mt.gov/council-minutes-february-2017/,https://eureka-mt.gov/council-minutes-february-2017,eureka-mt.gov,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,text/html,source_review_ready_high,retained_html,https://www.eureka-mt.gov/council-minutes-february-2017/,200,text/html,86548,.html,html,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-d7c4c084d007479270db.html,86548,09b6f48f7a80e1b2a847301f7f16ec15caaf0dfa6815152f390e63e979de7613,,,1,1,2026-07-28T19:25:06Z,2026-07-28T19:25:08Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
