source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256
RMSRD-20260802-b452a044c17ca676fddf,RMV-20260801-03344,BRM5C-BRM5-20260731-07276-01,BRM5-20260731-07276,DE,South,Selbyville,"Selbyville Police, FOP Lodge 22 v. Town of Selbyville — Order of Dismissal (ULP 23-12-1391)",https://perb.delaware.gov/wp-content/uploads/sites/127/2023/12/1391-ULP-Order-of-Dismissal-binder.pdf,https://perb.delaware.gov/wp-content/uploads/sites/127/2023/12/1391-ULP-Order-of-Dismissal-binder.pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-b452a044c17ca676fddf.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-b452a044c17ca676fddf.pdf,sha256:14e020ba13f2ab4d0fa571500fc1d03454b08040d9ddd9af8de2ec80a59e6a81,locally_available,local_only_not_replicated,local_research_workspace,76380,14e020ba13f2ab4d0fa571500fc1d03454b08040d9ddd9af8de2ec80a59e6a81
RMSRD-20260802-a3d8f5fdb4fb44a1e517,RMV-20260801-02803,BRM5C-BRM5-20260731-18496-01,BRM5-20260731-18496,FL,South,Holly Hill,Resolution 2011-R-47 – Amendments to Article 24 Wages and Article 31 Pension (Coastal Florida Police Benevolent Association (P.B.A.)),https://www.ordinancewatch.com/files/72011/LocalGovernment60148.pdf,https://ordinancewatch.com/files/72011/LocalGovernment60148.pdf,mou_or_memorandum,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-a3d8f5fdb4fb44a1e517.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-a3d8f5fdb4fb44a1e517.pdf,sha256:ee905efd363cd7349929c2e7bdec5849334642121ff1f02423a3f498039aab9e,locally_available,local_only_not_replicated,local_research_workspace,1355771,ee905efd363cd7349929c2e7bdec5849334642121ff1f02423a3f498039aab9e
RMSRD-20260802-ba58b69ee73fcc9f8ea1,RMV-20260801-00001,BRM5C-BRM5-20260731-00001-01,BRM5-20260731-00001,IA,Midwest,Alleman,"March 2026 Council Agenda (includes Motion to Consider Resolution 2026-009: ""A Resolution Approving Wages for City Employees"")",https://www.allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,https://allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,agenda_packet_or_minutes,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-ba58b69ee73fcc9f8ea1.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-ba58b69ee73fcc9f8ea1.pdf,sha256:431759d595a6b331d3316014eb0625f9b74ed2d6cb2d4a9300bef6aa704fe1c0,locally_available,local_only_not_replicated,local_research_workspace,77411,431759d595a6b331d3316014eb0625f9b74ed2d6cb2d4a9300bef6aa704fe1c0
RMSRD-20260802-cda6b9e694ad3ad9ccf0,RMV-20260801-00784,BRM5C-BRM5-20260731-03833-01,BRM5-20260731-03833,IA,Midwest,West Okoboji,"CITY OF WEST OKOBOJI COUNCIL AGENDA (Dec 9, 2024) — Resolution 2024-35 Setting City Employees Wages Starting Jan 1, 2025",https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-cda6b9e694ad3ad9ccf0.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-cda6b9e694ad3ad9ccf0.pdf,sha256:610f092d2443f8e9de11a3f1a5d7e12e8fc83cf86fb956d0347753b154385862,locally_available,local_only_not_replicated,local_research_workspace,119282,610f092d2443f8e9de11a3f1a5d7e12e8fc83cf86fb956d0347753b154385862
RMSRD-20260802-c6680370d103f5a54b4c,RMV-20260801-00007,BRM5C-BRM5-20260731-00079-01,BRM5-20260731-00079,IA,Midwest,Salix,Council Meeting Minutes 2026 (includes Resolution 2026-1 approving 2025 employee wages; list of 2025 wages),https://salixiowa.com/documents/500/2026_Meeting_Minutes.pdf,https://salixiowa.com/documents/500/2026_Meeting_Minutes.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-c6680370d103f5a54b4c.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-c6680370d103f5a54b4c.pdf,sha256:8e3c739a838e437456d673a6ee6c59ed47493a848b837583ef2e145b29b9d9d1,locally_available,local_only_not_replicated,local_research_workspace,389351,8e3c739a838e437456d673a6ee6c59ed47493a848b837583ef2e145b29b9d9d1
RMSRD-20260802-90dddc29b045697f4165,RMV-20260801-03374,BRM5C-BRM5-20260731-11230-01,BRM5-20260731-11230,IA,Midwest,Burt,"February 2025 City Council Agenda (includes Resolution 2025-07, a resolution setting wage)",https://burtiowa.com/wp-content/uploads/2025/02/February-2025-City-Council-Agenda.pdf,https://burtiowa.com/wp-content/uploads/2025/02/February-2025-City-Council-Agenda.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-90dddc29b045697f4165.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-90dddc29b045697f4165.pdf,sha256:8c0eb1d1b3a007bed1415a1ce6deff3e2564d093e009e3ffe258571f563b9890,locally_available,local_only_not_replicated,local_research_workspace,118857,8c0eb1d1b3a007bed1415a1ce6deff3e2564d093e009e3ffe258571f563b9890
RMSRD-20260802-db2455147c401676ebe0,RMV-20260801-03126,BRM5C-BRM5-20260731-03831-03,BRM5-20260731-03831,IA,Midwest,Webb,"2013 Code of Ordinances (PDF) - City of Webb, Iowa (compensation authority text)",https://cityofwebb.com/wp-content/uploads/2017/08/Webb-City-Code-of-Ordinances.pdf,https://cityofwebb.com/wp-content/uploads/2017/08/Webb-City-Code-of-Ordinances.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-db2455147c401676ebe0.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-db2455147c401676ebe0.pdf,sha256:3ac2b82086968dee92ecd3cc66f22806e875bc1fac620195c6025ceb1ea60590,locally_available,local_only_not_replicated,local_research_workspace,3612954,3ac2b82086968dee92ecd3cc66f22806e875bc1fac620195c6025ceb1ea60590
RMSRD-20260802-eaae8b41a711c84047fb,RMV-20260801-02880,BRM5C-BRM5-20260731-14982-02,BRM5-20260731-14982,IA,Midwest,Cumming,RESOLUTION 2024-30: City of Cumming — A RESOLUTION AUTHORIZING WAGES FOR CITY EMPLOYEE (City Clerk/Finance Officer wage increase),https://cumming.iowa.gov/wordpress/wp-content/uploads/2024/07/Council-Agenda-Packet-7.22.24.pdf,https://cumming.iowa.gov/wordpress/wp-content/uploads/2024/07/Council-Agenda-Packet-7.22.24.pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-eaae8b41a711c84047fb.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-eaae8b41a711c84047fb.pdf,sha256:a673389c980767b06e41a3b182f9838c8d5f324c6c5b51be02cc97ec64c95083,locally_available,local_only_not_replicated,local_research_workspace,2736557,a673389c980767b06e41a3b182f9838c8d5f324c6c5b51be02cc97ec64c95083
RMSRD-20260802-68dc609b68a78937b012,RMV-20260801-03773,BRM5C-BRM5-20260731-00059-01,BRM5-20260731-00059,IA,Midwest,Miles,Miles Code of Ordinances (2021 adopted) — Chapter 4 “Salaries of Municipal Officers”; compensation of employees set by City Council resolution,https://cityofmiles.org/documents/419/MILESCodeOfOrdinances-2021_adopted.pdf,https://cityofmiles.org/documents/419/MILESCodeOfOrdinances-2021_adopted.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-68dc609b68a78937b012.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-68dc609b68a78937b012.pdf,sha256:c08cd76ad5014751308015ca46c1e44c93964b8e97fa0895d615fbb08965c6e1,locally_available,local_only_not_replicated,local_research_workspace,4679421,c08cd76ad5014751308015ca46c1e44c93964b8e97fa0895d615fbb08965c6e1
RMSRD-20260802-980462fb38c908909eca,RMV-20260801-02366,BRM5C-BRM5-20260731-15475-02,BRM5-20260731-15475,IL,Midwest,Washington,"City Council Meeting Minutes — March 19, 2018 (resolution ratifying and authorizing CBA for full-time telecommunicators of the Washington Police Department)",https://www.ci.washington.il.us/egov/documents/1522874026_7348.pdf,https://ci.washington.il.us/egov/documents/1522874026_7348.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal;fiscal_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-980462fb38c908909eca.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-980462fb38c908909eca.pdf,sha256:0d5d2d36a07dfefe5570517ebfe0b8bbc7b1f5be7c6a443f0bb872e3ec174b89,locally_available,local_only_not_replicated,local_research_workspace,127378,0d5d2d36a07dfefe5570517ebfe0b8bbc7b1f5be7c6a443f0bb872e3ec174b89
