source_review_download_id,source_review_lane_id,source_review_lane_sequence,verification_row_id,verification_lane_id,candidate_id,scout_candidate_id,scout_target_id,lane_id,shard_id,state,region,municipality,county,source_title,source_locator_or_url,source_domain,final_url_or_locator,final_canonical_locator,source_family_hint,document_type_hint,possible_mechanism_hints,search_query_family,discovery_run_id,priority_bucket,cba_non_cba_hint,verification_status,http_status_code,content_type,content_length_header,canonical_download_locator,live_status,global_analysis_readiness
RMSRD-20260802-11b837f5a75933ff6cef,source_review_lane_005,1,RMV-20260801-02177,verification_lane_003,BRM5C-BRM5-20260731-07294-01,BRM5C-BRM5-20260731-07294-01,BRM5-20260731-07294,scout_lane_002,,GA,South,Sharpsburg,Coweta County (13077; primary),"Compensation for the Mayor Ordinance (Adopted: July 2, 2007)",https://sharpsburg-ga.gov/Assets/Files/Government/TownOrdinances/councilcompensation-2007.pdf,sharpsburg-ga.gov,https://sharpsburg-ga.gov/Assets/Files/Government/TownOrdinances/councilcompensation-2007.pdf,https://sharpsburg-ga.gov/Assets/Files/Government/TownOrdinances/councilcompensation-2007.pdf,salary_ordinance,ordinance_or_policy,non_safety_constraint_signal,salary_pay_ordinance,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-07294,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,177348,https://sharpsburg-ga.gov/Assets/Files/Government/TownOrdinances/councilcompensation-2007.pdf,not_run,false
RMSRD-20260802-9403617514166e11ad02,source_review_lane_005,2,RMV-20260801-01235,verification_lane_002,BRM5C-BRM5-20260731-18496-02,BRM5C-BRM5-20260731-18496-02,BRM5-20260731-18496,scout_lane_005,,FL,South,Holly Hill,Volusia County (12127; primary),"City of Holly Hill, FL: Compensation and Classification Study",https://www.consultevergreen.com/city-of-holly-hill-fl-compensation-and-classification-study/,consultevergreen.com,https://consultevergreen.com/city-of-holly-hill-fl-compensation-and-classification-study,https://consultevergreen.com/city-of-holly-hill-fl-compensation-and-classification-study,classification_study,wage_schedule_or_compensation_plan,market_or_comparability_pressure;non_safety_constraint_signal,compensation_classification_plan,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-18496,medium_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,text/html,not_reported,https://consultevergreen.com/city-of-holly-hill-fl-compensation-and-classification-study,not_run,false
RMSRD-20260802-a5a80cbb8098bc35959c,source_review_lane_005,3,RMV-20260801-03130,verification_lane_005,BRM5C-BRM5-20260731-11270-01,BRM5C-BRM5-20260731-11270-01,BRM5-20260731-11270,scout_lane_004,,IA,Midwest,Maurice,Sioux County (19167; primary),"City Council Minutes — June 16, 2026 (Council Proceedings)",https://cityofmaurice.com/wp-content/uploads/2026/06/City-Council-Minutes-June-16-2026.pdf,cityofmaurice.com,https://cityofmaurice.com/wp-content/uploads/2026/06/City-Council-Minutes-June-16-2026.pdf,https://cityofmaurice.com/wp-content/uploads/2026/06/City-Council-Minutes-June-16-2026.pdf,agenda_packet_or_minutes,meeting_minutes,strike_or_no_strike_constraint;non_safety_constraint_signal,agenda_minutes_packet,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11270,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,94691,https://cityofmaurice.com/wp-content/uploads/2026/06/City-Council-Minutes-June-16-2026.pdf,not_run,false
RMSRD-20260802-19f8ec4e169e3a8c1597,source_review_lane_005,4,RMV-20260801-00006,verification_lane_001,BRM5C-BRM5-20260731-11261-01,BRM5C-BRM5-20260731-11261-01,BRM5-20260731-11261,scout_lane_004,,IA,Midwest,Lawler,Chickasaw County (19037; primary),City Council Minutes (July 2026) — Resolution NO. 2026-07062026-2 wage amount for city employees,https://lawleriowa.us/,lawleriowa.us,https://lawleriowa.us,https://lawleriowa.us,agenda_packet_or_minutes,meeting_minutes,non_safety_constraint_signal,broad_pay_employee_compensation_index,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11261,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,text/html,not_reported,https://lawleriowa.us,not_run,false
RMSRD-20260802-69f1f521267e9be2203e,source_review_lane_005,5,RMV-20260801-02828,verification_lane_004,BRM5C-BRM5-20260731-07280-02,BRM5C-BRM5-20260731-07280-02,BRM5-20260731-07280,scout_lane_002,,GA,South,Argyle,Clinch County (13065; primary),"Benefits (City of Argyle, GA)",https://argylega.com/benefits,argylega.com,https://argylega.com/benefits,https://argylega.com/benefits,other_local_government_pay_policy,ordinance_or_policy,,mou_memorandum_settlement,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-07280,medium_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,text/html,not_reported,https://argylega.com/benefits,not_run,false
RMSRD-20260802-a4418482f74a6ed3985b,source_review_lane_005,6,RMV-20260801-00252,verification_lane_001,BRM5C-BRM5-20260731-14966-01,BRM5C-BRM5-20260731-14966-01,BRM5-20260731-14966,scout_lane_005,,IA,Midwest,Andrew,Jackson County (19097; primary),Andrew Code of Ordinances (PDF) — appointive officers & compensation-by-resolution language,https://andrewia.com/documents/526/CODE_OF_ORDINANCES.pdf,andrewia.com,https://andrewia.com/documents/526/CODE_OF_ORDINANCES.pdf,https://andrewia.com/documents/526/CODE_OF_ORDINANCES.pdf,budget_or_pay_plan,ordinance_or_policy,non_safety_constraint_signal,salary_pay_ordinance,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14966,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,not_reported,https://andrewia.com/documents/526/CODE_OF_ORDINANCES.pdf,not_run,false
RMSRD-20260802-9ad67f7112940c9c0f1c,source_review_lane_005,7,RMV-20260801-00538,verification_lane_001,BRM5C-BRM5-20260731-14982-01,BRM5C-BRM5-20260731-14982-01,BRM5-20260731-14982,scout_lane_005,,IA,Midwest,Cumming,Warren County (19181; primary),RESOLUTION 2025-26: A RESOLUTION AUTHORIZING EMPLOYEE WAGES BEGINNING THE FIRST PAY PERIOD OF FISCAL YEAR 2026,https://cumming.iowa.gov/wordpress/wp-content/uploads/2025/06/Council-Packet-Final.pdf,cumming.iowa.gov,https://cumming.iowa.gov/wordpress/wp-content/uploads/2025/06/Council-Packet-Final.pdf,https://cumming.iowa.gov/wordpress/wp-content/uploads/2025/06/Council-Packet-Final.pdf,other_local_government_pay_policy,ordinance_or_policy,non_safety_constraint_signal;fiscal_constraint_signal,civil_service_hr,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14982,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,933236,https://cumming.iowa.gov/wordpress/wp-content/uploads/2025/06/Council-Packet-Final.pdf,not_run,false
RMSRD-20260802-30171de725967819d694,source_review_lane_005,8,RMV-20260801-02345,verification_lane_004,BRM5C-BRM5-20260731-03770-01,BRM5C-BRM5-20260731-03770-01,BRM5-20260731-03770,scout_lane_002,,IA,Midwest,Duncombe,Webster County (19187; primary),MINUTES_06_12_24.pdf (Council meeting minutes noting “wage resolution” tabled until July meeting),https://cityofduncombe.com/documents/583/MINUTES_06_12_24.pdf,cityofduncombe.com,https://cityofduncombe.com/documents/583/MINUTES_06_12_24.pdf,https://cityofduncombe.com/documents/583/MINUTES_06_12_24.pdf,agenda_packet_or_minutes,meeting_minutes,,civil_service_hr,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03770,medium_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,not_reported,https://cityofduncombe.com/documents/583/MINUTES_06_12_24.pdf,not_run,false
RMSRD-20260802-7a31becf448f39921010,source_review_lane_005,9,RMV-20260801-02213,verification_lane_003,BRM5C-BRM5-20260731-03825-01,BRM5C-BRM5-20260731-03825-01,BRM5-20260731-03825,scout_lane_002,,IA,Midwest,Templeton,Carroll County (19027; primary),"City of Templeton, Iowa — 2021 Code of Ordinances (Compensation set by Council resolution; no wage schedule in code)",https://cdn.sanity.io/files/upk58r82/production/98788596cce9bb72d7eb2a9ecc7441d94e9d7cfb.pdf,cdn.sanity.io,https://cdn.sanity.io/files/upk58r82/production/98788596cce9bb72d7eb2a9ecc7441d94e9d7cfb.pdf,https://cdn.sanity.io/files/upk58r82/production/98788596cce9bb72d7eb2a9ecc7441d94e9d7cfb.pdf,wage_schedule,context_only,non_safety_constraint_signal,wage_salary_schedule,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03825,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,2133250,https://cdn.sanity.io/files/upk58r82/production/98788596cce9bb72d7eb2a9ecc7441d94e9d7cfb.pdf,not_run,false
RMSRD-20260802-f93f18190382969b510a,source_review_lane_005,10,RMV-20260801-00015,verification_lane_001,BRM5C-BRM5-20260731-15134-01,BRM5C-BRM5-20260731-15134-01,BRM5-20260731-15134,scout_lane_005,,IL,Midwest,Chadwick,Carroll County (17015; primary),Village of Chadwick — Board of Trustees Meeting Minutes (draft ordinance amending compensation for Village clerk and treasurer referenced),https://chadwickil.com/documents/minutes/2023/2023-06-05_minutes.pdf,chadwickil.com,https://chadwickil.com/documents/minutes/2023/2023-06-05_minutes.pdf,https://chadwickil.com/documents/minutes/2023/2023-06-05_minutes.pdf,agenda_packet_or_minutes,meeting_minutes,non_safety_constraint_signal,salary_pay_ordinance,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15134,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,184594,https://chadwickil.com/documents/minutes/2023/2023-06-05_minutes.pdf,not_run,false
