source_review_download_id,source_review_lane_id,source_review_lane_sequence,verification_row_id,verification_lane_id,candidate_id,scout_candidate_id,scout_target_id,lane_id,shard_id,state,region,municipality,county,source_title,source_locator_or_url,source_domain,final_url_or_locator,final_canonical_locator,source_family_hint,document_type_hint,possible_mechanism_hints,search_query_family,discovery_run_id,priority_bucket,cba_non_cba_hint,verification_status,http_status_code,content_type,content_length_header,canonical_download_locator,live_status,global_analysis_readiness
RMSRD-20260802-9b2d217e227e7fac8577,source_review_lane_002,1,RMV-20260801-01961,verification_lane_003,BRM5C-BRM5-20260731-18497-01,BRM5C-BRM5-20260731-18497-01,BRM5-20260731-18497,scout_lane_005,,GA,South,Buckhead,Morgan County (13211; primary),"Buckhead, Georgia municipal charter (acts/charter text including personnel/pay-plan authorities)",https://dlg.usg.edu/record/dlg_ggpd_l407-1999-v-2-bk-2,dlg.usg.edu,https://dlg.usg.edu/record/dlg_ggpd_l407-1999-v-2-bk-2,https://dlg.usg.edu/record/dlg_ggpd_l407-1999-v-2-bk-2,cba,ordinance_or_policy,strike_or_no_strike_constraint;non_safety_constraint_signal,personnel_policy,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-18497,high_priority_verification_ready,cba_arbitration_factfinding_hint,reachable,200,text/html,not_reported,https://dlg.usg.edu/record/dlg_ggpd_l407-1999-v-2-bk-2,not_run,false
RMSRD-20260802-18b6dfab382dc5bb6a4e,source_review_lane_002,2,RMV-20260801-00002,verification_lane_001,BRM5C-BRM5-20260731-07280-01,BRM5C-BRM5-20260731-07280-01,BRM5-20260731-07280,scout_lane_002,,GA,South,Argyle,Clinch County (13065; primary),"Meeting Agendas & Minutes (City of Argyle, GA)",https://argylega.com/meeting-agendas-and-minutes,argylega.com,https://argylega.com/meeting-agendas-and-minutes,https://argylega.com/meeting-agendas-and-minutes,agenda_packet_or_minutes,agenda_cover_sheet,,mou_memorandum_settlement,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-07280,medium_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,text/html,not_reported,https://argylega.com/meeting-agendas-and-minutes,not_run,false
RMSRD-20260802-1af17db59b18c5dc61df,source_review_lane_002,3,RMV-20260801-00782,verification_lane_002,BRM5C-BRM5-20260731-14971-02,BRM5C-BRM5-20260731-14971-02,BRM5-20260731-14971,scout_lane_005,,IA,Midwest,Bennett,Cedar County (19031; primary),"PROCEEDINGS OF BENNETT CITY COUNCIL – REGULAR MEETING (TUESDAY SEPTEMBER 3, 2024) (Approval of Resolution 2024-07; FY25 Wages)",https://www.bennettiowa.com/SEPT2024.pdf,bennettiowa.com,https://bennettiowa.com/SEPT2024.pdf,https://bennettiowa.com/SEPT2024.pdf,agenda_packet_or_minutes,meeting_minutes,,agenda_minutes_packet,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14971,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,91907,https://bennettiowa.com/SEPT2024.pdf,not_run,false
RMSRD-20260802-bf6f87d5fcaf19e50aaf,source_review_lane_002,4,RMV-20260801-01565,verification_lane_003,BRM5C-BRM5-20260731-03833-02,BRM5C-BRM5-20260731-03833-02,BRM5-20260731-03833,scout_lane_002,,IA,Midwest,West Okoboji,Dickinson County (19059; primary),"CITY OF WEST OKOBOJI REGULAR COUNCIL MEETING MINUTES (Jan 13, 2025) — Resolution 2025-04 Approving 2025 Annual Wages",https://cityofwestokoboji.org/wp-content/uploads/2025/01/01-13-25-Minutes.pdf,cityofwestokoboji.org,https://cityofwestokoboji.org/wp-content/uploads/2025/01/01-13-25-Minutes.pdf,https://cityofwestokoboji.org/wp-content/uploads/2025/01/01-13-25-Minutes.pdf,agenda_packet_or_minutes,meeting_minutes,non_safety_constraint_signal,local_pay_policy_payroll,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03833,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,130003,https://cityofwestokoboji.org/wp-content/uploads/2025/01/01-13-25-Minutes.pdf,not_run,false
RMSRD-20260802-c1b643ecc293c8bff391,source_review_lane_002,5,RMV-20260801-02242,verification_lane_003,BRM5C-BRM5-20260731-11031-01,BRM5C-BRM5-20260731-11031-01,BRM5-20260731-11031,scout_lane_003,,GA,South,Rocky Ford,Screven County (13251; primary),Georgia DCA 2019 Municipal Government Wage and Salary Survey (Rocky Ford entry),https://dca.georgia.gov/document/reports/2019wsmunisafetyfinalpdf/download,dca.georgia.gov,https://dca.georgia.gov/document/reports/2019wsmunisafetyfinalpdf/download,https://dca.georgia.gov/document/reports/2019wsmunisafetyfinalpdf/download,wage_schedule,wage_schedule_or_compensation_plan,non_safety_constraint_signal,wage_salary_schedule,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-11031,medium_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,308469,https://dca.georgia.gov/document/reports/2019wsmunisafetyfinalpdf/download,not_run,false
RMSRD-20260802-b9332e4b628970f737d9,source_review_lane_002,6,RMV-20260801-02344,verification_lane_004,BRM5C-BRM5-20260731-07567-01,BRM5C-BRM5-20260731-07567-01,BRM5-20260731-07567,scout_lane_003,,IA,Midwest,Stanhope,Hamilton County (19079; primary),"Police Board Minutes — May 6, 2025",https://www.stanhopeiowa.com/documents/487/May__2025_Police_Board_Minutes.pdf,stanhopeiowa.com,https://stanhopeiowa.com/documents/487/May__2025_Police_Board_Minutes.pdf,https://stanhopeiowa.com/documents/487/May__2025_Police_Board_Minutes.pdf,agenda_packet_or_minutes,meeting_minutes,,personnel_policy,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07567,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,not_reported,https://stanhopeiowa.com/documents/487/May__2025_Police_Board_Minutes.pdf,not_run,false
RMSRD-20260802-5e5ddc55bec3165d2cc6,source_review_lane_002,7,RMV-20260801-01814,verification_lane_003,BRM5C-BRM5-20260731-15053-02,BRM5C-BRM5-20260731-15053-02,BRM5-20260731-15053,scout_lane_005,,IA,Midwest,Westgate,Fayette County (19065; primary),"Westgate City Council Proceedings — Regular Council Meeting (April 17, 2023)",https://www.westgate.lib.ia.us/application/files/3316/8201/9231/April_2023.pdf,westgate.lib.ia.us,https://westgate.lib.ia.us/application/files/3316/8201/9231/April_2023.pdf,https://westgate.lib.ia.us/application/files/3316/8201/9231/April_2023.pdf,budget_or_pay_plan,meeting_minutes,non_safety_constraint_signal,personnel_policy,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15053,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,299243,https://westgate.lib.ia.us/application/files/3316/8201/9231/April_2023.pdf,not_run,false
RMSRD-20260802-10085312aa7d8a8b6960,source_review_lane_002,8,RMV-20260801-00783,verification_lane_002,BRM5C-BRM5-20260731-00049-02,BRM5C-BRM5-20260731-00049-02,BRM5-20260731-00049,scout_lane_001,,IA,Midwest,Lester,Lyon County (19119; primary),"City of Lester — January 6, 2025 Regular Meeting (minutes PDF; includes 'Wages' expense line)",https://www.lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,lesteriowa.com,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,agenda_packet_or_minutes,meeting_minutes,,cba_agreement,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00049,medium_priority_verification_ready,cba_arbitration_factfinding_hint,reachable,200,application/pdf,2016936,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,not_run,false
RMSRD-20260802-a4818759ba852aa6d844,source_review_lane_002,9,RMV-20260801-03661,verification_lane_005,BRM5C-BRM5-20260731-14994-01,BRM5C-BRM5-20260731-14994-01,BRM5-20260731-14994,scout_lane_005,,IA,Midwest,Hawkeye,Fayette County (19065; primary),Ordinance No. 286 (Adopting amendment to City Code Chapter 4: Salaries of Municipal Officers; Section 2-4-2 Mayor compensation),https://hawkeyeia.gov/vertical/sites/%7B0904BF49-D388-4D33-9901-E3AC4F4C70C8%7D/uploads/Ord_286_Mayor_Compensation.pdf,hawkeyeia.gov,https://hawkeyeia.gov/vertical/sites/%7B0904BF49-D388-4D33-9901-E3AC4F4C70C8%7D/uploads/Ord_286_Mayor_Compensation.pdf,https://hawkeyeia.gov/vertical/sites/%7B0904BF49-D388-4D33-9901-E3AC4F4C70C8%7D/uploads/Ord_286_Mayor_Compensation.pdf,other_local_government_pay_policy,ordinance_or_policy,non_safety_constraint_signal,civil_service_hr,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14994,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,68184,https://hawkeyeia.gov/vertical/sites/%7B0904BF49-D388-4D33-9901-E3AC4F4C70C8%7D/uploads/Ord_286_Mayor_Compensation.pdf,not_run,false
RMSRD-20260802-7f0fdab80278ebde2a27,source_review_lane_002,10,RMV-20260801-00009,verification_lane_001,BRM5C-BRM5-20260731-11392-01,BRM5C-BRM5-20260731-11392-01,BRM5-20260731-11392,scout_lane_004,,IL,Midwest,Clifton,Iroquois County (17075; primary),Village of Clifton Board of Trustees Meeting Minutes — Police Department pay increase (Police and Public Safety Committee motion),https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com,https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,agenda_packet_or_minutes,meeting_minutes,,local_pay_policy_payroll,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11392,high_priority_verification_ready,non_cba_or_unresolved_hint,reachable,200,application/pdf,74171,https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,not_run,false
