verification_row_id,source_candidate_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,canonical_locator_before_verification,source_domain,source_family_hint,document_type_hint,candidate_quality_tier,possible_mechanism_hints,prior_seen_locator_flag,prior_verification_status,verification_status,http_status_code,redirect_count,final_canonical_locator,content_type_header,content_length_header,transport_error_type,verification_attempt_count,verification_started_at,verification_completed_at,worker_id,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
BCV-20260728-02324,B4XPAR-20260727-000005,broad_4x1000_deduped,verify_lane_002,180,IA,Midwest,Carlisle,Warren County (19181; primary); Polk County (19153),"Carlisle City Council Meeting Packet (Apr 14, 2025) — Resolution updating Vacation Policy / Handbook (collective bargaining conflicts clause)",https://www.carlisleiowa.org/sites/g/files/vyhlif8086/f/agendas/april_14_2025_council_packet.pdf,https://carlisleiowa.org/sites/g/files/vyhlif8086/f/agendas/april_14_2025_council_packet.pdf,carlisleiowa.org,cba,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal,false,,unavailable_404_410,404,0,https://carlisleiowa.org/sites/g/files/vyhlif8086/f/agendas/april_14_2025_council_packet.pdf,text/html,67060,,1,2026-07-28T14:05:00Z,2026-07-28T14:05:03Z,worker_verify_lane_002,verify_lane_002-checkpoint-00001,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-02897,B4XPAR-20260727-000010,broad_4x1000_deduped,verify_lane_002,753,IA,Midwest,Denison,Crawford County (19047; primary),"Regular Called City Council Meeting – July 1, 2025 agenda (includes resolution to set wage for Library Director for FY 2025–2026)",https://denisonia.com/wp-content/uploads/July_1_2025_Regular_Council_Agenda-1.pdf,https://denisonia.com/wp-content/uploads/July_1_2025_Regular_Council_Agenda-1.pdf,denisonia.com,agenda_packet_or_minutes,agenda_cover_sheet,pending_combined_review,non_safety_constraint_signal,false,,verified_reachable,200,0,https://denisonia.com/wp-content/uploads/July_1_2025_Regular_Council_Agenda-1.pdf,application/pdf,159214,,1,2026-07-28T14:05:00Z,2026-07-28T14:05:01Z,worker_verify_lane_002,verify_lane_002-checkpoint-00002,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-03058,B4XPAR-20260727-000015,broad_4x1000_deduped,verify_lane_002,914,IA,Midwest,Emmetsburg,Palo Alto County (19147; primary),City of Emmetsburg Personnel Policy Manual (February 2022) - Compensation/Pay & Work Period Provisions,https://www.emmetsburg.lib.ia.us/application/files/8316/7932/4914/4.1__City_of_Emmetsburg_Personnel_Policy_Manual_February_2022.pdf,https://emmetsburg.lib.ia.us/application/files/8316/7932/4914/4.1__City_of_Emmetsburg_Personnel_Policy_Manual_February_2022.pdf,emmetsburg.lib.ia.us,personnel_policy,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal,false,,verified_reachable,200,0,https://emmetsburg.lib.ia.us/application/files/8316/7932/4914/4.1__City_of_Emmetsburg_Personnel_Policy_Manual_February_2022.pdf,application/pdf,315044,,1,2026-07-28T14:05:00Z,2026-07-28T14:05:05Z,worker_verify_lane_002,verify_lane_002-checkpoint-00003,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-03288,B4XPAR-20260727-000024,broad_4x1000_deduped,verify_lane_002,1144,IA,Midwest,Jesup,Buchanan County (19019; primary); Black Hawk County (19013),City Council Minutes (approves wage-related proposals/bonuses for city employees; includes reserve officer hourly wage setting outside union contract per minutes),https://jesupiowa.com/vertical/sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/MN_November_3_2025.pdf,https://jesupiowa.com/vertical/sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/MN_November_3_2025.pdf,jesupiowa.com,budget_or_pay_plan,meeting_minutes,pending_combined_review,market_or_comparability_pressure;non_safety_constraint_signal,false,,unavailable_404_410,404,0,https://jesupiowa.com/vertical/sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/MN_November_3_2025.pdf,text/html,906,,1,2026-07-28T14:05:00Z,2026-07-28T14:05:00Z,worker_verify_lane_002,verify_lane_002-checkpoint-00004,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-02751,B4XPAR-20260727-000025,broad_4x1000_deduped,verify_lane_002,607,IA,Midwest,Mitchellville,Polk County (19153; primary); Jasper County (19099),"City of Mitchellville Code of Ordinances, Chapter 30 Police Department, Section 30.05 Compensation",https://codelibrary.amlegal.com/codes/mitchellville/latest/mitchellville_ia/0-0-0-701,https://codelibrary.amlegal.com/codes/mitchellville/latest/mitchellville_ia/0-0-0-701,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,strike_or_no_strike_constraint,false,,unavailable_other_status,403,0,https://codelibrary.amlegal.com/codes/mitchellville/latest/mitchellville_ia/0-0-0-701,text/html,not_reported,,1,2026-07-28T14:05:00Z,2026-07-28T14:05:00Z,worker_verify_lane_002,verify_lane_002-checkpoint-00005,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-03630,B4XPAR-20260727-000031,broad_4x1000_deduped,verify_lane_002,1486,IA,Midwest,New Hampton,Chickasaw County (19037; primary),City Council Packet 9.16.2022 (includes direction to sign Memo of Understanding with Local Union 2003 increasing Police Department hourly and salaried wages),https://www.newhamptonia.com/wp-content/uploads/2022/09/City-Council-Packet-9.16.2022.pdf,https://newhamptonia.com/wp-content/uploads/2022/09/City-Council-Packet-9.16.2022.pdf,newhamptonia.com,mou_or_memorandum,agenda_cover_sheet,pending_combined_review,,false,,verified_reachable,200,0,https://newhamptonia.com/wp-content/uploads/2022/09/City-Council-Packet-9.16.2022.pdf,application/pdf,7623457,,1,2026-07-28T14:05:00Z,2026-07-28T14:05:00Z,worker_verify_lane_002,verify_lane_002-checkpoint-00006,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-02686,B4XPAR-20260727-000032,broad_4x1000_deduped,verify_lane_002,542,IA,Midwest,Red Oak,Montgomery County (19137; primary),"Resolution 2025-22 Approval of Teamsters Police Union Local 238 Contract July 1, 2025–June 30, 2028 (Exhibit A: tentative agreement)",https://cms3.revize.com/revize/redoakia/3-10-25%20SPecial%20CC%20Agenda%20Packet.pdf,https://cms3.revize.com/revize/redoakia/3-10-25%20SPecial%20CC%20Agenda%20Packet.pdf,cms3.revize.com,mou_or_memorandum,memorandum_or_settlement,pending_combined_review,,false,,verified_reachable,200,0,https://cms3.revize.com/revize/redoakia/3-10-25%20SPecial%20CC%20Agenda%20Packet.pdf,application/pdf,3236106,,1,2026-07-28T14:05:00Z,2026-07-28T14:05:00Z,worker_verify_lane_002,verify_lane_002-checkpoint-00007,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-04258,B4XPAR-20260727-000035,broad_4x1000_deduped,verify_lane_002,2114,IA,Midwest,Wilton,Muscatine County (19139; primary); Cedar County (19031),RESOLUTION 06232025A - A RESOLUTION SETTING SALARIES & WAGES FOR FISCAL YEAR 2026,https://www.wiltoniowa.gov/media/5096,https://wiltoniowa.gov/media/5096,wiltoniowa.gov,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,fiscal_constraint_signal,false,,unavailable_other_status,403,0,https://wiltoniowa.gov/media/5096,text/html,not_reported,,1,2026-07-28T14:05:00Z,2026-07-28T14:05:03Z,worker_verify_lane_002,verify_lane_002-checkpoint-00008,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-02223,B4XPAR-20260727-000040,broad_4x1000_deduped,verify_lane_002,79,IL,Midwest,Barrington,Cook County (17031; primary); Lake County (17097),"Agreement Between Village of Barrington, Illinois and Barrington Firefighters, Local 3481",https://www.barrington-il.gov/wp-content/uploads/2024/12/CBA-IAFF-2023-2026.pdf,https://barrington-il.gov/wp-content/uploads/2024/12/CBA-IAFF-2023-2026.pdf,barrington-il.gov,cba,cba,pending_combined_review,,false,,verified_reachable,200,0,https://barrington-il.gov/wp-content/uploads/2024/12/CBA-IAFF-2023-2026.pdf,application/pdf,5360764,,1,2026-07-28T14:05:06Z,2026-07-28T14:05:07Z,worker_verify_lane_002,verify_lane_002-checkpoint-00009,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
BCV-20260728-02252,B4XPAR-20260727-000044,broad_4x1000_deduped,verify_lane_002,108,IL,Midwest,Bensenville,DuPage County (17043; primary); Cook County (17031),AFSCME Contract 2022-2025 (resolution with attached AFSCME agreement),https://www.bensenville.gov/DocumentCenter/View/18274/AFSCME-Contract-2022-2025-,https://bensenville.gov/DocumentCenter/View/18274/AFSCME-Contract-2022-2025-,bensenville.gov,cba,cba,pending_combined_review,non_safety_constraint_signal,false,,unavailable_404_410,404,0,https://bensenville.gov/DocumentCenter/View/18274/AFSCME-Contract-2022-2025-,text/html,112671,,1,2026-07-28T14:05:06Z,2026-07-28T14:05:06Z,worker_verify_lane_002,verify_lane_002-checkpoint-00010,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,HEAD-only locator metadata verification; no response body/raw headers/document content retained.
