retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,source_review_download_status,download_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,file_integrity_status,readiness_status,readiness_reason,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,pdf_version_hint,bounded_text_probe_pages,bounded_text_signal_character_count,html_text_readiness_hint,html_probe_bytes,html_visible_text_character_count,html_link_count,html_script_count,readiness_review_status,readiness_notes
RS556-0b8451e94377b5630fc8,TS4L-57b2637d6eb09a088604,lane_1,tier_c,verification_ready_medium,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/fire_amb.brewer.command.2021-24.pdf,"Brewer Command/Fire/EMS Collective Bargaining Agreement — Expires June 30, 2024",Brewer,ME,Northeast,non_safety_comparator,Fire/EMS command unit (as named by the agreement's unit title/recognition),Brewer Fire Officers Unit (command) — named in the document title/header,"2021-2024 (expires June 30, 2024)",2021-07-01,2024-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlaps_expected_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,2079569,e08504457134c3d3212d2be818a9ecf3fc7cd42793949dde0a9c8364531c82cf,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-0b8451e94377b5630fc8.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:19Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,29,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-2af8aa29d205a3fe610a,TS4L-2ff88479a29192fca819,lane_1,tier_c,verification_ready_medium,https://cms9files.revize.com/eastpointemi/38th%20District%20Court%20Clerk%20Contract%202023-2026.pdf,"38th District Court Clerk Contract 2023-2026 (City of Eastpointe & Technical, Professional and Office Workers)",Eastpointe,MI,Midwest,non_safety_comparator,court clerks / office & clerical (court administration support),"Technical, Professional and Office Workers (bargaining representative; bargaining unit name as stated in document)","Effective July 1, 2023 through June 30, 2026",2023-07-01,2026-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,overlaps_expected_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1112439,3c9d8d74afc51ca80af4f45ca6183348009ab44995b1bc76f075863f4eba3291,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-2af8aa29d205a3fe610a.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:05Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,34,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-59b4459464521f84da4c,TS4L-da0fd5e61fff1ba949ce,lane_1,tier_c,verification_ready_medium,https://www.jamestownny.gov/wp-content/uploads/2022/05/22-25-JCAA-CBA.pdf,"22-25 JCAA CBA (Jamestown, NY) with appended salary schedules (includes 2016-2019/2020/2021 schedules)",Jamestown,NY,Northeast,non_safety_comparator,JCAA-represented city employees (non-safety comparator target),Jamestown City Administrative Association (JCAA) — bargaining unit (as titled in document),2022-2025 (with appendix salary schedules covering 2016-2021 per document snippet),2016-01-01,2021-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same_city_expected (Jamestown, NY)",overlaps expected period (2016-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,11008678,c03ad38ba47b5b7ec99d1043fd0d8ddf1246a14f5c01f2d5e7e588deb198fa26,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-59b4459464521f84da4c.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:51Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,36,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-5d6fe4c40e1bed4e195c,TS4L-9f63d0b39176f89990de,lane_1,tier_c,verification_ready_medium,https://imlive.s3.amazonaws.com/Federal%20Government/ID300928690090881157715245315132701331506/Attachment%20J.3%20-%202017%20SAWTST%20NNSY%20CBA_signed.pdf,"PDF: ""Attachment J.3 - 2017 SAWTST NNSY CBA (signed)"" (IUOE Local 147) — Portsmouth, VA (NNSY location)",Portsmouth,VA,South,non_safety_comparator,Industrial/logistics support employees represented by IUOE Local 147 (per document header/parties),"International Union of Operating Engineers, Local 147","2017 (agreement effective date stated as 1st day of April 2017, per document header)",2017-04-01,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Portsmouth, VA match (NNSY at Portsmouth, VA)",target_same_or_overlapping_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,13469668,fff51e741c9f5c32ed324f614351b05e03a6a881073a3c20610142665f1fc395,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-5d6fe4c40e1bed4e195c.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:41Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,34,false,false,1.3,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-6fa3c94014feb6c0c1f1,TS4L-ba2c3631222cffc1fa4e,lane_1,tier_c,verification_ready_medium,https://www.springboro.org/Downloads/Springboro%20Classified%20Employee%20Amendment%20until%20June%2030-2021.pdf,Springboro Classified Employee Amendment until June 30-2021 (Springboro Classified Employees Association),Springboro,OH,Midwest,non_safety_comparator,Classified/support staff (board of education classified bargaining unit),Springboro Classified Employees Association,"2019-2021 (amendment text indicates revisions through June 30, 2021)",2019-07-01,2021-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same city (Springboro, OH)",Overlaps expected period (2019-2021),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,3657075,64dbe761dc410929be7fbe48b13559780a2056aab322efc76fb3152fbd07ceba,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-6fa3c94014feb6c0c1f1.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:48Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,12,false,false,1.5,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-903a5b4b507b8ee39985,TS4L-96c3fbf014d11e31b1ad,lane_1,tier_c,verification_ready_low,https://cms5.revize.com/revize/sanford/Document%20Center/Department/Human%20Resources/Human%20Resources%20Department/Sanford%20Police%20Association%20MOUs/Police_Holiday_MOU.pdf,Police Holiday MOU (Sanford Police Association),Sanford,FL,South,non_safety_comparator,Police (represented employees),Sanford Police Association (Police bargaining unit),"Effective starting January 1, 2022 forward; used as part of overall CBA until further notice / until amended into future CBAs (per visible lead text)",2022-01-01,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,200535,937037d9f57cf6c429c956bc5f9b695564c848529c292ff3295b57f9e2a0e514,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-903a5b4b507b8ee39985.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:37Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,2,false,false,1.4,2,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-c2d13c64647a0087b24e,TS4L-6f0e2fdc28febcc55e0f,lane_1,tier_c,verification_ready_medium,https://cms2.revize.com/revize/lansingil/FOP%20Sgts.%20%26%20Lts.%205.1.21-4.30.25.pdf,"VILLAGE OF LANSING, ILLINOIS and FRATERNAL ORDER OF POLICE LABOR COUNCIL — Sergeants & Lieutenants (5.1.21–4.30.25)",Lansing,IL,Midwest,non_safety_comparator,Sworn peace officers (Sergeants & Lieutenants),Illinois FOP Labor Council — Lodge 218 (Sergeants & Lieutenants unit),Effective: 5/1/2021 through 4/30/2025 (auto-renewal language year-to-year unless modified),2021-05-01,2024-04-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Exact municipality match (Village of Lansing, IL)",Overlaps expected period via coverage through 4/30/2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,3381301,08f2910fba11287dd4c46cab2f52ce69b1c63efe872e2964299a6f1e0966576a,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-c2d13c64647a0087b24e.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:25Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,52,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-c6d5fbd4a5ffcc40698b,TS4L-3da9fe4d00edb886cb90,lane_1,tier_c,verification_ready_medium,https://cms9files.revize.com/parkridgeil/IUOE%202023-2027%20updated.pdf,"AGREEMENT Between City of Park Ridge and International Union of Operating Engineers, (IUOE) (2023-2027 updated PDF)",Park Ridge,IL,Midwest,non_safety_comparator,Public works / maintenance (operating engineers) (non-safety comparator lead),International Union of Operating Engineers (IUOE) Local 150,"May 1, 2023 to April 30, 2027 (per document title/coverage)",2023-05-01,2027-04-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,match,overlaps_2023_2025,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1822147,ba1a1cb8cd2308ed6067784d154b602740f331fdfe8aadd09f4de55c6e8c42a0,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-c6d5fbd4a5ffcc40698b.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:15Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,28,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-e3004cb295661e22b605,TS4L-ad680f542b37a3da90d6,lane_1,tier_c,verification_ready_medium,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/publicworks.augusta.2022-25.pdf,Maine Labor Relations Board (MLRB): Public Works — Augusta (2022–2025) (PDF),Augusta,ME,Northeast,non_safety_comparator,Public Works (municipal employees; exact classifications not captured here),Public Works (Augusta),"July 1, 2022–June 30, 2025 (duration clause requires verification in full document)",2022-07-01,2025-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Augusta (city of Augusta, ME) appears to match municipality criterion","MLRB filename suggests July 1, 2022–June 30, 2025 overlap (duration requires verification)",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1728439,dab0287cfdb5342713d3db5ce2349cbc43291965d58102b90af69de1fe9b55fd,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-e3004cb295661e22b605.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:45Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,28,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-e51f412d6649cee4e5b0,TS4L-8952ddd669fd3715854a,lane_1,tier_c,verification_ready_medium,https://seiu73.org/wp-content/uploads/2020/03/Cicero-School-Dist-99-CM-July-1-2019-June-30-2024.pdf,"MASTER AGREEMENT BETWEEN BOARD OF EDUCATION CICERO SCHOOL DISTRICT 99 (Custodial and Maintenance) — July 1, 2019 to June 30, 2024",Cicero,IL,Midwest,non_safety_comparator,Custodial & maintenance (CTW),"Cicero School District #99 Custodial and Maintenance Employees (SEIU Local 73, CTW)","July 1, 2019 - June 30, 2024",2021-01-01,2024-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_municipality_cicero_il,overlaps_expected_period_2021-2025,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1022392,dd671dc058254e3113823180dfc9e7117600d9d4cd0362ed33ab7d301aaf2882,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-e51f412d6649cee4e5b0.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:37Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,40,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
