retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,source_review_download_status,download_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,file_integrity_status,readiness_status,readiness_reason,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,pdf_version_hint,bounded_text_probe_pages,bounded_text_signal_character_count,html_text_readiness_hint,html_probe_bytes,html_visible_text_character_count,html_link_count,html_script_count,readiness_review_status,readiness_notes
RS556-16d129851bc06d0d8d74,TS4L-17f61520f8305d89ab1d,lane_1,tier_c,verification_ready_medium,https://lbft.nj.aft.org/collective-bargaining-agreement-19,"LONG BRANCH FEDERATION of TEACHERS (LBFT, NJ AFT) — Collective Bargaining Agreement",Long Branch,NJ,Northeast,non_safety_comparator,Teachers,Long Branch Federation of Teachers (LBFT),2023-2026,,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Yes (Long Branch, NJ)","Unclear from search snippet (needs period確認 in document metadata/content, not performed here)",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,22521,607a1fdd2423f79ede51ade56556db3b25e35914e08f89d66e25e5a8325f10e9,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-16d129851bc06d0d8d74.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:37:59Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,22521,524,21,47,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-1b84740f51d08c82c8bc,TS4L-2dcf944afaa4646f6baf,lane_1,tier_c,verification_ready_medium,https://newark.nj.aft.org/contract-information/2010-2015-ntu-contract,2010-2015 NTU Contract | Newark Teachers Union (AFT),Newark,NJ,Northeast,non_safety_comparator,Teachers (and related bargaining unit members),Newark Teachers Union (NTU),2010-2015 (includes 2013-2015 years),2013,2015,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same city (Newark, NJ) lead",Overlaps expected period (2013-2015 within 2010-2015 span),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,44246,dd81d0ca6ebdcb41eb48517e2035570f5c73eb1a05dd4860877225be6909dc3d,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-1b84740f51d08c82c8bc.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:05Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,44246,1907,94,47,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-77bc67e7139e2f7200fb,TS4L-a7b61d5f97bd0f57a87f,lane_1,tier_c,verification_ready_low,https://www.fallrivereducators.org/agreements.html,Agreements — Fall River Educators Association (links to multiple CBAs/periods),Fall River,MA,Northeast,non_safety_comparator,Education bargaining units (teacher/educator roles),Fall River Educators Association (multiple units),multiple (site lists current/prior agreements),unknown,unknown,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city=True (Fall River),unknown_overlap_cycle,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,37377,e6fddc8fb699d0387fa6533c731aa17621bdf4768e420bb3d37f358e3ab1c356,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-77bc67e7139e2f7200fb.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:45Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,37377,742,38,28,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-7ba657a3cc89652ff62e,TS4L-326260d4143ac97d1c05,lane_1,tier_c,verification_ready_medium,https://www.myocea.org/contract,OCEA Contract page (links to Okaloosa County instructional master contract 2024-2027 PDF),Niceville,FL,South,non_safety_comparator,Instructional personnel (bargaining-unit reference hub),Okaloosa County Education Association (OCEA) - Instructional,Master Contract 2024-2027 (page indicates the 24-27 contract is available),2024-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,unconfirmed_niceville_within_okaloosa_county_service_area,intended_to_cover_2024-2027,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,394685,56ea874299a39bb910ab3021b5a2ecb22583fc03344b4e7383c7e411ad26e431,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-7ba657a3cc89652ff62e.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:05Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,262144,856,20,29,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-89306bfdac1d34b000a1,TS4L-f34526c802f2ce77a239,lane_1,tier_c,verification_ready_low,https://lsmo.legistar.com/LegislationDetail.aspx?GUID=85DCCC55-201A-4FE4-A990-455C0D489028&ID=5759987&Options=&Search=,The City of Lee's Summit - File #: BILL NO. 22-169 (Ordinance approving the 2022 Labor Agreement; Exhibit A: 2022-2025 Labor Agreement),Lee's Summit,MO,Midwest,non_safety_comparator,"custodians, mechanics, equipment operators, utility workers",International Association of Machinists and Aerospace Workers (IAM) Lodge #778,2022-2025 (with contingent alignment through 2026 suggested by target window),2022,2025,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,exact_municipality_match,overlaps_2021-2025_and_contingent_2021-2026,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,112113,a049f0ed351447a9bb1ab9a9445b9cc159d6f12d1008306c067cbe643f31154b,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-89306bfdac1d34b000a1.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:56Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,112113,2800,48,16,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-8afd60005501ea87c6aa,TS4L-c04e6830b2353cc18a26,lane_1,tier_c,verification_ready_low,https://www.hssd.net/30222,"Hot Springs School District - State Required Info (includes Classified Salary Schedules, 2024-2025)",Hot Springs,AR,South,non_safety_comparator,K-12 classified staff salary schedule users,,"2024-2025 school year (listed as Classified Salary Schedules, 2024-2025)",2024-08-01,2025-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_municipality_match_likely,overlaps_expected_period_2024_likely,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,360336,d5ee89634e890270725ffec9c5d9dc918b2e528628389a1dc94e1a880be691d7,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-8afd60005501ea87c6aa.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:49Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,262144,10341,325,72,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-9c533c22ded2f26455c2,TS4L-14b7a45e94724ad1cbbe,lane_1,tier_c,verification_ready_medium,https://dspace.njstatelib.org/items/6204e48c-2092-442c-bc63-74b3b768b9e9,"July 1, 2011 - June 30, 2015 Administrative/Clerical Unit, Professional Unit, Primary Supervisory Unit, Higher Level Supervisory Unit",Newark,NJ,Northeast,non_safety_comparator,Administrative/Clerical (plus other non-safety units listed in title),Administrative/Clerical Unit (as titled),"July 1, 2011 - June 30, 2015",2013,2015,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Potential same-city lead (Newark, NJ; unit identified via NJ State Library repository record)",Overlaps expected period (2013-2015 within 2011-2015 span),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,384914,3fa2bb7cfafda11be0d19cc0fd0544039e444d266ad3a5ade026f00fa9e71112,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-9c533c22ded2f26455c2.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:37:59Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,262144,1084,19,7,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-a79a65568636c4b75250,TS4L-6d2cbd7cd7630a1fb5cb,lane_1,tier_c,verification_ready_low,https://www.smusd.org/negotiations-update,San Marcos Unified School District — Negotiations Updates (SMEA/SMUSD CBA timing references),San Marcos,TX,South,non_safety_comparator,Educators (SMEA/SMUSD bargaining context),San Marcos Educators’ Association (SMEA) / SMUSD,"Two-year term beginning July 1, 2024 through June 30, 2026 (as referenced on the page)",2024-07-01,2026-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"San Marcos (CA) — same name, not confirmed as TX",Overlaps 2023-2026 (covers 2024-2026).,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,330012,09ef4a5aa5c273c583ab09878ee2e8d59e79cbcf47bea55b4d01ddba61657cd6,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-a79a65568636c4b75250.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:25Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,262144,51718,347,59,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-b50439f5ebaaf16574de,TS4L-a9b89e483d0867b73f36,lane_1,tier_c,verification_ready_medium,https://www.jamestownny.gov/corporation-counsel/bargaining-unit-contracts/,"Bargaining Unit Contracts (Jamestown, NY Corporation Counsel)",Jamestown,NY,Northeast,non_safety_comparator,Non-safety municipal bargaining units (directory lead for locating CBA/MOAs/wage schedules),Multiple bargaining units (index page; select non-safety comparator units from listed contracts),Not a single contract (directory/index),2016-01-01,2024-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same_city_expected (Jamestown, NY)",intended to cover 2016-2024 by retrieving relevant listed contracts,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,88145,fa0c4a642a7680ef09f29912609e316fef61950678fdb5ce99737e1c545f9076,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-b50439f5ebaaf16574de.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:45Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,88145,3489,135,13,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
RS556-bb43a13833b8ead3241d,TS4L-bafe266fbe1a80e96414,lane_1,tier_c,verification_ready_low,https://sandulligrace.com/sandulli-grace-and-the-massachusetts-coalition-of-police-win-night-shift-differential-pay-for-the-community-service-officers-in-the-braintree-police-officers-association/,"Sandulli Grace article describing CSO night shift differential outcome for Braintree Police Officers Association — references Jan 20, 2016 award",Braintree Town,MA,Northeast,non_safety_comparator,Police bargaining unit (Community Service Officers / CSO context referenced),Braintree Police Officers Association Local 365,"Narrative references contract negotiations and “On January 20, 2016, the arbitrator issued his award” (full CBA/MOA period not reproduced in snippet)",2013,2016,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlap_expected_2013_2016,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,268622,e32f6eded2cf5331a309420dce5dd5459fcd7285985225e983b3c0e3744c7d4f,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-bb43a13833b8ead3241d.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:38:48Z,integrity_pass,html_text_later,bounded_html_structure_has_usable_visible_text,,not_applicable,not_applicable,,0,0,text_ready,262144,3622,40,6,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred."
