source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,verification_status,http_status_code_from_verification,content_type_header_from_verification,candidate_review_status,source_review_download_status,final_download_url,download_http_status,final_content_type,final_content_length,file_extension,retained_file_type,retained_file_path,retained_file_size_bytes,retained_file_sha256,duplicate_file_hash,duplicate_of_source_review_download_id,redirect_count,download_attempt_count,download_started_at,download_completed_at,transport_error_type,source_review_reason,exclusion_or_defer_reason,verification_status_preserved,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
CBSRD-20260728-5e88b69a8fec2a2571c8,CBCR-20260728-01264,B4XPAR-20260727-001361,BCV-20260728-00402,broad_4x1000_deduped,source_review_lane_003,45,WV,South,Mannington,Marion County (54049; primary),"COUNCIL MEETING OF JULY 29, 2019",https://www.cityofmannington.com/sites/g/files/vyhlif6571/f/minutes/councilmeetingofjuly292019.pdf,https://cityofmannington.com/sites/g/files/vyhlif6571/f/minutes/councilmeetingofjuly292019.pdf,cityofmannington.com,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,application/pdf,source_review_ready_high,blocked_by_transport,,,,,,,,,,,,0,2,2026-07-28T19:33:13Z,2026-07-28T19:33:15Z,ConnectError,ConnectError after bounded retry,ConnectError after bounded retry,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-f780f57a6672df7e3aa2,CBCR-20260728-07616,BSSC-20260727-01273,BCV-20260728-00644,broad_490_preserved_review_queue,source_review_lane_003,47,WV,South,Moundsville,,155.09 COMPENSATION (Article 155 Policy Regulations for Employees — City of Moundsville Compensation Program / sole authority for setting rates of pay),https://codelibrary.amlegal.com/codes/moundsville/latest/moundsville_wv/0-0-0-24281,https://codelibrary.amlegal.com/codes/moundsville/latest/moundsville_wv/0-0-0-24281,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,high,verified_reachable,200,text/html,source_review_ready_high,blocked_by_transport,https://codelibrary.amlegal.com/codes/moundsville/latest/moundsville_wv/0-0-0-24281,403,text/html,0,,,,,,,,0,1,2026-07-28T19:33:15Z,2026-07-28T19:33:15Z,,GET access blocked with 403,GET access blocked with 403,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-bf80d3ca82ef9b19504b,CBCR-20260728-06105,B4XPAR-20260727-006654,BCV-20260728-08179,broad_4x1000_deduped,source_review_lane_003,55,WV,South,Shinnston,Harrison County (54033; primary),Board Policy Resolution (document listed on City Documents page; file type .docx not directly retrievable by this crawler),https://shinnstonwv.org/wp-content/uploads/2024/09/resolution-no-24-003.docx,https://shinnstonwv.org/wp-content/uploads/2024/09/resolution-no-24-003.docx,shinnstonwv.org,other_local_government_pay_policy,ordinance_or_policy,high,verified_reachable,200,application/vnd.openxmlformats-officedocument.wordprocessingml,source_review_ready_high,unsupported_content_type,https://shinnstonwv.org/wp-content/uploads/2024/09/resolution-no-24-003.docx,200,application/vnd.openxmlformats-officedocument.wordprocessingml,14422,,,,,,,,0,1,2026-07-28T19:33:17Z,2026-07-28T19:33:17Z,,unsupported response content type/signature,unsupported response content type/signature,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-403b935eddd1b6119282,CBCR-20260728-01555,B4XPAR-20260727-001679,BCV-20260728-06206,broad_4x1000_deduped,source_review_lane_003,77,WY,West,La Barge,Lincoln County (56023; primary),Town of LaBarge Town Codes (includes ordinance section: 2.05.020 – Salaries of Town Officers),https://www.townoflabarge.org/town-codes,https://townoflabarge.org/town-codes,townoflabarge.org,wage_schedule,ordinance_or_policy,high,verified_reachable,200,text/html,source_review_ready_high,blocked_by_transport,https://townoflabarge.org/town-codes,525,text/html,7091,,,,,,,,0,2,2026-07-28T19:33:22Z,2026-07-28T19:33:23Z,,GET returned 525 after bounded retry,GET returned 525 after bounded retry,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-8253d2be261af352262c,CBCR-20260728-06113,B4XPAR-20260727-006662,BCV-20260728-05494,broad_4x1000_deduped,source_review_lane_003,93,AK,West,Angoon,Hoonah-Angoon Census Area (02105; primary),Angoon Municipal Code (Municode Library) — Code of Ordinances landing page (may contain personnel/pay-related code sections),https://library.municode.com/ak/angoon,https://library.municode.com/ak/angoon,library.municode.com,unknown_or_needs_review,index_page,medium,verified_reachable,200,text/html,source_review_ready_medium,duplicate_file_hash,https://library.municode.com/ak/angoon,200,text/html,6095,.html,,,,,27434a4d11d8bf8db2ab3f45e0efc3d919f714856b27530fb86054dbc47ad44e,CBSRD-20260728-7cd2920e94a66a2a9561,0,1,2026-07-28T19:33:28Z,2026-07-28T19:33:28Z,,bounded GET retained supported source file,duplicate retained bytes; canonical first file preserved,true,downloaded_duplicate_not_retained,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-becb56b94cd470d14733,CBCR-20260728-00822,B4XPAR-20260727-000885,BCV-20260728-03352,broad_4x1000_deduped,source_review_lane_003,110,AL,South,Arab,Marshall County (01095; primary); Cullman County (01043),"Code of Ordinances, Chapter 14 - Personnel (includes reference to a city personnel system ordinance on file with city clerk)",https://library.municode.com/al/arab/codes/code_of_ordinances?nodeId=COOR_CH14PE_ARTIIRE,https://library.municode.com/al/arab/codes/code_of_ordinances,library.municode.com,budget_or_pay_plan,ordinance_or_policy,medium,verified_reachable,200,text/html,source_review_ready_medium,duplicate_file_hash,https://library.municode.com/al/arab/codes/code_of_ordinances,200,text/html,6095,.html,,,,,27434a4d11d8bf8db2ab3f45e0efc3d919f714856b27530fb86054dbc47ad44e,CBSRD-20260728-7cd2920e94a66a2a9561,0,1,2026-07-28T19:33:34Z,2026-07-28T19:33:34Z,,bounded GET retained supported source file,duplicate retained bytes; canonical first file preserved,true,downloaded_duplicate_not_retained,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-04f81f733c93c35be728,CBCR-20260728-05682,B4XPAR-20260727-006184,BCV-20260728-07638,broad_4x1000_deduped,source_review_lane_003,115,AL,South,Cullman,Cullman County (01043; primary),"Code of Ordinances, City of Cullman, Chapter 28 (Law Enforcement) - Sec. 28-50 Compensation (Police reserve compensation rule)",https://library.municode.com/al/cullman/codes/code_of_ordinances?nodeId=COOR_CH28LAEN,https://library.municode.com/al/cullman/codes/code_of_ordinances,library.municode.com,cba,ordinance_or_policy,medium,verified_reachable,200,text/html,source_review_ready_medium,duplicate_file_hash,https://library.municode.com/al/cullman/codes/code_of_ordinances,200,text/html,6095,.html,,,,,27434a4d11d8bf8db2ab3f45e0efc3d919f714856b27530fb86054dbc47ad44e,CBSRD-20260728-7cd2920e94a66a2a9561,0,1,2026-07-28T19:33:35Z,2026-07-28T19:33:35Z,,bounded GET retained supported source file,duplicate retained bytes; canonical first file preserved,true,downloaded_duplicate_not_retained,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-572ab13f0864e663715c,CBCR-20260728-06475,BSSC-20260727-00038,BCV-20260728-05497,broad_490_preserved_review_queue,source_review_lane_003,116,AL,South,Daphne,,"Code of Ordinances (Municode) — Chapter 16, Personnel; job classification schedule/pay grade & salary range references (effective date shown in excerpt)",https://library.municode.com/AL/Daphne/codes/Code_of_Ordinances?nodeId=COOR_CH16PE_S16-2ADDRALPO,https://library.municode.com/AL/Daphne/codes/Code_of_Ordinances,library.municode.com,wage_schedule,ordinance_or_policy,medium,verified_reachable,200,text/html,source_review_ready_medium,duplicate_file_hash,https://library.municode.com/AL/Daphne/codes/Code_of_Ordinances,200,text/html,6095,.html,,,,,27434a4d11d8bf8db2ab3f45e0efc3d919f714856b27530fb86054dbc47ad44e,CBSRD-20260728-7cd2920e94a66a2a9561,0,1,2026-07-28T19:33:35Z,2026-07-28T19:33:35Z,,bounded GET retained supported source file,duplicate retained bytes; canonical first file preserved,true,downloaded_duplicate_not_retained,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-8faacd9574693ab2fd09,CBCR-20260728-00824,B4XPAR-20260727-000888,BCV-20260728-05495,broad_4x1000_deduped,source_review_lane_003,117,AL,South,Demopolis,Marengo County (01091; primary),"Code of Ordinances (Demopolis, AL) — Chapter 16: Personnel (landing/index)",https://library.municode.com/al/demopolis/codes/code_of_ordinances,https://library.municode.com/al/demopolis/codes/code_of_ordinances,library.municode.com,budget_or_pay_plan,index_page,medium,verified_reachable,200,text/html,source_review_ready_medium,duplicate_file_hash,https://library.municode.com/al/demopolis/codes/code_of_ordinances,200,text/html,6095,.html,,,,,27434a4d11d8bf8db2ab3f45e0efc3d919f714856b27530fb86054dbc47ad44e,CBSRD-20260728-7cd2920e94a66a2a9561,0,1,2026-07-28T19:33:35Z,2026-07-28T19:33:35Z,,bounded GET retained supported source file,duplicate retained bytes; canonical first file preserved,true,downloaded_duplicate_not_retained,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-3884b29998ffe96470a1,CBCR-20260728-00826,B4XPAR-20260727-000890,BCV-20260728-04627,broad_4x1000_deduped,source_review_lane_003,118,AL,South,Foley,Baldwin County (01003; primary),City of Foley - Pay Classification Plan - Effective 01-20-26 (referenced as attachment on City Council agenda),https://cityoffoley.legistar.com/View.ashx?GUID=4385E845-7722-4B86-B8E3-74462829EEB9&ID=1372853&M=A,https://cityoffoley.legistar.com/View.ashx,cityoffoley.legistar.com,budget_or_pay_plan,agenda_cover_sheet,medium,verified_reachable,200,application/pdf,source_review_ready_medium,unavailable_on_get,https://cityoffoley.legistar.com/View.ashx,410,text/html,35,,,,,,,,0,1,2026-07-28T19:33:35Z,2026-07-28T19:33:35Z,,GET returned 410,GET returned 410,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
