source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,verification_status,http_status_code_from_verification,content_type_header_from_verification,candidate_review_status,source_review_download_status,final_download_url,download_http_status,final_content_type,final_content_length,file_extension,retained_file_type,retained_file_path,retained_file_size_bytes,retained_file_sha256,duplicate_file_hash,duplicate_of_source_review_download_id,redirect_count,download_attempt_count,download_started_at,download_completed_at,transport_error_type,source_review_reason,exclusion_or_defer_reason,verification_status_preserved,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
CBSRD-20260728-f9d44f1699c0b9ab8a93,CBCR-20260728-03697,B4XPAR-20260727-004027,BCV-20260728-08078,broad_4x1000_deduped,source_review_lane_003,1,WI,Midwest,Prescott,Pierce County (55093; primary),"Memorandum of Agreement (MoA) / Labor Agreement — January 1, 2022 through December 31, 2022",https://www.prescottwi.gov/AgendaCenter/ViewFile/Agenda/_01102022-727,https://prescottwi.gov/AgendaCenter/ViewFile/Agenda/_01102022-727,prescottwi.gov,wage_schedule,memorandum_or_settlement,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://prescottwi.gov/AgendaCenter/ViewFile/Agenda/_01102022-727,200,application/pdf,18040556,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-f9d44f1699c0b9ab8a93.pdf,18040556,af891e0fa437921cbdacfc1023b2e7c6c17f6295c7b23f6f911db65db7a520d1,,,0,1,2026-07-28T19:33:04Z,2026-07-28T19:33:05Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-502d50407a982e8d4866,CBCR-20260728-05247,B4XPAR-20260727-005728,BCV-20260728-06361,broad_4x1000_deduped,source_review_lane_003,2,WI,Midwest,Pulaski,Brown County (55009; primary); Oconto County (55083); Shawano County (55115),"Village of Pulaski (general), Dec. No. 30496-A (Weisberger, 6-20-03)",https://werc.wi.gov/interest_awards/mia30496.pdf,https://werc.wi.gov/interest_awards/mia30496.pdf,werc.wi.gov,arbitration_award,arbitration_award,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://werc.wi.gov/interest_awards/mia30496.pdf,200,application/pdf,100717,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-502d50407a982e8d4866.pdf,100717,b960de6344049127ff1af42707389149132921776f6266f2c29df00f55e91454,,,0,1,2026-07-28T19:33:04Z,2026-07-28T19:33:04Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-eae2c56dfe74f1a53c98,CBCR-20260728-02016,B4XPAR-20260727-002180,BCV-20260728-02070,broad_4x1000_deduped,source_review_lane_003,3,WI,Midwest,Richland Center,Richland County (55103; primary),"Arbitration Award (WERC) — Arbitration of a dispute between Local 2085-A, AFSCME and City of Richland Center (Police Department), MA-8539",https://werc.wi.gov/grievance_awards/5173.pdf,https://werc.wi.gov/grievance_awards/5173.pdf,werc.wi.gov,arbitration_award,arbitration_award,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://werc.wi.gov/grievance_awards/5173.pdf,200,application/pdf,59143,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-eae2c56dfe74f1a53c98.pdf,59143,a5f2c6f07a766cf13b431a7787cf80c6ab204711b34e2c607f9e09c0fac6ff29,,,0,1,2026-07-28T19:33:04Z,2026-07-28T19:33:04Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-de7c425bd4867e00ec3a,CBCR-20260728-02017,B4XPAR-20260727-002181,BCV-20260728-02077,broad_4x1000_deduped,source_review_lane_003,4,WI,Midwest,Richland Center,Richland County (55103; primary),"WERC Unit Clarification Order (MEMO accompanying Findings/Conclusions/Order) — City of Richland Center (Police Department), Dec. No. 28689-B",https://werc.wi.gov/decisions/28689-B.pdf,https://werc.wi.gov/decisions/28689-B.pdf,werc.wi.gov,mou_or_memorandum,memorandum_or_settlement,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://werc.wi.gov/decisions/28689-B.pdf,200,application/pdf,112970,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-de7c425bd4867e00ec3a.pdf,112970,774623de2d7d5e08da1254174725fd50790882cf883908904d0116a6475b6f5a,,,0,1,2026-07-28T19:33:04Z,2026-07-28T19:33:04Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-b115d8dc7037d0acdf4e,CBCR-20260728-03698,B4XPAR-20260727-004028,BCV-20260728-08503,broad_4x1000_deduped,source_review_lane_003,5,WI,Midwest,Rothschild,Marathon County (55073; primary),"Village of Rothschild (Police Department) — Case 12, MIA-1346, Dec. No. 25983-A (Nielsen, 08-28-89) — Consent Award (summary of wages/holidays/insurance)",https://werc.wi.gov/interest-award-summaries-1989-90/,https://werc.wi.gov/interest-award-summaries-1989-90,werc.wi.gov,arbitration_award,arbitration_award,high,verified_reachable,200,text/html,source_review_ready_high,retained_html,https://werc.wi.gov/interest-award-summaries-1989-90/,200,text/html,297384,.html,html,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-b115d8dc7037d0acdf4e.html,297384,0719f5fc8592a2cdaf0411a080c10780ac948e76e0f920b3c0894cb6ca523f58,,,1,1,2026-07-28T19:33:04Z,2026-07-28T19:33:06Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-bde246176997bc5cd8aa,CBCR-20260728-03699,B4XPAR-20260727-004029,BCV-20260728-04223,broad_4x1000_deduped,source_review_lane_003,6,WI,Midwest,Rothschild,Marathon County (55073; primary),"Rothschild, Village of (general) — Dec. No. 33073-A (Roberts, 02-19-11) — Interest arbitration award (supplemental award) between Village and Local 1287A, AFSCME Council 40 (INT/ARB-11457)",https://werc.wi.gov/interest_awards/int33073.pdf,https://werc.wi.gov/interest_awards/int33073.pdf,werc.wi.gov,wage_schedule,factfinding,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://werc.wi.gov/interest_awards/int33073.pdf,200,application/pdf,110327,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-bde246176997bc5cd8aa.pdf,110327,86e733df54090741a2895ff2771eaac0997b5cf9fb9311d4ba6234b8d6069e22,,,0,1,2026-07-28T19:33:05Z,2026-07-28T19:33:06Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-cc8ab5da8ce3ef3f97a7,CBCR-20260728-02020,B4XPAR-20260727-002184,BCV-20260728-06011,broad_4x1000_deduped,source_review_lane_003,7,WI,Midwest,Sauk City,Sauk County (55111; primary),"Sauk City Village Board meeting agenda (Sept 30, 2025) references 'Sauk Fire District Commission' as a committee update",https://www.saukcity.net/vertical/sites/%7B4E3188F1-DD40-422F-A8CE-A991AFA87553%7D/uploads/25_VB_Sep_30_agn.pdf,https://saukcity.net/vertical/sites/%7B4E3188F1-DD40-422F-A8CE-A991AFA87553%7D/uploads/25_VB_Sep_30_agn.pdf,saukcity.net,agenda_packet_or_minutes,agenda_cover_sheet,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://saukcity.net/vertical/sites/%7B4E3188F1-DD40-422F-A8CE-A991AFA87553%7D/uploads/25_VB_Sep_30_agn.pdf,200,application/pdf,152210,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-cc8ab5da8ce3ef3f97a7.pdf,152210,673e4ec024669e88da1e1283cf4a47021c3a45666d1d0a35aafbae7e9b132ff7,,,0,1,2026-07-28T19:33:06Z,2026-07-28T19:33:06Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-1d7202656631e8a8ff02,CBCR-20260728-05254,B4XPAR-20260727-005735,BCV-20260728-02607,broad_4x1000_deduped,source_review_lane_003,8,WI,Midwest,Seymour,Outagamie County (55087; primary),"Council Agenda (June 23, 2025) - Resolution RE 2025-164 Collective Bargaining Agreement Professional Police Association (attachment not shown in lead)",https://www.cityofseymourwi.org/vertical/sites/%7BB1F5A5BB-AA64-47A0-A2F4-761619E412D6%7D/uploads/06-23-25_Agenda-Council.pdf,https://cityofseymourwi.org/vertical/sites/%7BB1F5A5BB-AA64-47A0-A2F4-761619E412D6%7D/uploads/06-23-25_Agenda-Council.pdf,cityofseymourwi.org,agenda_packet_or_minutes,agenda_cover_sheet,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://cityofseymourwi.org/vertical/sites/%7BB1F5A5BB-AA64-47A0-A2F4-761619E412D6%7D/uploads/06-23-25_Agenda-Council.pdf,200,application/pdf,127776,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-1d7202656631e8a8ff02.pdf,127776,eadf0aa8801cca06ae26fcea92b58bfbdadffbd48aba0c654fc91b5443d70744,,,0,1,2026-07-28T19:33:06Z,2026-07-28T19:33:06Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-b359af59f2b693b53db1,CBCR-20260728-05255,B4XPAR-20260727-005736,BCV-20260728-04750,broad_4x1000_deduped,source_review_lane_003,9,WI,Midwest,Seymour,Outagamie County (55087; primary),"Regular Council Minutes (June 23, 2025) - Motion to approve Resolution RE 2025-164 Collective Bargaining Agreement Professional Police Association (text does not include CBA wage clauses)",https://www.cityofseymourwi.org/vertical/sites/%7BB1F5A5BB-AA64-47A0-A2F4-761619E412D6%7D/uploads/6-23-25_Minutes_Regular_Council.pdf,https://cityofseymourwi.org/vertical/sites/%7BB1F5A5BB-AA64-47A0-A2F4-761619E412D6%7D/uploads/6-23-25_Minutes_Regular_Council.pdf,cityofseymourwi.org,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://cityofseymourwi.org/vertical/sites/%7BB1F5A5BB-AA64-47A0-A2F4-761619E412D6%7D/uploads/6-23-25_Minutes_Regular_Council.pdf,200,application/pdf,72429,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-b359af59f2b693b53db1.pdf,72429,83212e28cf957ae75d32ba913b7b4efe496f505cf4b8de16ccb4a1ec55dcd62e,,,0,1,2026-07-28T19:33:06Z,2026-07-28T19:33:06Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-8a2d775171ba639b22e8,CBCR-20260728-05251,B4XPAR-20260727-005732,BCV-20260728-02069,broad_4x1000_deduped,source_review_lane_003,10,WI,Midwest,Seymour,Outagamie County (55087; primary),"Arbitration Award (Seymour Professional Police Officers Union Local 455-A, AFSCME) - City of Seymour (Police Department), WERC MA-6958",https://werc.wi.gov/grievance_awards/4430.pdf,https://werc.wi.gov/grievance_awards/4430.pdf,werc.wi.gov,arbitration_award,arbitration_award,high,verified_reachable,200,application/pdf,source_review_ready_high,retained_pdf,https://werc.wi.gov/grievance_awards/4430.pdf,200,application/pdf,45455,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-8a2d775171ba639b22e8.pdf,45455,873e0ceafe88466b94abc4b67cb95b09ae98bb8bdae9ec7853a099cc779b6fb9,,,0,1,2026-07-28T19:33:06Z,2026-07-28T19:33:06Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
