canonical_source_id,current_companion_path,expected_sha256,observed_sha256,match
00021ed21889afd2b2be7b47d8e6d4ed7cf7faf36a0a54f480df029dafcd874f,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/00/EXTPAYLOAD-16eb0e2040c2f2a828e9bcb0.visible_text.txt.gz,14435b064793963d00d3275b3eb964d4795702ac1fe7c2cda8514c78b56cf4d9,14435b064793963d00d3275b3eb964d4795702ac1fe7c2cda8514c78b56cf4d9,True
04ed497ab9ca3a44c2dda76911e1d28e947690521d704645b4002ced00f79a19,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-832bf1c5fe7651909a99.txt,bfc9fa4953f435a20b5c1a2d248560d4d20140f37a969b13425f7a0610fa00f9,bfc9fa4953f435a20b5c1a2d248560d4d20140f37a969b13425f7a0610fa00f9,True
09ec0539126ea2a4d157a1b94b99f33344fffc5ee69d188ab8fc37a2b584c362,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-999aeb2e5873cc58e5a7.txt,7e582c1dd923fa621b306d1feab82efcb970daf84edc64772a14da3035d9d48a,7e582c1dd923fa621b306d1feab82efcb970daf84edc64772a14da3035d9d48a,True
0ef3bc087f2650e164e9c7487c5bfa47bfc07e1070085b033168ac4d4701959a,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0e/EXTPAYLOAD-55b2756d47fcfa2e6ee3d01c.visible_text.txt.gz,eceb59d6be5d8706df8bb9c4650ce025b15b275bcfd2e76caa3359890d4f0d46,eceb59d6be5d8706df8bb9c4650ce025b15b275bcfd2e76caa3359890d4f0d46,True
14667319386dd4c62f1d7bc4ac330b12f68f7f5a7478303ae9609fc0af22dc0d,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-29cd68ae4417b6ea2681.txt,c1ffee25b59539ba98a6cbc9d151298cee65844a9edd272bc0d2b2ffae7d7605,c1ffee25b59539ba98a6cbc9d151298cee65844a9edd272bc0d2b2ffae7d7605,True
19acb38f01d896f6fa6b3fffd68168b4449b8290abefdcbff758295901b4233d,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-4b70983a6bba7eb9dec6.txt,73c302b58161320cbb8f1e2427f5f0a2d52945efb93ea16d17e82a5a5315e661,73c302b58161320cbb8f1e2427f5f0a2d52945efb93ea16d17e82a5a5315e661,True
1e8cac23a38b73d065d76754c17663543a174d50c06ec98f4fd5a910bae0ca6a,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-8cce8fc7959c1431a546.txt,a102ca6639ce51527e238f472125f9b524a8f1bbe9e7a3bcc1bcf16da1d9ea0a,a102ca6639ce51527e238f472125f9b524a8f1bbe9e7a3bcc1bcf16da1d9ea0a,True
23819893c4f880c6e3b0f193e24ed4b22d95c5079f8c615b781f4a91f598f5fb,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-439e365bb6feaa55b3a3.txt,c62f3b8c79474cf32cd53d4c5eb88bfac6a29d09eaae3204a9d808ac6d8e811f,c62f3b8c79474cf32cd53d4c5eb88bfac6a29d09eaae3204a9d808ac6d8e811f,True
2838eb612f38d804b19c126186aaa0ad20c548ab4bd603f584aa488b89016b4a,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-4d3f8516fa17de9a8a5b.txt,12e7a00fc70173bb8be3ec1079ee1f7208b69974f633cc1ab8f8324e29a6a215,12e7a00fc70173bb8be3ec1079ee1f7208b69974f633cc1ab8f8324e29a6a215,True
2d1f77c0f27a0172ae36d795bca8a189aa2a6d3a415e49f4109fd743b635812d,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2d/EXTPAYLOAD-e8f198892e58eeeb98bd1926.visible_text.txt.gz,85698eab2d60b0d041d2f1f03f765251642f13120bc764950901c49185fb53c0,85698eab2d60b0d041d2f1f03f765251642f13120bc764950901c49185fb53c0,True
