source_id,alias_id,alias_title,alias_filename,alias_URL,alias_municipality,alias_state,original_local_pointer_hash,alias_type
0048785d25b33294949a3bff1349fff2dffacc9ba72d274f2e3f654935401a44,ALIAS-000001,RS556-55be93c46c1c03fc1ff1,RS556-55be93c46c1c03fc1ff1.pdf,,,,94c006b6d6e3d574162ae0a83a96c188db0967eb55070f2bcb6a07b32ef3916d,exact_physical_duplicate
00e460774862dfce8e3897fbf41bbe1cd580b4ee90e6cf3e7506e31f6788ef7f,ALIAS-000002,RS429-6e8a479c3002532653bc,RS429-6e8a479c3002532653bc.pdf,,,,2d0930282859c5cef0eeeaaf308b48d19633c89623c5c358e5b81d3151bfdc3d,exact_physical_duplicate
02e960930acf8f5d0c626c651f0b54f87e9c49b7e6fe19630e8874bd4e9651fb,ALIAS-000003,RS556-3e3ec3fdc297bb3ba142,RS556-3e3ec3fdc297bb3ba142.pdf,,,,0f9e91163adbc01509b331b646b5d5bb9c27d8a9865ac877e69af73ab57decb1,exact_physical_duplicate
036c72618a4094b64abb18e87e732abe25c259912cb1b4867f1da311967382e1,ALIAS-000004,CBSRD-20260728-244cc99aa96d36fbe239,CBSRD-20260728-244cc99aa96d36fbe239.pdf,,,,fee9359e13103f8684d54076c3b3e919ff71b78b9cc0c99761bd8904f87a2ca4,exact_physical_duplicate
0503eac3612b140675362ef83276ca83becb91ef654f9c5c5ddbc511ee88cc1f,ALIAS-000005,RS556-3571125b6cfceaafccf7,RS556-3571125b6cfceaafccf7.pdf,,,,f712d0e0a4a1abd69dae20e100c4dc54ce4f9297fd1a9ccba517a9832406ccb7,exact_physical_duplicate
05f2c9c749e490885c7ed617bdade58e5c40f8a89e322edd6000b1b7db99dc20,ALIAS-000006,05f2c9c749e490885c7ed617bdade58e5c40f8a89e322edd6000b1b7db99dc20,05f2c9c749e490885c7ed617bdade58e5c40f8a89e322edd6000b1b7db99dc20.pdf,,,,924e28d4902b97d9aa08f2f3da8dd569119bd64072d2ffd730f0d243c1e0eae0,exact_physical_duplicate
07f1397ef101bc67413678bf17849567c6ed8e4fa72e9b324a0f63044457bbe5,ALIAS-000007,RS429-da3b4ce2e402ba4b240e,RS429-da3b4ce2e402ba4b240e.pdf,,,,7a736b68fae5805556b9f45b6d7af07a5bff0f196d0dbae848a4b5e055e0ae73,exact_physical_duplicate
0972e1dc8a8d34d5812c8858d9efcb69c606bdc72f606861be27cc8d70019770,ALIAS-000008,RMSRD-20260802-fac302f039af678735f3,RMSRD-20260802-fac302f039af678735f3.html,,,,6ee7b009ca3ecadcc33159e653819c18d3add2401845ce4f2c553f8467a93ec1,exact_physical_duplicate
0972e1dc8a8d34d5812c8858d9efcb69c606bdc72f606861be27cc8d70019770,ALIAS-000009,CBSRD-20260728-6f594ab1f1785b24446f,CBSRD-20260728-6f594ab1f1785b24446f.html,,,,90d9cbb7611a372438f48192902c1ef7d379001d998277811c52cf96c3d2120e,exact_physical_duplicate
0972e1dc8a8d34d5812c8858d9efcb69c606bdc72f606861be27cc8d70019770,ALIAS-000010,RS556-4d5f37f1244971d2622b,RS556-4d5f37f1244971d2622b.html,,,,4ef0f7d3be2c1af55f9ee564421086076b0701f647867308bb2a3c00c8653995,exact_physical_duplicate
09a7bcd6eda340b5280a92ce47d8707cd370964df473488b266d990c56e1be2d,ALIAS-000011,09a7bcd6eda340b5280a92ce47d8707cd370964df473488b266d990c56e1be2d,09a7bcd6eda340b5280a92ce47d8707cd370964df473488b266d990c56e1be2d.pdf,,,,ac84abc92e7209505f650468df7ffcfe2b5add82eb00dbc6c0d03a4741b4fbef,exact_physical_duplicate
0ae7119d60116a90859852f35555a924711ff64a8d4c5d638a6dcfd7f34a1864,ALIAS-000012,RS429-51e6f4507be1ce43e61d,RS429-51e6f4507be1ce43e61d.pdf,,,,db0f5110afad40cd06917a9943463b763fa8c84f68de2159b19798b3ba267964,exact_physical_duplicate
0b4015ca68ed785a32c4aad04f3328995f52f75cd7f91611eaacb1ee027a0cc2,ALIAS-000013,CBSRD-20260728-2d7250b86a27838717e7,CBSRD-20260728-2d7250b86a27838717e7.pdf,,,,067eeecc42ed79a2bbcf337062f95333b1b1fd777571674adf002b8a88e97ba1,exact_physical_duplicate
0b665cb2d54e575d955e69c5d20535cd2d679ae54d7f6de24e32fdc8daebcf4a,ALIAS-000014,RS556-36eaa2416e765b1640da,RS556-36eaa2416e765b1640da.pdf,,,,9452feec11f321599459195d423411b6af8a2b9c7f4852abd20ebf41350ee71b,exact_physical_duplicate
0c6716b5bb76efabec55235ffb80a556c05f59649feb09cef6cb657ffe4d826c,ALIAS-000015,0c6716b5bb76efabec55235ffb80a556c05f59649feb09cef6cb657ffe4d826c,0c6716b5bb76efabec55235ffb80a556c05f59649feb09cef6cb657ffe4d826c.pdf,,,,c6d0e1889d864d04d3eae203cfe0c50996885b13922a88d460f2fdf9c50fc129,exact_physical_duplicate
0e48d7e5a93c8954d71b52f1f48f725b6b7fb92b5a56ae81ef36be11511d3a9e,ALIAS-000016,0e48d7e5a93c8954d71b52f1f48f725b6b7fb92b5a56ae81ef36be11511d3a9e,0e48d7e5a93c8954d71b52f1f48f725b6b7fb92b5a56ae81ef36be11511d3a9e.pdf,,,,3cf72d049e3c436682796ce9f2fb314337b478d22800e2ad80402670f9a8368a,exact_physical_duplicate
