scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,sanitized_snippet,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,duplicate_locator_flag,prior_seen_locator_flag,candidate_quality_tier,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X2500LIVE-20260729-000001,B4X2500-20260729-02503,scout_lane_002,broad_4x2500_shard_002,worker_002,IA,Midwest,Alta,Buena Vista County (19021; primary),non_safety,non_safety,,unclear,"July 7, 2025 Alta City Council Meeting Minutes (FY26 Employee Wages $0.75/$1.00 raises)",https://altaiowa.org/wp-content/uploads/2025/08/2025-July-7-Minutes-ETR.pdf,altaiowa.org,https://altaiowa.org/wp-content/uploads/2025/08/2025-July-7-Minutes-ETR.pdf,agenda_packet_or_minutes,meeting_minutes,high,strike_or_no_strike_constraint;non_safety_constraint_signal,"Contains an operative council action on FY26 employee wages (non-safety/ordinary municipal staff wage setting), which is potentially relevant to non-safety labor pay policy sources.",salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000002,B4X2500-20260729-02503,scout_lane_002,broad_4x2500_shard_002,worker_002,IA,Midwest,Alta,Buena Vista County (19021; primary),unclear,unclear,,unclear,"Alta, Iowa City Council Minutes & Agendas landing page",https://altaiowa.org/city-government/city-council/minutes-agendas/,altaiowa.org,https://altaiowa.org/city-government/city-council/minutes-agendas,agenda_packet_or_minutes,index_page,high,non_safety_constraint_signal,Provides official municipal meeting document repository where wage ordinances/policy attachments or labor-related agenda items may be found for police/fire/non-safety employees.,salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000003,B4X2500-20260729-02507,scout_lane_002,broad_4x2500_shard_002,worker_002,IA,Midwest,Armstrong,Emmet County (19063; primary),non_safety,non_safety,AFSCME Iowa Council 61,unclear,Fall 2026 Recertification and Retention Election — Bargaining Units (includes City of Armstrong / AFSCME Iowa Council 61),https://eab.iowa.gov/public-collective-bargaining/fall-2026-recertification-and-retention-election,eab.iowa.gov,https://eab.iowa.gov/public-collective-bargaining/fall-2026-recertification-and-retention-election,unknown_or_needs_review,index_page,low,non_safety_constraint_signal,"Indicates AFSCME Iowa Council 61 has a bargaining unit for the City of Armstrong municipal employer, which may cover ordinary municipal/non-safety employees.",personnel_policy,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000004,B4X2500-20260729-02507,scout_lane_002,broad_4x2500_shard_002,worker_002,IA,Midwest,Armstrong,Emmet County (19063; primary),non_safety,non_safety,AFSCME Iowa Council 61 (Local 1639 referenced in other city/union coverage),unclear,Armstrong Journal (news coverage) — Extension approved to the Collective Bargaining Agreement; wage schedule/provisions effective dates mentioned,https://cdn2.creativecirclemedia.com/stateline/files/20220208-210445-ArmstrongJournal-2020-8-12.pdf,cdn2.creativecirclemedia.com,https://cdn2.creativecirclemedia.com/stateline/files/20220208-210445-ArmstrongJournal-2020-8-12.pdf,wage_schedule,context_only,high,non_safety_constraint_signal,May help locate the binding non-safety wage schedule/provisions for City employees represented by AFSCME.,personnel_policy,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000005,B4X2500-20260729-02509,scout_lane_002,broad_4x2500_shard_002,worker_002,IA,Midwest,Avoca,Pottawattamie County (19155; primary),non_safety,non_safety,,"Five years through April 30, 2031 (effective/approved April 21, 2026; employment effective April 30, 2026)",Resolution No. 26-0421-09: Approving the Employment Agreement for Teresa M. Hoepner as City Clerk/Finance Director (includes approved employment terms),https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/5737/Coa/172fb24d-1a56-4f1d-8cdf-9beec1f59534/04-21-2026-Council-Packet.pdf?disposition=inline,files-backend.assets.thrillshare.com,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/5737/Coa/172fb24d-1a56-4f1d-8cdf-9beec1f59534/04-21-2026-Council-Packet.pdf,mou_or_memorandum,memorandum_or_settlement,medium,non_safety_constraint_signal,Provides official City-of-Avoca municipal employment terms and wage/salary adjustment language for an ordinary municipal civilian role (City Clerk/Finance Director).,local_pay_policy,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000006,B4X2500-20260729-02513,scout_lane_002,broad_4x2500_shard_002,worker_002,IA,Midwest,Clarence,Cedar County (19031; primary),unclear,unclear,,unclear,City Council Minutes & Agendas (index/landing page),https://clarenceia.org/meeting-agendas-minutes/,clarenceia.org,https://clarenceia.org/meeting-agendas-minutes,budget_or_pay_plan,index_page,high,non_safety_constraint_signal,"Municipal council agenda/minutes PDFs are a primary location where cities may post resolutions approving labor contracts, wage MOUs/settlements, or compensation/pay plan policies.",mou_settlement,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000007,B4X2500-20260729-02513,scout_lane_002,broad_4x2500_shard_002,worker_002,IA,Midwest,Clarence,Cedar County (19031; primary),unclear,unclear,,unclear,"City of Clarence, IA — Code of Ordinances (PDF; compensation-related sections may be inside)",https://clarenceia.org/wp-content/uploads/2024/01/Code-Clarence-Ver-2023-August.pdf,clarenceia.org,https://clarenceia.org/wp-content/uploads/2024/01/Code-Clarence-Ver-2023-August.pdf,wage_schedule,ordinance_or_policy,high,non_safety_constraint_signal,"If Clarence codifies pay schedules/classifications in ordinance form, it can function as an authoritative civilian wage setting/policy reference.",mou_settlement,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000008,B4X2500-20260729-02516,scout_lane_002,broad_4x2500_shard_002,worker_002,IA,Midwest,Corydon,Wayne County (19185; primary),non_safety,non_safety,,unclear,"City Council Meeting Minutes (Jan 14, 2026) — Starting Wage for City Crew Hire",https://cityofcorydoniowa.com/documents/657/MINUTES_Jan_14.pdf,cityofcorydoniowa.com,https://cityofcorydoniowa.com/documents/657/MINUTES_Jan_14.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,Shows a municipal wage-setting action for ordinary city employees (non-sworn/civilian city crew).,budget_pay_plan,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000009,B4X2500-20260729-02516,scout_lane_002,broad_4x2500_shard_002,worker_002,IA,Midwest,Corydon,Wayne County (19185; primary),unclear,unclear,,unclear,City of Corydon Minutes (Landing Page / Document Index),https://cityofcorydoniowa.com/minutes,cityofcorydoniowa.com,https://cityofcorydoniowa.com/minutes,agenda_packet_or_minutes,index_page,high,,"Potential discovery entry point for Corydon, IA municipal labor-related wage actions and policy/ordinance attachments.",budget_pay_plan,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000010,B4X2500-20260729-02518,scout_lane_002,broad_4x2500_shard_002,worker_002,IA,Midwest,Dayton,Webster County (19187; primary),unknown,unknown,,unclear,City minutes 1-08-25,https://www.daytoniowa.org/_files/ugd/f91ede_acf6f5d2bc7c4ba3a1b04870fda78bef.docx?dn=city+minutes+1-08-25.docx,daytoniowa.org,https://daytoniowa.org/_files/ugd/f91ede_acf6f5d2bc7c4ba3a1b04870fda78bef.docx,agenda_packet_or_minutes,meeting_minutes,high,,City council/minutes documents can sometimes include attachments or agenda items adopting or amending municipal pay/labor policies.,compensation_classification_study,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
