readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at,extraction_status,extraction_method,extraction_timestamp,extracted_text_artifact_path,extracted_text_sha256,extracted_text_byte_size,character_count,approximate_word_count,line_count,page_count_input,pages_successfully_parsed,empty_page_count,characters_per_page,quality_flags,boilerplate_or_noise_flag,error_class,error_message_redacted,span_extraction_run_flag,rating_run_flag,ingestion_run_flag,codification_run_flag,pages_attempted,pages_extracted,pages_failed_or_problematic,extracted_character_count,extracted_byte_count,extraction_reason_code,span_queue_id,span_lane_id,span_lane_sequence,span_queue_locked_at
RMRDY-20260802-6662355f96b5cedc55bf,readiness_lane_004,410,html,html,RMSRD-20260802-2a18b6245441c7fdf253,RMV-20260801-01343,BRM5C-BRM5-20260731-06653-01,BRM5-20260731-06653,NY,Northeast,Ancram,Local Law #5 of 2021 — A Local Law Establishing the 2022 Salary of Certain Town of Ancram Elected Officials Serving for Fixed Terms,https://www.ancramny.org/8639-2/,https://ancramny.org/8639-2,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-2a18b6245441c7fdf253.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-2a18b6245441c7fdf253.html,sha256:acf1fb35986078623aba5a5bd2847e1c20a25e8c2cb47173d53c2fa163be545b,locally_available,local_only_not_replicated,local_research_workspace,228057,acf1fb35986078623aba5a5bd2847e1c20a25e8c2cb47173d53c2fa163be545b,228057,acf1fb35986078623aba5a5bd2847e1c20a25e8c2cb47173d53c2fa163be545b,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,4824,82,57,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:47:09Z,false,false,RMTXT-20260802-728803fb554cb33366bc,text_extraction_lane_004,488,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-2a18b6245441c7fdf253.html,2026-08-02T17:52:04Z,extracted_ok,stdlib_htmlparser_visible_text_cleanup,2026-08-02T18:18:55Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-728803fb554cb33366bc.txt,ca2941870191b5414753406efd077ed7cbd2f60d98f456baf96d7f0456bfbeef,2396,2373,403,72,,,,,,false,,,false,false,false,false,,,,2373,2396,usable_text_extracted,B4X2500SPQ-20260730-817e595b79117abe759a,span_extraction_lane_004,1,2026-08-02T20:36:46Z
RMRDY-20260802-19b2f020b7b1fa4a94df,readiness_lane_003,529,pdf,pdf,RMSRD-20260802-551b9cfa64ef6afad839,RMV-20260801-03812,BRM5C-BRM5-20260731-03843-02,BRM5-20260731-03843,IL,Midwest,Andalusia,"Village of Andalusia Board Minutes (April 6, 2026) — Resolution 2026-03-18 adding a pay schedule (no wage text in minutes)",https://villageofandalusiail.org/documents-toolbar/minutes/780-2026-04-06-minutes/file,https://villageofandalusiail.org/documents-toolbar/minutes/780-2026-04-06-minutes/file,wage_schedule,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-551b9cfa64ef6afad839.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-551b9cfa64ef6afad839.pdf,sha256:9e82eb5b3ff942d05a1a6b145cc90ecb02f2703362127fe4ace672bad2a7ad6b,locally_available,local_only_not_replicated,local_research_workspace,228974,9e82eb5b3ff942d05a1a6b145cc90ecb02f2703362127fe4ace672bad2a7ad6b,228974,9e82eb5b3ff942d05a1a6b145cc90ecb02f2703362127fe4ace672bad2a7ad6b,integrity_pass,application/pdf,4,false,false,true,3,3951,1317.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:13Z,false,false,RMTXT-20260802-8f0fe7a56973ebbe5b7e,text_extraction_lane_002,303,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-551b9cfa64ef6afad839.pdf,2026-08-02T17:52:03Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:00:25Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-8f0fe7a56973ebbe5b7e.txt,8dbe75b0d2fd55f3185b9d435ad2beb0a8b1500814eb1e448aaa150085539593,5973,5950,1044,119,4,4,,1487.5,,false,,,false,false,false,false,4,4,0,5950,5973,usable_text_extracted,B4X2500SPQ-20260730-5545b530886bfc5ad301,span_extraction_lane_004,2,2026-08-02T20:36:46Z
RMRDY-20260802-0180b34612ba62d89230,readiness_lane_001,446,pdf,pdf,RMSRD-20260802-d097d645af2d71a0dd63,RMV-20260801-00161,BRM5C-BRM5-20260731-17419-01,BRM5-20260731-17419,OH,Midwest,Washington,the regular session of the Washington Township Trustees — Hourly Pay Scale for Township Employees (FY 2019),https://www.washtwp.net/uploads/1/0/2/9/102989274/01-2019.pdf,https://washtwp.net/uploads/1/0/2/9/102989274/01-2019.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-d097d645af2d71a0dd63.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-d097d645af2d71a0dd63.pdf,sha256:0a1e45c1faf9748864462bc988edbc20c8411f5d6adfa701e8fb1fa0bda988c5,locally_available,local_only_not_replicated,local_research_workspace,477378,0a1e45c1faf9748864462bc988edbc20c8411f5d6adfa701e8fb1fa0bda988c5,477378,0a1e45c1faf9748864462bc988edbc20c8411f5d6adfa701e8fb1fa0bda988c5,integrity_pass,application/pdf,4,false,false,true,3,11034,3678.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:10Z,false,false,RMTXT-20260802-f55a88fe00336f878fc6,text_extraction_lane_002,124,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-d097d645af2d71a0dd63.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:00:20Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-f55a88fe00336f878fc6.txt,464a3df01983d04112389421eb31f8b569248ce6336c9b70856a8ad74d2b50f7,16155,15925,2727,260,4,4,,3981.25,,false,,,false,false,false,false,4,4,0,15925,16155,usable_text_extracted,B4X2500SPQ-20260730-a4aebf4df294b66c69a1,span_extraction_lane_004,3,2026-08-02T20:36:46Z
RMRDY-20260802-8155304b84c49103e893,readiness_lane_001,408,pdf,pdf,RMSRD-20260802-dab1c0799780d994f5a0,RMV-20260801-02392,BRM5C-BRM5-20260731-01050-01,BRM5-20260731-01050,MI,Midwest,Bingham,Bingham Township Annual Meeting Agenda (FY 2025-2026 Salary Resolutions referenced by resolution numbers),https://cms3.revize.com/revize/leelanaucounty/Documents/Townships/Bingham/Agenda%20and%20Minutes/2025-06-16%20Annual%20Meeting%20Agenda%20-%20revised.pdf,https://cms3.revize.com/revize/leelanaucounty/Documents/Townships/Bingham/Agenda%20and%20Minutes/2025-06-16%20Annual%20Meeting%20Agenda%20-%20revised.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-dab1c0799780d994f5a0.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-dab1c0799780d994f5a0.pdf,sha256:00fe7520606fd54e40d14cdb6bed9cc71db685e15ffb65cf39fe05b2c8e7997d,locally_available,local_only_not_replicated,local_research_workspace,163801,00fe7520606fd54e40d14cdb6bed9cc71db685e15ffb65cf39fe05b2c8e7997d,163801,00fe7520606fd54e40d14cdb6bed9cc71db685e15ffb65cf39fe05b2c8e7997d,integrity_pass,application/pdf,1,false,false,true,1,818,818.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:09Z,false,false,RMTXT-20260802-20c91dcf5b9f435eb689,text_extraction_lane_003,355,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-dab1c0799780d994f5a0.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:10:49Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-20c91dcf5b9f435eb689.txt,2c0d520725217d58033bb5dfccf53bb4d5f94c666181d6db15a52bbe68ca8bee,1047,1039,168,36,1,1,,1039.0,,false,,,false,false,false,false,1,1,0,1039,1047,usable_text_extracted,B4X2500SPQ-20260730-f322e92d87eb769f8bca,span_extraction_lane_004,4,2026-08-02T20:36:46Z
RMRDY-20260802-35647c193b622a7328c3,readiness_lane_004,215,pdf,pdf,RMSRD-20260802-3e940fc21703b94aa177,RMV-20260801-02592,BRM5C-BRM5-20260731-06448-03,BRM5-20260731-06448,WI,Midwest,Franklin,"City of Franklin Employees, Local No. 2, AFSCME, AFL-CIO and City of Franklin — MA-11061 (Robert Allmon Grievance)",https://werc.wi.gov/grievance_awards/6276.pdf,https://werc.wi.gov/grievance_awards/6276.pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-3e940fc21703b94aa177.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-3e940fc21703b94aa177.pdf,sha256:5581d7228a61bf176c1a7f720d60b419caf327d39bb2008deee3d9020712084d,locally_available,local_only_not_replicated,local_research_workspace,94056,5581d7228a61bf176c1a7f720d60b419caf327d39bb2008deee3d9020712084d,94056,5581d7228a61bf176c1a7f720d60b419caf327d39bb2008deee3d9020712084d,integrity_pass,application/pdf,11,false,false,true,3,3899,1299.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:47:05Z,false,false,RMTXT-20260802-dd008ffb12d3674712b9,text_extraction_lane_003,348,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-3e940fc21703b94aa177.pdf,2026-08-02T17:52:04Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:10:48Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-dd008ffb12d3674712b9.txt,eb97dcf5619102d55f8be521c856cebb8703b92d9fe96ad44dc3c9ed69bccd9d,23935,23709,4044,454,11,11,,2155.36,,false,,,false,false,false,false,11,11,0,23709,23935,usable_text_extracted,B4X2500SPQ-20260730-ad916e5b0a889d9578cf,span_extraction_lane_004,5,2026-08-02T20:36:46Z
RMRDY-20260802-8de792f4630af0d0e2ec,readiness_lane_005,65,pdf,pdf,RMSRD-20260802-91d2e1d6852fe56bff21,RMV-20260801-00752,BRM5C-BRM5-20260731-10815-01,BRM5-20260731-10815,PA,Northeast,Moore,"Moore Township Board of Supervisors Minutes (Oct. 12, 2022) — wage adjustment references",https://mooretownship.org/minutes/12oct22.pdf,https://mooretownship.org/minutes/12oct22.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-91d2e1d6852fe56bff21.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-91d2e1d6852fe56bff21.pdf,sha256:dd1544721003bfcc15ac7ac6963adaad0e138a3a98ed8f1d7e17ce3b829f0327,locally_available,local_only_not_replicated,local_research_workspace,141043,dd1544721003bfcc15ac7ac6963adaad0e138a3a98ed8f1d7e17ce3b829f0327,141043,dd1544721003bfcc15ac7ac6963adaad0e138a3a98ed8f1d7e17ce3b829f0327,integrity_pass,application/pdf,4,false,false,true,3,8342,2780.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:55:02Z,false,false,RMTXT-20260802-e714a91ec549f1f33931,text_extraction_lane_004,390,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-91d2e1d6852fe56bff21.pdf,2026-08-02T17:52:04Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:18:51Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-e714a91ec549f1f33931.txt,8e754afdf6667e24bee385f28397bee1a1255af1b4919288bbdd1d9df52b0df5,13203,13183,2160,195,4,4,,3295.75,,false,,,false,false,false,false,4,4,0,13183,13203,usable_text_extracted,B4X2500SPQ-20260730-c057456421a8457d60d5,span_extraction_lane_004,6,2026-08-02T20:36:46Z
RMRDY-20260802-97ab243cca12e233d105,readiness_lane_002,248,pdf,pdf,RMSRD-20260802-1db81d7345aff7e114d0,RMV-20260801-03816,BRM5C-BRM5-20260731-12748-01,BRM5-20260731-12748,MN,Midwest,McGregor,Fire Protection Contract - City of McGregor (Unorganized Town 47-24 / Davidson Township) — includes payment/term but not firefighter CBA wage schedule,https://www.aitkincountymn.gov/board/2025/02-25-2025/pdf/2O%20-%20Approve%20Fire%20Protection%20Contract%20-%20City%20of%20McGregor.pdf,https://aitkincountymn.gov/board/2025/02-25-2025/pdf/2O%20-%20Approve%20Fire%20Protection%20Contract%20-%20City%20of%20McGregor.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-1db81d7345aff7e114d0.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-1db81d7345aff7e114d0.pdf,sha256:f3c3b13bf63038f9e21a9b0a3c42c6c9efd7bc976b94afd5bc01829f3c3f5e5f,locally_available,local_only_not_replicated,local_research_workspace,1941473,f3c3b13bf63038f9e21a9b0a3c42c6c9efd7bc976b94afd5bc01829f3c3f5e5f,1941473,f3c3b13bf63038f9e21a9b0a3c42c6c9efd7bc976b94afd5bc01829f3c3f5e5f,integrity_pass,application/pdf,4,false,false,true,3,4066,1355.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:07Z,false,false,RMTXT-20260802-fc7f35559c116a463ec2,text_extraction_lane_001,360,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-1db81d7345aff7e114d0.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:28Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-fc7f35559c116a463ec2.txt,595b739d2fee508e67ef2e1325823399ec2097c5a853288d5cff49704e0c25ff,5574,5574,949,142,4,4,,1393.5,,false,,,false,false,false,false,4,4,0,5574,5574,usable_text_extracted,B4X2500SPQ-20260730-7f16965dee9f2ebae2ef,span_extraction_lane_004,7,2026-08-02T20:36:46Z
RMRDY-20260802-4426aa4c485048d738b4,readiness_lane_004,335,pdf,pdf,RMSRD-20260802-f237a91ca9936a2b21e2,RMV-20260801-03800,BRM5C-BRM5-20260731-04937-01,BRM5-20260731-04937,MI,Midwest,Negaunee,Agreement between Teamsters Local No. 328 and City (Negaunee) (Schedule A/B; duration + wage schedules + longevity language),https://archive.lib.msu.edu/LIR/contracts/c7099.pdf,https://archive.lib.msu.edu/LIR/contracts/c7099.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-f237a91ca9936a2b21e2.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-f237a91ca9936a2b21e2.pdf,sha256:73e9a023306d7eb0317301374f2848229be098d698f6cab8fa5afaa831c2c542,locally_available,local_only_not_replicated,local_research_workspace,3325241,73e9a023306d7eb0317301374f2848229be098d698f6cab8fa5afaa831c2c542,3325241,73e9a023306d7eb0317301374f2848229be098d698f6cab8fa5afaa831c2c542,integrity_pass,application/pdf,18,false,false,true,3,3786,1262.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:47:08Z,false,false,RMTXT-20260802-229eb7bc7c5b156c796d,text_extraction_lane_001,439,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-f237a91ca9936a2b21e2.pdf,2026-08-02T17:52:04Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:31Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-229eb7bc7c5b156c796d.txt,a3f634d7ad034506aa711e0df0e3b5129b5b903cfdddbf597122ba8579dc2ec9,32690,32690,5505,816,18,18,,1816.11,,false,,,false,false,false,false,18,18,0,32690,32690,usable_text_extracted,B4X2500SPQ-20260730-33040881e13c93894eb7,span_extraction_lane_004,8,2026-08-02T20:36:46Z
RMRDY-20260802-362361df6941a7178fd0,readiness_lane_004,231,pdf,pdf,RMSRD-20260802-ab21c8c813914bd6ff1d,RMV-20260801-02359,BRM5C-BRM5-20260731-15364-01,BRM5-20260731-15364,IL,Midwest,Oregon-Nashua,"Monthly Meeting Minutes — April 12, 2022",https://oregon-nashuatownship.org/wp-content/uploads/2024/01/Monthly-Meeting-Minutes-2022-April.pdf,https://oregon-nashuatownship.org/wp-content/uploads/2024/01/Monthly-Meeting-Minutes-2022-April.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-ab21c8c813914bd6ff1d.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-ab21c8c813914bd6ff1d.pdf,sha256:6d7d1c01bb1aa4372a851f8a6f66cac68a11131055e7ea56800bb61a984c992f,locally_available,local_only_not_replicated,local_research_workspace,56813,6d7d1c01bb1aa4372a851f8a6f66cac68a11131055e7ea56800bb61a984c992f,56813,6d7d1c01bb1aa4372a851f8a6f66cac68a11131055e7ea56800bb61a984c992f,integrity_pass,application/pdf,6,false,false,true,3,2227,742.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:47:05Z,false,false,RMTXT-20260802-50df2d9c4fad0d45bfdd,text_extraction_lane_002,393,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-ab21c8c813914bd6ff1d.pdf,2026-08-02T17:52:04Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:00:27Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-50df2d9c4fad0d45bfdd.txt,3a7416a1aaa86f84eab1ea69a924f64414aa670604ed1b70543adb27e3bb798d,5157,5107,858,180,6,6,,851.17,,false,,,false,false,false,false,6,6,0,5107,5157,usable_text_extracted,B4X2500SPQ-20260730-350ac8aeb21df33e76f3,span_extraction_lane_004,9,2026-08-02T20:36:46Z
RMRDY-20260802-937f0b460c6ae3ade765,readiness_lane_002,63,pdf,pdf,RMSRD-20260802-3df6c8a5f616eb28ff4a,RMV-20260801-02158,BRM5C-BRM5-20260731-16486-02,BRM5-20260731-16486,MN,Midwest,Mantorville,City Council Packet (benefits/wage-related content; references Personnel Policy),https://www.mantorville.com/City/wp-content/uploads/2024/08/Packet-8.26.24.pdf,https://mantorville.com/City/wp-content/uploads/2024/08/Packet-8.26.24.pdf,personnel_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-3df6c8a5f616eb28ff4a.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-3df6c8a5f616eb28ff4a.pdf,sha256:73ec657055e1a66c3f78f60209c880b7660e6863b08ae6ae829191593cefef79,locally_available,local_only_not_replicated,local_research_workspace,18255968,73ec657055e1a66c3f78f60209c880b7660e6863b08ae6ae829191593cefef79,18255968,73ec657055e1a66c3f78f60209c880b7660e6863b08ae6ae829191593cefef79,integrity_pass,application/pdf,156,false,false,true,3,1783,594.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:02Z,false,false,RMTXT-20260802-17602e530ac1034c8b9a,text_extraction_lane_005,364,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-3df6c8a5f616eb28ff4a.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:26:51Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-17602e530ac1034c8b9a.txt,ec316cd2e9bbdd38063a37122acbf96602c25cb19c8d7b60bd48d9a97dc97d5c,182654,182208,32810,4163,156,156,,1168.0,,false,,,false,false,false,false,156,156,0,182208,182654,usable_text_extracted,B4X2500SPQ-20260730-bbab20ccde77b7b621a4,span_extraction_lane_004,10,2026-08-02T20:36:46Z
