extraction_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,source_locator_lineage,extracted_text_artifact_path,extracted_text_sha256,extracted_character_count,extracted_byte_count,pdf_page_count,source_span_status,span_count_total,quant_span_count,qual_span_count,context_span_count,strongest_evidence_category,strongest_evidence_family,strongest_confidence_score,has_quantitative_compensation_evidence,has_qualitative_mechanism_evidence,has_mixed_quant_qual_evidence,has_safety_side_evidence,has_non_safety_side_evidence,has_comparison_potential,has_growth_or_adjustment_mechanism,has_non_base_compensation,has_bargaining_or_dispute_process,source_level_summary_rationale,lane_id,reason_code,error_class,error_message_redacted
RMTXT-20260802-00c5baf1ccb5b75199af,RMSRD-20260802-614f94c1a9c60ac9d4ce,RMSRD-20260802-614f94c1a9c60ac9d4ce,BRM5C-BRM5-20260731-06574-01,Russell,WI,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-06574-01"", ""final"": ""https://townrussell.com/files/minutes/2020.pdf"", ""original"": ""https://townrussell.com/files/minutes/2020.pdf"", ""scout_target_id"": ""BRM5-20260731-06574""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-00c5baf1ccb5b75199af.txt,242655c632a3bec93736491d47ab2e05dffb924780388178cde24517d0ee9ed2,55751,55921,31,span_positive,4,4,0,0,quant_base_wage_direct_value,quantitative_compensation,0.94,True,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 4 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-018988e6e1a322cbc35e,RMSRD-20260802-4c74bd56ddd052c11df6,RMSRD-20260802-4c74bd56ddd052c11df6,BRM5C-BRM5-20260731-06788-01,Parish,NY,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-06788-01"", ""final"": ""https://townofparish-ny.us/wp-content/uploads/2024/05/Parish-town-board-meeting-minutes-Thursday-April-18-2024.pdf"", ""original"": ""https://townofparish-ny.us/wp-content/uploads/2024/05/Parish-town-board-meeting-minutes-Thursday-April-18-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-06788""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-018988e6e1a322cbc35e.txt,69d21eeb5348a51904aae991990955fc329ac4fc89b9baeb3d30f8ba3cca7a2c,12032,12092,4,span_positive,2,0,2,0,qual_collective_bargaining,qualitative_mechanism,0.86,False,True,False,False,False,False,False,False,True,"Deterministic bounded extraction found 0 quantitative, 2 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-01cbe7bc6192ec51bc77,RMSRD-20260802-6fac6a8009ca3a3a0eba,RMSRD-20260802-6fac6a8009ca3a3a0eba,BRM5C-BRM5-20260731-07678-01,Dry Grove,IL,Midwest,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,"{""candidate_id"": ""BRM5C-BRM5-20260731-07678-01"", ""final"": ""https://drygrovetownship.org/wp-content/uploads/2024/12/Salary-Resolution-2025-2029-to-post.pdf"", ""original"": ""https://drygrovetownship.org/wp-content/uploads/2024/12/Salary-Resolution-2025-2029-to-post.pdf"", ""scout_target_id"": ""BRM5-20260731-07678""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-01cbe7bc6192ec51bc77.txt,b89386ee8192436423a3272f6b98206b739a47dde65bdfda7d6f32f3b9730114,1864,1884,2,span_positive,1,1,0,0,quant_base_wage_direct_value,quantitative_compensation,0.94,True,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 1 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-0262569dfc0efd284bd9,RMSRD-20260802-af6ab045455d0cd7fe1a,RMSRD-20260802-af6ab045455d0cd7fe1a,BRM5C-BRM5-20260731-13912-04,Decatur,WI,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-13912-04"", ""final"": ""https://cdn.townweb.com/townofdecaturwi.gov/wp-content/uploads/2016/01/2018-Budget-Worksheet.pdf"", ""original"": ""https://cdn.townweb.com/townofdecaturwi.gov/wp-content/uploads/2016/01/2018-Budget-Worksheet.pdf"", ""scout_target_id"": ""BRM5-20260731-13912""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-0262569dfc0efd284bd9.txt,0ef0f71a74a03de307311caf0bd0021914b7c6e65ee6e8a8e8690404ab67f711,6051,6051,5,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-02a4ea219aa4e9c460da,RMSRD-20260802-27ea44eaca39c925a31f,RMSRD-20260802-27ea44eaca39c925a31f,BRM5C-BRM5-20260731-06999-01,Haines,PA,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-06999-01"", ""final"": ""https://hainestwp.org/wp-content/uploads/2025/01/BOS-AGENDA-01-06-25.pdf"", ""original"": ""https://hainestwp.org/wp-content/uploads/2025/01/BOS-AGENDA-01-06-25.pdf"", ""scout_target_id"": ""BRM5-20260731-06999""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-02a4ea219aa4e9c460da.txt,f2774d652b151ebd4dfd2a0f3beb24daaea10d49b4b6fa364971738b19bc02e6,3593,3669,2,span_positive,6,3,3,0,quant_base_wage_direct_value,quantitative_compensation,0.94,True,True,True,False,False,False,False,False,False,"Deterministic bounded extraction found 3 quantitative, 3 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-02b418d3b2e7dbcdbced,RMSRD-20260802-794a2a2b0eb1339c061f,RMSRD-20260802-794a2a2b0eb1339c061f,BRM5C-BRM5-20260731-01259-02,Torch Lake,MI,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal;fiscal_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-01259-02"", ""final"": ""https://torchlaketownship.org/boardmin/2023.03.21.pdf"", ""original"": ""https://torchlaketownship.org/boardmin/2023.03.21.pdf"", ""scout_target_id"": ""BRM5-20260731-01259""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-02b418d3b2e7dbcdbced.txt,33f24719d80f6728ba2f993852775eb2dfb7e225cf6c619af9825f1b0639c423,9161,9177,3,span_positive,7,7,0,0,quant_budget_or_pay_plan_amount,quantitative_compensation,0.94,True,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 7 quantitative, 0 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-03fe7b0190b6628dc10c,RMSRD-20260802-fde3c6ae7e28cedaaa68,RMSRD-20260802-fde3c6ae7e28cedaaa68,BRM5C-BRM5-20260731-14722-01,West Nottingham,PA,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-14722-01"", ""final"": ""https://wnt-gov.org/files/01-07-19_BOS_Org_Minutes.pdf"", ""original"": ""https://wnt-gov.org/files/01-07-19_BOS_Org_Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-14722""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-03fe7b0190b6628dc10c.txt,5831965f3f24414b573518606b5195a3edcb083c398491a4f38e2b9f7b008c6b,13670,13766,6,span_positive,5,3,2,0,quant_percentage_raise_or_cola,quantitative_compensation,0.94,True,True,True,False,False,False,True,False,False,"Deterministic bounded extraction found 3 quantitative, 2 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-053df80a2dcb3b5670b6,RMSRD-20260802-c8629d6ec06fa1b560c4,RMSRD-20260802-c8629d6ec06fa1b560c4,BRM5C-BRM5-20260731-12785-01,Oronoco,MN,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-12785-01"", ""final"": ""https://oronoco.com/vertical/sites/%7B0EACF6BF-709F-42E8-AA6B-876F32576E1A%7D/uploads/City_Council_Regular_Meeting_-_Dec_16_2025%281%29.pdf"", ""original"": ""https://www.oronoco.com/vertical/sites/%7B0EACF6BF-709F-42E8-AA6B-876F32576E1A%7D/uploads/City_Council_Regular_Meeting_-_Dec_16_2025%281%29.pdf"", ""scout_target_id"": ""BRM5-20260731-12785""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-053df80a2dcb3b5670b6.txt,eccf908740bc9107d6d4bc0b021de0da24e1e914c25f95cc51353f09e5865d10,755738,757483,349,span_positive,20,9,11,0,quant_percentage_raise_or_cola,quantitative_compensation,0.94,True,True,True,False,False,False,True,True,False,"Deterministic bounded extraction found 9 quantitative, 11 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-05d21c7a37efbca77919,RMSRD-20260802-256fcd149c18d93aa57e,RMSRD-20260802-256fcd149c18d93aa57e,BRM5C-BRM5-20260731-06370-01,Almond,WI,Midwest,pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint,"{""candidate_id"": ""BRM5C-BRM5-20260731-06370-01"", ""final"": ""https://villageofalmondwi.gov/wp-admin/Webpage/Almond02-24update.pdf"", ""original"": ""https://villageofalmondwi.gov/wp-admin/Webpage/Almond02-24update.pdf?_t=1705956833"", ""scout_target_id"": ""BRM5-20260731-06370""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-05d21c7a37efbca77919.txt,5873ee34a4296e7ef1156de51abfd0ba7a52234318ff18932f1da833ee79b3cd,58185,58387,36,span_positive,4,0,4,0,qual_market_recruitment_retention_pressure,qualitative_mechanism,0.86,False,True,False,False,False,False,False,False,True,"Deterministic bounded extraction found 0 quantitative, 4 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,one_or_more_rating_eligible_deterministic_spans_found,,
RMTXT-20260802-0633f0809d26d30806f4,RMSRD-20260802-966c3987f33f4effa4a0,RMSRD-20260802-966c3987f33f4effa4a0,BRM5C-BRM5-20260731-14525-01,Lehman,PA,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-14525-01"", ""final"": ""https://lehmantwp.com/wp-content/uploads/2022/12/2023-REORGANIZATION-AGENDA.pdf"", ""original"": ""https://lehmantwp.com/wp-content/uploads/2022/12/2023-REORGANIZATION-AGENDA.pdf"", ""scout_target_id"": ""BRM5-20260731-14525""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-0633f0809d26d30806f4.txt,e9acb4b391ec4374082c09f588be4ab58e283eaf5be6249c485ab36fdc5c6e3d,5017,5023,2,span_positive,3,1,2,0,quant_allowance_or_reimbursement,quantitative_compensation,0.94,True,True,True,True,False,False,False,True,False,"Deterministic bounded extraction found 1 quantitative, 2 qualitative, and 0 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,one_or_more_rating_eligible_deterministic_spans_found,,
