span_id,extraction_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,evidence_category,evidence_family,span_text_snippet,normalized_snippet_length,surrounding_context_snippet,page_number,section_heading,character_start_offset,character_end_offset,table_like_flag,currency_value_flag,percent_value_flag,date_or_effective_period_flag,position_or_unit_flag,safety_side_hint,comparison_potential_flag,mechanism_signal_flag,quantitative_signal_flag,confidence_score,reason_codes,source_locator_lineage,extracted_text_artifact_path,lane_id,span_sha256
BRMSPAN-20260802-2ee955bcabdec0e2179031c1,RMTXT-20260802-010ee3bd760afb9daca9,RMSRD-20260802-1253452d2313ba605080,RMSRD-20260802-1253452d2313ba605080,BRM5C-BRM5-20260731-01244-02,Sheridan,MI,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,weak_or_ambiguous_compensation_signal,context," Motion by Jim to pay the
",24,,,BOARD MEETING:,666,692,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-01244-02"", ""final"": ""https://sheridantwpclareco.com/wp-content/uploads/2025/02/January-2025-Meeting-Minutes.pdf"", ""original"": ""https://www.sheridantwpclareco.com/wp-content/uploads/2025/02/January-2025-Meeting-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-01244""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-010ee3bd760afb9daca9.txt,span_extraction_lane_002,70459c87b5398e0b752ae7fe671085e93460d6de0da7a8da685db3b88f8a6297
BRMSPAN-20260802-a44e26a14e4ec1695eb27c95,RMTXT-20260802-0155ec63a1d6432eba8e,RMSRD-20260802-527e6b465dba6f79a570,RMSRD-20260802-527e6b465dba6f79a570,BRM5C-BRM5-20260731-04957-04,Prairieville,MI,Midwest,pdf,wage_schedule,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,weak_or_ambiguous_compensation_signal,context,emergency expenses and GLSWA would prefer to pay as they go.,60,,,,4029,4089,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-04957-04"", ""final"": ""https://prairievilletwp-mi.gov/wp-content/uploads/2023-03-15-RBM.pdf"", ""original"": ""https://prairievilletwp-mi.gov/wp-content/uploads/2023-03-15-RBM.pdf"", ""scout_target_id"": ""BRM5-20260731-04957""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-0155ec63a1d6432eba8e.txt,span_extraction_lane_002,5c19e37ba918a7b1cf8fe6ad60a1dd68958d65f88b026d1d625389962d4c20e9
BRMSPAN-20260802-b7d61d87cb8e881904965d7b,RMTXT-20260802-016d6a06a1e30079a882,RMSRD-20260802-da0a874a4f9a09cc86c6,RMSRD-20260802-da0a874a4f9a09cc86c6,BRM5C-BRM5-20260731-13490-01,German,OH,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,reference_navigation_only,context,"THE CITY OF GERMANTOWN WITH THE ATTACHED PAY
SCHEDULE.
",54,,,THE ADMINISTRATIVE CODE OF THE CODIFIED ORDINANCES OF,12780,12835,True,False,False,False,False,unclear,False,False,False,0.62,R002,"{""candidate_id"": ""BRM5C-BRM5-20260731-13490-01"", ""final"": ""https://ci.germantown.oh.us/assets/meeting-minutes/city-council/2024-12-02%20Minutes%20Part%201.pdf"", ""original"": ""https://www.ci.germantown.oh.us/assets/meeting-minutes/city-council/2024-12-02%20Minutes%20Part%201.pdf"", ""scout_target_id"": ""BRM5-20260731-13490""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-016d6a06a1e30079a882.txt,span_extraction_lane_002,1c51f0b81ef6081d2bd9af539807d4e24258c3a94bc75a2c3f7677720794961c
BRMSPAN-20260802-f98b19a9dacbcb5d55b173a8,RMTXT-20260802-01e63de3f9efbe6cbd4f,RMSRD-20260802-3045b4f31efa49bf0de7,RMSRD-20260802-3045b4f31efa49bf0de7,BRM5C-BRM5-20260731-10183-01,Flambeau,WI,Midwest,pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,weak_or_ambiguous_compensation_signal,context,"51400-01 Clerk Salary 6,300 6,300
",33,,,,1833,1867,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-10183-01"", ""final"": ""https://cdn.townweb.com/townofflambeau.com/wp-content/uploads/2025/10/Town_Web_2025_Budget.pdf"", ""original"": ""https://cdn.townweb.com/townofflambeau.com/wp-content/uploads/2025/10/Town_Web_2025_Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-10183""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-01e63de3f9efbe6cbd4f.txt,span_extraction_lane_005,568d8b9c2be4137f2b144ada139841fb41de2dbd117ef1ceffb6c2f03daa8d37
BRMSPAN-20260802-f52993d7ba8b06c9d45869eb,RMTXT-20260802-01f2c7195f72155e8516,RMSRD-20260802-c045c0df7c318bf7a69c,RMSRD-20260802-c045c0df7c318bf7a69c,BRM5C-BRM5-20260731-11559-01,Maroa,IL,Midwest,pdf,wage_schedule,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,weak_or_ambiguous_compensation_signal,context,"THE APPOINTMENT, EMPLOYMENT, COMPENSATION, DISCIPLINE, PERFORMANCE, OR
",70,,,CLOSED SESSION AS ALLOWED UNDER 5 ILCS 120/2 C (1-40):,1492,1563,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-11559-01"", ""final"": ""https://maroaillinois.gov/documents/421/20251006_CC_AGENDA.pdf"", ""original"": ""https://maroaillinois.gov/documents/421/20251006_CC_AGENDA.pdf"", ""scout_target_id"": ""BRM5-20260731-11559""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-01f2c7195f72155e8516.txt,span_extraction_lane_002,b167743aaf654d5b14782a312d1948e75a5a05514e8ab40cae3be2b9931fa284
BRMSPAN-20260802-edb68e89c25d084604b0e983,RMTXT-20260802-0262569dfc0efd284bd9,RMSRD-20260802-af6ab045455d0cd7fe1a,RMSRD-20260802-af6ab045455d0cd7fe1a,BRM5C-BRM5-20260731-13912-04,Decatur,WI,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,weak_or_ambiguous_compensation_signal,context,"Salary/Per diem $ 7,910.00 $ 7,880.00 $ 7,880.00 $ 8,500 $ 8,500
",64,,,TOWN OF DECATUR,3057,3122,True,True,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-13912-04"", ""final"": ""https://cdn.townweb.com/townofdecaturwi.gov/wp-content/uploads/2016/01/2018-Budget-Worksheet.pdf"", ""original"": ""https://cdn.townweb.com/townofdecaturwi.gov/wp-content/uploads/2016/01/2018-Budget-Worksheet.pdf"", ""scout_target_id"": ""BRM5-20260731-13912""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-0262569dfc0efd284bd9.txt,span_extraction_lane_001,36f28d9b51ba0b9df9b44289e98f1089689aeb2176a7d871a12569d48d239f45
BRMSPAN-20260802-cddb2076818f43277bc9780f,RMTXT-20260802-0312638e45aaa7d46171,RMSRD-20260802-1af17db59b18c5dc61df,RMSRD-20260802-1af17db59b18c5dc61df,BRM5C-BRM5-20260731-14971-02,Bennett,IA,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,weak_or_ambiguous_compensation_signal,context, FY25 Wages.,11,,,,989,1001,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-14971-02"", ""final"": ""https://bennettiowa.com/SEPT2024.pdf"", ""original"": ""https://www.bennettiowa.com/SEPT2024.pdf"", ""scout_target_id"": ""BRM5-20260731-14971""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-0312638e45aaa7d46171.txt,span_extraction_lane_005,55c1de1ebd95a6db3db21e73f68641101397e0ee6ff6417c14b7873bf9c0c70a
BRMSPAN-20260802-0db7f8129673a4c7e497bec6,RMTXT-20260802-0359b406e19b8e2478b1,RMSRD-20260802-2c6baf663d1a2ef6e3a4,RMSRD-20260802-2c6baf663d1a2ef6e3a4,BRM5C-BRM5-20260731-12257-01,Assyria,MI,Midwest,pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,weak_or_ambiguous_compensation_signal,context,"-Pay adjustment for the board of review will be done during the budget meeting
",78,,,,391,470,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-12257-01"", ""final"": ""https://assyriatwpmi.gov/wp-content/uploads/2025/02/February-3-2025-draft.pdf"", ""original"": ""https://assyriatwpmi.gov/wp-content/uploads/2025/02/February-3-2025-draft.pdf"", ""scout_target_id"": ""BRM5-20260731-12257""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0359b406e19b8e2478b1.txt,span_extraction_lane_002,1c226251c9a447ac69f04c4e95b3ade3cc892a91b4ab0593b4b5cdaf056f880b
BRMSPAN-20260802-66b898f0071e06dfc65552a7,RMTXT-20260802-04b5d3daccb92b7a3433,RMSRD-20260802-0c9f38c370c811310a84,RMSRD-20260802-0c9f38c370c811310a84,BRM5C-BRM5-20260731-13637-02,Sandusky,OH,Midwest,pdf,mou_or_memorandum,high_priority_verification_ready,non_cba_or_unresolved_hint,,reference_navigation_only,context,"service according to Appendix D of the Collective Bargaining Agreement not to exceed a
cert year 5 wage step.",109,,,Section 22.2 (B) (1) Lateral Hire. Employees that are hired as lateral transfers that are,841,950,True,False,False,False,True,unclear,False,False,False,0.62,R001,"{""candidate_id"": ""BRM5C-BRM5-20260731-13637-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2021/21-MED-08-0932.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2021/21-MED-08-0932.pdf"", ""scout_target_id"": ""BRM5-20260731-13637""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-04b5d3daccb92b7a3433.txt,span_extraction_lane_005,d5a08851b7ef8137d5d8aa846c92d7b28b2f558e2ea887f1fed524e1833968bb
BRMSPAN-20260802-19038b10d3d41ea8709ec921,RMTXT-20260802-056e0f15c0a818aaebed,RMSRD-20260802-5de66060750af75f47e0,RMSRD-20260802-5de66060750af75f47e0,BRM5C-BRM5-20260731-18341-01,Paradise,PA,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,weak_or_ambiguous_compensation_signal,context,"• Adam Bills motioned to adopt Resolution 2025-13 Setting Forth the 2026 Compensation of the
",92,,,OLD/NEW BUSINESS:,6894,6987,True,False,False,True,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-18341-01"", ""final"": ""https://paradisetownship.org/wp-content/uploads/2019/09/BOS-MINUTES-DEC-16-2025.pdf"", ""original"": ""https://paradisetownship.org/wp-content/uploads/2019/09/BOS-MINUTES-DEC-16-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-18341""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-056e0f15c0a818aaebed.txt,span_extraction_lane_004,555ca746ced4e4d0e74d1bc6754a1d8ca996e10f65cf992ceafbe4d1639d3ff2
