readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at,extraction_status,extraction_method,extraction_timestamp,extracted_text_artifact_path,extracted_text_sha256,extracted_text_byte_size,character_count,approximate_word_count,line_count,page_count_input,pages_successfully_parsed,empty_page_count,characters_per_page,quality_flags,boilerplate_or_noise_flag,error_class,error_message_redacted,span_extraction_run_flag,rating_run_flag,ingestion_run_flag,codification_run_flag,pages_attempted,pages_extracted,pages_failed_or_problematic,extracted_character_count,extracted_byte_count,extraction_reason_code,span_queue_id,span_lane_id,span_lane_sequence,span_queue_locked_at
RMRDY-20260802-cfdfb6e1029200cd937e,readiness_lane_005,18,pdf,pdf,RMSRD-20260802-414febc085f3eb3f99ed,RMV-20260801-03178,BRM5C-BRM5-20260731-04895-01,BRM5-20260731-04895,MI,Midwest,Liberty,"March 6, 2025, Special Meeting Minutes (FINAL) — Hall Manager/Assistant Hall Manager salary & hourly approval",https://www.libertytownshipwexfordmi.gov/wp-content/uploads/2025/03/3-March-6-special-meeting-25-Minutes-FINAL.pdf,https://libertytownshipwexfordmi.gov/wp-content/uploads/2025/03/3-March-6-special-meeting-25-Minutes-FINAL.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-414febc085f3eb3f99ed.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-414febc085f3eb3f99ed.pdf,sha256:a87840f61a71730e68b3f342d26ff499d1b28e291d7033f07db6619b5a4f7053,locally_available,local_only_not_replicated,local_research_workspace,601012,a87840f61a71730e68b3f342d26ff499d1b28e291d7033f07db6619b5a4f7053,601012,a87840f61a71730e68b3f342d26ff499d1b28e291d7033f07db6619b5a4f7053,integrity_pass,application/pdf,2,false,false,true,2,3085,1542.5,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:55:01Z,false,false,RMTXT-20260802-9335786daffc200b4e04,text_extraction_lane_001,271,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-414febc085f3eb3f99ed.pdf,2026-08-02T17:52:04Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:24Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-9335786daffc200b4e04.txt,581bf18912cf3043b2307419b5a0139d5117e55c4ab2b82e1b031ef8908e4fd8,3935,3931,650,74,2,2,,1965.5,,false,,,false,false,false,false,2,2,0,3931,3935,usable_text_extracted,B4X2500SPQ-20260730-033822bea4d59bdb5c7c,span_extraction_lane_005,1,2026-08-02T20:36:46Z
RMRDY-20260802-9e78d50395435dbaecae,readiness_lane_003,198,pdf,pdf,RMSRD-20260802-f523fd095acac49e1802,RMV-20260801-02405,BRM5C-BRM5-20260731-08670-01,BRM5-20260731-08670,MI,Midwest,Middle Branch,"Middle Branch Township board voted to adopt proposed wages and salaries for the township fiscal year of April 1, 2021 – March 31, 2022 (news report excerpts)",https://etypeproductionstorage1.blob.core.windows.net/%24web/Production_Prod/Jobs/557/2021-02-04/129732/PreProcessedPDF/ccr_127256_prep_20210204143614806.pdf,https://etypeproductionstorage1.blob.core.windows.net/%24web/Production_Prod/Jobs/557/2021-02-04/129732/PreProcessedPDF/ccr_127256_prep_20210204143614806.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal;fiscal_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-f523fd095acac49e1802.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-f523fd095acac49e1802.pdf,sha256:6e54feaffd202cc9e922264cc8fc274a9d0ea9bf7f4f8a0d26170a0afceccbe2,locally_available,local_only_not_replicated,local_research_workspace,9686550,6e54feaffd202cc9e922264cc8fc274a9d0ea9bf7f4f8a0d26170a0afceccbe2,9686550,6e54feaffd202cc9e922264cc8fc274a9d0ea9bf7f4f8a0d26170a0afceccbe2,integrity_pass,application/pdf,12,false,false,true,3,18019,6006.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:05Z,false,false,RMTXT-20260802-c690f64c24e7493e4176,text_extraction_lane_001,84,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-f523fd095acac49e1802.pdf,2026-08-02T17:52:03Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:19Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-c690f64c24e7493e4176.txt,b782d7dd8ceb7062b88e949b4e65aee393300b537d034a0d2ab49235bc002364,102671,101539,17726,1831,12,12,,8461.58,,false,,,false,false,false,false,12,12,0,101539,102671,usable_text_extracted,B4X2500SPQ-20260730-6a227f4a2bf48ff45190,span_extraction_lane_005,2,2026-08-02T20:36:46Z
RMRDY-20260802-5adf54ed7cfb4b6fffc2,readiness_lane_002,60,pdf,pdf,RMSRD-20260802-1aba1e2f63a78faf9e24,RMV-20260801-03200,BRM5C-BRM5-20260731-16432-03,BRM5-20260731-16432,MN,Midwest,Ideal,"Agenda for Board Meeting Packet (Jan 9, 2026 meeting packet) — Compensation Policy: raises for 2026 employees and performance raise amounts",https://idealtownship.com/vertical/sites/%7B47EEE33D-E912-4331-A259-940069E578ED%7D/uploads/January_2026_Board_Meeting_Packet%281%29.pdf,https://idealtownship.com/vertical/sites/%7B47EEE33D-E912-4331-A259-940069E578ED%7D/uploads/January_2026_Board_Meeting_Packet%281%29.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-1aba1e2f63a78faf9e24.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-1aba1e2f63a78faf9e24.pdf,sha256:a33d8023d876da0a1655ef68774b7e63dba34a682b977089eae3429c3690bea2,locally_available,local_only_not_replicated,local_research_workspace,2138744,a33d8023d876da0a1655ef68774b7e63dba34a682b977089eae3429c3690bea2,2138744,a33d8023d876da0a1655ef68774b7e63dba34a682b977089eae3429c3690bea2,integrity_pass,application/pdf,33,false,false,true,3,3699,1233.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:02Z,false,false,RMTXT-20260802-a64050a9a0b6c99ff3fc,text_extraction_lane_004,89,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-1aba1e2f63a78faf9e24.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:18:40Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-a64050a9a0b6c99ff3fc.txt,1f1acf3f8b7eff8fc3af2ec718628bb07061405cc94cf5e4809149a0378541ab,44169,44135,8051,1251,33,33,,1337.42,,false,,,false,false,false,false,33,33,0,44135,44169,usable_text_extracted,B4X2500SPQ-20260730-f8d058b3fee9171bfbfd,span_extraction_lane_005,3,2026-08-02T20:36:46Z
RMRDY-20260802-f4303b2afd60b5f7a19f,readiness_lane_001,398,pdf,pdf,RMSRD-20260802-57c8a1e9e198ec988eb2,RMV-20260801-02382,BRM5C-BRM5-20260731-12352-01,BRM5-20260731-12352,MI,Midwest,Grant,"Grant Township Board meeting minutes (Feb. 13, 2024) — motion to approve hourly wage rates for Elections Officials and Election Chairperson",https://granttownshipmi.org/minutes/minutes_132.pdf,https://granttownshipmi.org/minutes/minutes_132.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-57c8a1e9e198ec988eb2.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-57c8a1e9e198ec988eb2.pdf,sha256:68c30644fc3aee18b3d5a63c7a060ccf94ad48092d155cf844177e18f3213a6c,locally_available,local_only_not_replicated,local_research_workspace,196431,68c30644fc3aee18b3d5a63c7a060ccf94ad48092d155cf844177e18f3213a6c,196431,68c30644fc3aee18b3d5a63c7a060ccf94ad48092d155cf844177e18f3213a6c,integrity_pass,application/pdf,4,false,false,true,3,4551,1517.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:09Z,false,false,RMTXT-20260802-e3b051fe057c7d21fe68,text_extraction_lane_002,500,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-57c8a1e9e198ec988eb2.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:00:31Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-e3b051fe057c7d21fe68.txt,d3218bec648d2640045154305b0ed695186bd6f49a4520b3848328b9937fb501,6762,6694,1153,142,4,4,,1673.5,,false,,,false,false,false,false,4,4,0,6694,6762,usable_text_extracted,B4X2500SPQ-20260730-e5cb730d4320c759b920,span_extraction_lane_005,4,2026-08-02T20:36:46Z
RMRDY-20260802-98fe6b9c2cade597897e,readiness_lane_001,161,pdf,pdf,RMSRD-20260802-fcbcf38adbb3e939e668,RMV-20260801-02599,BRM5C-BRM5-20260731-14085-01,BRM5-20260731-14085,WI,Midwest,Tilden,"Tilden Town Board Monthly Meeting Minutes (Aug 9, 2023) — wage increases for Poll Workers and Recycling Center staff",https://files.heygov.com/townoftilden.com/meetings/me_01hcg9y0ayjr0k5rcpxqhy5q9x/minutes-23-8-9.pdf,https://files.heygov.com/townoftilden.com/meetings/me_01hcg9y0ayjr0k5rcpxqhy5q9x/minutes-23-8-9.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-fcbcf38adbb3e939e668.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-fcbcf38adbb3e939e668.pdf,sha256:0d9fc73cd105dbd251746ce27005461ed47f67aee8959de74e97c0cafbc07fbe,locally_available,local_only_not_replicated,local_research_workspace,287200,0d9fc73cd105dbd251746ce27005461ed47f67aee8959de74e97c0cafbc07fbe,287200,0d9fc73cd105dbd251746ce27005461ed47f67aee8959de74e97c0cafbc07fbe,integrity_pass,application/pdf,3,false,false,true,3,5281,1760.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:04Z,false,false,RMTXT-20260802-73ede73f70ce3903aead,text_extraction_lane_004,209,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-fcbcf38adbb3e939e668.pdf,2026-08-02T17:52:01Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:18:44Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-73ede73f70ce3903aead.txt,6265275ded506008a58d3efa82feabb21381c49249e93505cadbd160a27b4c79,6865,6787,1208,128,3,3,,2262.33,,false,,,false,false,false,false,3,3,0,6787,6865,usable_text_extracted,B4X2500SPQ-20260730-05fbbae563ae7d9a7cd0,span_extraction_lane_005,5,2026-08-02T20:36:46Z
RMRDY-20260802-bdbe75efcb0f335a9b3d,readiness_lane_005,131,pdf,pdf,RMSRD-20260802-a824b148db7d1c43cfde,RMV-20260801-00353,BRM5C-BRM5-20260731-03408-02,BRM5-20260731-03408,PA,Northeast,Saville,"Saville Township Meeting Minutes — DATE: May 4, 2026",https://savilletwp.com/050426-meeting-minutes/,https://savilletwp.com/wp-content/uploads/2026/06/050426-Meeting-Minutes.pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-a824b148db7d1c43cfde.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-a824b148db7d1c43cfde.pdf,sha256:eeb0e4c686b556a55c30f6f7fe4e61baf0576d2424a69233b9c960d67c59c3d5,locally_available,local_only_not_replicated,local_research_workspace,207236,eeb0e4c686b556a55c30f6f7fe4e61baf0576d2424a69233b9c960d67c59c3d5,207236,eeb0e4c686b556a55c30f6f7fe4e61baf0576d2424a69233b9c960d67c59c3d5,integrity_pass,application/pdf,4,false,false,true,3,5685,1895.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:55:03Z,false,false,RMTXT-20260802-95c878878ececba80203,text_extraction_lane_005,256,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-a824b148db7d1c43cfde.pdf,2026-08-02T17:52:04Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:26:47Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-95c878878ececba80203.txt,5386a06c8b1dcd878ad80a7921a72d47ce4a00effffdd5f03e293e71a7d7d962,8823,8703,1481,165,4,4,,2175.75,,false,,,false,false,false,false,4,4,0,8703,8823,usable_text_extracted,B4X2500SPQ-20260730-80dbcd9635745ee40db3,span_extraction_lane_005,6,2026-08-02T20:36:46Z
RMRDY-20260802-ef892055596aaefdc6e5,readiness_lane_001,111,pdf,pdf,RMSRD-20260802-f0c2db0aba77c9a95223,RMV-20260801-03214,BRM5C-BRM5-20260731-14202-01,BRM5-20260731-14202,NY,Northeast,Hector,Town of Hector — Highway Contract Negotiations (Meeting Minutes / Negotiation Notes),https://cms3.revize.com/revize/hectorny/Documents/Agendas%20and%20Minutes/2023/Minutes/minutes_september_19_2023_hgwy_negotiations.pdf,https://cms3.revize.com/revize/hectorny/Documents/Agendas%20and%20Minutes/2023/Minutes/minutes_september_19_2023_hgwy_negotiations.pdf,agenda_packet_or_minutes,high_priority_verification_ready,cba_arbitration_factfinding_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-f0c2db0aba77c9a95223.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-f0c2db0aba77c9a95223.pdf,sha256:8f4bdf3be5ff482969df2c4e8cfa0a253ecc8ac1b63b2bd40cc258421416d6f3,locally_available,local_only_not_replicated,local_research_workspace,133425,8f4bdf3be5ff482969df2c4e8cfa0a253ecc8ac1b63b2bd40cc258421416d6f3,133425,8f4bdf3be5ff482969df2c4e8cfa0a253ecc8ac1b63b2bd40cc258421416d6f3,integrity_pass,application/pdf,2,false,false,true,2,3437,1718.5,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:03Z,false,false,RMTXT-20260802-ba1879ae72795c92e5a3,text_extraction_lane_004,77,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-f0c2db0aba77c9a95223.pdf,2026-08-02T17:52:01Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:18:40Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-ba1879ae72795c92e5a3.txt,1864712d01176a84312d9fd4603db4ea69cc5069ce45325e07b29e5721435357,4307,4281,683,87,2,2,,2140.5,,false,,,false,false,false,false,2,2,0,4281,4307,usable_text_extracted,B4X2500SPQ-20260730-89fd3025e1b576667783,span_extraction_lane_005,7,2026-08-02T20:36:46Z
RMRDY-20260802-ff23d492dfbd6b7711eb,readiness_lane_003,532,pdf,pdf,RMSRD-20260802-3a9293797de2c1d72a4d,RMV-20260801-03804,BRM5C-BRM5-20260731-14971-04,BRM5-20260731-14971,IA,Midwest,Bennett,"PROCEEDINGS OF BENNETT CITY COUNCIL – REGULAR MEETING (MONDAY APRIL 6, 2026) (Approval of Resolution 2026-03; FY27 wages)",https://www.bennettiowa.com/APRIL2026-1.pdf,https://bennettiowa.com/APRIL2026-1.pdf,wage_schedule,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-3a9293797de2c1d72a4d.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-3a9293797de2c1d72a4d.pdf,sha256:56369f7ca7956609552fa7af4b038761860fe0eaeab82c25859cbed85dab9e90,locally_available,local_only_not_replicated,local_research_workspace,146062,56369f7ca7956609552fa7af4b038761860fe0eaeab82c25859cbed85dab9e90,146062,56369f7ca7956609552fa7af4b038761860fe0eaeab82c25859cbed85dab9e90,integrity_pass,application/pdf,2,false,false,true,2,2347,1173.5,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:13Z,false,false,RMTXT-20260802-6d4a37d020f92633a9af,text_extraction_lane_003,282,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-3a9293797de2c1d72a4d.pdf,2026-08-02T17:52:03Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:10:46Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-6d4a37d020f92633a9af.txt,375691019b8fc7c274d8a0e022fedaad136320b12d8d2a0b6a127bae5a0c5731,3083,3073,539,76,2,2,,1536.5,,false,,,false,false,false,false,2,2,0,3073,3083,usable_text_extracted,B4X2500SPQ-20260730-468c4279e776fb0ff183,span_extraction_lane_005,8,2026-08-02T20:36:46Z
RMRDY-20260802-e98c7d62449d4d12bce2,readiness_lane_001,429,pdf,pdf,RMSRD-20260802-ab5cc6813be42edb5fd7,RMV-20260801-00452,BRM5C-BRM5-20260731-17312-01,BRM5-20260731-17312,OH,Midwest,Muskingum,2020 - 2023 Proposed Agreement Between the Muskingum County Water Department and AFSCME,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-01-1792.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-01-1792.pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-ab5cc6813be42edb5fd7.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-ab5cc6813be42edb5fd7.pdf,sha256:214f82b0968a72037f52bcf7bca34a9f38868438b80b437039b2ddc6d3f4fd7b,locally_available,local_only_not_replicated,local_research_workspace,7953253,214f82b0968a72037f52bcf7bca34a9f38868438b80b437039b2ddc6d3f4fd7b,7953253,214f82b0968a72037f52bcf7bca34a9f38868438b80b437039b2ddc6d3f4fd7b,integrity_pass,application/pdf,49,false,false,true,3,1570,523.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:10Z,false,false,RMTXT-20260802-151782aefde688c1364d,text_extraction_lane_003,335,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-ab5cc6813be42edb5fd7.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T18:10:48Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-151782aefde688c1364d.txt,b2ad6e174a1199c28230cc04ea91cfb13d031bb0280bfbcce35e14bbe116f74f,129478,129443,20342,2196,49,49,,2641.69,,false,,,false,false,false,false,49,49,0,129443,129478,usable_text_extracted,B4X2500SPQ-20260730-475db5fd610f98cbd092,span_extraction_lane_005,9,2026-08-02T20:36:46Z
RMRDY-20260802-50c65a0caf223e315516,readiness_lane_002,422,pdf,pdf,RMSRD-20260802-73437c58537ff8f6df6d,RMV-20260801-02822,BRM5C-BRM5-20260731-10838-04,BRM5-20260731-10838,PA,Northeast,Old Lycoming,"OLD LYCOMING TOWNSHIP BOARD OF SUPERVISORS’ MEETING (March 8, 2022) (includes ""Police Chief"" MOU sharing agreement expiration)",https://oldlycomingtwp.org/wp-content/uploads/2023/02/Supervisors-Mtg-March-8-2022.pdf,https://oldlycomingtwp.org/wp-content/uploads/2023/02/Supervisors-Mtg-March-8-2022.pdf,mou_or_memorandum,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-73437c58537ff8f6df6d.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-73437c58537ff8f6df6d.pdf,sha256:506ffc4383a6c94387192854de7ad5ecfbc3246959a144f362ba42fca01770ab,locally_available,local_only_not_replicated,local_research_workspace,409471,506ffc4383a6c94387192854de7ad5ecfbc3246959a144f362ba42fca01770ab,409471,506ffc4383a6c94387192854de7ad5ecfbc3246959a144f362ba42fca01770ab,integrity_pass,application/pdf,2,false,false,true,2,3073,1536.5,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:10Z,false,false,RMTXT-20260802-568d202037f54dcceda4,text_extraction_lane_001,147,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-73437c58537ff8f6df6d.pdf,2026-08-02T17:52:03Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:21Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-568d202037f54dcceda4.txt,f75a5191276d22db91b3fa461e0ee5392a22635e671dd623a1c523a363ae7b47,3855,3795,571,76,2,2,,1897.5,,false,,,false,false,false,false,2,2,0,3795,3855,usable_text_extracted,B4X2500SPQ-20260730-814c212676f8fc674ae6,span_extraction_lane_005,10,2026-08-02T20:36:46Z
