extraction_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,source_locator_lineage,extracted_text_artifact_path,extracted_text_sha256,extracted_character_count,extracted_byte_count,pdf_page_count,source_span_status,span_count_total,quant_span_count,qual_span_count,context_span_count,strongest_evidence_category,strongest_evidence_family,strongest_confidence_score,has_quantitative_compensation_evidence,has_qualitative_mechanism_evidence,has_mixed_quant_qual_evidence,has_safety_side_evidence,has_non_safety_side_evidence,has_comparison_potential,has_growth_or_adjustment_mechanism,has_non_base_compensation,has_bargaining_or_dispute_process,source_level_summary_rationale,lane_id,reason_code,error_class,error_message_redacted
RMTXT-20260802-010ee3bd760afb9daca9,RMSRD-20260802-1253452d2313ba605080,RMSRD-20260802-1253452d2313ba605080,BRM5C-BRM5-20260731-01244-02,Sheridan,MI,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-01244-02"", ""final"": ""https://sheridantwpclareco.com/wp-content/uploads/2025/02/January-2025-Meeting-Minutes.pdf"", ""original"": ""https://www.sheridantwpclareco.com/wp-content/uploads/2025/02/January-2025-Meeting-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-01244""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-010ee3bd760afb9daca9.txt,bdb907d11a2f0601bfea97e0ff7ee52b8b44ac5c44e244afed23a5f31b04226e,2708,2724,2,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-0155ec63a1d6432eba8e,RMSRD-20260802-527e6b465dba6f79a570,RMSRD-20260802-527e6b465dba6f79a570,BRM5C-BRM5-20260731-04957-04,Prairieville,MI,Midwest,pdf,wage_schedule,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-04957-04"", ""final"": ""https://prairievilletwp-mi.gov/wp-content/uploads/2023-03-15-RBM.pdf"", ""original"": ""https://prairievilletwp-mi.gov/wp-content/uploads/2023-03-15-RBM.pdf"", ""scout_target_id"": ""BRM5-20260731-04957""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-0155ec63a1d6432eba8e.txt,ec7210cede1da091fb6040689d6ff8c5af5276dc9a7f21fde89b39e38a517f0c,9919,9981,6,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-01e63de3f9efbe6cbd4f,RMSRD-20260802-3045b4f31efa49bf0de7,RMSRD-20260802-3045b4f31efa49bf0de7,BRM5C-BRM5-20260731-10183-01,Flambeau,WI,Midwest,pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-10183-01"", ""final"": ""https://cdn.townweb.com/townofflambeau.com/wp-content/uploads/2025/10/Town_Web_2025_Budget.pdf"", ""original"": ""https://cdn.townweb.com/townofflambeau.com/wp-content/uploads/2025/10/Town_Web_2025_Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-10183""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-01e63de3f9efbe6cbd4f.txt,d0e8558f5dbc27bc9cbb41a0d9c3263d9bdcb2606a9dd91ac677d03f05d512eb,4483,4483,3,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-01f2c7195f72155e8516,RMSRD-20260802-c045c0df7c318bf7a69c,RMSRD-20260802-c045c0df7c318bf7a69c,BRM5C-BRM5-20260731-11559-01,Maroa,IL,Midwest,pdf,wage_schedule,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,"{""candidate_id"": ""BRM5C-BRM5-20260731-11559-01"", ""final"": ""https://maroaillinois.gov/documents/421/20251006_CC_AGENDA.pdf"", ""original"": ""https://maroaillinois.gov/documents/421/20251006_CC_AGENDA.pdf"", ""scout_target_id"": ""BRM5-20260731-11559""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-01f2c7195f72155e8516.txt,63eef1220cef5eb11b97a187d9105dda4816fb79bb4ff33b5fada0183a1fab21,2695,2709,2,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-0262569dfc0efd284bd9,RMSRD-20260802-af6ab045455d0cd7fe1a,RMSRD-20260802-af6ab045455d0cd7fe1a,BRM5C-BRM5-20260731-13912-04,Decatur,WI,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-13912-04"", ""final"": ""https://cdn.townweb.com/townofdecaturwi.gov/wp-content/uploads/2016/01/2018-Budget-Worksheet.pdf"", ""original"": ""https://cdn.townweb.com/townofdecaturwi.gov/wp-content/uploads/2016/01/2018-Budget-Worksheet.pdf"", ""scout_target_id"": ""BRM5-20260731-13912""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-0262569dfc0efd284bd9.txt,0ef0f71a74a03de307311caf0bd0021914b7c6e65ee6e8a8e8690404ab67f711,6051,6051,5,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_001,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-0312638e45aaa7d46171,RMSRD-20260802-1af17db59b18c5dc61df,RMSRD-20260802-1af17db59b18c5dc61df,BRM5C-BRM5-20260731-14971-02,Bennett,IA,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-14971-02"", ""final"": ""https://bennettiowa.com/SEPT2024.pdf"", ""original"": ""https://www.bennettiowa.com/SEPT2024.pdf"", ""scout_target_id"": ""BRM5-20260731-14971""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-0312638e45aaa7d46171.txt,e9a14e4ef8b8d879aa1af7761185f4eadcc148c852a836b747289a0384cc6dc2,2442,2448,2,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-0359b406e19b8e2478b1,RMSRD-20260802-2c6baf663d1a2ef6e3a4,RMSRD-20260802-2c6baf663d1a2ef6e3a4,BRM5C-BRM5-20260731-12257-01,Assyria,MI,Midwest,pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-12257-01"", ""final"": ""https://assyriatwpmi.gov/wp-content/uploads/2025/02/February-3-2025-draft.pdf"", ""original"": ""https://assyriatwpmi.gov/wp-content/uploads/2025/02/February-3-2025-draft.pdf"", ""scout_target_id"": ""BRM5-20260731-12257""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0359b406e19b8e2478b1.txt,91c3e44eccc9f06f014b0912e87eec4fefdd5f3157b8825d3eb6e6a2d16067e8,2652,2676,2,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_002,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-056e0f15c0a818aaebed,RMSRD-20260802-5de66060750af75f47e0,RMSRD-20260802-5de66060750af75f47e0,BRM5C-BRM5-20260731-18341-01,Paradise,PA,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-18341-01"", ""final"": ""https://paradisetownship.org/wp-content/uploads/2019/09/BOS-MINUTES-DEC-16-2025.pdf"", ""original"": ""https://paradisetownship.org/wp-content/uploads/2019/09/BOS-MINUTES-DEC-16-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-18341""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-056e0f15c0a818aaebed.txt,b355d5e89509db46f63f0c3848cf6b362c38e9382585479c5977c4cd5ecc0c53,8900,9024,4,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_004,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-0586779779d8dbc02b11,RMSRD-20260802-ab996c7fcfde2244e21a,RMSRD-20260802-ab996c7fcfde2244e21a,BRM5C-BRM5-20260731-10775-01,Laurel Mountain,PA,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10775-01"", ""final"": ""https://boroughoflaurelmountain.com/document/council-minutes-december-16th-2020"", ""original"": ""https://boroughoflaurelmountain.com/document/council-minutes-december-16th-2020/"", ""scout_target_id"": ""BRM5-20260731-10775""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-0586779779d8dbc02b11.txt,3c2c393cc883c7723f2072e6f79c3d7df3ba7e518b1c8a304e2619bb6e645d04,6397,6427,3,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,generic_compensation_terms_without_rule_specific_context,,
RMTXT-20260802-05a78b43a23c50148316,RMSRD-20260802-7f68bafa0df0abfb1ceb,RMSRD-20260802-7f68bafa0df0abfb1ceb,BRM5C-BRM5-20260731-17673-01,Georgetown,WI,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,"{""candidate_id"": ""BRM5C-BRM5-20260731-17673-01"", ""final"": ""https://townofgeorgetownwi.com/wp-content/uploads/2025/06/MINUTES-MAY2025.pdf"", ""original"": ""https://townofgeorgetownwi.com/wp-content/uploads/2025/06/MINUTES-MAY2025.pdf"", ""scout_target_id"": ""BRM5-20260731-17673""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-05a78b43a23c50148316.txt,773934953ece5c179eb4f5c4f722d26e3b47ef1c6a44f5c4a9821420e4e5d3d7,6327,6353,3,span_weak_or_ambiguous,1,0,0,1,weak_or_ambiguous_compensation_signal,context,0.52,False,False,False,False,False,False,False,False,False,"Deterministic bounded extraction found 0 quantitative, 0 qualitative, and 1 context/reference span rows; no rating or substantive claim was made.",span_extraction_lane_005,generic_compensation_terms_without_rule_specific_context,,
