span_id,extraction_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,evidence_category,evidence_family,span_text_snippet,normalized_snippet_length,surrounding_context_snippet,page_number,section_heading,character_start_offset,character_end_offset,table_like_flag,currency_value_flag,percent_value_flag,date_or_effective_period_flag,position_or_unit_flag,safety_side_hint,comparison_potential_flag,mechanism_signal_flag,quantitative_signal_flag,confidence_score,reason_codes,source_locator_lineage,extracted_text_artifact_path,lane_id,span_sha256
BRMSPAN-20260802-705889676313ea654169f93a,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,qual_market_recruitment_retention_pressure,qualitative_mechanism,vacancy in the Laborer Position at the Lake Department.,55,,,LABORER POSITION – LAKE DEPARTMENT,36595,36650,True,False,False,False,True,unclear,False,True,False,0.86,M015,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,460ea110908bc8ab89a31c15c07313eda96fd199d32e7679438bb3ba7c50395b
BRMSPAN-20260802-ffd725608b01f2103f5d188b,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,qual_market_recruitment_retention_pressure,qualitative_mechanism,vacancy in the Marina Clerk Position at the Lake Department.,60,,,MARINA CLERK POSITION – LAKE DEPARTMENT,36873,36933,True,False,False,False,True,unclear,False,True,False,0.86,M015,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,9d9d37f6b412c4753aedff8364aa78790b833ea019b044b9f791c32f6af38185
BRMSPAN-20260802-c4a68dea956d1c22713675a5,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,qual_market_recruitment_retention_pressure,qualitative_mechanism,day probationary period of vacancy.,35,,,BID AND/OR ADVERTISE HEAVY EQUIPMENT OPERATOR - CEMETERY,54447,54482,True,False,False,False,False,unclear,False,True,False,0.86,M015,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,61c10492faa3ad3207bfe34e227c631bb279fa3fb60218f802b27aa6fa9b2599
BRMSPAN-20260802-5a62292bbf1ab9571aebe7a0,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,qual_retroactivity_or_implementation_timing,qualitative_mechanism," City Attorney Romano noted that this action will be retroactive to
",66,,,,82276,82344,True,False,False,False,False,unclear,False,True,False,0.86,M008,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,51cd0b386c52780531de1b345cf626f4b8046b9d260c512d67c6f86c3b4cb2d2
BRMSPAN-20260802-1256d1f873d1c2237fe810ba,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,qual_ordinance_or_council_adoption,qualitative_mechanism," The City Council has the authority to approve or reject
",55,,,,103800,103857,True,False,False,False,False,unclear,False,True,False,0.86,M013,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,5a3c3ac2314fea92142a47746a1312fe329ec5a049bb572c14fdb20e5c5b891f
BRMSPAN-20260802-23bcf1a323d555583f21db2e,RMTXT-20260802-00c22b5ebbe8c285113d,RMSRD-20260802-56564ef9261474d7a41b,RMSRD-20260802-56564ef9261474d7a41b,BRM5C-BRM5-20260731-08419-01,Offerle,KS,Midwest,pdf,salary_ordinance,medium_priority_verification_ready,non_cba_or_unresolved_hint,,qual_ordinance_or_council_adoption,qualitative_mechanism," to approve pay ordinance B.) W, 8, T Rates
",42,,,,6545,6589,True,False,False,False,False,unclear,False,True,False,0.86,M018,"{""candidate_id"": ""BRM5C-BRM5-20260731-08419-01"", ""final"": ""https://kansaspublicnotices.com/KSLegals/2024/31171-2024-06-05_1001.pdf"", ""original"": ""https://kansaspublicnotices.com/KSLegals/2024/31171-2024-06-05_1001.pdf"", ""scout_target_id"": ""BRM5-20260731-08419""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-00c22b5ebbe8c285113d.txt,span_extraction_lane_004,88067578d60625d7f6982ea156ad438ae54d4d08f4ec9be328c6bb952dc4c107
BRMSPAN-20260802-a36c9c7e88064a9941fda4a7,RMTXT-20260802-00d5fded12c93b192cb4,RMSRD-20260802-2de9a9d0a0345d47d0bf,RMSRD-20260802-2de9a9d0a0345d47d0bf,BRM5C-BRM5-20260731-03741-01,Union Gap,WA,West,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,qual_collective_bargaining,qualitative_mechanism,For Labor Negotiations Pursuant to RCW 42.30.140(4)(a);,55,,,XII. RECESS TO 20 MINUTE EXECUTIVE SESSION,3247,3302,True,False,False,False,False,unclear,False,True,False,0.86,M002,"{""candidate_id"": ""BRM5C-BRM5-20260731-03741-01"", ""final"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""original"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03741""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-00d5fded12c93b192cb4.txt,span_extraction_lane_002,ef8b88051bce58d18ee3e917784fd9602baba1a6ad0c50f0e093ffe47ca22264
BRMSPAN-20260802-c2db0b05a529149ce08d26b2,RMTXT-20260802-00d5fded12c93b192cb4,RMSRD-20260802-2de9a9d0a0345d47d0bf,RMSRD-20260802-2de9a9d0a0345d47d0bf,BRM5C-BRM5-20260731-03741-01,Union Gap,WA,West,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,qual_ordinance_or_council_adoption,qualitative_mechanism,"SYNOPSIS: There are boards and committees that need to be filled by members of the City
Council.

RECOMMENDATION: Approve a resolution appointing Council Members to boards and committees
",185,,,,5585,5772,True,False,False,False,False,unclear,False,True,False,0.86,M013,"{""candidate_id"": ""BRM5C-BRM5-20260731-03741-01"", ""final"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""original"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03741""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-00d5fded12c93b192cb4.txt,span_extraction_lane_002,8b58f2180e0d082e2d1bd03fb00d74f0417f1b0e926828b623e6c3b582aa5d93
BRMSPAN-20260802-7667339fc6b2233a52cf2901,RMTXT-20260802-00d5fded12c93b192cb4,RMSRD-20260802-2de9a9d0a0345d47d0bf,RMSRD-20260802-2de9a9d0a0345d47d0bf,BRM5C-BRM5-20260731-03741-01,Union Gap,WA,West,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,qual_market_recruitment_retention_pressure,qualitative_mechanism,"City shall request a longer period of record retention.
",55,,,,27217,27273,True,False,False,False,False,unclear,False,True,False,0.86,M005,"{""candidate_id"": ""BRM5C-BRM5-20260731-03741-01"", ""final"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""original"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03741""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-00d5fded12c93b192cb4.txt,span_extraction_lane_002,b37a8074d8b06e4ac7e6eac7ec881e33c6e5c5f7e36dadf481936152f6dc0084
BRMSPAN-20260802-178cfe3727a1e56d5427dce5,RMTXT-20260802-00d5fded12c93b192cb4,RMSRD-20260802-2de9a9d0a0345d47d0bf,RMSRD-20260802-2de9a9d0a0345d47d0bf,BRM5C-BRM5-20260731-03741-01,Union Gap,WA,West,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,qual_ordinance_or_council_adoption,qualitative_mechanism,"cost to process the HAP's adoption through city council.
*HAP is REQUIRED to be adopted by city council to receive funds.
",121,,,ESTIMATED ADOPTION OF HOUSING ACTION PLAN SCOPE OF WORK COSTS INCURRED BY YVCOG*,38784,38906,True,False,False,False,False,unclear,False,True,False,0.86,M013,"{""candidate_id"": ""BRM5C-BRM5-20260731-03741-01"", ""final"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""original"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03741""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-00d5fded12c93b192cb4.txt,span_extraction_lane_002,0fc9b86aefc0d2dad35bdb21e56bfe80dbcf2c3d6f01972de01d896ce07d9afe
